TRAK_PROGRAM,DISTRICT,COUNTY,CONTRACT_ID,SYP_NO,FUND_CODE,PROGRAM_CODE,FED_PROJECT_NUM,CONTRACTOR,PROJECT_NM,LETTING_DATE,AWARD_AMOUNT,CALCULATED_AWARDED_AMOUNT
Pavement Asset Management,District 08,Casey,252016,,,FD05,FD05 023 0127 013-015,HINKLE CONTRACTING COMPANY LLC,MP02301272501,2025-01-23,359933.3,359933.3
Rural Roads Projects,District 08,Casey,243129,,,CB06,CB06 023 3271 001-005,HINKLE CONTRACTING COMPANY LLC,0802332712401,2024-12-12,580289.91,320265.46
Rural Roads Projects,District 08,Casey,243129,,,CB06,CB06 023 3272 000-003,HINKLE CONTRACTING COMPANY LLC,0802332722401,2024-12-12,580289.91,260024.45
Highway Improvement,District 08,Pulaski,241113,08-09010.00,,,RRS 5178(002),WEDDLE ENTERPRISES INC,DE10006352413,2024-12-12,7483852.19,7483852.19
Pavement Asset Management,District 08,Russell,242374,,,FD05,FD05 104 0055 004-009,GADDIE-SHAMROCK LLC,MP10400552401,2024-11-14,287564.25,287564.25
Pavement Asset Management,District 08,Cumberland,242388,,,FD05,FD05 029 0090 007-012,GADDIE-SHAMROCK LLC,MP02900902402,2024-11-14,467982.69,467982.69
Bridge Asset Management,District 08,Clinton,245367,08-10051.00,"STP, BRZ",,STP BRZ 9030 (485),SCOTT AND MURPHY INC,BR02715762400,2024-11-14,1111354.11,1111354.11
Highway Improvement,District 08,Pulaski,241015,08-05003.00,,,PROT 6000(311),ROCK & DIRT LLC,DE10000272415,2024-10-24,2930435.01,2930435.01
Bridge Asset Management,District 08,Rockcastle,245363,08-10070.00,"STP, BRZ",,STP BRZ 9030 (481),CENTRAL BRIDGE CO LLC,BR10217872400,2024-09-26,1263609.21,1263609.21
Rural Roads Projects,District 08,Clinton,243049,,,CB06,CB06 027 1266 000-004,GADDIE-SHAMROCK LLC,0802712662501,2024-08-22,361560.0,361560.0
Rural Roads Projects,District 08,Wayne,243051,,,CB06,CB06 116 0789 000-003,MAGO CONSTRUCTION COMPANY LLC,0811607892501,2024-08-22,564242.34,316398.27
Rural Roads Projects,District 08,Wayne,243051,,,CB06,CB06 116 0092 006-008,MAGO CONSTRUCTION COMPANY LLC,0811600922501,2024-08-22,564242.34,247844.07
Rural Roads Projects,District 08,Adair,243077,,,CB06,CB06 001 0682 002-004,GADDIE-SHAMROCK LLC,0800106822501,2024-08-22,473022.65,210922.69
Rural Roads Projects,District 08,Adair,243077,,,CB06,CB06 001 1742 000-003,GADDIE-SHAMROCK LLC,0800117422501,2024-08-22,473022.65,262099.96
Rural Roads Projects,District 08,Cumberland,243078,,,CB06,CB06 029 3140 000-003,GADDIE-SHAMROCK LLC,0802931402501,2024-08-22,350572.11,210205.7
Rural Roads Projects,District 08,Cumberland,243078,,,CB06,CB06 029 0100 007-009,GADDIE-SHAMROCK LLC,0802901002501,2024-08-22,350572.11,140366.41
Rural Roads Projects,District 08,Russell,243079,,,CB06,CB06 104 0910 003-006,GADDIE-SHAMROCK LLC,0810409102501,2024-08-22,395658.64,233092.47
Rural Roads Projects,District 08,Russell,243079,,,CB06,CB06 104 0076 001-003,GADDIE-SHAMROCK LLC,0810400762501,2024-08-22,395658.64,162566.17
Bridge Asset Management,District 08,Adair,242900,,,FE02,FE02 001 2968 B00068N 01.41,DELONG CONCRETE LLC,MB00129682401,2024-07-18,299999.99,195297.94
Bridge Asset Management,District 08,Adair,242900,,,FE02,FE02 001 1323 B00032N 00.30,DELONG CONCRETE LLC,MB00113232401,2024-07-18,299999.99,104702.05
Rural Roads Projects,District 08,Lincoln,243040,,,CB06,CB06 069 1247 003-007,THE ALLEN COMPANY INC,0806912472401,2024-07-18,507850.94,409359.6
Rural Roads Projects,District 08,Lincoln,243040,,,CB06,CB06 069 1948 000-001,THE ALLEN COMPANY INC,0806919482401,2024-07-18,507850.94,98491.34
Pavement Asset Management,District 08,McCreary,242151,,,FD05,FD05 074 0027 009-012,HINKLE CONTRACTING COMPANY LLC,MP07400272401,2024-06-20,2165522.67,1229551.63
Pavement Asset Management,District 08,McCreary,242151,,,FD05,FD05 074 0092 010-016,HINKLE CONTRACTING COMPANY LLC,MP07400922401,2024-06-20,2165522.67,935971.04
Safety,District 08,Pulaski,244103,08-00955.00,,HSIP,HSIP 9010(524),HINKLE CONTRACTING COMPANY LLC,0810009142401,2024-06-20,1156157.73,520371.11
Safety,District 08,Pulaski,244103,08-09018.00,,FD04,FD04 100 1577 002-003,HINKLE CONTRACTING COMPANY LLC,DE10015772308,2024-06-20,1156157.73,635786.63
Pavement Asset Management,District 08,Pulaski,242182,,,FD05,FD05 100 0461 004-009,HINKLE CONTRACTING COMPANY LLC,MP10004612401,2024-05-23,1890053.75,1890053.75
Pavement Asset Management,District 08,Wayne,242150,,,FD05,FD05 116 0092 008-010,MAGO CONSTRUCTION COMPANY LLC,MP11600922401,2024-05-23,180594.89,180594.89
Pavement Asset Management,District 08,Pulaski,242164,,,FD05,FD05 100 0080 031-040,HINKLE CONTRACTING COMPANY LLC,MP10000802401,2024-04-25,3579404.25,3579404.25
Highway Improvement,District 08,Casey,241103,08-08705.00,,FD04,FD04 023 0501 011-012,THE ALLEN COMPANY INC,DE02305012403,2024-03-21,499266.33,499266.33
Pavement Asset Management,District 08,Lincoln,242075,,,FD05,FD05 069 0027 015-018,THE ALLEN COMPANY INC,MP06900272303,2024-03-21,1567305.22,701610.68
Pavement Asset Management,District 08,Lincoln,242075,,,FD05,FD05 069 0078 008-014,THE ALLEN COMPANY INC,MP06900782301,2024-03-21,1567305.22,714135.78
Pavement Asset Management,District 08,Lincoln,242075,,,FD05,FD05 069 1150 000-002,THE ALLEN COMPANY INC,MP06911502401,2024-03-21,1567305.22,119178.38
Pavement Asset Management,District 08,Russell,242086,,,FD05,FD05 104 0127 002-008,GADDIE-SHAMROCK LLC,MP10401272401,2024-03-21,724413.9,724413.9
Pavement Asset Management,District 08,Adair,242060,,,FD05,FD05 001 0055 006-010,GADDIE-SHAMROCK LLC,MP00100552401,2024-03-21,438641.93,438641.93
Pavement Asset Management,District 08,Cumberland,242045,,,FD05,FD05 029 0090 000-005,GADDIE-SHAMROCK LLC,MP02900902401,2024-02-22,1053768.51,1053768.51
Bridge Asset Management,District 08,Pulaski,245336,,,FE02,FE02 100 3260 B00092N 00.76,BUSH & BURCHETT INC,BR10032602401,2024-02-22,1997487.68,535564.06
Bridge Asset Management,District 08,Pulaski,245336,08-10067.00,"STP, BRZ",,STP BRZ 9030 (449),BUSH & BURCHETT INC,BR10032602400,2024-02-22,1997487.68,1461923.62
Miscellaneous,District 08,Various,242008,,,FE01,FE01 121 DW24 0080000,REYNOLDS-CENTRAL SEAL A JOINT VENTURE,MP12100002408,2024-02-22,1285000.0,1285000.0
Rural Roads Projects,District 08,Rockcastle,243004,,,CB06,CB06 102 1326 000-001,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,0810213262301,2024-01-25,370018.25,61852.51
Rural Roads Projects,District 08,Rockcastle,243004,,,CB06,CB06 102 2224 000-001,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,0810222242303,2024-01-25,370018.25,46287.4
Rural Roads Projects,District 08,Rockcastle,243004,,,CB06,CB06 102 1505 006-009,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,0810215052302,2024-01-25,370018.25,261878.35
Bridge Asset Management,District 08,Pulaski,242973,08-10064.00,BRX,,BRX 0803 (214),KAY & KAY CONTRACTING LLC,MB10000802473,2024-01-25,7120650.34,7120650.34
Pavement Asset Management,District 08,Pulaski,232442,,,FD05,FD05 100 0027 021-031,HINKLE CONTRACTING COMPANY LLC,MP10000272301,2023-12-14,2506498.25,2506498.25
Rural Roads Projects,District 08,Pulaski,233146,,,CB06,CB06 100 0769 007 010,HINKLE CONTRACTING COMPANY LLC,0810007692301,2023-12-14,888166.3,401941.52
Rural Roads Projects,District 08,Pulaski,233146,,,CB06,CB06 100 1676 000 003,HINKLE CONTRACTING COMPANY LLC,0810016762301,2023-12-14,888166.3,294100.65
Rural Roads Projects,District 08,Pulaski,233146,,,CB06,CB06 100 0235 005 007,HINKLE CONTRACTING COMPANY LLC,0810002352301,2023-12-14,888166.3,192124.13
Safety,District 08,Russell,234107,,,FE04,FE04 104 0127 017-019,LOUISVILLE PAVING COMPANY INC,0810401272302,2023-10-26,2908000.0,191318.82
Safety,District 08,Russell,234107,08-00952.00,,HSIP,HSIP 1271(125),LOUISVILLE PAVING COMPANY INC,0810401272301,2023-10-26,2908000.0,2716681.18
Pavement Asset Management,District 08,Pulaski,232413,,,FD05,FD05 100 0039 010-013,HINKLE CONTRACTING COMPANY LLC,MP10000392302,2023-09-28,396826.61,396826.61
Miscellaneous,District 08,Rockcastle,232421,08-04314.00,,FD04,FD04 102 1229 001-002,GEORGE B STONE CO LLC,0810212292301,2023-09-28,82264.0,82264.0
Pavement Asset Management,District 08,Wayne,232422,,,FD05,FD05 116 0092 009-015,MAGO CONSTRUCTION COMPANY LLC,MP11600922303,2023-09-28,622758.46,622758.46
Rural Roads Projects,District 08,Casey,233114,,,CB06,CB06 023 1742 010-011,HINKLE CONTRACTING COMPANY LLC,0802317422301,2023-09-28,298396.17,99983.48
Rural Roads Projects,District 08,Casey,233114,,,CB06,CB06 023 3271 000-002,HINKLE CONTRACTING COMPANY LLC,082332712302,2023-09-28,298396.17,198412.69
Rural Roads Projects,District 08,Lincoln,233115,,,CB06,CB06 069 0198 006-009,THE ALLEN COMPANY INC,0806901982301,2023-09-28,562172.58,167116.82
Rural Roads Projects,District 08,Lincoln,233115,,,CB06,CB06 069 0618 000-002,THE ALLEN COMPANY INC,0806906182302,2023-09-28,562172.58,206852.58
Rural Roads Projects,District 08,Lincoln,233115,,,CB06,CB06 069 1247 000-002,THE ALLEN COMPANY INC,0806912472303,2023-09-28,562172.58,188203.18
Bridge Asset Management,District 08,Pulaski,235312,08-10068.00,"STP, BRZ",,STP BRZ 9030 (415),KAY & KAY CONTRACTING LLC,BR10032672300,2023-09-28,474158.0,474158.0
Bridge Asset Management,District 08,Clinton,232997,,,FE02,FE02 027 0415 B00029N 06.17,JAVE LLC,MB02704152301,2023-09-28,484871.69,484871.69
Pavement Asset Management,District 08,Lincoln,232152,,,FD05,FD05 069 0039 008-010,THE ALLEN COMPANY INC,MP06900392301,2023-08-24,175404.34,175404.34
Pavement Asset Management,District 08,Wayne,232315,,,FD04,FD04 116 0090 001-005,MAGO CONSTRUCTION COMPANY LLC,MP11600902301,2023-08-24,2223884.25,2223884.25
Rural Roads Projects,District 08,Clinton,233058,,,CB06,CB06 027 0415 000 003,GADDIE-SHAMROCK LLC,0802704152301,2023-06-22,306690.2,306690.2
Rural Roads Projects,District 08,Wayne,233060,,,CB06,CB06 116 0092 001 007,MAGO CONSTRUCTION COMPANY LLC,0811600922301,2023-06-22,502061.94,502061.94
Rural Roads Projects,District 08,Adair,233049,,,CB06,CB06 001 0076 003 005,GADDIE-SHAMROCK LLC,0800100762305,2023-06-22,553243.72,196905.22
Rural Roads Projects,District 08,Adair,233049,,,CB06,CB06 001 0551 009 012,GADDIE-SHAMROCK LLC,080010551012,2023-06-22,553243.72,356338.5
Rural Roads Projects,District 08,Cumberland,233050,,,CB06,CB06 029 0691 006 008,GADDIE-SHAMROCK LLC,0802906912308,2023-06-22,311236.89,70153.6
Rural Roads Projects,District 08,Cumberland,233050,,,CB06,CB06 029 0485 006 008,GADDIE-SHAMROCK LLC,0802904852308,2023-06-22,311236.89,159582.5
Rural Roads Projects,District 08,Cumberland,233050,,,CB06,CB06 029 0953 002 003,GADDIE-SHAMROCK LLC,0802909532303,2023-06-22,311236.89,81500.79
Rural Roads Projects,District 08,Russell,233051,,,CB06,CB06 104 0092 003 007,GADDIE-SHAMROCK LLC,0810400922306,2023-06-22,313185.94,313185.94
Rural Roads Projects,District 08,McCreary,233059,,,CB06,CB06 074 3253 000 002,HINKLE CONTRACTING COMPANY LLC,0807432532302,2023-06-22,335648.85,201581.68
Rural Roads Projects,District 08,McCreary,233059,,,CB06,CB06 074 0701 000 001,HINKLE CONTRACTING COMPANY LLC,0807407012301,2023-06-22,335648.85,134067.17
Pavement Asset Management,District 08,Lincoln,232358,,,FD04,FD04 069 0150 014-019,THE ALLEN COMPANY INC,MP06901502301,2023-06-22,2449907.05,2449907.05
Safety,District 08,Lincoln,234102,08-09014.00,,HSIP,HSIP 5180(029),THE ALLEN COMPANY INC,0806900782301,2023-06-22,2842463.43,2842463.43
Bridge Asset Management,District 08,Russell,232978,08-40003.00,,FE02,FE02 104 3281 B00032N 01.73,JAVE LLC,MB10432812302,2023-05-25,898314.14,898314.14
Pavement Asset Management,District 08,Cumberland,232215,,,FD05,FD05 029 0090 004-006,GADDIE-SHAMROCK LLC,MP02900902303,2023-05-25,308834.73,308834.73
Pavement Asset Management,District 08,Adair,232323,,,FD05,FD05 001 0055 000-007,GADDIE-SHAMROCK LLC,MP00100552302,2023-05-25,771870.91,771870.91
Pavement Asset Management,District 08,Russell,232210,,,FD05,FD05 104 0127 000-003,GADDIE-SHAMROCK LLC,MP10401272301,2023-05-25,438015.9,438015.9
Pavement Asset Management,District 08,Russell,232322,,,FD05,FD05 104 0055 000-005,GADDIE-SHAMROCK LLC,MP10400552301,2023-05-25,523826.65,523826.65
Pavement Asset Management,District 08,Cumberland,232217,,,FD05,FD05 029 0061 012-014,GADDIE-SHAMROCK LLC,MP02900612302,2023-05-25,321289.8,321289.8
Pavement Asset Management,District 08,Rockcastle,232303,,,FD05,FD05 102 2793 000-001,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP10227932301,2023-05-25,69070.9,69070.9
Safety,District 08,Wayne,234108,08-00953.00,,HSIP,HSIP 0901(059),THE TRUESDELL CORPORATION,0811600902301,2023-05-25,239239.0,239239.0
Pavement Asset Management,District 08,Cumberland,232273,,,FD05,FD05 029 0090 011-014,GADDIE-SHAMROCK LLC,MP02900902302,2023-04-27,444557.23,444557.23
Bridge Asset Management,District 08,McCreary,232977,08-40002.00,,FE02,FE02 074 1045 B00015N 01.83,KAY & KAY CONTRACTING LLC,MB07410452301,2023-04-27,994980.0,994980.0
Bridge Asset Management,District 08,Adair,232976,08-40000.00,,FE02,FE02 001 0551 B00036N 01.10,SCOTT AND MURPHY INC,MB00105512301,2023-04-27,1032412.08,471041.61
Bridge Asset Management,District 08,Adair,232976,08-40001.00,,FE02,FE02 001 0551 B00037N 01.83,SCOTT AND MURPHY INC,MB00105512302,2023-04-27,1032412.08,561370.47
Pavement Asset Management,District 08,Adair,232020,,,FD05,FD05 001 055X 000-004,GADDIE-SHAMROCK LLC,MP001055X2302,2023-03-23,926159.0,926159.0
Pavement Asset Management,District 08,Adair,232028,,,FD05,FD05 001 2287 000-002,GADDIE-SHAMROCK LLC,MP00122872301,2023-03-23,271151.66,271151.66
Pavement Asset Management,District 08,Clinton,232194,,,FD05,FD05 027 127X 000-002,GADDIE-SHAMROCK LLC,MP027127X2201,2023-03-23,210793.04,210793.04
Pavement Asset Management,District 08,Cumberland,232195,,,FD05,FD05 029 0061 000-003,GADDIE-SHAMROCK LLC,MP02900612301,2023-03-23,325205.69,325205.69
Pavement Asset Management,District 08,Cumberland,232196,,,FD05,FD05 029 0090 019-022,GADDIE-SHAMROCK LLC,MP02900902301,2023-03-23,320468.03,320468.03
Pavement Asset Management,District 08,Rockcastle,232148,,,FD05,FD05 102 0150 000-009,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP10201502301,2023-03-23,3170583.87,3170583.87
Rural Roads Projects,District 08,Clinton,233028,,,CB06,CB06 027 0696 000-004,GADDIE-SHAMROCK LLC,0802706962201,2023-03-23,296449.9,296449.9
Safety,District 08,Various,234008,08-00951.00,,HSIP,HSIP 9010(482),GEORGE B STONE CO LLC,0812199992308,2023-03-23,298084.3,298084.3
Pavement Asset Management,District 08,Pulaski,232193,,,FD05,FD05 100 1247 004-007,HINKLE CONTRACTING COMPANY LLC,MP10012472201,2023-03-23,539239.5,253907.89
Pavement Asset Management,District 08,Pulaski,232193,,,FD05,FD05 100 1247 007-009,HINKLE CONTRACTING COMPANY LLC,MP10012472202,2023-03-23,539239.5,285331.61
Pavement Asset Management,District 08,Rockcastle,232067,,,FD05,FD05 102 0421 000-001,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP10204212301,2023-02-23,181270.91,181270.91
Miscellaneous,District 08,Various,232008,,,FE01,FE01 121 DW23 0080000,REYNOLDS-CENTRAL SEAL A JOINT VENTURE,MP12100002308,2023-02-23,967500.0,967500.01
Pavement Asset Management,District 08,Russell,232077,,,FD05,FD05 104 0080 007-011,STRAWSER CONSTRUCTION INC,MP10400802301,2023-01-26,341123.02,341123.02
Pavement Asset Management,District 08,Adair,232098,08-22206.00,,NHPP,NHPP 9008(006),GADDIE-SHAMROCK LLC,MP00190082201,2023-01-26,1592646.1,1592646.1
Rural Roads Projects,District 08,McCreary,233003,,,CB06,CB06 074 0791 000-002,HINKLE CONTRACTING COMPANY LLC,0807407912201,2023-01-26,718613.3,139650.8
Rural Roads Projects,District 08,McCreary,233003,,,CB06,CB06 074 1044 000-005,HINKLE CONTRACTING COMPANY LLC,0807410442202,2023-01-26,718613.3,578962.5
Rural Roads Projects,District 08,Rockcastle,233017,,,CB06,CB06 102 2614 005-007,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,0810226142202,2023-01-26,213477.62,115179.96
