TRAK_PROGRAM,DISTRICT,COUNTY,CONTRACT_ID,SYP_NO,FUND_CODE,PROGRAM_CODE,FED_PROJECT_NUM,CONTRACTOR,PROJECT_NM,LETTING_DATE,AWARD_AMOUNT,CALCULATED_AWARDED_AMOUNT
Pavement Asset Management,District 06,Owen,252290,,,FD05,FD05 094 0127 0014-015,MAGO CONSTRUCTION COMPANY LLC,MP09401272501,2025-07-24,97522.37,97522.37
Highway Improvement,District 06,Campbell,251017,06-20014.00,STP,,STP 8177(004),RIEGLER BLACKTOP INC,DE01918922517,2025-07-24,3597318.08,3597318.08
Rural Roads Projects,District 06,Campbell,253077,,,CB06,CB06 019 1936 006-008,MAGO CONSTRUCTION COMPANY LLC,0601919362501,2025-07-24,392161.78,84540.47
Rural Roads Projects,District 06,Campbell,253077,,,CB06,CB06 019 1121 002-007,MAGO CONSTRUCTION COMPANY LLC,0601911212501,2025-07-24,392161.78,307621.31
Rural Roads Projects,District 06,Owen,253092,,,CB06,CB06 094 0607 000-001,MAGO CONSTRUCTION COMPANY LLC,0609406072502,2025-07-24,542883.51,110652.08
Rural Roads Projects,District 06,Owen,253092,,,CB06,CB06 094 1761 000-005,MAGO CONSTRUCTION COMPANY LLC,0609417612501,2025-07-24,542883.51,432231.43
Pavement Asset Management,District 06,Grant,252276,,,FD05,FD05 041 3373 000-001,MAGO CONSTRUCTION COMPANY LLC,MP04133732501,2025-07-24,45137.51,45137.51
Pavement Asset Management,District 06,Kenton,252309,,,FE01,FE01 059 0025 010-013,EATON ASPHALT PAVING CO INC,MP05900252507,2025-07-24,762636.06,42046.64
Pavement Asset Management,District 06,Kenton,252309,,,FD04,FD04 059 0025 010-013,EATON ASPHALT PAVING CO INC,MP05900252508,2025-07-24,762636.06,55519.65
Pavement Asset Management,District 06,Kenton,252309,,,FD05,FD05 059 0025 010-013,EATON ASPHALT PAVING CO INC,MP05900252506,2025-07-24,762636.06,665069.77
Highway Improvement,District 06,Campbell,251901,06-80220.00,,FD04,FD04 019 0709 000-001,RIEGLER BLACKTOP INC,DE01907092501,2025-06-26,449180.16,449180.16
Miscellaneous,District 06,Various,252256,06-04316.00,,FD04,FD04 059 0008 002-003,GEORGE B STONE CO LLC,MP05900082501,2025-06-26,60638.08,41814.91
Miscellaneous,District 06,Various,252256,06-04318.00,,FD04,FD04 008 0338 002-003,GEORGE B STONE CO LLC,MP00803382501,2025-06-26,60638.08,18823.17
Highway Improvement,District 06,Grant,251314,06-20029.00,,,STPS 5140(042),BLUEGRASS CONTRACTING CORPORATION,DE04100222506,2025-06-26,1045960.0,1045960.0
Miscellaneous,District 06,Pendleton,252233,,,FE06,FE06 096 0027 014-015,GEORGE B STONE CO LLC,MP09600272501,2025-05-22,39851.5,39851.5
Pavement Asset Management,District 06,Boone,252198,,,FD04,FD04 008 0025 010-012,RIEGLER BLACKTOP INC,MP00800252503,2025-05-22,1396568.94,22915.34
Pavement Asset Management,District 06,Boone,252198,,,FD04,FD04 059 0025 004-007,RIEGLER BLACKTOP INC,MP05900252505,2025-05-22,1396568.94,42407.76
Pavement Asset Management,District 06,Boone,252198,,,FD05,FD05 059 0025 004-007,RIEGLER BLACKTOP INC,MP05900252503,2025-05-22,1396568.94,458591.08
Pavement Asset Management,District 06,Boone,252198,,,FD05,FD05 008 0025 010-012,RIEGLER BLACKTOP INC,MP00800252501,2025-05-22,1396568.94,267777.15
Pavement Asset Management,District 06,Boone,252198,,,FD05,FD05 059 0025 008-009,RIEGLER BLACKTOP INC,MP05900252502,2025-05-22,1396568.94,221320.45
Pavement Asset Management,District 06,Boone,252198,,,FD05,FD05 008 0042 014-016,RIEGLER BLACKTOP INC,MP00800422501,2025-05-22,1396568.94,304914.7
Pavement Asset Management,District 06,Boone,252198,,,FE01,FE01 059 0025 004-007,RIEGLER BLACKTOP INC,MP05900252504,2025-05-22,1396568.94,30975.88
Pavement Asset Management,District 06,Boone,252198,,,FE01,FE01 008 0025 010-012,RIEGLER BLACKTOP INC,MP00800252502,2025-05-22,1396568.94,47666.59
Pavement Asset Management,District 06,Boone,252217,,,FD05,FD05 008 0014 008-009,EATON ASPHALT PAVING CO INC,MP00800142504,2025-05-22,852494.43,263304.55
Pavement Asset Management,District 06,Boone,252217,,,FE01,FE01 008 0014 008-009,EATON ASPHALT PAVING CO INC,MP00800142505,2025-05-22,852494.43,62660.41
Pavement Asset Management,District 06,Boone,252217,,,FD04,FD04 008 0014 008-009,EATON ASPHALT PAVING CO INC,MP00800142506,2025-05-22,852494.43,173662.45
Pavement Asset Management,District 06,Boone,252217,,,FD05,FD05 008 0025 002-004,EATON ASPHALT PAVING CO INC,MP00800252504,2025-05-22,852494.43,199054.12
Pavement Asset Management,District 06,Boone,252217,,,FD05,FD05 008 0016 002-004,EATON ASPHALT PAVING CO INC,MP00800162501,2025-05-22,852494.43,153812.89
Highway Improvement,District 06,Boone,251309,06-20001.00,,NHPP,NHPP 0713 (069),EATON ASPHALT PAVING CO INC,DE00800712509,2025-04-24,12794226.87,12794226.87
Pavement Asset Management,District 06,Kenton,252151,,,FD05,FD05 059 1486 003-005,RIEGLER BLACKTOP INC,MP05914862501,2025-04-24,162152.7,162152.7
Pavement Asset Management,District 06,Boone,252176,,,FD05,FD05 008 0237 009-011,RIEGLER BLACKTOP INC,MP00802372502,2025-04-24,430646.3,430646.3
Pavement Asset Management,District 06,Bracken,252123,,,FD05,FD05 012 0009 000-006,EATON ASPHALT PAVING CO INC,MP01200092501,2025-03-20,1416819.35,1416819.35
Bridge Asset Management,District 06,Carroll,255374,06-10037.00,"STP, BRZ",,STP BRZ 9030 (493),HAYDON BRIDGE COMPANY INC,BR02100362500,2025-03-20,2869392.97,2869392.97
Safety,District 06,Kenton,254706,06-09035.00,,HSIP,HSIP 9010(707),RAM CONSTRUCTION SERVICES OF MICHIGAN INC,0605900162504,2025-03-20,461238.66,30943.13
Safety,District 06,Kenton,254706,06-09037.00,,HSIP,HSIP 9010(709),RAM CONSTRUCTION SERVICES OF MICHIGAN INC,0605905362501,2025-03-20,461238.66,54465.52
Safety,District 06,Kenton,254706,06-09040.00,,HSIP,HSIP 9010(712),RAM CONSTRUCTION SERVICES OF MICHIGAN INC,0605923732501,2025-03-20,461238.66,58276.49
Safety,District 06,Kenton,254706,06-09034.00,,HSIP,HSIP 9010(706),RAM CONSTRUCTION SERVICES OF MICHIGAN INC,0605900162503,2025-03-20,461238.66,74367.31
Safety,District 06,Kenton,254706,06-09036.00,,HSIP,HSIP 9010(708),RAM CONSTRUCTION SERVICES OF MICHIGAN INC,0605900162501,2025-03-20,461238.66,65308.38
Safety,District 06,Kenton,254706,06-09038.00,,HSIP,HSIP 9010(710),RAM CONSTRUCTION SERVICES OF MICHIGAN INC,0605905362502,2025-03-20,461238.66,41520.28
Safety,District 06,Kenton,254706,06-09033.00,,HSIP,HSIP 9010(705),RAM CONSTRUCTION SERVICES OF MICHIGAN INC,0605900162502,2025-03-20,461238.66,106287.38
Safety,District 06,Kenton,254706,06-09032.00,,HSIP,HSIP 9010(704),RAM CONSTRUCTION SERVICES OF MICHIGAN INC,0605900752501,2025-03-20,461238.66,30070.15
Safety,District 06,Campbell,254705,06-00954.00,,HSIP,HSIP 9010(674),THE TRUESDELL CORPORATION,0601904712501,2025-03-20,263263.0,68188.34
Safety,District 06,Campbell,254705,06-00955.00,,HSIP,HSIP 9010(675),THE TRUESDELL CORPORATION,0601904712502,2025-03-20,263263.0,34518.88
Safety,District 06,Campbell,254705,06-09030.00,,HSIP,HSIP 9010(679),THE TRUESDELL CORPORATION,0601900272501,2025-03-20,263263.0,45763.7
Safety,District 06,Campbell,254705,06-09031.00,,HSIP,HSIP 9010(680),THE TRUESDELL CORPORATION,0601900272502,2025-03-20,263263.0,57474.14
Safety,District 06,Campbell,254705,06-00956.00,,HSIP,HSIP 9010(676),THE TRUESDELL CORPORATION,0601911202502,2025-03-20,263263.0,27754.84
Safety,District 06,Campbell,254705,06-09029.00,,HSIP,HSIP 9010(677),THE TRUESDELL CORPORATION,0601911202501,2025-03-20,263263.0,29563.1
Safety,District 06,Boone,254704,06-00953.00,,HSIP,HSIP 9010(671),RAM CONSTRUCTION SERVICES OF MICHIGAN INC,0600800252502,2025-03-20,105469.9,33855.43
Safety,District 06,Boone,254704,06-00951.00,,HSIP,HSIP 9010(669),RAM CONSTRUCTION SERVICES OF MICHIGAN INC,0600800182501,2025-03-20,105469.9,46818.84
Safety,District 06,Boone,254704,06-00952.00,,HSIP,HSIP 9010(670),RAM CONSTRUCTION SERVICES OF MICHIGAN INC,0600800252501,2025-03-20,105469.9,24795.63
Pavement Asset Management,District 06,Owen,252077,,,FD05,FD05 094 0227 014-024,HINKLE CONTRACTING COMPANY LLC,MP09402272501,2025-03-20,762337.16,762337.16
Pavement Asset Management,District 06,Gallatin,252065,,,FD05,FD05 039 0042 000-004,MAC CONSTRUCTION & EXCAVATING INC,MP03900422501,2025-02-20,579411.58,579411.58
Miscellaneous,District 06,Various,252006,,,FE01,FE01 121 DW25 0060000,REYNOLDS-CENTRAL SEAL A JOINT VENTURE,MP12100002506,2025-02-20,4740000.0,4740000.02
Rural Roads Projects,District 06,Harrison,253010,,,CB06,CB06 049 0392 000-004,HINKLE CONTRACTING COMPANY LLC,0604903922501,2025-02-20,469599.29,469599.29
Pavement Asset Management,District 06,Boone,252092,,,FD05,FD05 008 0018 006-011,EATON ASPHALT PAVING CO INC,MP00800182501,2025-02-20,478521.0,478521.0
Pavement Asset Management,District 06,Boone,252030,,,FD05,FD05 008 0237 006-010,RIEGLER BLACKTOP INC,MP00802372501,2025-01-23,849530.5,849530.5
Pavement Asset Management,District 06,Various,242405,,,FD05,FD05 019 0027 019-021,EATON ASPHALT PAVING CO INC,MP01900272402,2024-12-12,1031823.75,154742.64
Pavement Asset Management,District 06,Various,242405,,,FD05,FD05 059 0017 004-008,EATON ASPHALT PAVING CO INC,MP05900172402,2024-12-12,1031823.75,273233.46
Pavement Asset Management,District 06,Various,242405,,,FD05,FD05 059 0025 006-008,EATON ASPHALT PAVING CO INC,MP05900252402,2024-12-12,1031823.75,544884.1
Highway Improvement,District 06,Various,241316,06-20021.00,,NHPP,NHPP IM 0712 (082),EATON ASPHALT PAVING CO INC,DE02100712416,2024-11-14,41936785.46,5370548.83
Highway Improvement,District 06,Various,241316,06-20021.00,,NHPP,NHPP IM 0712 (082),EATON ASPHALT PAVING CO INC,DE03900712416,2024-11-14,41936785.46,36566236.63
Pavement Asset Management,District 06,Boone,242371,,,FD05,FD05 008 0212 000-001,EATON ASPHALT PAVING CO INC,MP00802122401,2024-11-14,511179.39,511179.39
Pavement Asset Management,District 06,Pendleton,242377,,,FD05,FD05 096 0159 002-005,MAGO CONSTRUCTION COMPANY LLC,MP09601592401,2024-11-14,169755.1,169755.1
Pavement Asset Management,District 06,Owen,242382,,,FD05,FD05 094 0127 022-029,HINKLE CONTRACTING COMPANY LLC,MP09401272401,2024-11-14,660876.45,660876.45
Pavement Asset Management,District 06,Pendleton,242384,,,FD05,FD05 096 0027 000-010,MAGO CONSTRUCTION COMPANY LLC,MP09600272402,2024-11-14,4016695.95,4016695.95
Pavement Asset Management,District 06,Kenton,242330,,,FD05,FD05 059 0025 012-014,EATON ASPHALT PAVING CO INC,MP05900252401,2024-11-14,266212.81,266212.81
Pavement Asset Management,District 06,Bracken,242379,,,FD05,FD05 012 0019 008-011,MAGO CONSTRUCTION COMPANY LLC,MP01200192401,2024-11-14,221575.27,221575.27
Pavement Asset Management,District 06,Harrison,242390,,,FD05,FD05 049 1284 000-003,HINKLE CONTRACTING COMPANY LLC,MP04912842401,2024-11-14,366322.28,366322.28
Miscellaneous,District 06,Harrison,242400,06-04317.00,,FD04,FD04 096 0159 000-001,N W K CONSTRUCTION INC,MP09601592402,2024-11-14,130875.68,30139.97
Miscellaneous,District 06,Harrison,242400,06-04309.00,,FD04,FD04 049 0027 010-015,N W K CONSTRUCTION INC,MP04900272401,2024-11-14,130875.68,100735.72
Bridge Asset Management,District 06,Kenton,245368,06-10046.00,"STP, BRZ",,STP BRZ 9030 (486),SUNESIS CONSTRUCTION CO,BR05910212400,2024-11-14,3471672.48,3471672.48
Highway Improvement,District 06,Grant,241112,06-20026.00,,NHPP,NHPP 0757(154),EATON ASPHALT PAVING CO INC,DE04100752412,2024-11-14,6694556.82,6694556.82
Bridge Asset Management,District 06,Campbell,242959,06-10051.00,FPB,,FPB 2759 (142),M&M SERVICES CO INC,MB01902752401,2024-10-24,2263848.62,2263848.62
Rural Roads Projects,District 06,Boone,243113,,,CB06,CB06 008 0020 006-009,RIEGLER BLACKTOP INC,0600800202501,2024-10-24,567545.08,171763.64
Rural Roads Projects,District 06,Boone,243113,,,CB06,CB06 008 0338 016-018,RIEGLER BLACKTOP INC,0600803382501,2024-10-24,567545.08,78867.55
Rural Roads Projects,District 06,Boone,243113,,,CB06,CB06 008 1925 000-006,RIEGLER BLACKTOP INC,0600819252501,2024-10-24,567545.08,316913.89
Bridge Asset Management,District 06,Bracken,242997,,,FE02,FE02 012 0539 B00011N,M&M SERVICES CO INC,MB01205392401,2024-10-24,403296.64,165598.79
Bridge Asset Management,District 06,Bracken,242997,,,FE02,FE02 012 0008 B00006N,M&M SERVICES CO INC,MB01200082401,2024-10-24,403296.64,237697.84
Pavement Asset Management,District 06,Gallatin,242333,06-05012.00,,,PROT 6000(309),GEOSTABILIZATION INTERNATIONAL LLC,MP03901272402,2024-10-24,1050606.0,1050606.0
Pavement Asset Management,District 06,Kenton,242314,,,FD05,FD05 059 1072 000-002,RIEGLER BLACKTOP INC,MP05910722401,2024-09-26,782634.6,377722.38
Pavement Asset Management,District 06,Kenton,242314,,,FD05,FD05 059 3070 000-001,RIEGLER BLACKTOP INC,MP05930702401,2024-09-26,782634.6,233130.69
Pavement Asset Management,District 06,Kenton,242314,,,FD05,FD05 059 3187 000-001,RIEGLER BLACKTOP INC,MP05931872401,2024-09-26,782634.6,171781.5
Pavement Asset Management,District 06,Grant,242297,,,FD05,FD05 041 0022 000-006,MAGO CONSTRUCTION COMPANY LLC,MP04100222401,2024-09-26,762726.6,762726.6
Pavement Asset Management,District 06,Kenton,242312,,,FD05,FD05 059 0014 000-004,EATON ASPHALT PAVING CO INC,MP05900142401,2024-09-26,359261.51,359261.51
Rural Roads Projects,District 06,Grant,243084,,,CB06,CB06 049 2936 000-004,MAGO CONSTRUCTION COMPANY LLC,0604129362501,2024-09-26,597910.55,428627.79
Rural Roads Projects,District 06,Grant,243084,,,CB06,CB06 041 0491 003-006,MAGO CONSTRUCTION COMPANY LLC,0604104912501,2024-09-26,597910.55,169282.76
Rural Roads Projects,District 06,Campbell,243085,,,CB06,CB06 019 0010 013-015,MAGO CONSTRUCTION COMPANY LLC,0601900102502,2024-09-26,546869.26,86336.67
Rural Roads Projects,District 06,Campbell,243085,,,CB06,CB06 096 0010 000-001,MAGO CONSTRUCTION COMPANY LLC,0609600102501,2024-09-26,546869.26,89914.65
Rural Roads Projects,District 06,Campbell,243085,,,CB06,CB06 019 1996 000-003,MAGO CONSTRUCTION COMPANY LLC,0601919962501,2024-09-26,546869.26,167773.31
Rural Roads Projects,District 06,Campbell,243085,,,CB06,CB06 019 0010 004-007,MAGO CONSTRUCTION COMPANY LLC,0601900102501,2024-09-26,546869.26,202844.63
Rural Roads Projects,District 06,Bracken,243064,,,CB06,CB06 012 0875 000-002,H G MAYS CORPORATION,0601208752501,2024-08-22,395365.0,157472.03
Rural Roads Projects,District 06,Bracken,243064,,,CB06,CB06 012 1159 004-007,H G MAYS CORPORATION,0601211592501,2024-08-22,395365.0,237892.97
Rural Roads Projects,District 06,Pendleton,243065,,,CB06,CB06 096 1054 003-005,MAGO CONSTRUCTION COMPANY LLC,0609610542501,2024-08-22,434434.54,434434.54
Rural Roads Projects,District 06,Robertson,243073,,,CB06,CB06 101 1029 000-001,H G MAYS CORPORATION,0610110292501,2024-08-22,210686.0,81064.11
Rural Roads Projects,District 06,Robertson,243073,,,CB06,CB06 101 0617 000-002,H G MAYS CORPORATION,0610106172501,2024-08-22,210686.0,129621.89
Bridge Asset Management,District 06,Grant,242952,06-40001.00,,FE02,FE02 041 1942 B00019N,M&M SERVICES CO INC,MB04119422402,2024-08-22,903723.26,903723.26
Rural Roads Projects,District 06,Owen,243062,,,CB06,CB06 094 0607 001-008,MAGO CONSTRUCTION COMPANY LLC,0609406072501,2024-08-22,648748.21,648748.21
Pavement Asset Management,District 06,Campbell,242234,,,FD05,FD05 019 2924 000-003,MAGO CONSTRUCTION COMPANY LLC,MP01929242401,2024-08-22,234228.51,234228.51
Rural Roads Projects,District 06,Carroll,243063,,,CB06,CB06 021 2949 000-003,HINKLE CONTRACTING COMPANY LLC,0602129492502,2024-08-22,297596.16,297596.16
Pavement Asset Management,District 06,Kenton,242253,,,FD05,FD05 059 1303 004-007,RIEGLER BLACKTOP INC,MP05913032401,2024-08-22,599689.4,599689.4
Pavement Asset Management,District 06,Boone,242259,,,FD05,FD05 008 0042 013-014,RIEGLER BLACKTOP INC,MP00800422401,2024-08-22,450560.0,450560.0
Pavement Asset Management,District 06,Boone,242260,,,FD05,FD05 008 0025 000-003,RIEGLER BLACKTOP INC,MP00800252401,2024-08-22,414909.24,414909.24
Pavement Asset Management,District 06,Owen,242267,,,FD05,FD05 094 0022 006-010,MAGO CONSTRUCTION COMPANY LLC,MP09400222401,2024-07-18,463851.9,463851.9
Pavement Asset Management,District 06,Campbell,242258,,,FD05,FD05 019 0027 001-002,MAGO CONSTRUCTION COMPANY LLC,MP01900272401,2024-07-18,130241.49,130241.49
Pavement Asset Management,District 06,Carroll,242265,,,FD05,FD05 021 0047 004-010,HINKLE CONTRACTING COMPANY LLC,MP02100472401,2024-07-18,480458.91,480458.91
Highway Improvement,District 06,Kenton,241313,06-00162.00,STP,,STP 8122 (031),RIEGLER BLACKTOP INC,DE05913032413,2024-07-18,12489136.63,12489136.63
Bridge Asset Management,District 06,Grant,245358,06-10038.00,"STP, BRZ",,STP BRZ 9030 (475),HINKLE CONSTRUCTION SERVICES LLC,BR04104912400,2024-07-18,726790.17,726790.17
Pavement Asset Management,District 06,Campbell,242199,,,FD05,FD05 019 1998 000-002,MAGO CONSTRUCTION COMPANY LLC,MP01919982401,2024-07-18,421989.34,209540.48
Pavement Asset Management,District 06,Campbell,242199,,,FD05,FD05 019 2345 000-001,MAGO CONSTRUCTION COMPANY LLC,MP01923452401,2024-07-18,421989.34,212448.87
Pavement Asset Management,District 06,Grant,242200,,,FD05,FD05 041 0489 002-005,MAGO CONSTRUCTION COMPANY LLC,MP04104892401,2024-06-20,1098966.69,157136.58
Pavement Asset Management,District 06,Grant,242200,,,FD05,FD05 041 0025 002-011,MAGO CONSTRUCTION COMPANY LLC,MP04100252401,2024-06-20,1098966.69,941830.12
Pavement Asset Management,District 06,Campbell,242235,,,FD05,FD05 019 0008 006-010,MAGO CONSTRUCTION COMPANY LLC,MP01900082401,2024-06-20,793302.29,344329.13
Pavement Asset Management,District 06,Campbell,242235,,,FD05,FD05 019 0008 000-003,MAGO CONSTRUCTION COMPANY LLC,MP01900082402,2024-06-20,793302.29,448973.16
Pavement Asset Management,District 06,Kenton,242198,,,FD05,FD05 059 0017 020-023,RIEGLER BLACKTOP INC,MP05900172401,2024-06-20,666303.0,666303.0
Pavement Asset Management,District 06,Boone,242221,68-010.0.00,,FD04,FD04 008 0075 171-172,EATON ASPHALT PAVING CO INC,MP0080I752401,2024-06-20,392005.76,392005.76
Pavement Asset Management,District 06,Kenton,242246,,,FD05,FD05 059 2043 005-008,EATON ASPHALT PAVING CO INC,MP05920432401,2024-06-20,249644.41,249644.41
Bridge Asset Management,District 06,Carroll,242961,,,FE02,FE02 021 0042 B00043N,JUDY C HARP COMPANY INC,MB02100422401,2024-06-20,119897.0,119897.0
Pavement Asset Management,District 06,Boone,242247,,,FD05,FD05 008 0018 000-004,EATON ASPHALT PAVING CO INC,MP00800182401,2024-06-20,315513.01,315513.01
Pavement Asset Management,District 06,Gallatin,242140,,,FD05,FD05 039 0127 000-004,HINKLE CONTRACTING COMPANY LLC,MP03901272401,2024-06-20,704914.78,431861.6
Pavement Asset Management,District 06,Gallatin,242140,,,FD05,FD05 039 0455 002-005,HINKLE CONTRACTING COMPANY LLC,MP03904552401,2024-06-20,704914.78,198400.53
Pavement Asset Management,District 06,Gallatin,242140,,,FD05,FD05 039 0016 000-001,HINKLE CONTRACTING COMPANY LLC,MP03900162401,2024-06-20,704914.78,74652.66
Pavement Asset Management,District 06,Carroll,242202,,,FD05,FD05 021 0227 004-007,HINKLE CONTRACTING COMPANY LLC,MP02102272401,2024-06-20,539357.6,539357.6
Pavement Asset Management,District 06,Campbell,242245,,,FD05,FD05 019 0010 000-002,MAGO CONSTRUCTION COMPANY LLC,MP01900102401,2024-06-20,151273.32,151273.32
Safety,District 06,Pendleton,244201,06-00948.00,,HSIP,HSIP 9010(632),EATON ASPHALT PAVING CO INC,0601200092401,2024-06-20,566192.5,121730.8
Safety,District 06,Pendleton,244201,06-00948.00,,HSIP,HSIP 9010(632),EATON ASPHALT PAVING CO INC,0609600092401,2024-06-20,566192.5,444461.68
Pavement Asset Management,District 06,Pendleton,242139,,,FD05,FD05 096 0027 017-020,MAGO CONSTRUCTION COMPANY LLC,MP09600272401,2024-05-23,470897.43,470897.43
Bridge Asset Management,District 06,Boone,242992,06-10028.00,FBP,,FBP 2759 (141),M&M SERVICES CO INC,MB00802752401,2024-05-23,3625992.63,3625992.63
Rural Roads Projects,District 06,Kenton,243017,,,CB06,CB06 059 2043 003-004,RIEGLER BLACKTOP INC,0605920432401,2024-04-25,1072839.98,1072839.98
Pavement Asset Management,District 06,Kenton,242137,,,FD05,FD05 059 0008 006-008,RIEGLER BLACKTOP INC,MP05900082402,2024-04-25,1158865.13,292392.64
Pavement Asset Management,District 06,Kenton,242137,,,FD05,FD05 059 0008 000-004,RIEGLER BLACKTOP INC,MP05900082403,2024-04-25,1158865.13,536782.05
Pavement Asset Management,District 06,Kenton,242137,,,FD05,FD05 059 0008 006-008,RIEGLER BLACKTOP INC,MP05900082401,2024-04-25,1158865.13,304871.27
Pavement Asset Management,District 06,Kenton,242137,,,FE01,FE01 059 0008 006-008,RIEGLER BLACKTOP INC,MP05900082404,2024-04-25,1158865.13,24819.16
Pavement Asset Management,District 06,Kenton,242165,,,FD05,FD05 059 2373 000-004,RIEGLER BLACKTOP INC,MP05923732401,2024-04-25,539971.0,539971.0
Safety,District 06,Various,244705,06-00947.00,,HSIP,HSIP 9010(606),A & A SAFETY INC,0605903712402,2024-04-25,211063.45,105105.31
Safety,District 06,Various,244705,06-00944.00,,HSIP,HSIP 9010(603),A & A SAFETY INC,0600800422401,2024-04-25,211063.45,44996.74
Safety,District 06,Various,244705,06-00946.00,,HSIP,HSIP 9010(605),A & A SAFETY INC,0605903712401,2024-04-25,211063.45,60961.39
Highway Improvement,District 06,Kenton,BSB116649,,,FD52,FD52 059 0075 190-192,WALSH KOKOSING JOINT VENTURE II,0605900752301,2024-04-22,0.04,0.04
Pavement Asset Management,District 06,Carroll,242114,,,CPTL,CPTL 021 8013 000-003,HINKLE CONTRACTING COMPANY LLC,MP02180132401,2024-03-21,323900.9,323900.9
