TRAK_PROGRAM,DISTRICT,COUNTY,CONTRACT_ID,SYP_NO,FUND_CODE,PROGRAM_CODE,FED_PROJECT_NUM,CONTRACTOR,PROJECT_NM,LETTING_DATE,AWARD_AMOUNT,CALCULATED_AWARDED_AMOUNT
Rural Roads Projects,District 09,Carter,253057,,,CB06,CB06 022 0486 000-003,MOUNTAIN ENTERPRISES INC,0902204862501,2025-06-26,763440.0,112975.12
Rural Roads Projects,District 09,Boyd,253055,,,CB06,CB06 010 0854 000-003,BTI CONTRACTING INC DBA BLACKTOP INDUSTRIES,0901008542501,2025-06-26,341607.46,341607.46
Miscellaneous,District 09,Mason,252215,09-04322.00,,FD04,FD04 081 0062 000-001,GEORGE B STONE CO LLC,MP08100622502,2025-05-22,39475.9,27585.91
Miscellaneous,District 09,Mason,252215,09-04318.00,,FD04,FD04 081 1448 005-006,GEORGE B STONE CO LLC,MP08114482501,2025-05-22,39475.9,11889.99
Miscellaneous,District 09,Carter,252249,,,FE06,FE06 022 0059 001-002,GEORGE B STONE CO LLC,MP02200592501,2025-05-22,76321.5,76321.5
Pavement Asset Management,District 09,Mason,252109,,,FD05,FD05 081 0062 015-018,H G MAYS CORPORATION,MP08100622501,2025-04-24,1398933.0,657003.45
Pavement Asset Management,District 09,Mason,252109,,,FD05,FD05 081 0011 008-012,H G MAYS CORPORATION,MP08100112502,2025-04-24,1398933.0,741929.55
Miscellaneous,District 09,Carter,252205,09-04323.00,,FD04,FD04 022 0182 008-010,N H STONE INC,MP02201822501,2025-04-24,45856.5,45856.5
Bridge Asset Management,District 09,Carter,255337,09-10080.00,"STP, BRZ",,STP BRZ 9030 (495),WALKER CONSTRUCTION & MATERIALS LLC,BR02211972500,2025-04-24,1088888.88,1088888.88
Highway Improvement,District 09,Boyd,251008,09-22308.00,,NHPP,NHPP 0231(167),MOUNTAIN ENTERPRISES INC,DE01000232505,2025-04-24,1924815.0,1924815.0
Pavement Asset Management,District 09,Greenup,252104,,,FD05,FD05 045 0693 000-004,MOUNTAIN ENTERPRISES INC,MP04506932501,2025-03-20,457713.0,457713.0
Pavement Asset Management,District 09,Boyd,252106,,,FD05,FD05 010 023X 000-002,MOUNTAIN ENTERPRISES INC,MP010023X2501,2025-03-20,2293947.32,751552.42
Pavement Asset Management,District 09,Boyd,252106,,,FD05,FD05 010 0060 012-013,MOUNTAIN ENTERPRISES INC,MP01000602501,2025-03-20,2293947.32,282142.31
Pavement Asset Management,District 09,Boyd,252106,,,FD05,FD05 010 0023 016-019,MOUNTAIN ENTERPRISES INC,MP01000232501,2025-03-20,2293947.32,1260252.59
Bridge Asset Management,District 09,Rowan,252922,,,FE02,FE02 103 0519 B00063N,M&M SERVICES CO INC,MB10305192502,2025-03-20,610601.57,245545.25
Bridge Asset Management,District 09,Rowan,252922,,,FE02,FE02 103 1274 B00053N,M&M SERVICES CO INC,MB10312742501,2025-03-20,610601.57,365056.32
Rural Roads Projects,District 09,Elliott,253009,,,CB06,CB06 032 0486 004-008,MOUNTAIN ENTERPRISES INC,0903204862501,2025-02-20,313524.76,313524.76
Pavement Asset Management,District 09,Lewis,252073,,,FD05,FD05 068 0059 000-019,H G MAYS CORPORATION,MP06800592501,2025-02-20,1909411.0,1909411.0
Pavement Asset Management,District 09,Fleming,252091,,,FD05,FD05 035 0011 010-014,H G MAYS CORPORATION,MP03500112501,2025-02-20,841587.0,841587.0
Pavement Asset Management,District 09,Mason,252028,,,FD05,FD05 081 0011 000-004,H G MAYS CORPORATION,MP08100112501,2025-01-23,402852.0,402852.0
Pavement Asset Management,District 09,Lewis,252049,,,FD05,FD05 068 0009 015-022,H G MAYS CORPORATION,MP06800092501,2025-01-23,523241.0,523241.0
Miscellaneous,District 09,Various,252009,,,FE01,FE01 121 DW25 0090000,REYNOLDS-CENTRAL SEAL A JOINT VENTURE,MP12100002509,2025-01-23,635000.0,635000.0
Safety,District 09,Lewis,254100,09-00952.00,,HSIP,HSIP 9010(610),RAME CONTRACTING LLC,0906800092502,2025-01-23,695225.17,695225.17
Pavement Asset Management,District 09,Greenup,242408,,,FD05,FD05 045 0067 001-008,STRAWSER CONSTRUCTION INC,MP04500672401,2024-12-12,918439.32,918439.32
Pavement Asset Management,District 09,Elliott,242420,,,FD05,FD05 032 3353 000-002,BTI CONTRACTING INC DBA BLACKTOP INDUSTRIES,MP03233532401,2024-12-12,216223.67,216223.67
Miscellaneous,District 09,Boyd,242381,09-04310.00,,FD04,FD04 010 0005 003-004,N H STONE INC,MP01000052402,2024-11-14,101445.44,48904.62
Miscellaneous,District 09,Boyd,242381,09-04328.00,,FD04,FD04 010 3294 004-005,N H STONE INC,MP01032942401,2024-11-14,101445.44,52540.82
Pavement Asset Management,District 09,Fleming,242366,,,FD05,FD05 035 0057 002-009,H G MAYS CORPORATION,MP03500572401,2024-11-14,894267.0,894267.0
Pavement Asset Management,District 09,Mason,242368,,,FD05,FD05 081 0008 007-009,H G MAYS CORPORATION,MP08100082402,2024-11-14,173104.0,173104.0
Pavement Asset Management,District 09,Boyd,242373,,,FD05,FD05 010 0716 000-002,MOUNTAIN ENTERPRISES INC,MP01007162402,2024-11-14,295404.75,295404.75
Pavement Asset Management,District 09,Mason,242387,,,FD05,FD05 081 0068 017-019,H G MAYS CORPORATION,MP08100682401,2024-11-14,598834.0,598834.0
Pavement Asset Management,District 09,Fleming,242337,09-05020.00,,,PROT 6000(306),M&M SERVICES CO INC,MP03501112401,2024-10-24,247062.9,247062.9
Pavement Asset Management,District 09,Greenup,242093,,,FD05,FD05 045 0001 000-006,MOUNTAIN ENTERPRISES INC,MP04500012401,2024-10-24,837213.5,837213.5
Pavement Asset Management,District 09,Mason,242336,09-05021.00,,,PROT 6000(307),GEOSPECIALTIES LLC,MP08100082401,2024-10-24,488873.77,488873.77
Miscellaneous,District 09,Lewis,242351,09-04324.00,,FD04,FD04 068 0008 029-030,GEORGE B STONE CO LLC,MP06800082401,2024-10-24,68106.5,68106.5
Pavement Asset Management,District 09,Fleming,242331,09-05019.00,,,PROT 6000(305),GEOSTABILIZATION INTERNATIONAL LLC,MP03501582401,2024-10-24,460130.5,460130.5
Rural Roads Projects,District 09,Bath,243082,,,CB06,CB06 006 1602 000-003,WALKER CONSTRUCTION & MATERIALS LLC,0900616022502,2024-09-26,395888.22,395888.22
Rural Roads Projects,District 09,Nicholas,243081,,,CB06,CB06 091 1298 000-004,H G MAYS CORPORATION,0909112982501,2024-09-26,322889.0,322889.0
Rural Roads Projects,District 09,Mason,243099,,,CB06,CB06 081 0597 000-004,H G MAYS CORPORATION,0908105972501,2024-09-26,352737.0,352737.0
Pavement Asset Management,District 09,Greenup,242300,,,CPTL,CPTL 045 8025 000-002,MOUNTAIN ENTERPRISES INC,MP04580252401,2024-09-26,377536.25,377536.25
Bridge Asset Management,District 09,Mason,242989,09-10013.00,NH,,NH 0681 (035),STRUCTURAL TECHNOLOGIES LLC,MB08100682401,2024-09-26,9800328.3,9800328.3
Rural Roads Projects,District 09,Fleming,243076,,,CB06,CB06 035 0597 003-007,H G MAYS CORPORATION,0903505972501,2024-08-22,580032.0,315897.86
Rural Roads Projects,District 09,Fleming,243076,,,CB06,CB06 035 1325 004-007,H G MAYS CORPORATION,0903513252501,2024-08-22,580032.0,264134.14
Rural Roads Projects,District 09,Boyd,243054,,,CB06,CB06 010 0757 006-010,MOUNTAIN ENTERPRISES INC,0901007572501,2024-08-22,412047.15,412047.15
Rural Roads Projects,District 09,Greenup,243055,,,CB06,CB06 045 3307 000-006,MOUNTAIN ENTERPRISES INC,0904533072501,2024-08-22,615179.25,615179.25
Rural Roads Projects,District 09,Lewis,243056,,,CB06,CB06 068 0474 000-005,H G MAYS CORPORATION,0906804742501,2024-08-22,358144.0,358144.0
Rural Roads Projects,District 09,Carter,243057,,,CB06,CB06 022 3298 004-007,MOUNTAIN ENTERPRISES INC,0902232982501,2024-08-22,488328.82,246616.56
Rural Roads Projects,District 09,Carter,243057,,,CB06,CB06 022 1959 000-002,MOUNTAIN ENTERPRISES INC,0902219592501,2024-08-22,488328.82,241712.26
Pavement Asset Management,District 09,Fleming,242250,,,FD05,FD05 035 0011 000-003,H G MAYS CORPORATION,MP03500112401,2024-08-22,482454.0,482454.0
Pavement Asset Management,District 09,Nicholas,242283,,,FE01,FE01 091 0036 000-005,H G MAYS CORPORATION,MP09100362403,2024-08-22,703364.0,140067.22
Pavement Asset Management,District 09,Nicholas,242283,,,FD05,FD05 091 0036 000-005,H G MAYS CORPORATION,MP09100362401,2024-08-22,703364.0,563296.78
Rural Roads Projects,District 09,Rowan,243080,,,CB06,CB06 103 1722 002-007,HINKLE CONTRACTING COMPANY LLC,0910317222501,2024-08-22,657761.25,657761.25
Pavement Asset Management,District 09,Boyd,242050,,,FE01,FE01 010 0716 000-002,FREDERICK & MAY CONSTRUCTION CO,MP01007162401,2024-07-18,165815.0,165815.0
Pavement Asset Management,District 09,Mason,242268,,,FD04,FD04 081 0062 014-015,BLUEGRASS CONTRACTING CORPORATION,MP08100622401,2024-07-18,3370110.0,3370110.0
Pavement Asset Management,District 09,Carter,242138,,,FD05,FD05 022 0174 005-010,MOUNTAIN ENTERPRISES INC,MP02201742401,2024-06-20,555373.84,555373.84
Bridge Asset Management,District 09,Lewis,242977,09-40004.00,,FE02,FE02 068 0059 B00010N 12.09,FREDERICK & MAY CONSTRUCTION CO,MB06800592401,2024-05-23,1821820.0,514253.38
Bridge Asset Management,District 09,Lewis,242977,09-40005.00,,FE02,FE02 068 0052 B00042N 15.54,FREDERICK & MAY CONSTRUCTION CO,MB06800572401,2024-05-23,1821820.0,1307566.62
Pavement Asset Management,District 09,Boyd,242094,,,FD05,FD05 010 0060 009-012,MOUNTAIN ENTERPRISES INC,MP01000602401,2024-04-25,996619.65,996619.65
Pavement Asset Management,District 09,Carter,242117,,,FD05,FD05 022 0060 021-025,MOUNTAIN ENTERPRISES INC,MP02200602401,2024-04-25,899616.4,899616.4
Pavement Asset Management,District 09,Lewis,242122,,,FD05,FD05 068 0344 013-019,H G MAYS CORPORATION,MP06803442401,2024-04-25,1007135.0,595829.02
Pavement Asset Management,District 09,Lewis,242122,,,FD05,FD05 068 0344 005-010,H G MAYS CORPORATION,MP06803442402,2024-04-25,1007135.0,411305.97
Pavement Asset Management,District 09,Lewis,242136,,,FD05,FD05 068 0010 004-007,H G MAYS CORPORATION,MP06800102401,2024-04-25,253816.0,253816.0
Pavement Asset Management,District 09,Rowan,242145,,,FD05,FD05 103 0377 007-016,HINKLE CONTRACTING COMPANY LLC,MP10303372401,2024-04-25,1121989.86,1121989.86
Bridge Asset Management,District 09,Carter,245345,09-10077.00,"STP, BRZ",,STP BRZ 9030 (460),WALKER CONSTRUCTION & MATERIALS LLC,BR02200012400,2024-04-25,2696780.0,2696780.0
Pavement Asset Management,District 09,Mason,242082,,,FD05,FD05 081 1236 000-002,H G MAYS CORPORATION,MP08112362401,2024-03-21,262768.0,178918.1
Pavement Asset Management,District 09,Mason,242082,,,FE01,FE01 081 1236 000-002,H G MAYS CORPORATION,MP08112362402,2024-03-21,262768.0,83849.9
Pavement Asset Management,District 09,Carter,242090,,,FD05,FD05 022 0002 015-020,MOUNTAIN ENTERPRISES INC,MP02200022401,2024-03-21,787724.21,668289.64
Pavement Asset Management,District 09,Carter,242090,,,FE01,FE01 022 0002 015-020,MOUNTAIN ENTERPRISES INC,MP02200022402,2024-03-21,787724.21,119434.57
Pavement Asset Management,District 09,Boyd,242091,,,FD05,FD05 010 0005 000-007,BTI CONTRACTING INC DBA BLACKTOP INDUSTRIES,MP01000052401,2024-03-21,910521.58,910521.58
Rural Roads Projects,District 09,Rowan,243005,,,CB06,CB06 0103 1722 006-010,EATON ASPHALT PAVING CO INC,0910317222301,2024-02-22,276924.0,276924.0
Pavement Asset Management,District 09,Rowan,242069,,,FD04,FD04 103 0032 006-009,HINKLE CONTRACTING COMPANY LLC,MP10300322301,2024-02-22,1550380.44,1550380.44
Pavement Asset Management,District 09,Fleming,242046,,,FD05,FD05 035 1013 006-014,H G MAYS CORPORATION,MP03510132401,2024-02-22,900256.0,900256.0
Pavement Asset Management,District 09,Boyd,242047,,,FD05,FD05 010 0003 000-008,MOUNTAIN ENTERPRISES INC,MP01000032401,2024-02-22,1052050.1,1052050.1
Highway Improvement,District 09,Greenup,241101,09-09019.00,,,STMP 3004(061),ALLARD EXCAVATION LLC,DE04500012302,2024-02-22,1097369.01,1097369.01
Miscellaneous,District 09,Various,242009,,,FE01,FE01 DW24 0090000,REYNOLDS-CENTRAL SEAL A JOINT VENTURE,MP12100002409,2024-01-25,1148000.0,1148000.01
Pavement Asset Management,District 09,Greenup,232487,,,FD05,FD05 045 0067 007-014,MOUNTAIN ENTERPRISES INC,MP04500672301,2023-12-14,1100778.5,1100778.5
Safety,District 09,Various,234009,09-00950.00,,HSIP,HSIP 9010(483),GEORGE B STONE CO LLC,0912199992301,2023-12-14,699999.99,699999.99
Pavement Asset Management,District 09,Bath,232445,,,FD05,FD05 006 0111 000-0004,WALKER CONSTRUCTION & MATERIALS LLC,MP00601112302,2023-11-16,378411.0,378411.0
Pavement Asset Management,District 09,Fleming,232463,,,FD05,FD05 035 0011 013-017,H G MAYS CORPORATION,MP03500112301,2023-11-16,374753.0,374753.0
Bridge Asset Management,District 09,Carter,232951,,,FE02,FE02 022 0986 B00127N 00.34,EURO PAINT LLC,MB02209862301,2023-11-16,1859501.4,439646.72
Bridge Asset Management,District 09,Carter,232951,,,FE02,FE02 022 0007 B00112N 09.54,EURO PAINT LLC,MB02200072301,2023-11-16,1859501.4,810454.79
Bridge Asset Management,District 09,Carter,232951,,,FE02,FE02 022 1661 B00017N 01.55,EURO PAINT LLC,MB02216612301,2023-11-16,1859501.4,609399.85
Highway Improvement,District 09,Various,231338,09-05014.00,,FLAP,FLAP 6000(197),FREDERICK & MAY CONSTRUCTION CO,DE00600362338,2023-10-26,1041396.88,541967.53
Highway Improvement,District 09,Various,231338,09-05014.00,,FLAP,FLAP 6000(197),FREDERICK & MAY CONSTRUCTION CO,DE08300362338,2023-10-26,1041396.88,499429.36
Rural Roads Projects,District 09,Bath,233103,,,CB06,CB06 006 1602 002-006,WALKER CONSTRUCTION & MATERIALS LLC,0900616022301,2023-09-28,344564.8,344564.8
Rural Roads Projects,District 09,Elliott,233105,,,CB06,CB06 0486 032 007-010,MOUNTAIN ENTERPRISES INC,0903204862301,2023-09-28,376970.0,376970.0
Rural Roads Projects,District 09,Rowan,233109,,,CB06,CB06 103 0504 000-001,HINKLE CONTRACTING COMPANY LLC,0910305042401,2023-09-28,155157.5,155157.5
Bridge Asset Management,District 09,Carter,232995,09-40001.00,FPB,,FPB 0903 (215),HINKLE CONSTRUCTION SERVICES LLC,MB02232972301,2023-09-28,644551.88,644551.88
Safety,District 09,Fleming,234110,09-09015.00,,HSIP,HSIP 0321(032),EATON ASPHALT PAVING CO INC,0903500112301,2023-09-28,1239262.0,1239262.0
Pavement Asset Management,District 09,Carter,232408,,,FD04,FD04 022 0060 026-031,MOUNTAIN ENTERPRISES INC,MP02200602302,2023-08-24,3041394.46,3041394.46
Rural Roads Projects,District 09,Nicholas,233079,,,CB06,CB06 091 092 000-001,EATON ASPHALT PAVING CO INC,0909103922403,2023-08-24,350884.0,86372.42
Rural Roads Projects,District 09,Nicholas,233079,,,CB06,CB06 091 3314 000-002,EATON ASPHALT PAVING CO INC,0909133142402,2023-08-24,350884.0,176331.86
Rural Roads Projects,District 09,Nicholas,233079,,,CB06,CB06 091 0386 004-006,EATON ASPHALT PAVING CO INC,0909103862401,2023-08-24,350884.0,88179.72
Bridge Asset Management,District 09,Various,232963,,,FE02,FE02 045 0007 B00025N 05.66,M&M SERVICES CO INC,MB04500072301,2023-08-24,751140.36,185223.59
Bridge Asset Management,District 09,Various,232963,,,FE02,FE02 022 0001 B00145N,M&M SERVICES CO INC,MB02200012301,2023-08-24,751140.36,339017.0
Bridge Asset Management,District 09,Various,232963,,,FE02,FE02 068 0059 B00079N,M&M SERVICES CO INC,MB06800592301,2023-08-24,751140.36,226899.77
Pavement Asset Management,District 09,Lewis,232397,,,FD05,FD05 068 0344 009-014,EATON ASPHALT PAVING CO INC,MP06803442301,2023-08-24,409122.0,409122.0
Rural Roads Projects,District 09,Fleming,233080,,,CB06,CB06 035 0560 002-005,H G MAYS CORPORATION,0903505602403,2023-08-24,661168.0,181833.51
Rural Roads Projects,District 09,Fleming,233080,,,CB06,CB06 035 0170 002-004,H G MAYS CORPORATION,0903501702401,2023-08-24,661168.0,207251.29
Rural Roads Projects,District 09,Fleming,233080,,,CB06,CB06 035 1515 002-005,H G MAYS CORPORATION,0903515152402,2023-08-24,661168.0,272083.21
Rural Roads Projects,District 09,Mason,233078,,,CB06,CB06 081 3313 000-004,H G MAYS CORPORATION,0908133132301,2023-07-20,336130.0,336130.0
Pavement Asset Management,District 09,Carter,232346,,,FD04,FD04 022 0002 000-005,MOUNTAIN ENTERPRISES INC,MP02200022301,2023-06-22,3685357.75,3685357.75
Rural Roads Projects,District 09,Greenup,233052,,,CB06,CB06 045 0503 000 003,MOUNTAIN ENTERPRISES INC,0904505032303,2023-06-22,308984.0,308984.0
Highway Improvement,District 09,Carter,231031,09-22053.00,,NHPP,NHPP 0647(063),MOUNTAIN ENTERPRISES INC,DE02200642331,2023-06-22,20576329.67,20576329.67
Pavement Asset Management,District 09,Lewis,232219,,,FD05,FD05 068 0008 017-025,EATON ASPHALT PAVING CO INC,MP06800082302,2023-05-25,850406.5,850406.5
Pavement Asset Management,District 09,Mason,232257,,,FD05,FD05 081 0062 011-012,EATON ASPHALT PAVING CO INC,MP08100622302,2023-05-25,94991.0,94991.0
Pavement Asset Management,District 09,Carter,232220,,,FD05,FD05 022 2078 000-004,BTI CONTRACTING INC DBA BLACKTOP INDUSTRIES,MP02220782301,2023-05-25,461639.5,461639.5
Pavement Asset Management,District 09,Rowan,232261,,,FD05,FD05 103 0801 015-018,HINKLE CONTRACTING COMPANY LLC,MP10308012301,2023-05-25,204816.05,204816.05
Rural Roads Projects,District 09,Carter,233048,,,CB06,CB06 022 0986 012 014,MOUNTAIN ENTERPRISES INC,0902209862314,2023-05-25,709848.0,112733.36
Rural Roads Projects,District 09,Carter,233048,,,CB06,CB06 022 0207 000 005,MOUNTAIN ENTERPRISES INC,0902202072305,2023-05-25,709848.0,462886.91
Rural Roads Projects,District 09,Carter,233048,,,CB06,CB06 022 3296 000 002,MOUNTAIN ENTERPRISES INC,0902232962302,2023-05-25,709848.0,134227.73
Rural Roads Projects,District 09,Lewis,233047,,,CB06,CB06 068 1068 000 003,H G MAYS CORPORATION,0906810682303,2023-05-25,510254.0,216315.43
Rural Roads Projects,District 09,Lewis,233047,,,CB06,CB06 068 1021 000 004,H G MAYS CORPORATION,0906810212304,2023-05-25,510254.0,293938.57
Safety,District 09,Rowan,234112,09-09014.00,,HSIP,HSIP 5237(004),FREDERICK & MAY CONSTRUCTION CO,0910303772301,2023-05-25,4765849.28,4765849.28
Pavement Asset Management,District 09,Fleming,232025,,,FD05,FD05 035 0057 000-003,H G MAYS CORPORATION,MP03500572301,2023-03-23,544513.0,544513.0
Pavement Asset Management,District 09,Carter,232158,,,FD05,FD05 022 0007 010-017,MOUNTAIN ENTERPRISES INC,MP02200072302,2023-03-23,759322.06,759322.06
Pavement Asset Management,District 09,Lewis,232167,,,FD05,FD05 068 0009 021-026,H G MAYS CORPORATION,MP06800092301,2023-03-23,1349111.0,1349111.0
Pavement Asset Management,District 09,Mason,232168,,,FD05,FD05 081 0068 006-011,H G MAYS CORPORATION,MP08100682301,2023-03-23,1054742.0,1054742.0
Pavement Asset Management,District 09,Carter,232175,,,FE01,FE01 022 0174 003-005,MOUNTAIN ENTERPRISES INC,MP02201742301,2023-03-23,369034.5,369034.5
Pavement Asset Management,District 09,Fleming,232032,,,FD05,FD05 035 0559 004-008,H G MAYS CORPORATION,MP03505592301,2023-03-23,415541.0,303942.3
Pavement Asset Management,District 09,Fleming,232032,,,FE01,FE01 035 0559 004-008,H G MAYS CORPORATION,MP03505592302,2023-03-23,415541.0,111598.7
Pavement Asset Management,District 09,Boyd,232055,,,FD05,FD05 010 0060 011-013,MOUNTAIN ENTERPRISES INC,MP01000602301,2023-03-23,1583454.15,579329.13
Pavement Asset Management,District 09,Boyd,232055,,,FD05,FD05 010 0023 018-021,MOUNTAIN ENTERPRISES INC,MP01000232302,2023-03-23,1583454.15,1004125.01
Pavement Asset Management,District 09,Mason,232065,,,FD05,FD05 081 0324 000-005,H G MAYS CORPORATION,MP08103242301,2023-03-23,688189.0,577917.37
Pavement Asset Management,District 09,Mason,232065,,,FE01,FE01 081 0324 000-005,H G MAYS CORPORATION,MP08103242302,2023-03-23,688189.0,110271.63
Highway Improvement,District 09,Rowan,231020,09-20014.00,,NHPP,NHPP 0647 (061),HINKLE CONTRACTING COMPANY LLC,DE10300642308,2023-03-23,7542668.0,7542668.0
Pavement Asset Management,District 09,Fleming,232027,,,FD05,FD05 035 0158 003-008,H G MAYS CORPORATION,MP03501582302,2023-02-23,467955.0,467955.0
Pavement Asset Management,District 09,Rowan,232112,,,FD05,FD05 103 0785 000-003,HINKLE CONTRACTING COMPANY LLC,MP10307852301,2023-02-23,189121.91,189121.91
Pavement Asset Management,District 09,Boyd,232026,,,FD05,FD05 010 3294 000-004,MOUNTAIN ENTERPRISES INC,MP01032942303,2023-02-23,458554.6,440118.78
Bridge Asset Management,District 09,Boyd,232026,,,FE02,FE02 010 3294 000-004,MOUNTAIN ENTERPRISES INC,MP01032942304,2023-02-23,458554.6,18435.82
Pavement Asset Management,District 09,Greenup,232080,,,FD05,FD05 045 0010 008-013,STRAWSER CONSTRUCTION INC,MP04500102301,2023-01-26,710034.9,710034.9
Rural Roads Projects,District 09,Bath,233005,,,,CB060061331000004,BTI CONTRACTING INC DBA BLACKTOP INDUSTRIES,0900613312201,2023-01-26,519532.9,297982.08
Rural Roads Projects,District 09,Bath,233005,,,,CB060061602005008,BTI CONTRACTING INC DBA BLACKTOP INDUSTRIES,0900616022201,2023-01-26,519532.9,221550.82
Pavement Asset Management,District 09,Greenup,232085,,,FD05,FD05 045 1458 000-005,MOUNTAIN ENTERPRISES INC,MP04514582301,2023-01-26,391931.75,355784.73
Pavement Asset Management,District 09,Greenup,232085,,,FD05,FD05 010 1458 000-001,MOUNTAIN ENTERPRISES INC,MP01014582301,2023-01-26,391931.75,36147.04
Rural Roads Projects,District 09,Greenup,233002,,,CB06,CB06 045 0207 000-007,MOUNTAIN ENTERPRISES INC,0904502072201,2023-01-26,653672.0,653672.0
Rural Roads Projects,District 09,Elliott,233006,,,CB06,CB06 032 0486 012-015,MOUNTAIN ENTERPRISES INC,0903204862201,2023-01-26,564210.25,564210.25
Rural Roads Projects,District 09,Rowan,233007,,,CB06,CB06 103 1167 000-006,HINKLE CONTRACTING COMPANY LLC,0910311672201,2023-01-26,599881.06,599881.06
Miscellaneous,District 09,Various,232009,,,FE01,FE01 DW23 0090000,REYNOLDS-CENTRAL SEAL A JOINT VENTURE,MP12100002309,2023-01-26,1293000.0,1293000.0
Pavement Asset Management,District 09,Fleming,222569,,,FD05,FD05 035 0032 005-007,H G MAYS CORPORATION,MP03500322201,2022-12-08,94117.0,94117.0
Highway Improvement,District 09,Rowan,221061,09-20012.00,,NHPP,NHPP IM 0646(067),HINKLE CONTRACTING COMPANY LLC,DE10300642236,2022-12-08,6783680.3,6783680.3
Rural Roads Projects,District 09,Carter,223115,,,CB06,CB06 022 0986 008-013,MOUNTAIN ENTERPRISES INC,0902209862201,2022-11-17,885548.4,454034.56
Rural Roads Projects,District 09,Carter,223115,,,CB06,CB06 022 0396 000-005,MOUNTAIN ENTERPRISES INC,0902203962201,2022-11-17,885548.4,431513.84
Pavement Asset Management,District 09,Bath,222559,09-00306.00,,FLAP,FLAP 6000(196),WALKER CONSTRUCTION & MATERIALS LLC,MP00608262301,2022-11-17,102636.0,102636.0
Pavement Asset Management,District 09,Fleming,222499,,,FD05,FD05 035 1336 000-003,H G MAYS CORPORATION,MP03513362301,2022-10-20,438378.0,249700.27
Pavement Asset Management,District 09,Fleming,222499,,,FD05,FD05 035 1347 000-003,H G MAYS CORPORATION,MP03513472301,2022-10-20,438378.0,188677.73
Pavement Asset Management,District 09,Nicholas,222500,,,FD05,FD05 091 0606 000-003,H G MAYS CORPORATION,MP09106062301,2022-10-20,182863.0,182863.0
