TRAK_PROGRAM,DISTRICT,COUNTY,CONTRACT_ID,SYP_NO,FUND_CODE,PROGRAM_CODE,FED_PROJECT_NUM,CONTRACTOR,PROJECT_NM,LETTING_DATE,AWARD_AMOUNT,CALCULATED_AWARDED_AMOUNT
Highway Improvement,District 03,Allen,251106,03-08902.00,,FD04,FD04 002 0098 009-010,SCOTTY'S CONTRACTING & STONE LLC,DE00200982506,2025-04-24,1377219.68,1377219.68
Pavement Asset Management,District 03,Warren,252184,,,FD05,FD05 114 0068 017-021,CLEARY CONSTRUCTION INC,MP11400682501,2025-04-24,872000.0,319061.57
Pavement Asset Management,District 03,Warren,252184,,,FD05,FD05 114 0068 022-028,CLEARY CONSTRUCTION INC,MP11400682502,2025-04-24,872000.0,552938.42
Pavement Asset Management,District 03,Butler,252103,,,FD05,FD05 016 0070 000-006,SCOTTY'S CONTRACTING & STONE LLC,MP01600702501,2025-03-20,653124.45,653124.45
Pavement Asset Management,District 03,Metcalfe,252105,,,FD05,FD05 085 0090 000-005,SCOTTY'S CONTRACTING & STONE LLC,MP08500902501,2025-03-20,1052466.13,1052466.13
Highway Improvement,District 03,Simpson,251304,03-80106.00,,,FD06 107 1008 002-003,SCOTTY'S CONTRACTING & STONE LLC,DE10710082504,2025-03-20,535693.63,535693.63
Pavement Asset Management,District 03,Logan,252102,,,FD05,FD05 071 0431 007-012,SCOTTY'S CONTRACTING & STONE LLC,MP07104312502,2025-03-20,814093.47,642963.65
Pavement Asset Management,District 03,Logan,252102,,,FD05,FD05 071 0079 013-016,SCOTTY'S CONTRACTING & STONE LLC,MP07100792501,2025-03-20,814093.47,171129.82
Pavement Asset Management,District 03,Monroe,252110,,,FD05,FD05 086 3144 000-002,SCOTTY'S CONTRACTING & STONE LLC,MP08631442501,2025-03-20,1979970.13,251331.13
Pavement Asset Management,District 03,Monroe,252110,,,FD05,FD05 086 0098 000-001,SCOTTY'S CONTRACTING & STONE LLC,MP08600982501,2025-03-20,1979970.13,88240.85
Pavement Asset Management,District 03,Monroe,252110,,,FD05,FD05 086 2164 000-001,SCOTTY'S CONTRACTING & STONE LLC,MP08621642501,2025-03-20,1979970.13,80755.12
Pavement Asset Management,District 03,Monroe,252110,,,FD05,FD05 086 1366 000-010,SCOTTY'S CONTRACTING & STONE LLC,MP08613662501,2025-03-20,1979970.13,1559643.02
Rural Roads Projects,District 03,Allen,253020,,,CB01,CB01 002 2163 000-003,SCOTTY'S CONTRACTING & STONE LLC,0300221632501,2025-03-20,623263.48,623263.48
Safety,District 03,Warren,254502,03-939.0.00,,HSIP,HSIP 0801(118),SCOTTY'S CONTRACTING & STONE LLC,0311400682501,2025-02-20,1469713.31,1469713.31
Bridge Asset Management,District 03,Butler,255370,03-10037.00,"STP, BRZ",,STP BRZ 9030 (488),SCOTT AND MURPHY INC,BR01601652500,2025-02-20,18726209.04,18726209.04
Pavement Asset Management,District 03,Logan,252051,,,FD05,FD05 071 0068 008-009,SCOTTY'S CONTRACTING & STONE LLC,MP07100682501,2025-01-23,564898.72,241542.34
Pavement Asset Management,District 03,Logan,252051,,,FD05,FD05 071 0431 011-013,SCOTTY'S CONTRACTING & STONE LLC,MP07104312501,2025-01-23,564898.72,321018.4
Miscellaneous,District 03,Various,252003,,,FE01,FE01 121 DW25 0030000,REYNOLDS-CENTRAL SEAL A JOINT VENTURE,MP12100002503,2025-01-23,1655000.0,1655000.03
Safety,District 03,Warren,251003,03-00940.00,,HSIP,HSIP 5075 (061),SCOTTY'S CONTRACTING & STONE LLC,DE11402312503,2025-01-23,2429244.89,2429244.89
Pavement Asset Management,District 03,Warren,242429,,,FD05,FD05 114 1402 002-012,SCOTTY'S CONTRACTING & STONE LLC,MP11414022401,2024-12-12,1453199.73,1453199.73
Pavement Asset Management,District 03,Barren,242430,,,FD05,FD05 005 0252 000-005,SCOTTY'S CONTRACTING & STONE LLC,MP00502522401,2024-12-12,724278.53,724278.53
Rural Roads Projects,District 03,Metcalfe,243126,,,CB06,CB06 085 0533 004-008,SCOTTY'S CONTRACTING & STONE LLC,0308505332501,2024-12-12,519498.23,519498.23
Pavement Asset Management,District 03,Barren,242361,,,FD05,FD05 005 0068 010-012,SCOTTY'S CONTRACTING & STONE LLC,MP00500682402,2024-11-14,510669.63,510669.63
Pavement Asset Management,District 03,Warren,242389,,,FD05,FD05 114 0231 008-010,SCOTTY'S CONTRACTING & STONE LLC,MP11402312401,2024-11-14,690326.68,690326.68
Pavement Asset Management,District 03,Edmonson,242359,,,FD05,FD05 031 0259 008-012,SCOTTY'S CONTRACTING & STONE LLC,MP03102592401,2024-11-14,467551.3,467551.3
Pavement Asset Management,District 03,Logan,242386,,,FD05,FD05 071 2376 001-005,SCOTTY'S CONTRACTING & STONE LLC,MP07123762402,2024-11-14,361037.57,361037.57
Bridge Asset Management,District 03,Edmonson,242962,,,FE02,FE02 031 0238 B00027N,CAMBRY CONTRACTING INC,MB03102382401,2024-10-24,645399.34,645399.34
Miscellaneous,District 03,Monroe,242328,03-04311.00,,FD04,FD04 086 0100 019-020,GEORGE B STONE CO LLC,MP08601002401,2024-10-24,43741.5,43741.5
Bridge Asset Management,District 03,Monroe,242995,03-40002.00,,FE02,FE02 086 0678 B000048N,SCOTT AND MURPHY INC,MB08606782401,2024-09-26,806398.98,806398.98
Rural Roads Projects,District 03,Barren,243102,,,CB06,CB06 005 0255 000-002,SCOTTY'S CONTRACTING & STONE LLC,0300502552501,2024-09-26,877787.73,183593.28
Rural Roads Projects,District 03,Barren,243102,,,CB06,CB06 005 1318 003-007,SCOTTY'S CONTRACTING & STONE LLC,0300513182501,2024-09-26,877787.73,400214.24
Rural Roads Projects,District 03,Barren,243102,,,CB06,CB06 005 2131 002-004,SCOTTY'S CONTRACTING & STONE LLC,0300521312501,2024-09-26,877787.73,293980.19
Rural Roads Projects,District 03,Edmonson,243090,,,CB06,CB06 031 0238 007-013,SCOTTY'S CONTRACTING & STONE LLC,0303102382501,2024-09-26,685669.03,591088.19
Rural Roads Projects,District 03,Edmonson,243090,,,CB06,CB06 031 3611 000-001,SCOTTY'S CONTRACTING & STONE LLC,0303136112501,2024-09-26,685669.03,94580.83
Rural Roads Projects,District 03,Warren,243023,,,CB06,CB06 114 0526 000-002,SCOTTY'S CONTRACTING & STONE LLC,0311405262401,2024-08-22,2425147.3,268005.2
Rural Roads Projects,District 03,Warren,243023,,,CB06,CB06 114 0626 005-009,SCOTTY'S CONTRACTING & STONE LLC,0311406262401,2024-08-22,2425147.3,298713.19
Rural Roads Projects,District 03,Warren,243023,,,CB06,CB06 114 2631 000-002,SCOTTY'S CONTRACTING & STONE LLC,0311426312501,2024-08-22,2425147.3,198135.24
Rural Roads Projects,District 03,Warren,243023,,,CB06,CB06 114 0961 000-004,SCOTTY'S CONTRACTING & STONE LLC,0311409612501,2024-08-22,2425147.3,616555.47
Rural Roads Projects,District 03,Warren,243023,,,CB06,CB06 114 1297 005-007,SCOTTY'S CONTRACTING & STONE LLC,0311412972501,2024-08-22,2425147.3,224897.34
Rural Roads Projects,District 03,Warren,243023,,,CB06,CB06 114 2326 000-001,SCOTTY'S CONTRACTING & STONE LLC,0311423262501,2024-08-22,2425147.3,208528.06
Rural Roads Projects,District 03,Warren,243023,,,CB06,CB06 114 0961 003-009,SCOTTY'S CONTRACTING & STONE LLC,0311409612401,2024-08-22,2425147.3,610312.78
Rural Roads Projects,District 03,Butler,243059,,,CB06,CB06 016 0411 000-004,SCOTTY'S CONTRACTING & STONE LLC,0301604112501,2024-08-22,703913.83,398145.9
Rural Roads Projects,District 03,Butler,243059,,,CB06,CB06 016 3205 000-003,SCOTTY'S CONTRACTING & STONE LLC,0301632052501,2024-08-22,703913.83,305767.93
Rural Roads Projects,District 03,Logan,243060,,,CB06,CB06 071 1151 004-009,SCOTTY'S CONTRACTING & STONE LLC,0307111512501,2024-08-22,783917.47,556750.82
Rural Roads Projects,District 03,Logan,243060,,,CB06,CB06 071 0073 006-009,SCOTTY'S CONTRACTING & STONE LLC,0307100732501,2024-08-22,783917.47,227166.65
Rural Roads Projects,District 03,Todd,243061,,,CB06,CB06 110 0890 000-005,SCOTTY'S CONTRACTING & STONE LLC,0311008902501,2024-08-22,522869.81,522869.81
Rural Roads Projects,District 03,Allen,243071,,,CB06,CB06 002 0240 000-002,SCOTTY'S CONTRACTING & STONE LLC,0300202402501,2024-08-22,707463.5,194139.27
Rural Roads Projects,District 03,Allen,243071,,,CB06,CB06 002 01533 002-006,SCOTTY'S CONTRACTING & STONE LLC,0200215332501,2024-08-22,707463.5,513324.23
Rural Roads Projects,District 03,Simpson,243072,,,CB06,CB06 107 0621 005-009,SCOTTY'S CONTRACTING & STONE LLC,0310706212501,2024-08-22,538036.55,538036.55
Highway Improvement,District 03,Warren,241315,03-08905.00,STP1,,STP1 5082 (024),CLEARY CONSTRUCTION INC,DE114031W2415,2024-08-22,9618000.0,9618000.0
Pavement Asset Management,District 03,Warren,242257,,,FD05,FD05 114 6142 000-001,SCOTTY'S CONTRACTING & STONE LLC,MP11461422401,2024-07-18,191252.43,191252.43
Pavement Asset Management,District 03,Logan,242270,,,FD05,FD05 071 2376 000-002,SCOTTY'S CONTRACTING & STONE LLC,MP07123762401,2024-07-18,168388.05,168388.05
Safety,District 03,Warren,241108,03-09024.00,,HSIP,HSIP 5074(010),SCOTTY'S CONTRACTING & STONE LLC,0311401852401,2024-07-18,15977741.33,900315.34
Highway Improvement,District 03,Warren,241108,03-00110.00,STP,,STP 5074 (008),SCOTTY'S CONTRACTING & STONE LLC,DE11401852408,2024-07-18,15977741.33,15077426.03
Pavement Asset Management,District 03,Barren,244402,,,FD05,FD05 005 0068 000-011,SCOTTY'S CONTRACTING & STONE LLC,MP00500682401,2024-07-18,4112435.87,2162995.63
Safety,District 03,Barren,244402,03-09023.00,,HSIP,HSIP 5084(028),SCOTTY'S CONTRACTING & STONE LLC,0300500682401,2024-07-18,4112435.87,1949440.24
Pavement Asset Management,District 03,Warren,242215,,,FD05,FD05 114 0101 007-010,SCOTTY'S CONTRACTING & STONE LLC,MP11401012401,2024-06-20,391451.82,391451.82
Pavement Asset Management,District 03,Warren,242242,,,FD05,FD05 114 0185 010-012,SCOTTY'S CONTRACTING & STONE LLC,MP11401852401,2024-06-20,321249.02,321249.02
Pavement Asset Management,District 03,Logan,242181,,,FD05,FD05 071 3240 000-003,SCOTTY'S CONTRACTING & STONE LLC,MP07132402401,2024-05-23,537730.93,537730.93
Bridge Asset Management,District 03,Butler,242993,03-40000.00,FPB,,FPB 0303 (283),KNIGHT CONSTRUCTION AND EXCAVATING INC,MB01611532301,2024-05-23,567559.0,567559.0
Pavement Asset Management,District 03,Simpson,242184,,,FE01,FE01 107 1008 003-004,SCOTTY'S CONTRACTING & STONE LLC,MP10710082402,2024-05-23,2144791.43,52972.62
Pavement Asset Management,District 03,Simpson,242184,,,FD05,FD05 107 1008 000-007,SCOTTY'S CONTRACTING & STONE LLC,MP10710082401,2024-05-23,2144791.43,2091818.81
Highway Improvement,District 03,Todd,241310,03-09031.00,,FD04,FD04 110 068X 002-003,SCOTTY'S CONTRACTING & STONE LLC,DE11000682408,2024-04-25,715304.89,715304.89
Pavement Asset Management,District 03,Warren,242157,,,FD05,FD05 114 0884 003-008,SCOTTY'S CONTRACTING & STONE LLC,MP11408842401,2024-04-25,610982.34,610982.34
Pavement Asset Management,District 03,Edmonson,242063,,,FD05,FD05 031 0070 000-010,SCOTTY'S CONTRACTING & STONE LLC,MP03100702401,2024-04-25,1581403.93,1581403.93
Pavement Asset Management,District 03,Butler,242089,,,FD05,FD05 016 0070 005-015,SCOTTY'S CONTRACTING & STONE LLC,MP01600702401,2024-04-25,1315796.51,1246859.57
Pavement Asset Management,District 03,Butler,242089,,,FD05,FD05 016 2162 000-001,SCOTTY'S CONTRACTING & STONE LLC,MP01621622401,2024-04-25,1315796.51,68936.94
Bridge Asset Management,District 03,Warren,242983,,,FE02,FE02 114 3145 B00108N 01.88,SCOTT AND MURPHY INC,MB11431452401,2024-03-21,688217.56,688217.56
Highway Improvement,District 03,Warren,241102,03-80005.00,,FD04,FD04 114 0242 003-004,SCOTTY'S CONTRACTING & STONE LLC,DE11402422402,2024-03-21,415726.63,415726.63
Pavement Asset Management,District 03,Butler,242033,,,FD05,FD05 016 0231 005-010,SCOTTY'S CONTRACTING & STONE LLC,MP01602312401,2024-02-22,617067.53,617067.53
Pavement Asset Management,District 03,Simpson,242261,,,FD04,FD04 107 0100 009-010,BLUEGRASS CONTRACTING CORPORATION,MP10701002302,2024-01-25,837080.0,837080.0
Miscellaneous,District 03,Various,242003,,,FE01,FE01 121 DW24 0030000,REYNOLDS-CENTRAL SEAL A JOINT VENTURE,MP12100002403,2024-01-25,1075500.0,1075500.0
Pavement Asset Management,District 03,Barren,242013,,,FD05,FD05 005 3600 000-003,SCOTTY'S CONTRACTING & STONE LLC,MP00536002401,2024-01-25,783535.97,783535.97
Pavement Asset Management,District 03,Monroe,232483,,,FD05,FD05 086 0163 012-015,SCOTTY'S CONTRACTING & STONE LLC,MP08601632301,2023-12-14,319178.73,319178.73
Pavement Asset Management,District 03,Logan,232466,,,FD05,FD05 071 0068 008-011,SCOTTY'S CONTRACTING & STONE LLC,MP07100682301,2023-11-16,674536.39,674536.39
Highway Improvement,District 03,Warren,231336,03-00166.00,STP,,STP 5084(031),SCOTTY'S CONTRACTING & STONE LLC,DE11400682336,2023-11-16,1352142.54,1352142.54
Safety,District 03,Warren,234505,,ER,,ER 9020(453),DAVIS H ELLIOT CONSTRUCTION COMPANY INC,03114031W2301,2023-11-16,28590.0,28590.0
Bridge Asset Management,District 03,Allen,235327,03-10027.00,"STP, BRZ",,STP BRZ 9030 (440),GALUSHA CONTRACTING LLC,BR00212392300,2023-11-16,439940.87,439940.87
Rural Roads Projects,District 03,Barren,233108,,,CB06,CB06 005 3179 000-006,SCOTTY'S CONTRACTING & STONE LLC,0300531792401,2023-09-28,684114.23,684114.23
Pavement Asset Management,District 03,Monroe,232398,,,FD05,FD05 086 2165 000 001,SCOTTY'S CONTRACTING & STONE LLC,MP08621652301,2023-09-28,68653.05,68653.05
Bridge Asset Management,District 03,Edmonson,235321,03-10040.00,"STP, BRZ",,STP BRZ 9030 (430),CAMBRY CONTRACTING INC,BR03101872300,2023-09-28,1963910.12,455041.31
Bridge Asset Management,District 03,Edmonson,235321,03-10039.00,"STP, BRZ",,STP BRZ 9030 (429),CAMBRY CONTRACTING INC,BR03100702300,2023-09-28,1963910.12,1508868.81
Rural Roads Projects,District 03,Monroe,233083,,,CB06,CB06 086 0087 003-006,SCOTTY'S CONTRACTING & STONE LLC,0308600872401,2023-08-24,332936.2,332936.2
Rural Roads Projects,District 03,Edmonson,233086,,,CB06,CB06 031 3019 000-002,SCOTTY'S CONTRACTING & STONE LLC,0303130192401,2023-08-24,318847.26,318847.26
Rural Roads Projects,District 03,Metcalfe,233087,,,CB06,CB06 085 0533 008-010,SCOTTY'S CONTRACTING & STONE LLC,0308505332401,2023-08-24,310759.14,310759.14
Bridge Asset Management,District 03,Logan,232964,,,FE02,FE02 071 0431 B00002N 24.28,M&M SERVICES CO INC,MB07104312301,2023-07-20,509969.66,238528.99
Bridge Asset Management,District 03,Logan,232964,,,FE02,FE02 071 0431 B00003N 24.58,M&M SERVICES CO INC,MB07104312302,2023-07-20,509969.66,128352.0
Bridge Asset Management,District 03,Logan,232964,,,FE02,FE02 071 0431 B00005N 25.76,M&M SERVICES CO INC,MB07104312303,2023-07-20,509969.66,143088.68
Highway Improvement,District 03,Warren,231327,03-09009.00,,FD04,FD04 114 031W 019-020,SCOTTY'S CONTRACTING & STONE LLC,DE114031W2327,2023-07-20,934178.62,934178.62
Rural Roads Projects,District 03,Logan,233073,,,CB06,CB06 071 0103 007-011,SCOTTY'S CONTRACTING & STONE LLC,0307101032301,2023-07-20,994868.51,398892.43
Rural Roads Projects,District 03,Logan,233073,,,CB06,CB06 071 1293 000-006,SCOTTY'S CONTRACTING & STONE LLC,0307112932302,2023-07-20,994868.51,595976.1
Highway Improvement,District 03,Butler,231035,03-20009.00,,NHPP,NHPP 0031 (023),SCOTTY'S CONTRACTING & STONE LLC,DE01601652322,2023-07-20,6158710.35,6158710.35
Pavement Asset Management,District 03,Simpson,232354,,,FE01,FE01 107 0065 000-004,BLUEGRASS CONTRACTING CORPORATION,MP1070I652301,2023-06-22,1594071.0,1594071.0
Rural Roads Projects,District 03,Warren,233063,,,CB06,CB06 114 1083 000-004,SCOTTY'S CONTRACTING & STONE LLC,0311410832301,2023-06-22,768900.48,768900.48
Safety,District 03,Warren,234713,03-00937.00,,HSIP,HSIP 9010(518),RAM CONSTRUCTION SERVICES OF MICHIGAN INC,0311402312301,2023-06-22,173036.5,173036.5
Rural Roads Projects,District 03,Warren,233041,,,CB06,CB06 114 1297 006-010,SCOTTY'S CONTRACTING & STONE LLC,0311412970060,2023-05-25,632888.56,632888.56
Pavement Asset Management,District 03,Barren,232327,,,FE01,FE01 005 031E 014-015,SCOTTY'S CONTRACTING & STONE LLC,MP005031E2301,2023-05-25,164627.74,164627.74
Safety,District 03,Various,234013,03-00936.00,,HSIP,HSIP 9010(477),GEORGE B STONE CO LLC,0312199992303,2023-05-25,805131.5,805131.5
Pavement Asset Management,District 03,Allen,232209,,,FD05,FD05 002 0100 008-015,SCOTTY'S CONTRACTING & STONE LLC,MP00201002301,2023-04-27,1356827.28,1356827.28
Safety,District 03,Various,234501,,ER,,ER 9020(452),EDEN FENCE INC,0303100652301,2023-04-27,126115.25,26839.15
Safety,District 03,Various,234501,,ER,,ER 9020(440),EDEN FENCE INC,0311400652301,2023-04-27,126115.25,99276.09
Pavement Asset Management,District 03,Edmonson,232212,,,FD05,FD05 031 0070 012-018,SCOTTY'S CONTRACTING & STONE LLC,MP03100702301,2023-04-27,753684.42,753684.42
Pavement Asset Management,District 03,Logan,232043,,,FD05,FD05 071 0079 000-010,SCOTTY'S CONTRACTING & STONE LLC,MP07100792301,2023-04-27,1604424.35,1604424.35
Pavement Asset Management,District 03,Barren,232208,,,FD05,FD05 005 0249 005-011,SCOTTY'S CONTRACTING & STONE LLC,MP00502492301,2023-04-27,768169.63,754246.29
Bridge Asset Management,District 03,Barren,232208,,,FE02,FE02 005 0249 005-006,SCOTTY'S CONTRACTING & STONE LLC,MP00502492302,2023-04-27,768169.63,13923.34
Pavement Asset Management,District 03,Simpson,232211,,,FD05,FD05 107 0100 016-020,SCOTTY'S CONTRACTING & STONE LLC,MP10701002301,2023-04-27,379913.87,379913.87
Bridge Asset Management,District 03,Monroe,232973,03-40001.00,,FE02,FE02 086 0678 B00039N 15.77,SCOTT AND MURPHY INC,MB08606782301,2023-04-27,755799.5,374882.64
Bridge Asset Management,District 03,Monroe,232973,03-40003.00,,FE02,FE02 086 1366 B00049N 05.67,SCOTT AND MURPHY INC,MB08613662301,2023-04-27,755799.5,380916.86
Pavement Asset Management,District 03,Barren,232046,,,FD05,FD05 005 0090 009-010,SCOTTY'S CONTRACTING & STONE LLC,MP00500902301,2023-03-23,243817.95,243817.95
Pavement Asset Management,District 03,Barren,232083,,,FD05,FD05 005 031W 006-009,SCOTTY'S CONTRACTING & STONE LLC,MP005031W2301,2023-03-23,534265.13,534265.13
Pavement Asset Management,District 03,Barren,232189,,,FD05,FD05 005 1519 000-002,SCOTTY'S CONTRACTING & STONE LLC,MP00515192201,2023-03-23,341747.14,341747.14
Pavement Asset Management,District 03,Edmonson,232075,,,FD05,FD05 031 031W 000-008,SCOTTY'S CONTRACTING & STONE LLC,MP031031W2301,2023-03-23,1208342.53,1208342.53
Pavement Asset Management,District 03,Todd,232042,,,FD05,FD05 110 0041 000-001,SCOTTY'S CONTRACTING & STONE LLC,MP11000412301,2023-03-23,167238.28,167238.28
Pavement Asset Management,District 03,Metcalfe,232045,,,FD05,FD05 085 0163 003-007,SCOTTY'S CONTRACTING & STONE LLC,MP08501632301,2023-03-23,499126.23,499126.23
Pavement Asset Management,District 03,Warren,232119,,,FD05,FD05 114 0231 013-015,SCOTTY'S CONTRACTING & STONE LLC,MP11402312302,2023-03-23,1736367.95,256460.15
Pavement Asset Management,District 03,Warren,232119,,,FD05,FD05 114 0231 010-013,SCOTTY'S CONTRACTING & STONE LLC,MP11402312301,2023-03-23,1736367.95,1479907.81
Pavement Asset Management,District 03,Warren,232182,,,FD05,FD05 114 031W 010-012,SCOTTY'S CONTRACTING & STONE LLC,MP114031W2301,2023-03-23,537250.38,537250.38
Pavement Asset Management,District 03,Simpson,232188,,,FD05,FD05 107 0100 010-014,SCOTTY'S CONTRACTING & STONE LLC,MP10701002202,2023-03-23,572086.13,572086.13
Highway Improvement,District 03,Various,231317,03-20012.00,,NHPP,NHPP IM 0652 (091),SCOTTY'S CONTRACTING & STONE LLC,DE12100652310,2023-03-23,5799330.4,5799330.4
Pavement Asset Management,District 03,Todd,232041,,,FD05,FD05 110 0181 025-029,SCOTTY'S CONTRACTING & STONE LLC,MP11001812301,2023-02-23,398612.83,398612.83
Pavement Asset Management,District 03,Metcalfe,232044,,,FD05,FD05 085 0070 001-009,SCOTTY'S CONTRACTING & STONE LLC,MP08500702301,2023-02-23,1007481.43,967006.37
Pavement Asset Management,District 03,Metcalfe,232044,,,FE01,FE01 085 0070 001-009,SCOTTY'S CONTRACTING & STONE LLC,MP08500702302,2023-02-23,1007481.43,40475.06
Bridge Asset Management,District 03,Various,232962,,,FE02,FE02 107 1171 B00025N 03.22,DELONG CONCRETE LLC,MB10711712301,2023-02-23,526018.88,153389.63
Bridge Asset Management,District 03,Various,232962,,,FE02,FE02 071 0079 B00011N 00.56,DELONG CONCRETE LLC,MB07100792301,2023-02-23,526018.88,208724.64
Bridge Asset Management,District 03,Various,232962,,,FE02,FE02 114 0231 B00067N 22.01,DELONG CONCRETE LLC,MB11402312301,2023-02-23,526018.88,163904.61
Miscellaneous,District 03,Various,232003,,,FE01,FE01 121 DW23 0030000,REYNOLDS-CENTRAL SEAL A JOINT VENTURE,MP12100002303,2023-01-26,1277000.0,1277000.0
Pavement Asset Management,District 03,Logan,222551,,,FD05,FD05 071 0068 010-015,SCOTTY'S CONTRACTING & STONE LLC,MP07100682202,2022-12-08,1303391.22,1303391.22
