TRAK_PROGRAM,DISTRICT,COUNTY,CONTRACT_ID,SYP_NO,FUND_CODE,PROGRAM_CODE,FED_PROJECT_NUM,CONTRACTOR,PROJECT_NM,LETTING_DATE,AWARD_AMOUNT,CALCULATED_AWARDED_AMOUNT
Bridge Asset Management,District 01,Graves,255373,01-10135.00,"STP, BRZ",,STP BRZ 9030 (492),JIM SMITH CONTRACTING COMPANY LLC,BR04214852500,2025-03-20,730873.59,730873.59
Highway Improvement,District 01,Trigg,251105,01-08951.00,STP,,STP 5031(015),JIM SMITH CONTRACTING COMPANY LLC,DE11101242505,2025-03-20,872205.43,872205.43
Safety,District 01,Marshall,254202,01-09019.00,,HSIP,HSIP 1681(014),JIM SMITH CONTRACTING COMPANY LLC,0107900682401,2025-03-20,1196088.84,1119391.29
Safety,District 01,Marshall,254202,01-09019.00,,HSIP,HSIP 1681(014),JIM SMITH CONTRACTING COMPANY LLC,0107300682401,2025-03-20,1196088.84,76697.59
Bridge Asset Management,District 01,Lyon,252940,,,FE02,FE02 072 0295 B00013N,JIM SMITH CONTRACTING COMPANY LLC,MB07202952501,2025-02-20,1236635.13,1236635.13
Pavement Asset Management,District 01,Hickman,252013,,,FD05,FD05 053 0123 021-023,JIM SMITH CONTRACTING COMPANY LLC,MP05301232501,2025-02-20,188860.0,188860.0
Bridge Asset Management,District 01,Graves,255372,01-10224.00,"STP, BRZ",,STP BRZ 9030 (491),JIM SMITH CONTRACTING COMPANY LLC,BR04211702500,2025-02-20,774413.24,774413.24
Miscellaneous,District 01,Various,252001,,,FE01,FE01 121 DW25 0010000,REYNOLDS-CENTRAL SEAL A JOINT VENTURE,MP12100002501,2025-01-23,2157000.0,2157000.03
Pavement Asset Management,District 01,Various,252022,01-22001.00,,,NHPM 0241(094),STRAWSER CONSTRUCTION INC,MP07300242501,2025-01-23,9272480.66,5397912.83
Pavement Asset Management,District 01,Various,252022,01-20008.00,,,NHPM 0242(079),STRAWSER CONSTRUCTION INC,MP07200242501,2025-01-23,9272480.66,3874567.88
Pavement Asset Management,District 01,Fulton,252017,01-22186.00,,,NHPM 9003(001),STRAWSER CONSTRUCTION INC,MP03890032501,2025-01-23,5847117.39,551202.09
Pavement Asset Management,District 01,Fulton,252017,01-22188.00,,,NHPM 9003(003),STRAWSER CONSTRUCTION INC,MP04290032501,2025-01-23,5847117.39,3646397.6
Pavement Asset Management,District 01,Fulton,252017,01-22187.00,,,NHPM 9003(002),STRAWSER CONSTRUCTION INC,MP05390032501,2025-01-23,5847117.39,1628826.15
Pavement Asset Management,District 01,Calloway,242395,,,FD05,FD05 018 0641 006-011,JIM SMITH CONTRACTING COMPANY LLC,MP01806412401,2024-12-12,1381823.79,1381823.79
Pavement Asset Management,District 01,Fulton,242396,,,FD05,FD05 038 0094 001-011,JIM SMITH CONTRACTING COMPANY LLC,MP03800942402,2024-12-12,1078560.0,1078560.0
Safety,District 01,Graves,244203,01-09036.00,,HSIP,HSIP 9010(611),JAYS ELECTRIC INC,01042006924,2024-12-12,979795.08,979795.08
Pavement Asset Management,District 01,Marshall,242340,,,FD05,FD05 079 0095 000-005,JIM SMITH CONTRACTING COMPANY LLC,MP07900952401,2024-11-14,418215.5,418215.5
Pavement Asset Management,District 01,Trigg,242329,,,FD05,FD05 111 0068 000-009,ROGERS GROUP INC,MP11100682401,2024-10-24,3163949.23,3163949.23
Pavement Asset Management,District 01,McCracken,242320,,,FD05,FD05 073 0305 004-010,JIM SMITH CONTRACTING COMPANY LLC,MP07303052401,2024-10-24,1154265.72,1154265.72
Bridge Asset Management,District 01,Trigg,242956,,,FE02,FE02 111 0124 B00050N,TAYLOR BRIDGE CONTRACTING LLC,MB11101242401,2024-10-24,248380.0,248380.0
Rural Roads Projects,District 01,Graves,243092,,,CB06,CB06 042 0564 009-010,JIM SMITH CONTRACTING COMPANY LLC,0104205642502,2024-09-26,938661.0,177679.05
Rural Roads Projects,District 01,Graves,243092,,,CB06,CB06 042 0339 021-023,JIM SMITH CONTRACTING COMPANY LLC,0104203392501,2024-09-26,938661.0,257207.46
Rural Roads Projects,District 01,Graves,243092,,,CB06,CB06 042 1748 009-011,JIM SMITH CONTRACTING COMPANY LLC,0104217482501,2024-09-26,938661.0,163410.43
Rural Roads Projects,District 01,Graves,243092,,,CB06,CB06 042 054 005-006,JIM SMITH CONTRACTING COMPANY LLC,0104205642501,2024-09-26,938661.0,71273.41
Rural Roads Projects,District 01,Graves,243092,,,CB06,CB06 042 0339 030-033,JIM SMITH CONTRACTING COMPANY LLC,0104203392502,2024-09-26,938661.0,269090.66
Rural Roads Projects,District 01,Hickman,243088,,,CB06,CB06 053 0944 003-006,JIM SMITH CONTRACTING COMPANY LLC,0105309442501,2024-09-26,298645.6,186961.24
Rural Roads Projects,District 01,Hickman,243088,,,CB06,CB06 053 1529 008-009,JIM SMITH CONTRACTING COMPANY LLC,0105315292501,2024-09-26,298645.6,111684.35
Rural Roads Projects,District 01,Fulton,243087,,,CB06,CB06 038 1463 000-002,MURRAY PAVING INC,0103814632501,2024-09-26,263100.0,194831.4
Rural Roads Projects,District 01,Fulton,243087,,,CB06,CB06 038 0125 000-001,MURRAY PAVING INC,0103801252502,2024-09-26,263100.0,68268.59
Bridge Asset Management,District 01,Fulton,245362,01-10115.00,"STP, BRZ",,STP BRZ 9030 (480),JIM SMITH CONTRACTING COMPANY LLC,BR03801662400,2024-08-22,1210047.08,1210047.08
Rural Roads Projects,District 01,Trigg,243033,,,CB06,CB06 111 0274 000-002,ROGERS GROUP INC,0111102742401,2024-07-18,801631.98,226564.25
Rural Roads Projects,District 01,Trigg,243033,,,CB06,CB06 111 1253 000-003,ROGERS GROUP INC,0111112532401,2024-07-18,801631.98,231088.37
Rural Roads Projects,District 01,Trigg,243033,,,CB06,CB06 111 0128 001-005,ROGERS GROUP INC,0111101282401,2024-07-18,801631.98,343979.36
Pavement Asset Management,District 01,Marshall,242020,,,FD05,FD05 079 0348 000-003,JIM SMITH CONTRACTING COMPANY LLC,MP07903482401,2024-07-18,298181.71,298181.71
Pavement Asset Management,District 01,McCracken,242153,,,FD05,FD05 073 0045 005-010,JIM SMITH CONTRACTING COMPANY LLC,MP07300452402,2024-07-18,2204242.38,2204242.38
Pavement Asset Management,District 01,Livingston,242173,,,FD05,FD05 070 0453 013-016,JIM SMITH CONTRACTING COMPANY LLC,MP07004532401,2024-07-18,307640.45,307640.45
Pavement Asset Management,District 01,Crittenden,242272,,,FD05,FD05 028 0070 000-006,ROGERS GROUP INC,MP02800702401,2024-07-18,708096.16,708096.16
Pavement Asset Management,District 01,Crittenden,242275,,,FD05,FD05 028 0060 009-011,ROGERS GROUP INC,MP02800602401,2024-07-18,1633281.3,465045.37
Pavement Asset Management,District 01,Crittenden,242275,,,FD05,FD05 028 0091 004-012,ROGERS GROUP INC,MP02800912401,2024-07-18,1633281.3,1067925.54
Pavement Asset Management,District 01,Crittenden,242275,,,FD05,FD05 028 0981 000-001,ROGERS GROUP INC,MP02809812401,2024-07-18,1633281.3,100310.38
Bridge Asset Management,District 01,Marshall,245354,01-10176.00,"STP, BRZ",,STP BRZ 9030 (470),JIM SMITH CONTRACTING COMPANY LLC,BR07904022400,2024-06-20,7691667.82,7691667.82
Bridge Asset Management,District 01,Various,245355,01-10144.00,"STP, BRZ",,STP BRZ 9030 (425),JIM SMITH CONTRACTING COMPANY LLC,BR05300512400,2024-06-20,10657593.66,2060296.83
Bridge Asset Management,District 01,Various,245355,01-10099.00,"STP, BRZ",,STP BRZ 9030 (471),JIM SMITH CONTRACTING COMPANY LLC,BR01801212400,2024-06-20,10657593.66,2728478.02
Bridge Asset Management,District 01,Various,245355,01-10100.00,"STP, BRZ",,STP BRZ 9030 (472),JIM SMITH CONTRACTING COMPANY LLC,BR01801212401,2024-06-20,10657593.66,5868818.8
Pavement Asset Management,District 01,Livingston,242170,,,FD05,FD05 070 0967 000-001,JIM SMITH CONTRACTING COMPANY LLC,MP07009672401,2024-05-23,88151.29,88151.29
Bridge Asset Management,District 01,Various,245348,01-10110.00,"STP, BRZ",,STP BRZ 9030 (466),JIM SMITH CONTRACTING COMPANY LLC,BR02805062400,2024-05-23,4229831.56,1217727.19
Bridge Asset Management,District 01,Various,245348,01-10105.00,"STP, BRZ",,STP BRZ 9030 (454),JIM SMITH CONTRACTING COMPANY LLC,BR02000512400,2024-05-23,4229831.56,1644302.34
Bridge Asset Management,District 01,Various,245348,01-10104.00,"STP, BRZ",,STP BRZ 9030 (456),JIM SMITH CONTRACTING COMPANY LLC,BR02000512401,2024-05-23,4229831.56,1367802.02
Pavement Asset Management,District 01,McCracken,242014,,,FD05,FD05 073 0045 012-013,JIM SMITH CONTRACTING COMPANY LLC,MP07300452401,2024-04-25,178278.49,178278.49
Pavement Asset Management,District 01,McCracken,242016,,,FD05,FD05 073 0348 003-005,JIM SMITH CONTRACTING COMPANY LLC,MP07303482401,2024-04-25,76378.59,76378.59
Pavement Asset Management,District 01,Ballard,242087,,,FD05,FD05 004 0060 002-011,JIM SMITH CONTRACTING COMPANY LLC,MP00400602401,2024-04-25,1930816.64,1930816.64
Pavement Asset Management,District 01,Fulton,242055,,,FD05,FD05 038 0166 000-014,JIM SMITH CONTRACTING COMPANY LLC,MP03801662401,2024-04-25,1939316.77,1708019.35
Pavement Asset Management,District 01,Fulton,242055,,,FD05,FD05 038 0045 001-004,JIM SMITH CONTRACTING COMPANY LLC,MP03800452401,2024-04-25,1939316.77,231297.42
Bridge Asset Management,District 01,Calloway,245344,01-10102.00,"STP, BRZ",,STP BRZ 9030 (459),JIM SMITH CONTRACTING COMPANY LLC,BR01813462400,2024-04-25,1467379.61,1467379.61
Safety,District 01,Various,244700,01-09033.00,,HSIP,HSIP 9010(578),RAM CONSTRUCTION SERVICES OF MICHIGAN INC,0107300242401,2024-04-25,242214.08,34425.71
Safety,District 01,Various,244700,01-09032.00,,HSIP,HSIP 9010(577),RAM CONSTRUCTION SERVICES OF MICHIGAN INC,0107200622401,2024-04-25,242214.08,50167.09
Safety,District 01,Various,244700,01-09034.00,,HSIP,HSIP 9010(579),RAM CONSTRUCTION SERVICES OF MICHIGAN INC,0107300602401,2024-04-25,242214.08,78798.46
Safety,District 01,Various,244700,01-09035.00,,HSIP,HSIP 9010(580),RAM CONSTRUCTION SERVICES OF MICHIGAN INC,0111100682401,2024-04-25,242214.08,78822.83
Pavement Asset Management,District 01,Trigg,242019,,,FD05,FD05 111 1891 000-004,ROGERS GROUP INC,MP11118912401,2024-03-21,327421.64,327421.64
Highway Improvement,District 01,Various,241301,01-00115.00,NH,,NH 0601 (211),JIM SMITH CONTRACTING COMPANY LLC,DE00400602444,2024-03-21,22707117.21,12499306.35
Highway Improvement,District 01,Various,241301,01-00115.00,NH,,NH 0601 (211),JIM SMITH CONTRACTING COMPANY LLC,DE07300602445,2024-03-21,22707117.21,2370816.28
Highway Improvement,District 01,Various,241301,01-00115.00,NH,,NH 0601 (212),JIM SMITH CONTRACTING COMPANY LLC,DE07300602446,2024-03-21,22707117.21,7836994.58
Pavement Asset Management,District 01,McCracken,242015,,,FD05,FD05 073 0062 003-007,JIM SMITH CONTRACTING COMPANY LLC,MP07300622401,2024-02-22,736710.0,736710.0
Pavement Asset Management,District 01,Marshall,242018,,,FD05,FD05 079 0080 000-002,JIM SMITH CONTRACTING COMPANY LLC,MP07900802401,2024-02-22,1012470.1,1012470.1
Miscellaneous,District 01,Various,242001,,,FE01,FE01 DW24 0010000,REYNOLDS-CENTRAL SEAL A JOINT VENTURE,MP12100002401,2024-01-25,2166925.0,2166925.0
Highway Improvement,District 01,Livingston,241304,01-20007.00,,,NHPPIM 0242 (078),JIM SMITH CONTRACTING COMPANY LLC,DE07000242404,2024-01-25,6653701.52,6653701.52
Bridge Asset Management,District 01,Various,245332,01-10101.00,"STP, BRZ",,STP BRZ 9030 (444),JIM SMITH CONTRACTING COMPANY LLC,BR01807832400,2024-01-25,4342726.51,1564314.74
Bridge Asset Management,District 01,Various,245332,01-10112.00,"STP, BRZ",,STP BRZ 9030 (445),JIM SMITH CONTRACTING COMPANY LLC,BR02803872400,2024-01-25,4342726.51,2778411.77
Pavement Asset Management,District 01,Fulton,232419,,,FD05,FD05 038 1648 000-001,MURRAY PAVING INC,MP03816482301,2023-12-14,147065.6,147065.6
Bridge Asset Management,District 01,Marshall,235330,01-10180.00,"STP, BRZ",,STP BRZ 9030(424),JIM SMITH CONTRACTING COMPANY LLC,BR07926032300,2023-12-14,1389023.85,1389023.85
Bridge Asset Management,District 01,Livingston,232959,01-40000.00,,FE02,FE02 070 0135 B00010N 03.31,JIM SMITH CONTRACTING COMPANY LLC,MB07001352301,2023-11-16,546398.2,546398.2
Pavement Asset Management,District 01,Calloway,232446,,,FD05,FD05 018 0121 014-025,JIM SMITH CONTRACTING COMPANY LLC,MP01801212301,2023-11-16,1039425.6,1039425.6
Safety,District 01,Graves,234504,,ER,,ER 9020(434),EDEN FENCE INC,0104200692301,2023-11-16,191495.0,191495.0
Highway Improvement,District 01,Fulton,231045,01-20002.00,,NHPP,NHPP 011 (039),JIM SMITH CONTRACTING COMPANY LLC,DE03890032345,2023-11-16,2092916.16,2092916.16
Bridge Asset Management,District 01,Trigg,235328,01-10183.00,"STP, BRZ",,STP BRZ 9030 (441),JIM SMITH CONTRACTING COMPANY LLC,BR11105252300,2023-11-16,658768.34,658768.34
Bridge Asset Management,District 01,Marshall,232953,01-10179.00,"STP, BRO",,STP BRO 0102 (378),SPARTAN CONTRACTING LLC,MB07900242302,2023-10-26,16353000.0,8198792.39
Bridge Asset Management,District 01,Marshall,232953,01-10178.00,"STP, BRO",,STP BRO 0103 (377),SPARTAN CONTRACTING LLC,MB07900242301,2023-10-26,16353000.0,8154207.6
Pavement Asset Management,District 01,Calloway,232147,,,FD04,FD04 018 2075 000-002,MURRAY PAVING INC,MP01820752301,2023-08-24,384435.0,384435.0
Safety,District 01,Various,234014,01-00912.00,,HSIP,HSIP 9010(475),EDEN FENCE INC,0112199992301,2023-08-24,1142843.03,1142843.03
Bridge Asset Management,District 01,Marshall,235317,01-10174.00,"STP, BRZ",,STP BRZ 9030 (422),JIM SMITH CONTRACTING COMPANY LLC,BR0794082303,2023-08-24,9123987.87,4907702.24
Bridge Asset Management,District 01,Marshall,235317,01-10173.00,"STP, BRZ",,STP BRZ 9030 (421),JIM SMITH CONTRACTING COMPANY LLC,BR07904082302,2023-08-24,9123987.87,1498034.89
Bridge Asset Management,District 01,Marshall,235317,01-10018.00,"STP, BRZ",,STP BRZ 9030 (236),JIM SMITH CONTRACTING COMPANY LLC,BR07904082300,2023-08-24,9123987.87,1400011.28
Bridge Asset Management,District 01,Marshall,235317,01-10172.00,"STP, BRZ",,STP BRZ 9030 (420),JIM SMITH CONTRACTING COMPANY LLC,BR07904082301,2023-08-24,9123987.87,1318239.46
Bridge Asset Management,District 01,Crittenden,235318,01-10108.00,"STP, BRZ",,STP BRZ 9030 (423),CAMBRY CONTRACTING INC,BR02801202300,2023-08-24,727224.49,727224.49
Pavement Asset Management,District 01,McCracken,232139,,,FD05,FD05 073 1565 003-005,JIM SMITH CONTRACTING COMPANY LLC,MP07315652301,2023-07-20,70226.5,70226.5
Bridge Asset Management,District 01,Fulton,235313,01-10116.00,"STP, BRZ",,STP BRZ 9030 (416),JIM SMITH CONTRACTING COMPANY LLC,BR03801662300,2023-07-20,1215365.33,1215365.33
Rural Roads Projects,District 01,Marshall,233054,,,CB06,CB06 079 1477 000 003,JIM SMITH CONTRACTING COMPANY LLC,0107914772302,2023-06-22,776130.98,253120.38
Rural Roads Projects,District 01,Marshall,233054,,,CB06,CB06 079 0058 010 011,JIM SMITH CONTRACTING COMPANY LLC,0107900582301,2023-06-22,776130.98,179511.97
Rural Roads Projects,District 01,Marshall,233054,,,CB06,CB06 0079 0282 001 005,JIM SMITH CONTRACTING COMPANY LLC,0107902822302,2023-06-22,776130.98,343498.63
Pavement Asset Management,District 01,Livingston,232259,,,FD05,FD05 070 0060 015-030,JIM SMITH CONTRACTING COMPANY LLC,MP07000602302,2023-06-22,1446745.12,1446745.12
Rural Roads Projects,District 01,Trigg,233055,,,CB06,CB06 111 0128 007 012,ROGERS GROUP INC,0111101282301,2023-06-22,901730.8,429697.24
Rural Roads Projects,District 01,Trigg,233055,,,CB06,CB06 111 0124 000 003,ROGERS GROUP INC,011111242302,2023-06-22,901730.8,293119.03
Rural Roads Projects,District 01,Trigg,233055,,,CB06,CB06 111 0164 001 003,ROGERS GROUP INC,0111101642301,2023-06-22,901730.8,178914.52
Highway Improvement,District 01,Crittenden,231030,01-09023.00,,FD04,FD04 028 0060 004-009,JIM SMITH CONTRACTING COMPANY LLC,0102800602301,2023-06-22,1889652.84,1220911.17
Highway Improvement,District 01,Crittenden,231030,01-80101.00,,FD04,FD04 028 0060 008-009,JIM SMITH CONTRACTING COMPANY LLC,DE02800602228,2023-06-22,1889652.84,668741.68
Safety,District 01,McCracken,234708,01-00919.00,,HSIP,HSIP 9010(513),THE TRUESDELL CORPORATION,0107300622301,2023-06-22,577577.0,73057.4
Safety,District 01,McCracken,234708,01-00913.00,,HSIP,HSIP 9010(493),THE TRUESDELL CORPORATION,0107319542301,2023-06-22,577577.0,145767.95
Safety,District 01,McCracken,234708,01-00918.00,,HSIP,HSIP 9010(512),THE TRUESDELL CORPORATION,0107300602302,2023-06-22,577577.0,75945.01
Safety,District 01,McCracken,234708,01-00914.00,,HSIP,HSIP 9010(499),THE TRUESDELL CORPORATION,0107300452301,2023-06-22,577577.0,49987.24
Safety,District 01,McCracken,234708,01-00917.00,,HSIP,HSIP 9010(511),THE TRUESDELL CORPORATION,0107300602301,2023-06-22,577577.0,54323.68
Safety,District 01,McCracken,234708,01-00915.00,,HSIP,HSIP 9010(509),THE TRUESDELL CORPORATION,0107399992301,2023-06-22,577577.0,81315.61
Safety,District 01,McCracken,234708,01-00916.00,,HSIP,HSIP 9010(510),THE TRUESDELL CORPORATION,0107300452302,2023-06-22,577577.0,97180.11
Pavement Asset Management,District 01,McCracken,232081,,,FD05,FD05 073 0994 000-003,JIM SMITH CONTRACTING COMPANY LLC,MP07309942301,2023-05-25,246043.0,246043.0
Pavement Asset Management,District 01,Graves,232258,,,FD05,FD05 042 0045 014-016,JIM SMITH CONTRACTING COMPANY LLC,MP04200452301,2023-05-25,131098.95,131098.95
Pavement Asset Management,District 01,Graves,232274,,,FD05,FD05 042 0303 008-010,JIM SMITH CONTRACTING COMPANY LLC,MP04203032301,2023-05-25,197772.0,197772.0
Pavement Asset Management,District 01,McCracken,232275,,,FD05,FD05 073 1288 000-003,JIM SMITH CONTRACTING COMPANY LLC,MP07312882301,2023-05-25,244443.0,244443.0
Pavement Asset Management,District 01,Graves,232276,,,FD05,FD05 042 0348 000-003,JIM SMITH CONTRACTING COMPANY LLC,MP04203482301,2023-05-25,411626.4,411626.4
Bridge Asset Management,District 01,Various,235404,01-10154.00,"STP, BRZ",,STP BRZ 9030 (414),JIM SMITH CONTRACTING COMPANY LLC,BR07219432300,2023-05-25,1499724.29,758480.78
Bridge Asset Management,District 01,Various,235404,01-10175.00,"STP, BRZ",,STP BRZ 9030 (405),JIM SMITH CONTRACTING COMPANY LLC,BR07904022300,2023-05-25,1499724.29,741243.51
Pavement Asset Management,District 01,Various,232202,,,FE01,FE01 121 8029 000-001,JIM SMITH CONTRACTING COMPANY LLC,MP12180292301,2023-04-27,344615.51,204993.99
Pavement Asset Management,District 01,Various,232202,,,CPTL,CPTL 079 8029 000-001,JIM SMITH CONTRACTING COMPANY LLC,MP07980292301,2023-04-27,344615.51,139621.52
Pavement Asset Management,District 01,Lyon,232169,,,FD05,FD05 072 0293 000-001,JIM SMITH CONTRACTING COMPANY LLC,MP07202932301,2023-04-27,148522.8,148522.8
Pavement Asset Management,District 01,McCracken,232198,,,FD05,FD05 073 0060 000-002,JIM SMITH CONTRACTING COMPANY LLC,MP07300602301,2023-04-27,288234.0,288234.0
Pavement Asset Management,District 01,McCracken,232199,,,FD05,FD05 073 0994 006-010,JIM SMITH CONTRACTING COMPANY LLC,MP07309942302,2023-04-27,675693.5,675693.5
Pavement Asset Management,District 01,Graves,232084,,,FD05,FD05 042 0058 008-015,JIM SMITH CONTRACTING COMPANY LLC,MP04200582301,2023-03-23,900715.81,900715.81
Pavement Asset Management,District 01,Graves,232087,,,FD05,FD05 042 0339 004-006,JIM SMITH CONTRACTING COMPANY LLC,MP04203392301,2023-03-23,114267.25,114267.25
Pavement Asset Management,District 01,Crittenden,232120,,,FD05,FD05 028 0060 010-018,ROGERS GROUP INC,MP02800602301,2023-03-23,1287424.02,1287424.02
Pavement Asset Management,District 01,Hickman,232089,,,FD05,FD05 053 0307 003-008,JIM SMITH CONTRACTING COMPANY LLC,MP05303072301,2023-03-23,999619.0,559317.71
Pavement Asset Management,District 01,Hickman,232089,,,FD05,FD05 053 0051 000-003,JIM SMITH CONTRACTING COMPANY LLC,MP05300512301,2023-03-23,999619.0,440301.28
Pavement Asset Management,District 01,Livingston,232128,,,FD05,FD05 070 0060 003-008,JIM SMITH CONTRACTING COMPANY LLC,MP07000602301,2023-03-23,848666.1,848666.1
Pavement Asset Management,District 01,Marshall,232092,,,FD05,FD05 079 0348 003-007,JIM SMITH CONTRACTING COMPANY LLC,MP07903482301,2023-02-23,458438.94,458438.94
Pavement Asset Management,District 01,McCracken,232073,,,FD05,FD05 073 0284 004-005,JIM SMITH CONTRACTING COMPANY LLC,MP07302842301,2023-02-23,93282.51,93282.51
Safety,District 01,Graves,234208,01-09020.00,,HSIP,HSIP 9010(432),JIM SMITH CONTRACTING COMPANY LLC,0104201292301,2023-02-23,3215477.67,3215477.67
Miscellaneous,District 01,Various,232001,,,FE01,FE01 DW23 0010000,REYNOLDS-CENTRAL SEAL A JOINT VENTURE,MP12100002301,2023-01-26,1454000.0,1454000.0
Pavement Asset Management,District 01,Lyon,232066,,,,FE07 072 0024 053-055,DAVIS H ELLIOT CONSTRUCTION COMPANY INC,MP07200242301,2023-01-26,519630.0,519630.0
Pavement Asset Management,District 01,Calloway,222549,,,FD05,FD05 018 0080 010-017,JIM SMITH CONTRACTING COMPANY LLC,MP01800802201,2022-12-08,917573.65,917573.65
Safety,District 01,Graves,224332,,ER,,ER 9020(425),JAYS ELECTRIC INC,0104200452201,2022-12-08,863122.97,863122.97
Safety,District 01,Graves,224333,,ER,,ER 9020(433),DAVIS H ELLIOT CONSTRUCTION COMPANY INC,0104201212201,2022-12-08,1079151.37,54853.53
Safety,District 01,Graves,224333,,ER,,ER 9020(426),DAVIS H ELLIOT CONSTRUCTION COMPANY INC,01042121X2201,2022-12-08,1079151.37,760533.03
Safety,District 01,Graves,224333,,ER,,ER 9020(427),DAVIS H ELLIOT CONSTRUCTION COMPANY INC,01042080X2201,2022-12-08,1079151.37,263764.82
Pavement Asset Management,District 01,Trigg,222487,,,FD05,FD05 111 1507 000-002,ROGERS GROUP INC,MP11115072201,2022-10-20,165787.21,165787.21
Pavement Asset Management,District 01,Graves,222529,,,FD05,FD05 042 0303 005-009,JIM SMITH CONTRACTING COMPANY LLC,MP04203032202,2022-10-20,447977.0,447977.0
Pavement Asset Management,District 01,McCracken,222532,,,FD05,FD05 073 0062 014-016,JIM SMITH CONTRACTING COMPANY LLC,MP07300622202,2022-10-20,299362.59,299362.59
Highway Improvement,District 01,Various,221350,01-00026.00,,NHPP,NHPP 0011 (038),JIM SMITH CONTRACTING COMPANY LLC,DE04290032237,2022-10-20,33929019.6,9102787.73
Highway Improvement,District 01,Various,221350,01-00026.00,,NHPP,NHPP 0011 (038),JIM SMITH CONTRACTING COMPANY LLC,DE12190032237,2022-10-20,33929019.6,24826231.82
Highway Improvement,District 01,McCracken,221353,01-00153.00,STP,,STP 7613 (005),JIM SMITH CONTRACTING COMPANY LLC,DE07312862253,2022-10-20,6338335.37,6338335.37
Pavement Asset Management,District 01,Lyon,222491,01-22075.00,,NHPP,NHPP 0691 (011),JIM SMITH CONTRACTING COMPANY LLC,MP07200692201,2022-10-20,392636.07,392636.07
Bridge Asset Management,District 01,McCracken,222960,,,FE02,FE02 073 0724 B00048N 01.03,HARPER CONSTRUCTION LLC,MB07307242201,2022-10-20,370465.0,181994.5
