TRAK_PROGRAM,DISTRICT,COUNTY,CONTRACT_ID,SYP_NO,FUND_CODE,PROGRAM_CODE,FED_PROJECT_NUM,CONTRACTOR,PROJECT_NM,LETTING_DATE,AWARD_AMOUNT,CALCULATED_AWARDED_AMOUNT
Bridge Asset Management,District 02,Various,252970,,,FE02,FE02 030 2698 B00156N,HALL CONTRACTING OF KENTUCKY INC,MB03026982401,2025-01-23,508000.0,508000.0
Pavement Asset Management,District 02,Henderson,252031,,,FD05,FD05 051 1217 000-007,ROGERS GROUP INC,MP05112172501,2025-01-23,578799.91,578799.91
Bridge Asset Management,District 02,Henderson,252941,02-02091.10,BRX,,BRX 0411(039),INTECH CONTRACTING LLC,MB05100412501,2025-01-23,952604.8,952604.8
Pavement Asset Management,District 02,Christian,252050,,,FD05,FD05 024 0107 018-020,ROGERS GROUP INC,MP02401072501,2025-01-23,163355.11,163355.11
Bridge Asset Management,District 02,Various,252945,02-10020.00,NH,,NH 6311 (008),AMERICAN CONTRACTING & SERVICES INC,MB030226224W1,2025-01-23,17913587.19,17913587.2
Pavement Asset Management,District 02,Hopkins,252014,02-22160.00,,,NHPM 9001(018),STRAWSER CONSTRUCTION INC,MP05490012501,2025-01-23,1612082.1,1612082.1
Pavement Asset Management,District 02,Ohio,242422,,,FD05,FD05 092 2115 000-002,SCOTTY'S CONTRACTING & STONE LLC,MP09221152401,2024-12-12,745561.23,109215.73
Pavement Asset Management,District 02,Ohio,242422,,,FD05,FD05 092 0069 025-032,SCOTTY'S CONTRACTING & STONE LLC,MP09200692401,2024-12-12,745561.23,636345.5
Pavement Asset Management,District 02,Muhlenberg,242428,,,FD05,FD05 089 0181 005-012,SCOTTY'S CONTRACTING & STONE LLC,MP08901812401,2024-12-12,969629.1,969629.1
Bridge Asset Management,District 02,Muhlenberg,242941,,,FE02,FE02 089 9001 B000093L&R,INTECH CONTRACTING LLC,MB08990012301,2024-12-12,4120346.55,4120346.55
Bridge Asset Management,District 02,Various,242999,,,FE02,FE02 051 2084 B00052N,M&M SERVICES CO INC,MB05120842401,2024-12-12,724338.91,148856.54
Bridge Asset Management,District 02,Various,242999,,,FE02,FE02 113 0360 B00049N,M&M SERVICES CO INC,MB11303602401,2024-12-12,724338.91,382175.37
Bridge Asset Management,District 02,Various,242999,,,FE02,FE02 117 0293 B00027N,M&M SERVICES CO INC,MB11702932401,2024-12-12,724338.91,193307.0
Highway Improvement,District 02,Christian,241018,02-00899.00,,NHPP,NHPP 0801(107),SCOTTY'S CONTRACTING & STONE LLC,DE02400682418,2024-12-12,11626360.33,11626360.33
Pavement Asset Management,District 02,Henderson,244500,,,FD05,FD05 051 0041 016-021,E & B PAVING LLC,MP05100412401,2024-12-12,4186242.5,2872899.81
Safety,District 02,Henderson,244500,02-00935.00,,HSIP,HSIP 0411(038),E & B PAVING LLC,0205100412401,2024-12-12,4186242.5,1313342.69
Safety,District 02,Various,244501,02-00936.00,,HSIP,HSIP 0601(215),SCOTTY'S CONTRACTING & STONE LLC,0203000602401,2024-12-12,3468683.81,3468683.81
Bridge Asset Management,District 02,Various,245369,02-10081.00,"STP, BRZ",,STP BRZ 9030 (487),GALUSHA CONTRACTING LLC,BR03000602400,2024-12-12,2544812.52,2544812.52
Highway Improvement,District 02,Hopkins,241017,02-10100.00,FBP,,FBP 0203352,CAMBRY CONTRACTING INC,DE05410332417,2024-12-12,1159197.78,406362.03
Highway Improvement,District 02,Hopkins,241017,02-10101.00,FBP,,FBP 0203351,CAMBRY CONTRACTING INC,DE05410332418,2024-12-12,1159197.78,752835.76
Pavement Asset Management,District 02,Various,242358,,,FD05,FD05 030 0054 003-008,HINKLE CONTRACTING COMPANY LLC,MP03000542402,2024-11-14,743037.96,743037.96
Pavement Asset Management,District 02,Caldwell,242341,,,FD05,FD05 017 0062 000-004,ROGERS GROUP INC,MP01700622401,2024-11-14,490743.94,490743.94
Pavement Asset Management,District 02,McLean,242350,,,FD05,FD05 075 1589 000-004,SCOTTY'S CONTRACTING & STONE LLC,MP07515892401,2024-10-24,301862.9,301862.9
Pavement Asset Management,District 02,Hopkins,242345,,,FD05,FD05 054 1220 002-007,SCOTTY'S CONTRACTING & STONE LLC,MP05412202401,2024-10-24,489481.59,489481.59
Pavement Asset Management,District 02,McLean,242346,,,FD05,FD05 075 0140 000-003,SCOTTY'S CONTRACTING & STONE LLC,MP07501402401,2024-10-24,252595.22,252595.22
Bridge Asset Management,District 02,Hopkins,241111,,,FE02,FE02 054 0069 B00066N,SCOTTY'S CONTRACTING & STONE LLC,MB05400692401,2024-10-24,10043110.42,442204.83
Highway Improvement,District 02,Hopkins,241111,02-20029.00,,,NHPPIM 0691 (013),SCOTTY'S CONTRACTING & STONE LLC,DE05400692406,2024-10-24,10043110.42,9600905.59
Pavement Asset Management,District 02,Caldwell,242319,,,FE01,FE01 017 0139 000-001,ROGERS GROUP INC,MP01701392403,2024-10-24,203831.04,17156.18
Pavement Asset Management,District 02,Caldwell,242319,,,FD05,FD05 017 0139 000-001,ROGERS GROUP INC,MP01701392402,2024-10-24,203831.04,186674.86
Pavement Asset Management,District 02,Various,242352,,,FD05,FD05 014 0259 000-002,SCOTTY'S CONTRACTING & STONE LLC,MP01402592401,2024-10-24,1487804.53,197392.43
Pavement Asset Management,District 02,Various,242352,,,FD05,FD05 014 0084 000-004,SCOTTY'S CONTRACTING & STONE LLC,MP01400842401,2024-10-24,1487804.53,245308.9
Pavement Asset Management,District 02,Various,242352,,,FD05,FD05 043 0259 017-022,SCOTTY'S CONTRACTING & STONE LLC,MP04302592402,2024-10-24,1487804.53,549449.73
Pavement Asset Management,District 02,Various,242352,,,FD05,FD05 014 0401 000-006,SCOTTY'S CONTRACTING & STONE LLC,MP01404012401,2024-10-24,1487804.53,495653.46
Pavement Asset Management,District 02,Union,242335,02-05011.00,,,PROT 6000(308),GEOSTABILIZATION INTERNATIONAL LLC,MP11306672401,2024-10-24,371772.5,371772.5
Bridge Asset Management,District 02,Webster,245365,02-10139.00,"STP, BRZ",,STP BRZ 9030 (483),GALUSHA CONTRACTING LLC,BR11701432400,2024-10-24,897985.95,897985.95
Highway Improvement,District 02,Ohio,241318,02-08812.00,STP,,STP 5054 (006),SCOTT AND MURPHY INC,DE09201362418,2024-10-24,9588072.44,9588072.48
Pavement Asset Management,District 02,Webster,242287,,,FD05,FD05 117 0109 007-010,SCOTTY'S CONTRACTING & STONE LLC,MP11701092402,2024-09-26,1070663.43,310685.51
Pavement Asset Management,District 02,Webster,242287,,,FD05,FD05 117 041A 006-011,SCOTTY'S CONTRACTING & STONE LLC,MP117041A2401,2024-09-26,1070663.43,442866.96
Pavement Asset Management,District 02,Webster,242287,,,FD05,FD05 117 0109 002-005,SCOTTY'S CONTRACTING & STONE LLC,MP11701092401,2024-09-26,1070663.43,317110.96
Pavement Asset Management,District 02,Webster,242295,,,FD05,FD05 117 0056 012-013,SCOTTY'S CONTRACTING & STONE LLC,MP11700562401,2024-09-26,696966.36,123350.0
Pavement Asset Management,District 02,Webster,242295,,,FD05,FD05 117 0056 000-006,SCOTTY'S CONTRACTING & STONE LLC,MP11700562402,2024-09-26,696966.36,573616.37
Pavement Asset Management,District 02,Union,242281,,,FD05,FD05 113 0109 000-002,ROGERS GROUP INC,MP11301092401,2024-09-26,283190.6,283190.6
Miscellaneous,District 02,Caldwell,242302,02-04314.00,,FD04,FD04 017 0139 018-019,N W K CONSTRUCTION INC,MP01701392401,2024-09-26,66459.0,66459.0
Bridge Asset Management,District 02,Henderson,245361,02-10092.00,"STP, BRZ",,STP BRZ 9030 (469),GALUSHA CONTRACTING LLC,BR05108122400,2024-09-26,1370851.21,1370851.21
Rural Roads Projects,District 02,Caldwell,243069,,,CB06,CB06 017 0070 014-016,ROGERS GROUP INC,0201700702501,2024-08-22,523452.17,123901.84
Rural Roads Projects,District 02,Caldwell,243069,,,CB06,CB06 017 0128 005-007,ROGERS GROUP INC,0201701282501,2024-08-22,523452.17,198418.12
Rural Roads Projects,District 02,Caldwell,243069,,,CB06,CB06 017 0903 000-003,ROGERS GROUP INC,0201709032501,2024-08-22,523452.17,201132.21
Rural Roads Projects,District 02,Monroe,243070,,,CB06,CB06 086 0087 001-004,SCOTTY'S CONTRACTING & STONE LLC,0308600872501,2024-08-22,514384.95,514384.95
Rural Roads Projects,District 02,Christian,243075,,,CB06,CB06 024 0507 000-002,ROGERS GROUP INC,0202405072501,2024-08-22,884103.66,200638.37
Rural Roads Projects,District 02,Christian,243075,,,CB06,CB06 024 0345 004-008,ROGERS GROUP INC,0202403452501,2024-08-22,884103.66,307932.2
Rural Roads Projects,District 02,Christian,243075,,,CB06,CB06 024 0800 014-019,ROGERS GROUP INC,0202408002501,2024-08-22,884103.66,375533.08
Pavement Asset Management,District 02,Christian,242025,,,FD05,FD05 024 0115 000-003,ROGERS GROUP INC,MP02401152401,2024-08-22,944921.59,523151.51
Pavement Asset Management,District 02,Christian,242025,,,FD05,FD05 024 0695 011-013,ROGERS GROUP INC,MP02406952401,2024-08-22,944921.59,421770.08
Bridge Asset Management,District 02,Various,242991,,,FE02,FE02 089 0189 B000118N 19.43,DELONG CONCRETE LLC,MB08901892401,2024-07-18,694547.47,358994.41
Bridge Asset Management,District 02,Various,242991,,,FE02,FE02 089 0070 B00047N 14.37,DELONG CONCRETE LLC,MB08900702401,2024-07-18,694547.47,154179.55
Bridge Asset Management,District 02,Various,242991,,,FE02,FE02 054 0085 B00033N 07.49,DELONG CONCRETE LLC,MB05400852401,2024-07-18,694547.47,181373.51
Rural Roads Projects,District 02,Ohio,243047,,,CB06,CB06 092 1544 002-005,SCOTTY'S CONTRACTING & STONE LLC,0209215442501,2024-07-18,491227.74,243616.16
Rural Roads Projects,District 02,Ohio,243047,,,CB06,CB06 092 0505 011 015,SCOTTY'S CONTRACTING & STONE LLC,0209205052501,2024-07-18,491227.74,247611.59
Pavement Asset Management,District 02,McLean,242233,,,FD05,FD05 075 0136 000-005,SCOTTY'S CONTRACTING & STONE LLC,MP07501362401,2024-07-18,450515.85,450515.85
Pavement Asset Management,District 02,Ohio,242273,,,FD05,FD05 092 0062 014-020,SCOTTY'S CONTRACTING & STONE LLC,MP09200622401,2024-07-18,770101.73,770101.73
Pavement Asset Management,District 02,Caldwell,242249,,,FD05,FD05 017 0091 011-012,ROGERS GROUP INC,MP01400912401,2024-07-18,129590.02,129590.02
Highway Improvement,District 02,Muhlenberg,241307,02-80101.00,STP,,STP 9031 (033),SCOTTY'S CONTRACTING & STONE LLC,DE08900812407,2024-07-18,398738.79,398738.79
Pavement Asset Management,District 02,Hancock,242197,,,FD05,FD05 046 0144 003-011,MAGO CONSTRUCTION COMPANY LLC,MP04601442401,2024-05-23,667380.69,667380.69
Pavement Asset Management,District 02,Christian,242022,,,FD05,FD05 024 0107 015-019,ROGERS GROUP INC,MP02401072401,2024-05-23,3059915.33,1195778.47
Pavement Asset Management,District 02,Christian,242022,,,FD05,FD05 024 041A 012-015,ROGERS GROUP INC,MP024041A2401,2024-05-23,3059915.33,1864136.87
Pavement Asset Management,District 02,Various,242213,,,FD05,FD05 030 0298 007-011,E & B PAVING LLC,MP030029824W1,2024-05-23,975721.42,670709.49
Pavement Asset Management,District 02,Various,242213,,,FD05,FD05 030 0054 000-001,E & B PAVING LLC,MP030005424W1,2024-05-23,975721.42,305011.95
Rural Roads Projects,District 02,Hopkins,243018,,,CB06,CB06 054 1069 003-009,SCOTTY'S CONTRACTING & STONE LLC,0205410692401,2024-04-25,485009.97,485009.97
Pavement Asset Management,District 02,Various,242028,,,FD05,FD05 030 0144 002-005,YAGER MATERIALS CORP,MP03001442401,2024-04-25,1183663.31,1183663.31
Bridge Asset Management,District 02,Various,242984,02-10021.00,NH,,NH 0101 (101),STRUCTURAL TECHNOLOGIES LLC,MB03002312401,2024-04-25,10645954.85,10645954.85
Highway Improvement,District 02,Various,241104,02-10004.00,BRZ,,BRZ 0203 (353),ENVISION CONTRACTORS LLC,DE03012572404,2024-04-25,755084.11,755084.11
Highway Improvement,District 02,Hopkins,241006,02-09017.00,,FD04,FD04 054 0254 000-001,SCOTTY'S CONTRACTING & STONE LLC,DE05402542406,2024-03-21,624863.96,624863.96
Pavement Asset Management,District 02,Caldwell,242023,,,FD05,FD05 017 0091 000-005,ROGERS GROUP INC,MP01700912401,2024-03-21,810191.75,810191.75
Highway Improvement,District 02,Christian,241302,02-00180.00,STP,,STP 6000 (226),SCOTTY'S CONTRACTING & STONE LLC,DE02409112402,2024-03-21,15999972.44,15999972.44
Bridge Asset Management,District 02,Various,245338,02-10079.00,"STP, BRZ",,STP BRZ 9030 (451),SCOTT AND MURPHY INC,BR03004312400,2024-03-21,7969574.13,7969574.13
Pavement Asset Management,District 02,Christian,242021,,,FD05,FD05 024 1682 005-006,ROGERS GROUP INC,MP02416822401,2024-02-22,149676.31,149676.31
Pavement Asset Management,District 02,Various,242027,,,FD05,FD05 030 0056 009-015,ROGERS GROUP INC,MP03000562401,2024-02-22,1126922.03,1126922.03
Rural Roads Projects,District 02,Muhlenberg,243010,,,CB06,CB06 089 0973 003-009,SCOTTY'S CONTRACTING & STONE LLC,0208909732401,2024-02-22,631876.53,631876.53
Rural Roads Projects,District 02,McLean,243011,,,CB06,CB06 075 1155 002-008,SCOTTY'S CONTRACTING & STONE LLC,0207511552401,2024-02-22,382195.28,382195.28
Pavement Asset Management,District 02,Caldwell,242070,,,FD05,FD05 017 0070 000-001,ROGERS GROUP INC,MP01700702301,2024-02-22,91448.77,91448.77
Miscellaneous,District 02,Various,242002,,,FE01,FE01 121 DW24 0020000,REYNOLDS-CENTRAL SEAL A JOINT VENTURE,MP12100002402,2024-02-22,3989000.0,3989000.0
Highway Improvement,District 02,Union,241303,02-00310.00,STP,,STP 0561 (009),CLEARY CONSTRUCTION INC,DE11300562343,2024-02-22,29985000.0,29985000.0
Bridge Asset Management,District 02,Hopkins,245334,02-10099.00,"STP, BRZ",,STP BRZ 9030 (446),HINKLE CONSTRUCTION SERVICES LLC,BR05400702400,2024-01-25,1459169.86,1459169.86
Rural Roads Projects,District 02,Various,233142,,,CB06,CB06 030 0140 006 0011,YAGER MATERIALS CORP,020300142301,2023-12-14,507294.24,507294.24
Bridge Asset Management,District 02,Hopkins,235324,02-10104.00,"STP, BRZ",,STP BRZ 9030 (433),HAYDON BRIDGE COMPANY INC,BR05405022300,2023-11-16,4205553.3,1437022.04
Bridge Asset Management,District 02,Hopkins,235324,02-10105.00,"STP, BRZ",,STP BRZ 9030 (434),HAYDON BRIDGE COMPANY INC,BR05405022301,2023-11-16,4205553.3,1421569.05
Bridge Asset Management,District 02,Hopkins,235324,02-10106.00,"STP, BRZ",,STP BRZ 9030 (435),HAYDON BRIDGE COMPANY INC,BR05405022302,2023-11-16,4205553.3,1346962.21
Highway Improvement,District 02,Hopkins,231044,02-09003.00,,FD04,FD04 054 1581 000-001,SCOTT AND MURPHY INC,DE05415812344,2023-11-16,648735.48,648735.48
Pavement Asset Management,District 02,Various,232455,,,FD05,FD05 030 0603 000-002,YAGER MATERIALS CORP,MP03006032301,2023-11-16,1438578.04,317927.1
Pavement Asset Management,District 02,Various,232455,,,FD05,FD05 030 0060 018-024,YAGER MATERIALS CORP,MP03000602301,2023-11-16,1438578.04,1114609.48
Bridge Asset Management,District 02,Various,235325,02-10118.00,"STP, BRZ",,STP BRZ 9030 (437),SCOTT AND MURPHY INC,BR07514122300,2023-11-16,6931624.44,3039958.8
Bridge Asset Management,District 02,Various,235325,02-10061.00,"STP, BRZ",,STP BRZ 9030 (436),SCOTT AND MURPHY INC,BR01701262300,2023-11-16,6931624.44,1285530.52
Bridge Asset Management,District 02,Various,235325,02-10130.00,"STP, BRZ",,STP BRZ 9030 (438),SCOTT AND MURPHY INC,BR09227122300,2023-11-16,6931624.44,2606135.12
Rural Roads Projects,District 02,Hancock,233129,,,CB06,CB06 046 2181 002-006,SCOTTY'S CONTRACTING & STONE LLC,0204621812302,2023-10-26,289021.36,289021.36
Safety,District 02,Various,234002,02-00930.00,,HSIP,HSIP 9010(476),EDEN FENCE INC,0212199992301,2023-10-26,2112613.63,2112613.63
Bridge Asset Management,District 02,Various,235320,02-10091.00,"STP, BRZ",,STP BRZ 9030 (427),CAMBRY CONTRACTING INC,BR05101452300,2023-10-26,2877798.76,1212038.75
Bridge Asset Management,District 02,Various,235320,02-10065.00,"STP, BRZ",,STP BRZ 9030 (426),CAMBRY CONTRACTING INC,BR01715922300,2023-10-26,2877798.76,764143.87
Bridge Asset Management,District 02,Various,235320,02-10110.00,"STP, BRZ",,STP BRZ 9030 (428),CAMBRY CONTRACTING INC,BR07500812300,2023-10-26,2877798.76,901616.14
Pavement Asset Management,District 02,Christian,232164,,,FD05,FD05 024 1453 003-006,ROGERS GROUP INC,MP02414532301,2023-09-28,166000.0,166000.0
Pavement Asset Management,District 02,Webster,232328,,,FD05,FD05 117 0132 015-019,SCOTTY'S CONTRACTING & STONE LLC,MP11701322301,2023-08-24,483843.02,483843.02
Pavement Asset Management,District 02,Christian,232390,,,FD05,FD05 024 1682 003-005,ROGERS GROUP INC,MP02416822301,2023-08-24,539150.4,539150.4
Rural Roads Projects,District 02,Christian,233094,,,CB06,CB06 024 0398 005-009,MCINTOSH CONSTRUCTION COMPANY LLC,0202403982401,2023-08-24,500161.69,309235.78
Rural Roads Projects,District 02,Christian,233094,,,CB06,CB06 024 1663 000-003,MCINTOSH CONSTRUCTION COMPANY LLC,0202416632402,2023-08-24,500161.69,190925.9
Miscellaneous,District 02,Henderson,232386,02-04306.00,,FD04,FD04 051 2183 001-002,EDEN FENCE INC,MP05121832301,2023-07-20,70286.5,70286.5
Highway Improvement,District 02,Hopkins,231034,02-22086.00,,NHPP,NHPP 0691 (012),SCOTTY'S CONTRACTING & STONE LLC,DE05400692323,2023-07-20,3956427.51,3956427.51
Rural Roads Projects,District 02,Caldwell,233070,,,CB06,CB06 017 0672 004-009,ROGERS GROUP INC,0201706722301,2023-06-22,449359.92,449359.92
