TRAK_PROGRAM,DISTRICT,COUNTY,CONTRACT_ID,SYP_NO,FUND_CODE,PROGRAM_CODE,FED_PROJECT_NUM,CONTRACTOR,PROJECT_NM,LETTING_DATE,AWARD_AMOUNT,CALCULATED_AWARDED_AMOUNT
Miscellaneous,District 12,Pike,242095,12-04384.00,,FD04,FD04 098 1441 010-012,GEORGE B STONE CO LLC,MP09814412401,2024-03-21,336947.0,81438.94
Miscellaneous,District 12,Pike,242095,12-04363.00,,FD04,FD04 098 0122 008-009,GEORGE B STONE CO LLC,MP09801222401,2024-03-21,336947.0,38509.89
Miscellaneous,District 12,Pike,242095,12-04383.00,,FD04,FD04 098 0122 010-011,GEORGE B STONE CO LLC,MP09801222402,2024-03-21,336947.0,22789.31
Miscellaneous,District 12,Letcher,242109,12-04346.00,,FD04,FD04 067 0931 016-018,GEORGE B STONE CO LLC,MP06709312401,2024-03-21,199252.5,199252.5
Highway Improvement,District 12,Knott,241309,12-00162.00,,EK57,EK57 060 1442 000-001,BUSH & BURCHETT INC,DE06014422409,2024-03-21,2085821.96,2085821.96
Miscellaneous,District 12,Various,242012,,,FE01,FE01 121 DW24 0120000,REYNOLDS-CENTRAL SEAL A JOINT VENTURE,MP12100002412,2024-02-22,1213000.0,1213000.0
Pavement Asset Management,District 12,Lawrence,242053,,,FD05,FD05 064 3398 000-003,BTI CONTRACTING INC DBA BLACKTOP INDUSTRIES,MP06433982401,2024-02-22,352261.65,352261.65
Pavement Asset Management,District 12,Johnson,242071,,,FD05,FD05 058 1409 000-005,STRAWSER CONSTRUCTION INC,MP05814092401,2024-01-25,520026.81,520026.81
Bridge Asset Management,District 12,Lawrence,242975,,,FE02,FE02 064 1760 B00050N 09.24,WALKER CONSTRUCTION & MATERIALS LLC,MB06417602401,2024-01-25,471597.0,471597.0
Bridge Asset Management,District 12,Letcher,247002,,,FD51,FD51 067 0317 B00013N 02.81,HINKLE CONSTRUCTION SERVICES LLC,MB06703172401,2024-01-25,328736.89,328736.89
Bridge Asset Management,District 12,Knott,247000,,,FD51,FD51 060 1533 C007 00.01,FREDERICK & MAY CONSTRUCTION CO,MB06015332401,2024-01-25,1118784.92,446263.52
Bridge Asset Management,District 12,Knott,247000,12-00261.00,,FD51,FD51 060 1016 C00088N,FREDERICK & MAY CONSTRUCTION CO,MB06010162401,2024-01-25,1118784.92,319018.53
Bridge Asset Management,District 12,Knott,247000,,,FD51,FD51 060 1136 C011 00.01,FREDERICK & MAY CONSTRUCTION CO,MB06011362401,2024-01-25,1118784.92,353502.87
Bridge Asset Management,District 12,Knott,247001,,,FD51,FD51 060 1006 C00004N 0.23,KAY & KAY CONTRACTING LLC,MB06010062401,2024-01-25,1109207.5,499398.17
Bridge Asset Management,District 12,Knott,247001,,,FD51,FD51 060 1059 C000083N 00.01,KAY & KAY CONTRACTING LLC,MB06010592401,2024-01-25,1109207.5,609809.33
Bridge Asset Management,District 12,Letcher,235310,12-10123.00,"STP, BRZ",,STP BRZ 9030 (412),CENTRAL BRIDGE CO LLC,BR06718622300,2023-12-14,1099437.37,737692.68
Bridge Asset Management,District 12,Letcher,235310,12-10124.00,"STP, BRZ",,STP BRZ 9030 (413),CENTRAL BRIDGE CO LLC,BR06718622301,2023-12-14,1099437.37,361744.69
Safety,District 12,Various,234012,12-00971.00,,HSIP,HSIP 9010(486),GEORGE B STONE CO LLC,1212199992301,2023-12-14,899999.99,899999.99
Pavement Asset Management,District 12,Lawrence,232469,,,FD05,FD05 064 0001 007-015,STRAWSER CONSTRUCTION INC,MP06400012301,2023-11-16,758152.84,758152.84
Miscellaneous,District 12,Floyd,232475,12-04388.00,,FD04,FD04 036 0404 001-002,GEORGE B STONE CO LLC,MP03604042301,2023-11-16,524850.3,45015.3
Miscellaneous,District 12,Floyd,232475,12-04385.00,,FD04,FD04 036 1086 004-005,GEORGE B STONE CO LLC,MP03610862301,2023-11-16,524850.3,78690.47
Miscellaneous,District 12,Floyd,232475,12-04373.00,,FD04,FD04 036 1427 002-004,GEORGE B STONE CO LLC,MP03614272302,2023-11-16,524850.3,134359.78
Miscellaneous,District 12,Floyd,232475,12-04386.00,,FD04,FD04 036 1750 002-003,GEORGE B STONE CO LLC,MP03617502301,2023-11-16,524850.3,71671.51
Miscellaneous,District 12,Floyd,232475,12-04337.00,,FD04,FD04 036 0777 000-001,GEORGE B STONE CO LLC,MP03607772301,2023-11-16,524850.3,16514.53
Miscellaneous,District 12,Floyd,232475,12-04374.00,,FD04,FD04 036 0850 004-005,GEORGE B STONE CO LLC,MP03608502301,2023-11-16,524850.3,34425.37
Miscellaneous,District 12,Floyd,232475,12-04372.00,,FD04,FD04 036 1427 001-002,GEORGE B STONE CO LLC,MP03614272301,2023-11-16,524850.3,17791.15
Miscellaneous,District 12,Floyd,232475,12-04354.00,,FD04,FD04 036 0194 001-002,GEORGE B STONE CO LLC,MP03601942301,2023-11-16,524850.3,25863.02
Miscellaneous,District 12,Floyd,232475,12-04371.00,,FD04,FD04 036 1100 003-004,GEORGE B STONE CO LLC,MP03611002301,2023-11-16,524850.3,41217.71
Miscellaneous,District 12,Floyd,232475,12-04389.00,,FD04,FD04 036 3680 001-003,GEORGE B STONE CO LLC,MP03636802301,2023-11-16,524850.3,59301.53
Miscellaneous,District 12,Martin,232462,12-04381.00,,FD04,FD04 080 0292 009-010,N H STONE INC,MP08002922304,2023-10-26,64686.17,64686.17
Bridge Asset Management,District 12,Knott,237010,,,FD51,FD51 060 1459 C024,M&M SERVICES CO INC,MB06014592301,2023-10-26,349584.9,349584.9
Pavement Asset Management,District 12,Lawrence,232460,,,FD51,FD51 064 3399 000-004,M&M SERVICES CO INC,MP06433992301,2023-10-26,702550.08,117246.23
Pavement Asset Management,District 12,Lawrence,232460,,,FD51,FD51 064 3396 000-001,M&M SERVICES CO INC,MP06433962301,2023-10-26,702550.08,44381.02
Pavement Asset Management,District 12,Lawrence,232460,,,FD51,FD51 064 0707 005-009,M&M SERVICES CO INC,MP06407072301,2023-10-26,702550.08,540922.88
Highway Improvement,District 12,Pike,231041,12-00263.00,,,APD 0806(049),MOUNTAIN ENTERPRISES INC,DE09804602341,2023-10-26,40105612.21,40105612.21
Highway Improvement,District 12,Lawrence,231042,12-08701.00,FBP,,FBP 1203 (420),BUSH & BURCHETT INC,DE06405812342,2023-10-26,1897909.79,1897909.79
Miscellaneous,District 12,Martin,232415,12-04330.00,,FD04,FD04 080 0292 017-018,N H STONE INC,MP08002922302,2023-09-28,284511.15,61751.57
Miscellaneous,District 12,Martin,232415,12-04332.00,,FD04,FD04 080 0292 017-019,N H STONE INC,MP08002922303,2023-09-28,284511.15,170682.8
Miscellaneous,District 12,Martin,232415,12-04329.00,,FD04,FD04 080 0292 016-017,N H STONE INC,MP08002922301,2023-09-28,284511.15,52076.78
Highway Improvement,District 12,Floyd,231040,12-80000.00,STP,,STP 0231(164),MOUNTAIN ENTERPRISES INC,DE03600232338,2023-09-28,1437858.0,1437858.0
Pavement Asset Management,District 12,Lawrence,232416,,,FD51,FD51 064 1715 000-002,HINKLE ENVIRONMENTAL SERVICES LLC,MP06417152301,2023-09-28,959633.75,172090.4
Pavement Asset Management,District 12,Lawrence,232416,,,FD51,FD51 064 2033 003-004,HINKLE ENVIRONMENTAL SERVICES LLC,MP06420332301,2023-09-28,959633.75,119611.67
Pavement Asset Management,District 12,Lawrence,232416,,,FD51,FD51 064 1760 001-010,HINKLE ENVIRONMENTAL SERVICES LLC,MP06417602301,2023-09-28,959633.75,249993.12
Pavement Asset Management,District 12,Lawrence,232416,,,FD51,FD51 064 2038 000-002,HINKLE ENVIRONMENTAL SERVICES LLC,MP06420382301,2023-09-28,959633.75,100816.55
Pavement Asset Management,District 12,Lawrence,232416,,,FD51,FD51 064 3394 000-001,HINKLE ENVIRONMENTAL SERVICES LLC,MP06433942301,2023-09-28,959633.75,317121.96
Pavement Asset Management,District 12,Pike,232318,,,FD04,FD04 098 0119 010-013,MOUNTAIN ENTERPRISES INC,MP09801192301,2023-08-24,2213196.0,2213196.0
Pavement Asset Management,District 12,Letcher,232290,,,FD51,FD51 067 2034 003-005,NATTCO INC,MP06720342301,2023-08-24,1028388.5,146259.1
Pavement Asset Management,District 12,Letcher,232290,,,FD51,FD51 067 2035 000-003,NATTCO INC,MP06720352301,2023-08-24,1028388.5,259964.16
Pavement Asset Management,District 12,Letcher,232290,,,FD51,FD51 067 2036 003-004,NATTCO INC,MP06720362301,2023-08-24,1028388.5,120398.25
Pavement Asset Management,District 12,Letcher,232290,,,FD51,FD51 067 0588 005-006,NATTCO INC,MP06705882302,2023-08-24,1028388.5,31857.12
Pavement Asset Management,District 12,Letcher,232290,,,FD51,FD51 067 1103 000-006,NATTCO INC,MP06711032301,2023-08-24,1028388.5,268572.11
Pavement Asset Management,District 12,Letcher,232290,,,FD51,FD51 067 3408 000-002,NATTCO INC,MP06734082301,2023-08-24,1028388.5,201337.78
Pavement Asset Management,District 12,Johnson,232400,,,FD51,FD51 058 2381 001-002,HINKLE ENVIRONMENTAL SERVICES LLC,MP05823812301,2023-08-24,592031.0,156376.36
Pavement Asset Management,District 12,Johnson,232400,,,FD51,FD51 058 0825 001-014,HINKLE ENVIRONMENTAL SERVICES LLC,MP05808252301,2023-08-24,592031.0,195386.66
Pavement Asset Management,District 12,Johnson,232400,,,FD51,FD51 058 2039 000-003,HINKLE ENVIRONMENTAL SERVICES LLC,MP05820392301,2023-08-24,592031.0,240268.01
Pavement Asset Management,District 12,Johnson,232404,,,FD51,FD51 058 3224 002-003,HINKLE ENVIRONMENTAL SERVICES LLC,MP05832242301,2023-08-24,856164.0,71975.23
Pavement Asset Management,District 12,Johnson,232404,,,FD51,FD51 058 1596 000-002,HINKLE ENVIRONMENTAL SERVICES LLC,MP05815962301,2023-08-24,856164.0,318284.22
Pavement Asset Management,District 12,Johnson,232404,,,FD51,FD51 058 0581001-007,HINKLE ENVIRONMENTAL SERVICES LLC,MP05805812301,2023-08-24,856164.0,465904.51
Pavement Asset Management,District 12,Lawrence,232064,,,FD05,FD05 064 0023 010-015,MOUNTAIN ENTERPRISES INC,MP06400232301,2023-07-20,2085081.25,2085081.25
Bridge Asset Management,District 12,Knott,237009,,,FD51,FD51 060 1586 C013 00.01,M&M SERVICES CO INC,MB06015862301,2023-07-20,558718.43,558718.43
Pavement Asset Management,District 12,Johnson,232385,,,FD51,FD51 058 2040 002-003,NATTCO INC,MP05802402301,2023-07-20,536862.0,212942.51
Pavement Asset Management,District 12,Johnson,232385,,,FD51,FD51 058 3390 001-003,NATTCO INC,MP05833902301,2023-07-20,536862.0,323919.46
Bridge Asset Management,District 12,Pike,232983,12-10146.00,FPB,,FPB 1203(419),M&M SERVICES CO INC,MB09814692301,2023-07-20,678660.47,678660.47
Pavement Asset Management,District 12,Pike,232355,,,FD05,FD05 098 0023 022-025,MOUNTAIN ENTERPRISES INC,MP09800232301,2023-06-22,1875695.9,1875695.9
Pavement Asset Management,District 12,Pike,232356,,,FD05,FD05 098 0023 027-030,MOUNTAIN ENTERPRISES INC,MP09800232302,2023-06-22,2581579.1,2581579.1
Pavement Asset Management,District 12,Johnson,232344,,,FD51,FD51 058 1409 000-001,NATTCO INC,MP05814092301,2023-06-22,242640.0,242640.0
Pavement Asset Management,District 12,Johnson,232350,,,FD51,FD51 058 0689 004-005,NATTCO INC,MP05806892301,2023-06-22,260280.0,105826.34
Pavement Asset Management,District 12,Johnson,232350,,,FD51,FD51 058 0580 007-008,NATTCO INC,MP05805802301,2023-06-22,260280.0,66188.07
Pavement Asset Management,District 12,Johnson,232350,,,FD51,FD51 058 1092 000-009,NATTCO INC,MP05810922301,2023-06-22,260280.0,88265.58
Pavement Asset Management,District 12,Knott,232377,,,FD05,FD05 060 0550 015-021,MOUNTAIN ENTERPRISES INC,MP06005502301,2023-06-22,703820.8,703820.8
Pavement Asset Management,District 12,Johnson,232063,,,FD05,FD05 058 0040 000-003,MOUNTAIN ENTERPRISES INC,MP05800402301,2023-05-25,337118.5,337118.5
Pavement Asset Management,District 12,Knott,232306,,,FD51,FD51 060 1098 000-007,NATTCO INC,MP06010982301,2023-05-25,149278.0,149278.0
Pavement Asset Management,District 12,Letcher,232277,,,FD51,FD51 067 1862 004010,HINKLE ENVIRONMENTAL SERVICES LLC,MP06718622302,2023-05-25,429232.5,429232.5
Bridge Asset Management,District 12,Martin,232326,,,FE02,FE02 080 0908 005-012,MOUNTAIN ENTERPRISES INC,MP08009082302,2023-05-25,846182.7,15922.35
Pavement Asset Management,District 12,Martin,232326,,,FD05,FD05 080 0908 005-012,MOUNTAIN ENTERPRISES INC,MP08009082301,2023-05-25,846182.7,830260.35
Pavement Asset Management,District 12,Knott,232317,,,FD51,FD51 060 2759 000-001,HINKLE ENVIRONMENTAL SERVICES LLC,MP06027592301,2023-05-25,961648.0,152117.17
Pavement Asset Management,District 12,Knott,232317,,,FD51,FD51 060 0721 003-007,HINKLE ENVIRONMENTAL SERVICES LLC,MP06007212301,2023-05-25,961648.0,149162.15
Pavement Asset Management,District 12,Knott,232317,,,FD51,FD51 060 1231 007-008,HINKLE ENVIRONMENTAL SERVICES LLC,MP06012312301,2023-05-25,961648.0,374443.93
Pavement Asset Management,District 12,Knott,232317,,,FD51,FD51 060 3391 001-006,HINKLE ENVIRONMENTAL SERVICES LLC,MP06033912301,2023-05-25,961648.0,285924.74
Bridge Asset Management,District 12,Pike,237008,,,FD51,FD51 098 1910 C00188N,CENTRAL BRIDGE CO LLC,MB09819102301,2023-05-25,579642.14,579642.14
Bridge Asset Management,District 12,Knott,232966,,,FE02,FE02 060 0015 B00056N 05.69,HAYDON BRIDGE COMPANY INC,MB06000152301,2023-05-25,7200280.0,7200280.0
Bridge Asset Management,District 12,Knott,232982,,,FD51,FD51 060 2029 002-005,HINKLE ENVIRONMENTAL SERVICES LLC,MP06020292301,2023-04-27,259768.0,259768.0
Pavement Asset Management,District 12,Floyd,232271,,,FD05,FD05 036 0007 000-007,MOUNTAIN ENTERPRISES INC,MP03600072301,2023-04-27,967944.75,967944.75
Pavement Asset Management,District 12,Pike,232260,,,FD05,FD05 098 1426 010-015,MOUNTAIN ENTERPRISES INC,MP09814262301,2023-04-27,872327.65,872327.65
Pavement Asset Management,District 12,Letcher,232161,,ER,,ER 9020 (362),HINKLE ENVIRONMENTAL SERVICES LLC,MP06700072301,2023-03-23,1248989.13,1248989.13
Pavement Asset Management,District 12,Lawrence,232062,,,FD05,FD05 064 0003 005-013,BTI CONTRACTING INC DBA BLACKTOP INDUSTRIES,MP06400032301,2023-03-23,810136.85,810136.85
Pavement Asset Management,District 12,Letcher,232176,,,FD05,FD05 067 0588 007-012,MOUNTAIN ENTERPRISES INC,MP06705882301,2023-03-23,592292.3,592292.3
Pavement Asset Management,District 12,Letcher,232177,,,FD05,FD05 067 1862 001-004,MOUNTAIN ENTERPRISES INC,MP06718622301,2023-03-23,312638.25,312638.25
Bridge Asset Management,District 12,Letcher,232972,,,FE02,FE02 067 0119 B00137N 02.15,M&M SERVICES CO INC,MB06701192301,2023-03-23,751052.5,751052.5
Bridge Asset Management,District 12,Knott,237006,,,FD51,FD51 060 1387 C014 00.03,CENTRAL BRIDGE CO LLC,MB06013872301,2023-03-23,567189.84,567189.84
Pavement Asset Management,District 12,Lawrence,232140,,ER,,ER 9020 (309),NATTCO INC,MP06402012301,2023-03-23,250893.5,149019.31
Pavement Asset Management,District 12,Lawrence,232140,,ER,,ER 9020 (311),NATTCO INC,MP06406442301,2023-03-23,250893.5,101874.18
Safety,District 12,Lawrence,234101,12-09012.00,,HSIP,HSIP 5331(017),MOUNTAIN ENTERPRISES INC,1206400232301,2023-03-23,568163.4,254613.05
Safety,District 12,Lawrence,234101,12-09010.00,,HSIP,HSIP 5255 (027),MOUNTAIN ENTERPRISES INC,1206400032301,2023-03-23,568163.4,313550.35
Bridge Asset Management,District 12,Various,237004,,,FD51,FD51 060 1108 C00022N 00.52,CENTRAL BRIDGE CO LLC,MB06011082301,2023-03-23,1141768.14,728475.84
Bridge Asset Management,District 12,Various,237004,,,FD51,FD51 060 1538 060C001 00.03,CENTRAL BRIDGE CO LLC,MB06015382301,2023-03-23,1141768.14,413292.3
