DISTRICT,COUNTY,LATITUDE,LONGITUDE,OWNERSHIP,LOAD_RATING_AGENCY,BRIDGE_ID,OWNER,ADMINAREA,RATINGDATE,DECK_AREA,GFP,NHS,STATE_LOCAL,DECADE,SS_CODE,DECK_RATING,SUB_RATING,SUPER_RATING,ADT,FACILITY_CARRIED,FEATURE_INTERSECT,BRIDGE_DESCRIPTION,POSTED,GROSS_POSTING,SERVICE_ON,SERVICE_UNDER
District 11,Knox,36.934166667,-83.94,County,CONTRACTOR,061C00106N,02,3,2020-10-12,1332.0,Good,No,Local,2020s,,8,8,8,,CR-1325,Middle Fork Creek,54' CB 21X48 PPC Box Beam - Simple Span,"A Open, no restriction",,1 Highway,5 Waterway
District 11,Harlan,37.220277778,-84.016111111,KYTC,CONTRACTOR,048B00206N,01,3,2022-12-30,1008.0,Good,No,State,2020s,Rural Secondary,8,8,8,331.0,KY-219,Wallins Creek,"42'-0"" Single Span, CB 17, PPC Box Beams","A Open, no restriction",,1 Highway,5 Waterway
District 11,Knox,36.939444444,-84.068888889,County,CONTRACTOR,061C00107N,02,3,2020-11-09,1096.0,Good,No,Local,2020s,,8,8,8,,Spider Creek Road,E Fork Lynn Camp Creek,"67'-0"" Span CB27x48 Box Beam - Simple Span","A Open, no restriction",,1 Highway,5 Waterway
District 11,Bell,36.869166667,-83.548055556,County,CONTRACTOR,007C00174N,02,3,2020-10-12,314.55,Good,No,Local,2020s,,8,7,8,100.0,CR 1041,York Branch,20.7' Concrete Slab - Simple Span,"A Open, no restriction",,1 Highway,5 Waterway
District 11,Whitley,36.768611111,-84.233333333,County,CONTRACTOR,118C00073N,02,3,2020-12-22,696.0,Good,No,Local,2020s,,8,7,8,349.0,River Road,Sanders Creek,1 (33.1') Reinforced Concrete Slab Span,P Posted for load,5.0,1 Highway,5 Waterway
District 11,Leslie,37.006666667,-83.397777778,County,CONTRACTOR,066C00099N,02,3,2020-12-01,798.0,Good,No,Local,2020s,,8,8,8,49.0,CR-1253,Beech Fork,"65'-0"" PPC Box Beam CB27 - Simple Span","A Open, no restriction",,1 Highway,5 Waterway
District 11,Leslie,37.16274,-83.377831,City,KYTC,066C00089N,04,3,2017-09-06,736.0,Good,No,Local,1970s,,N,N,N,,CS-1008,CREEK,,"A Open, no restriction",,1 Highway,5 Waterway
District 11,Whitley,36.888594,-84.119433,OTHER,KYTC,118C00070N,27,3,2017-10-10,2619.0,Poor,No,Local,1980s,,6,7,4,548.0,CR 1046,Railroad,3-span prestressed box beam,P Posted for load,18.0,1 Highway,2 Railroad
District 11,Leslie,37.041727,-83.413566,County,KYTC,066C00087N,02,3,2017-08-30,336.0,Good,No,Local,2010s,,7,7,7,12.0,_CR-1262,Lower Bad Creek,,B Posting Recommended,29.0,1 Highway,5 Waterway
District 11,Leslie,37.044722222,-83.4075,County,CONTRACTOR,066C00097N,02,3,2020-12-01,1098.0,Good,No,Local,2020s,,8,8,8,131.0,CR 1207,Middle Fork KY River,"2 (45') PPC Box Beam, CB17, Simple Spans","A Open, no restriction",,1 Highway,5 Waterway
District 11,Laurel,36.993271639,-84.104878594,OTHER,KYTC,063R00605N,27,3,2020-05-21,1014.0,Fair,No,Local,1980s,,5,5,6,398.0,KY-1223,CSX RR,1-38 FT STEEL & 2-19 FT TIMBER BEAM SPANS,P Posted for load,20.0,1 Highway,2 Railroad
District 11,Laurel,37.083751907,-84.054635111,OTHER,KYTC,063X00003N,11,3,2023-09-20,1633.0,Good,No,Local,2000s,,7,7,7,,LEVI JACKSON MILL,LITTLE LAUREL RIVER,1-58.4' PSPC BOX BEAM SPAN WITH POURED DECK,"A Open, no restriction",,1 Highway,5 Waterway
District 11,Harlan,36.848611111,-83.221111111,KYTC,CONTRACTOR,048B00205N,01,3,2022-12-30,768.0,Good,No,State,2010s,Rural Secondary,8,8,8,435.0,KY-1601,Jones Creek,1 (32') PPC BOX BEAM SPAN,"A Open, no restriction",,1 Highway,5 Waterway
District 11,Bell,36.7277912,-83.727566253,KYTC,KYTC,007B00146N,01,3,2023-09-20,4019.0,Good,No,State,2000s,Rural Secondary,7,7,7,980.0,KY-1491,CLEAR CREEK,2-69 PPC BOX BEAM SPAN W/CONC DECK.,"A Open, no restriction",,1 Highway,5 Waterway
District 11,Bell,36.814181566,-83.55259283,County,KYTC,007C00001N,02,3,2023-05-12,744.0,Fair,No,Local,1970s,,6,6,6,60.0,LAUREL FORK ROAD,STRAIGHT CREEK,47 SIMPLE SPAN PRESTRESS CONCRETE SLAB BEAMS AND DECK,P Posted for load,26.0,1 Highway,5 Waterway
District 11,Bell,36.665557673,-83.665014767,KYTC,KYTC,007B00142N,01,3,2024-02-06,4203.0,Fair,No,State,1990s,Rural Secondary,6,7,7,155.0,KY-516,YELLOW CREEK,2-75 FT PRESTRESSED CONC-BOX BEAM SPANS,"A Open, no restriction",,1 Highway,5 Waterway
District 11,Bell,36.709310421,-83.790271281,KYTC,KYTC,007B00101N,01,3,2023-03-07,2208.0,Fair,No,State,1970s,State Secondary,7,6,6,737.0,KY-190,CLEAR CREEK,32-32-32 FT PRECAST PREST BOX BEAMS           G,"A Open, no restriction",,1 Highway,5 Waterway
District 11,Bell,36.730085477,-83.797882106,KYTC,KYTC,007B00039N,01,3,2021-10-21,914.7,Fair,No,State,Over 75,State Secondary,N,N,N,951.0,KY-92,INGRAM BRANCH,TRI 10 X 5 X 32 FT RC CULVERT FILL= 3 FT BRL= FAIR,P Posted for load,,1 Highway,5 Waterway
District 11,Bell,36.655681397,-83.659379982,KYTC,KYTC,007B00020N,01,3,2023-02-27,1656.0,Fair,No,State,1960s,Rural Secondary,5,6,5,764.0,KY-188,CLEAR CREEK,1-38 & 1-31 FT PRESTRESSED CONC. SLABS 0 DEG SKEW,P Posted for load,,1 Highway,5 Waterway
District 11,Whitley,36.916217644,-84.084184058,KYTC,KYTC,118B00113N,01,3,2025-04-30,28394.0,Fair,Yes,State,1990s,State Primary (Other),7,6,7,7297.0,KY 3041,LYNN CAMP CREEK,60-80-100-100-100-93-60 CONT PCIB SPAN,"A Open, no restriction",,1 Highway,6 Highway-waterway
District 11,Whitley,36.951146383,-84.094740804,KYTC,KYTC,118B00116N,01,3,2024-12-30,5366.0,Good,No,State,1990s,State Primary (Other),7,7,7,10208.0,MASTER STREET,LAUREL AVENUE,1- 57 FT PCIB SPAN,"A Open, no restriction",,1 Highway,1 Highway
District 11,Whitley,36.950880733,-84.095913493,KYTC,KYTC,118B00117N,01,3,2024-12-27,18824.0,Good,No,State,1990s,State Primary (Other),7,7,7,17952.0,US25W,CSX RAILROAD,70 -100-70 CONT  PREST CONC I-BEAMS,"A Open, no restriction",,1 Highway,1 Highway
District 11,Whitley,36.751377942,-84.028114718,KYTC,KYTC,118B00118N,01,3,2025-02-05,11567.0,Good,No,State,1990s,Rural Secondary,7,7,7,250.0,KY-1064,CUMBERLAND RIVER,124-144-82 PRESTRESSED CONC CONT I BEAM SPANS,"A Open, no restriction",,1 Highway,5 Waterway
District 11,Whitley,36.916437948,-84.086850406,KYTC,KYTC,118B00112N,01,3,2025-01-21,13906.0,Fair,Yes,State,1990s,State Primary (Other),7,6,7,7391.0,KY-3041,KY 26 & CSX RAILROAD,60 -71-100-60 FT CONT PCIB SPAN,"A Open, no restriction",,1 Highway,4 Highway-railroad
District 11,Whitley,36.740955225,-84.103223179,KYTC,KYTC,118B00119N,01,3,2024-12-05,13464.0,Fair,No,State,2000s,Rural Secondary,5,8,8,1038.0,KY-904,CUMBERLAND RIVER,132-140-132 PCIB SPAN W/ CONC. DECK,"A Open, no restriction",,1 Highway,5 Waterway
District 11,Whitley,36.762917,-84.156594,County,CONTRACTOR,118C00001N,02,4,1901-01-01,1488.0,Poor,No,Local,Over 75,,1,1,1,,WATTS CREEK ROAD,WATTS CREEK,46-78 2 SIMPLE SPAN STEEL THRU TRUSSES,K Closed to all traffic,0.0,1 Highway,5 Waterway
District 11,Whitley,36.774118023,-84.138256625,County,KYTC,118C00002N,02,3,2022-08-03,586.0,Fair,No,Local,1970s,,5,6,5,14.0,FISH HATCHERY TRAI,BROWN CREEK,25 SIMPLE SPAN CONCRETE ENCASED STEEL BEAMS,P Posted for load,9.0,1 Highway,5 Waterway
District 11,Bell,36.5867469,-83.900165128,KYTC,KYTC,007B00031N,01,3,2017-04-25,460.3,Fair,No,State,Over 75,Rural Secondary,N,N,N,275.0,KY-74,MORGAN HOLLOW BRANCH,DBL 10 X 4 X 31 FT RC CULVERT FILL= 3 FT BRL= GOOD,P Posted for load,22.0,1 Highway,5 Waterway
District 11,Bell,36.701008006,-83.637475923,County,KYTC,007C00009N,02,3,2025-05-02,392.0,Poor,No,Local,1970s,,6,6,4,140.0,WILLIAMS BR RIGHT,RIGHT FORK CREEK,,P Posted for load,21.0,1 Highway,5 Waterway
District 11,Bell,36.795248781,-83.666213935,KYTC,KYTC,007B00004N,01,3,2021-09-20,572.03,Fair,No,State,Over 75,State Secondary,N,N,N,1781.0,KY-66,HOWARD BRANCH,DBL 10 X 5 X 28 FT RC CULVERT FILL= 4 FT BRL= FAIR,"A Open, no restriction",,1 Highway,5 Waterway
District 11,Bell,36.785261141,-83.602289195,KYTC,KYTC,007B00013N,01,3,2024-05-08,5349.0,Poor,No,State,Over 75,State Secondary,4,5,6,1351.0,KY-221,RIGHT FORK OF STRAIGHT C,5-35 FT R.C.D.G. SPANS 45 DEG SKEW,P Posted for load,10.0,1 Highway,5 Waterway
District 11,Knox,36.985,-83.808333333,County,CONTRACTOR,061C00108N,02,3,2020-11-30,896.0,Good,No,Local,2020s,,8,8,8,,Burton Branch Rd,Hammons Fork,"54'-6"" PPC Box Beam, CB21, Simple Span","A Open, no restriction",,1 Highway,5 Waterway
District 11,Bell,36.646815238,-83.635916233,County,KYTC,007C00019N,02,3,2022-04-25,488.0,Poor,No,Local,1980s,,5,4,4,11.0,CR-1131,CLEAR FORK,PAINT 3 PANEL BAILEY BRIDGE SECTIONS 4 BEAMS,P Posted for load,9.0,1 Highway,5 Waterway
District 11,Bell,36.625899,-83.803765,County,KYTC,007C00034N,02,3,2022-08-03,493.0,Fair,No,Local,1970s,,5,6,6,,CR-1720,HIGNITE CREEK,29' BOX BEAM W/SLAB DECK,P Posted for load,18.0,1 Highway,5 Waterway
District 11,Bell,36.630483075,-83.735388683,County,KYTC,007C00030N,02,3,2023-05-12,672.0,Fair,No,Local,1970s,,8,5,8,1505.0,CR-1205A5,LICK FORK CREEK,23 SIMPLE SPAN PRESTRESSED CONCRETE SLAB BEAMS,P Posted for load,29.0,1 Highway,5 Waterway
District 11,Bell,36.83780091,-83.617401972,County,KYTC,007C00122N,02,3,2024-04-19,515.0,Fair,No,Local,1980s,,6,7,7,10.0,CR-1391,SIMS FORK,1-35 PREST CONC BOX BEAM SPAN,"A Open, no restriction",,1 Highway,5 Waterway
District 11,Bell,36.745261284,-83.793674618,County,KYTC,007C00054N,02,3,2017-02-23,353.0,Fair,No,Local,1950s,,6,6,6,52.0,LAW BR RD,GREASY CREEK,25 SIMPLE SPAN STEEL STRINGER AND OPEN GRID DECK,P Posted for load,29.0,1 Highway,5 Waterway
District 11,Bell,36.604755936,-83.736136395,County,KYTC,007C00069N,02,3,2016-06-16,1784.78,Fair,No,Local,1960s,,N,N,N,804.0,34TH ST,YELLOW CREEK,TWO 10.5 SPANS - CONCRETE BOX CULVERT,"A Open, no restriction",,1 Highway,5 Waterway
District 11,Bell,36.837348796,-83.634070624,County,KYTC,007C00046N,02,3,2021-08-16,470.0,Fair,No,Local,1970s,,5,6,5,30.0,CR-1325,LEFT FORK STRAIGHT CREEK,1-47 FT MILITARY STEEL BEAM SPAN WITH ASPHALT OVERLAY,P Posted for load,11.0,1 Highway,5 Waterway
District 11,Bell,36.78551788,-83.76435015,County,KYTC,007C00051N,02,3,2023-05-12,932.0,Fair,No,Local,1970s,,6,6,6,159.0,SLUSHER LOOP,GREASY CREEK,,"A Open, no restriction",,1 Highway,5 Waterway
District 11,Laurel,37.018888889,-84.179722222,KYTC,KYTC,063B00123N,01,3,2023-01-06,5316.5,Good,No,State,2010s,Rural Secondary,8,8,8,794.0,KY-312,Craig Creek,2 (93-76') PPC BOX BEAM SPANS,"A Open, no restriction",,1 Highway,5 Waterway
District 11,Bell,36.765904701,-83.775939641,County,KYTC,007C00052N,02,3,2023-05-12,753.0,Fair,No,Local,1970s,,7,6,7,85.0,CARTER BR RD,GREASY CREEK,,P Posted for load,25.0,1 Highway,5 Waterway
District 11,Bell,36.60363898,-83.691864368,County,KYTC,007C00097N,02,3,2022-08-03,889.0,Poor,No,Local,1960s,,N,N,N,1.0,PINNACLE VW RD,LITTLE YELLOW CREEK,1- 25.5 X 20.5 X 36 CORRUGATED METAL ARCH CULVERT,P Posted for load,18.0,1 Highway,5 Waterway
District 11,Leslie,36.967112,-83.452644,County,KYTC,066C00083N,02,3,2017-07-06,550.0,Fair,No,Local,1980s,,6,5,6,,_CR-1277,_MIDDLEFORK,2 STEEL SPAN SLAB DECK,P Posted for load,23.0,1 Highway,5 Waterway
District 11,Bell,36.71853432,-83.723663013,County,KYTC,007C00081N,02,3,2023-05-12,952.0,Fair,No,Local,1980s,,7,6,7,325.0,LITTLE CLEAR CRK R,LITTLE CLEAR CREEK,1.37 FT PRESTRESSED CONC SLAB SPAN,"A Open, no restriction",,1 Highway,5 Waterway
District 11,Leslie,36.948334,-83.449155,County,KYTC,066C00082N,02,3,2017-09-21,442.0,Fair,No,Local,2010s,,6,6,5,36.0,CR-1182,MIDDLEFORK,,"A Open, no restriction",,1 Highway,5 Waterway
District 11,Bell,36.615639424,-83.708958446,City,KYTC,007C00088N,04,3,2022-04-12,3154.0,Fair,No,Local,1960s,,5,6,5,1178.0,CS-2184,YELLOW CREEK,26.5-30- 26.5 FT. SIMPLE RCDG SPANS,"A Open, no restriction",,1 Highway,5 Waterway
District 11,Bell,36.785828679,-83.6662365,County,KYTC,007C00090N,02,3,2017-02-24,653.0,Fair,No,Local,Over 75,,6,6,6,41.0,CR-1369,LEFT FORK STRAIGHT CREEK,1-50.2 FT STEEL GIRDER SPAN W/CONC DECK,P Posted for load,35.0,1 Highway,5 Waterway
District 11,Bell,36.795943282,-83.580641909,County,KYTC,007C00141N,02,3,2017-03-02,1205.0,Fair,No,Local,1990s,,6,6,6,,LEE HOSKINS ROAD,STRAIGHT CREEK,1-73 FT STEEL BEAM SPAN,"A Open, no restriction",,1 Highway,5 Waterway
District 11,Bell,36.809083333,-83.581483333,County,KYTC,007C00142N,02,3,2017-03-02,364.0,Fair,No,Local,1990s,,6,6,6,60.0,BAILEY RD,MILL CREEK,,P Posted for load,7.0,1 Highway,5 Waterway
District 11,Bell,36.704859328,-83.534161654,County,KYTC,007C00154N,02,3,2024-04-22,778.0,Fair,No,Local,1990s,,7,6,7,40.0,CR-1604,BROWNIE&#39;S CREEK,1 - 50     FT. PRESTRESSED CONC BOX BEAM SPAN,"A Open, no restriction",,1 Highway,5 Waterway
District 11,Laurel,37.176135629,-84.126453445,KYTC,KYTC,063B00002N,01,3,2022-07-05,7913.0,Fair,No,State,Over 75,State Secondary,5,5,6,6513.0,KY-490,CSX RAILROAD,2-44.5 & 1-56 & 2-53 FT CONC. DECK GIRDER SPANS-45 DEG,P Posted for load,,1 Highway,2 Railroad
District 11,Laurel,37.287469958,-84.131854418,KYTC,KYTC,063B00003N,01,3,2025-07-14,1684.0,Fair,No,State,1970s,Rural Secondary,6,6,5,198.0,KY-490,PARKERS CREEK,1-61.4 FT PRESTRESSED CONC BOX BEAM - 0 DEG SKEW,P Posted for load,,1 Highway,5 Waterway
District 11,Laurel,37.300719371,-84.159941121,KYTC,KYTC,063B00004N,01,3,2021-12-01,4140.0,Fair,No,State,Over 100,Rural Secondary,5,6,5,198.0,KY-490,ROCKCASTLE RIVER,1-200 FT THRU TRUSS SPAN,P Posted for load,15.0,1 Highway,5 Waterway
District 11,Laurel,37.229557051,-84.102332959,KYTC,KYTC,063B00005N,01,3,2019-10-30,703.41,Fair,No,State,Over 75,State Secondary,N,N,N,1666.0,KY-490,HAZEL PATCH CREEK,TRI 10X9X34 CONC CULV-FILL= 2 EB 3 WB BRL= GOOD,"A Open, no restriction",,1 Highway,5 Waterway
District 11,Bell,36.859282521,-83.549082632,County,KYTC,007C00127N,02,3,2024-04-19,450.0,Fair,No,Local,1980s,,6,5,6,30.0,CR-1078,WOLFE PEN BRANCH,1-30 PREST CONC BOX BEAMS,"A Open, no restriction",,1 Highway,5 Waterway
District 11,Bell,36.714467635,-83.774497171,County,KYTC,007C00143N,02,3,2024-04-22,820.0,Good,No,Local,1990s,,7,7,7,1.0,CR-1260,CLEAR CREEK,1- 68 FT PRESTRESSED CONCRETE BOX BEAM SPAN,"A Open, no restriction",,1 Highway,5 Waterway
District 11,Knox,36.821866843,-83.773020889,KYTC,KYTC,061B00090L,01,3,2020-11-17,11952.0,Fair,Yes,State,1990s,State Primary (Other),6,7,7,5298.0,SOUTH US HIGHWAY 2,CSX RAILWAY,70-114-70 PRECAST PREST CONC CONT I-  BEAM SPANS,"A Open, no restriction",,1 Highway,2 Railroad
District 11,Laurel,37.161436951,-84.111714015,KYTC,CONTRACTOR,063B00006N,01,3,2017-11-13,1232.81,Fair,No,State,1950s,State Secondary,N,N,N,9622.0,US-25,WOOD CREEK,DBL 14 X 8 X 47 FT RC CULVERT FILL= 3.5 FT BRL= GOOD,"A Open, no restriction",,1 Highway,5 Waterway
District 11,Laurel,37.256977696,-84.033756635,KYTC,KYTC,063B00009N,01,3,2019-08-13,5376.0,Fair,No,State,Over 75,State Secondary,6,6,6,611.0,KY-3630,S.FK.ROCKCASTLE RVR,3CONTINUOS STEEL SPANS 189',"A Open, no restriction",,1 Highway,5 Waterway
District 11,Laurel,37.112794189,-84.022077509,KYTC,KYTC,063B00011N,01,3,2016-09-09,550.85,Fair,No,State,Over 75,State Secondary,N,N,N,3165.0,KY-80,LICK CREEK,DBL 10 X 3 X 26 FT RC CULVERT FILL= 2 FT BRL= FAIR,"A Open, no restriction",,1 Highway,5 Waterway
District 11,Laurel,37.040455601,-84.157581384,KYTC,KYTC,063B00001N,01,3,2023-03-07,630.0,Poor,No,State,1960s,Rural Secondary,5,6,4,499.0,KY-552,CRAIG CREEK,1-28 FT PRESTRESS CONC. SLAB BOX SPAN - 30 DEG SKEW,P Posted for load,15.0,1 Highway,5 Waterway
District 11,Laurel,37.082412619,-83.961987762,KYTC,KYTC,063B00014N,01,3,2022-10-10,1338.0,Fair,No,State,Over 75,State Secondary,7,6,5,3165.0,KY-80,LITTLE SANDY CREEK,2-30 R.C.D.G. SPANS,P Posted for load,,1 Highway,5 Waterway
District 11,Bell,36.771475597,-83.645450253,County,KYTC,007C00111N,02,3,2022-08-03,2315.0,Fair,No,Local,1980s,,6,6,7,,BRADFORD TOWN RD,STRAIGHT CREEK,2-51 FT CONT PCIB SPANS,P Posted for load,18.0,1 Highway,5 Waterway
District 11,Knox,36.846420795,-83.786163133,KYTC,KYTC,061B00091L,01,3,2025-05-12,13120.0,Fair,Yes,State,1990s,State Primary (Other),6,6,7,6220.0,SOUTH US 25E,STINKING CREEK,4-CONT PRECAST PRESTRESSED CONC I   BEAM SPANS,"A Open, no restriction",,1 Highway,5 Waterway
District 11,Knox,36.846618634,-83.786008529,KYTC,KYTC,061B00091R,01,3,2025-05-12,13120.0,Fair,Yes,State,1990s,State Primary (Other),6,6,7,6220.0,US-25E,STINKING CREEK,4-CONT PRECAST PRESTRESSED CONC I   BEAM SPANS,"A Open, no restriction",,1 Highway,5 Waterway
District 11,Knox,36.861441056,-83.794627708,KYTC,KYTC,061B00092R,01,3,2023-06-27,8353.0,Fair,Yes,State,1990s,State Primary (Other),6,7,7,6220.0,US-25E,TURKEY CREEK,60-70-60 PRECAST PRESTRESSED CONC I   BEAM SPAN(CONT),"A Open, no restriction",,1 Highway,5 Waterway
District 11,Knox,36.939001312,-84.040661862,KYTC,KYTC,061B00093N,01,3,2023-06-16,2352.0,Fair,No,State,1990s,Rural Secondary,5,7,5,354.0,KY-3436,E.FK.LYNN CAMP CK,1-98   FT PRECAST PRESTRESSED CONC BOX BEAM SPAN,"A Open, no restriction",,1 Highway,5 Waterway
District 11,Knox,36.797391517,-83.96082698,KYTC,KYTC,061B00094N,01,3,2020-11-17,10546.0,Good,No,State,1990s,Rural Secondary,7,7,7,488.0,KY-1530,CUMBERLAND RIVER,85-100-75-75CONT PRESTRESSED CONC I   BEAM SPANS,"A Open, no restriction",,1 Highway,5 Waterway
District 11,Knox,36.943745189,-84.051525118,KYTC,KYTC,061B00095N,01,3,2024-12-27,24454.0,Fair,Yes,State,1990s,State Primary (Other),6,7,7,7935.0,KY 3041 ,"KY 1232,CSX RR,LYNN CAMP",100-100-100-75-85-50 FT CONT PREST CONC I-BEAM SPANS,"A Open, no restriction",,1 Highway,8 Hwy-waterway-RR
District 11,Bell,36.826382,-83.542831,County,KYTC,007C00112N,02,3,2017-03-01,623.0,Fair,No,Local,1980s,,6,6,6,,CR-1025A,STRAIGHT CREEK,,P Posted for load,27.0,1 Highway,5 Waterway
District 11,Bell,36.80442325,-83.562847117,County,KYTC,007C00128N,02,3,2024-05-09,749.0,Fair,No,Local,1980s,,6,7,7,55.0,CR-1044C,STRAIGHT CREEK,,P Posted for load,29.0,1 Highway,5 Waterway
District 11,Knox,36.876553468,-83.737986746,County,KYTC,061C00026N,02,3,2024-09-18,833.0,Fair,No,Local,1950s,,6,6,7,,WALKER RD,STINKING CREEK,,"A Open, no restriction",,1 Highway,5 Waterway
District 11,Knox,36.881437205,-83.696549081,County,KYTC,061C00027N,02,3,2024-06-27,900.0,Fair,No,Local,1960s,,5,5,6,,ROARING FORK RD,STINKING CREEK,,P Posted for load,18.0,1 Highway,5 Waterway
District 11,Knox,36.752402094,-83.840066361,County,KYTC,061C00030N,02,3,2024-09-18,1470.0,Fair,No,Local,1970s,,5,5,6,238.0,WARREN CAMP RD,CHESTNUT BRANCH,35 - 35 TWO SPAN PRESTRESSED CONCRETE SLAB BEAMS,P Posted for load,35.0,1 Highway,5 Waterway
District 11,Knox,36.822693823,-83.840048516,County,CONTRACTOR,061C00035N,02,3,2024-09-04,4256.0,Poor,No,Local,Over 100,,3,5,4,119.0,BINGHAM ROAD,CUMBERLAND RIVER,45-49 2 SPAN WF BEAM APPR. 210 8 BAY CAMEL BACK TRUSS,P Posted for load,3.0,1 Highway,5 Waterway
District 11,Knox,36.862155131,-83.752198523,KYTC,KYTC,061B00025N,01,3,2016-09-09,546.02,Fair,No,State,Over 75,Rural Secondary,N,N,N,1885.0,KY-223,MUD LICK CREEK,DBL 12X7X37 RC CULVERT FILL= 6 FT BRL= FAIR,"A Open, no restriction",,1 Highway,5 Waterway
District 11,Knox,36.912428,-83.675334,KYTC,KYTC,061B00027N,01,3,2022-08-03,549.54,Fair,No,State,1950s,Rural Secondary,N,N,N,382.0,KY-718,LAUREL BRANCH,DBL 12X5X37 RC CULV-0 DEG SK FILL= 6 FT BRL= GOOD,P Posted for load,22.0,1 Highway,5 Waterway
District 11,Knox,36.922615762,-83.652941337,KYTC,CONTRACTOR,061B00028N,01,3,2021-09-23,524.93,Fair,No,State,1950s,Rural Secondary,N,N,N,382.0,KY-718,BUCKEYE CREEK,DBL 12X6X30 RC CULV-0 DEG SK FILL= 2 FT BRL= GOOD,P Posted for load,,1 Highway,5 Waterway
District 11,Knox,36.922903873,-83.64247508,KYTC,CONTRACTOR,061B00029N,01,3,2021-09-23,1008.96,Fair,No,State,1950s,Rural Secondary,N,N,N,139.0,KY-718,ACORN CREEK,TRI 12X5X45 RC CULV-30 DEG SK FILL= 3 FT BRL= GOOD,P Posted for load,,1 Highway,5 Waterway
District 11,Knox,36.887327754,-83.706739422,KYTC,KYTC,061B00030N,01,3,2021-09-23,958.17,Fair,No,State,1950s,Rural Secondary,N,N,N,382.0,KY-718,MIDDLE FK STINKING CREEK,QUAD 12X10X27 RC CULV-0 DEG SK FILL=2 FT BRL= GOOD,P Posted for load,,1 Highway,5 Waterway
District 11,Knox,36.984308727,-83.885028122,KYTC,CONTRACTOR,061B00031N,01,3,2017-10-13,828.25,Fair,No,State,1950s,Rural Secondary,N,N,N,677.0,KY-1304,BIG RICHLAND CREEK,TRI 12X10X59 RC CULV-30 DEG SK FILL= 6 FT BRL= FAIR,"A Open, no restriction",,1 Highway,5 Waterway
