DISTRICT,COUNTY,LATITUDE,LONGITUDE,OWNERSHIP,LOAD_RATING_AGENCY,BRIDGE_ID,OWNER,ADMINAREA,RATINGDATE,DECK_AREA,GFP,NHS,STATE_LOCAL,DECADE,SS_CODE,DECK_RATING,SUB_RATING,SUPER_RATING,ADT,FACILITY_CARRIED,FEATURE_INTERSECT,BRIDGE_DESCRIPTION,POSTED,GROSS_POSTING,SERVICE_ON,SERVICE_UNDER
District 02,Daviess,37.823303624,-86.953841063,KYTC,KYTC,030B00113N,01,3,2022-05-18,4978.0,Fair,No,State,1950s,Rural Secondary,6,5,6,736.0,KY-1389,PUP CREEK,5-35 FT RCDG SPANS 45 DEG SKEW-RC PILING,P Posted for load,,1 Highway,5 Waterway
District 02,Daviess,37.821636811,-86.881552159,KYTC,KYTC,030B00114N,01,3,2022-08-03,1216.0,Fair,No,State,1950s,Rural Secondary,N,N,N,422.0,KY-1389,BRANCH OF PUP CREEK,TRI 12X4X32 RC CULV-0 DEG SK FILL= 5 FT BRL= GOOD,P Posted for load,22.0,1 Highway,5 Waterway
District 02,Daviess,37.681909747,-87.153349929,KYTC,KYTC,030B00116N,01,3,2019-10-30,571.0,Fair,No,State,1950s,Rural Secondary,N,N,N,1698.0,KY-554,UNNAME STREAM,DBL 10X8X27 RC CULV-15 DEG SK FILL= 1.5 FT BRL= GOOD,"A Open, no restriction",,1 Highway,5 Waterway
District 02,Daviess,37.679358731,-87.090819907,KYTC,KYTC,030B00117N,01,3,2025-08-20,2748.0,Fair,No,State,1970s,Rural Secondary,7,5,7,546.0,KY-298,SOUTH FORK OF PANTHER CR,3-35 FT CONT. RCGD SPANS-0 DEG SKEW,"A Open, no restriction",,1 Highway,5 Waterway
District 02,Daviess,37.791682918,-86.881031415,KYTC,KYTC,030B00119N,01,3,2023-03-27,1272.0,Fair,No,State,1970s,Rural Secondary,7,6,7,353.0,KY-951,PUP CREEK,1-53 FT PRECAST-PRESTRESSED SPAN-0 DEG SKEW,"A Open, no restriction",,1 Highway,5 Waterway
District 02,Daviess,37.83025668,-86.900136293,KYTC,KYTC,030B00123N,01,3,2025-06-27,4850.0,Fair,No,State,1960s,Rural Secondary,6,6,6,226.0,KY-657,BLACKFORD CREEK,4-43 FT RCDG SPANS-15 DEG SKEW,"A Open, no restriction",,1 Highway,5 Waterway
District 02,Daviess,37.681233504,-87.135033984,KYTC,KYTC,030B00115N,01,3,2025-06-18,3192.0,Fair,No,State,1950s,Rural Secondary,6,5,6,2291.0,KY-554,RHODES CREEK,3-35 FT RCDG SPANS-0 DEG SKEW-CONCRETE FLOOR,"A Open, no restriction",,1 Highway,5 Waterway
District 02,Daviess,37.764675512,-87.258063288,KYTC,KYTC,030B00125N,01,3,2025-08-06,2860.0,Fair,No,State,1970s,Rural Secondary,6,7,7,510.0,KY-1554,RHODES CREEK,30-35-30 FT SIMPLE RCDG SPANS-15 DEG SKEW,"A Open, no restriction",,1 Highway,5 Waterway
District 02,Daviess,37.865069373,-86.996726593,County,KYTC,030C00021N,02,3,2022-08-03,511.0,Poor,No,Local,Over 100,,6,5,4,,ROCKPORT FERRY RD,KELLY CREEK,1-24 CLEAR-SPAN CONCRETE T-BEAM,P Posted for load,15.0,1 Highway,5 Waterway
District 02,Daviess,37.707685978,-86.944845056,County,KYTC,030C00034N,02,3,2022-08-03,598.0,Fair,No,Local,Over 75,,5,5,5,,OLD KY 54,HURRICANE BRANCH,1-20.1 CLEAR-SPAN CONCRETE SLAB SPAN W/Steel beams,P Posted for load,15.0,1 Highway,5 Waterway
District 02,Daviess,37.695191785,-86.902311789,County,KYTC,030C00039N,02,3,2024-09-19,972.0,Fair,No,Local,1970s,,7,5,6,,HAYNES STATION RD,BR OF N FK PANTHER CREEK,1-37.7 CLEAR-SPAN PRECAST-PRESTRESSED CONCRETE SPAN,"A Open, no restriction",,1 Highway,5 Waterway
District 02,Daviess,37.714981212,-86.89519197,County,KYTC,030C00040N,02,3,2024-09-18,1245.0,Fair,No,Local,1970s,,5,5,5,,HAYNES STATION RD,NORTH FORK PANTHER CREEK,1-44.3 CLEAR-SPAN PRECAST-PRESTRESSED CONCRETE SPANS,"A Open, no restriction",,1 Highway,5 Waterway
District 02,Daviess,37.593811621,-87.071680656,County,KYTC,030C00047N,02,3,2016-05-04,876.0,Fair,No,Local,1950s,,N,N,N,,GREENBRIAR RD,BRANCH OF TWO MILE CREEK,DBL. 12 X 11 X 31.5 R.C.B.C.    1' fill,"A Open, no restriction",,1 Highway,5 Waterway
District 02,Daviess,37.570651879,-87.029169825,County,KYTC,030C00051N,02,3,2024-09-23,432.0,Fair,No,Local,1960s,,6,5,6,75.0,McMAHAN RD,BR OF N FK BARNETT CREEK,1-24 PPCDU,P Posted for load,31.0,1 Highway,5 Waterway
District 02,Daviess,37.628545147,-87.068679726,County,KYTC,030C00056N,02,3,2022-08-01,1701.0,Fair,No,Local,1960s,,6,6,6,,BROWNS VALLEY-RED,TWO MILE CREEK,3-SPAN (20-30-20) PRECAST-PRESTRESSED CONCRETE SPANS,"A Open, no restriction",,1 Highway,5 Waterway
District 02,Christian,36.850503,-87.523513,City,KYTC,024C00217N,04,3,2019-12-03,4522.0,Good,No,Local,2010s,,8,8,8,3211.0,Milbrooke Drive,North Fork Little River,"40' X 35' X 55' PPC SB17, Continuous Span","A Open, no restriction",,1 Highway,5 Waterway
District 02,Ohio,37.460833333,-86.973333333,County,CONTRACTOR,092C00152N,02,3,2019-12-18,1048.0,Fair,No,Local,2010s,,8,8,6,,Johnson School Rd,Barass Ditch,64' Single Span CB27 PPC Box Beam,"A Open, no restriction",,1 Highway,5 Waterway
District 02,Christian,36.906111111,-87.480277778,KYTC,KYTC,024B00181N,01,3,2019-12-18,2220.0,Fair,No,State,2010s,State Secondary,8,6,8,4229.0,US 41,North Fork Little River,3 Span Continuous Concrete Slab,"A Open, no restriction",,1 Highway,5 Waterway
District 02,Ohio,37.610676,-86.827791,County,CONTRACTOR,092C00150N,02,3,2019-11-07,1072.0,Good,No,Local,2010s,,8,8,8,,Rocky Creek Lane,Br. S. FK Panther Creek,1 (32') PPC BOX BEAM SPAN,"A Open, no restriction",,1 Highway,5 Waterway
District 02,Henderson,37.778428202,-87.507856221,County,KYTC,051C00015N,02,3,2024-09-12,878.0,Fair,No,Local,1970s,,7,7,6,,TOY ANTHOSTON RD,ELAM DITCH,1-31 CLEAR-SPAN PRECAST PRESTRESSED CONCRETE SPAN,"A Open, no restriction",,1 Highway,5 Waterway
District 02,Henderson,37.789835123,-87.387914942,County,KYTC,051C00020N,02,3,2024-09-18,980.0,Fair,No,Local,1970s,,7,5,6,,BLUFF CITY LN,BR OF LICK CREEK,1-42.4 CLEAR-SPAN PRECAST-PRESTRESSED CONCRETE SPAN,"A Open, no restriction",,1 Highway,5 Waterway
District 02,Henderson,37.780488693,-87.372693238,County,KYTC,051C00021N,02,3,2024-09-23,729.0,Fair,No,Local,1970s,,7,7,6,,HEBBARDSVILLE-MASO,BR OF LICK CREEK,1-26.6 CLEAR-SPAN PRECAST-PRESTRESSED CONCRETE SPAN,P Posted for load,20.0,1 Highway,5 Waterway
District 02,Henderson,37.718242727,-87.449811174,County,KYTC,051C00029N,02,3,2017-03-30,484.0,Fair,No,Local,Over 75,,5,6,5,,UPPER DELAWARE RD,BR OF CASH CREEK,1-24 CLEAR-SPAN I-BEAM SPAN,P Posted for load,25.0,1 Highway,5 Waterway
District 02,Henderson,37.690843233,-87.435543833,County,KYTC,051C00031N,02,3,2024-09-18,852.0,Fair,No,Local,1970s,,6,5,6,,GRIFFIN & GRIFFIN,CASH CREEK,1-36 CLEAR-SPAN PRECAST-PRESTRESSED CONCRETE SPAN,"A Open, no restriction",,1 Highway,5 Waterway
District 02,Union,37.690890713,-87.894985794,KYTC,KYTC,113B00011N,01,3,2019-10-30,2075.0,Fair,No,State,1950s,State Secondary,N,N,N,9681.0,US-60,LOST CREEK,TRI 14X10X45 RC CULV-0 DEG SK FILL= 3 FT BRL= GOOD,"A Open, no restriction",,1 Highway,5 Waterway
District 02,Union,37.542485699,-87.904319147,KYTC,KYTC,113B00016N,01,3,2019-10-30,635.8,Fair,No,State,1950s,Rural Secondary,N,N,N,773.0,KY-141,BISHOP DITCH,DBL 9X9X37 RC CULV-45 DEG SK FILL= 2 FT BRL= GOOD,"A Open, no restriction",,1 Highway,5 Waterway
District 02,Union,37.689837796,-87.80011236,KYTC,KYTC,113B00017N,01,3,2022-06-10,3845.0,Fair,No,State,Over 75,Rural Secondary,6,5,6,827.0,KY-141,CASEY CREEK,5-30 FT R.C.D.G. SPANS,"A Open, no restriction",,1 Highway,5 Waterway
District 02,Union,37.644305722,-87.875467543,KYTC,KYTC,113B00021N,01,3,2020-10-21,547.34,Fair,No,State,Over 75,State Secondary,N,N,N,1590.0,KY-56,LOST CREEK,DBL 8X8X46 CONC CULV-45 DEG SK FILL= 2 FT BRL= GOOD,"A Open, no restriction",,1 Highway,5 Waterway
District 02,Union,37.610880429,-87.776027038,KYTC,KYTC,113B00023N,01,3,2019-11-04,483.6,Poor,No,State,Over 75,State Secondary,N,N,N,1218.0,KY-56,BR OF ANDERSON CREEK,DBL 10X10X32 CONC CULVERT FILL= 2 FT BRL= GOOD,"A Open, no restriction",,1 Highway,5 Waterway
