DISTRICT,COUNTY,LATITUDE,LONGITUDE,OWNERSHIP,LOAD_RATING_AGENCY,BRIDGE_ID,OWNER,ADMINAREA,RATINGDATE,DECK_AREA,GFP,NHS,STATE_LOCAL,DECADE,SS_CODE,DECK_RATING,SUB_RATING,SUPER_RATING,ADT,FACILITY_CARRIED,FEATURE_INTERSECT,BRIDGE_DESCRIPTION,POSTED,GROSS_POSTING,SERVICE_ON,SERVICE_UNDER
District 01,Hickman,36.653255,-88.931466,KYTC,KYTC,053B00113N,01,3,2020-11-17,0.0,Good,No,State,2020s,Rural Secondary,N,N,N,72.0,KY 2208,Unknown,,"A Open, no restriction",,1 Highway,5 Waterway
District 01,Carlisle,36.84,-88.960277778,KYTC,CONTRACTOR,020B00071N,01,3,2023-11-15,1344.0,Good,No,State,2020s,Rural Secondary,7,8,8,525.0,KY 1377,Horn Creek,"54'-6"" CB21x48 PPC Box Beam - Simple Span","A Open, no restriction",,1 Highway,5 Waterway
District 01,Calloway,36.608333333,-88.478611111,County,CONTRACTOR,018C00162N,02,3,2020-12-22,703.2,Good,No,Local,2020s,,8,8,8,,Watson Road,Mayfield Creek,"29'-3"" CB17x48 PPC Box Beam - Simple Span","A Open, no restriction",,1 Highway,5 Waterway
District 01,Calloway,36.695,-88.351944444,County,CONTRACTOR,018C00161N,02,3,2020-12-14,760.0,Good,No,Local,2020s,,8,7,8,32.0,Spring Road,W. Fork Rockhouse Creek,"47'-6"" CB17x48 PPC Box Beam - Simple Span","A Open, no restriction",,1 Highway,5 Waterway
District 01,Trigg,36.823329,-87.706408,KYTC,KYTC,111B00067N,01,3,2023-06-30,3597.0,Good,No,State,2010s,Rural Secondary,8,8,8,242.0,KY-1585_,SINKING FORK_,"106' - 0"" PPC I-BEAM, TYPE 4, SIMPLE SPAN","A Open, no restriction",,1 Highway,5 Waterway
District 01,Calloway,36.730694,-88.210361,County,CONTRACTOR,018C00157N,02,3,2021-01-04,799.0,Good,No,Local,2010s,,N,N,N,123.0,McCELRATH RD,HOPKINS BRANCH,30' X 6.75' X 27' METAL CULVERT,P Posted for load,34.0,1 Highway,5 Waterway
District 01,Ballard,37.174166667,-88.986944444,County,CONTRACTOR,004C00084N,02,3,2020-12-22,504.0,Good,No,Local,2020s,,8,8,8,58.0,Palmore Road,Branch of Clanton Creek,"30'-0"" PPC Box Beam - CB12X48 - Single Span","A Open, no restriction",,1 Highway,5 Waterway
District 01,Calloway,36.505277778,-88.208611111,County,CONTRACTOR,018C00163N,02,3,2020-12-22,768.0,Fair,No,Local,2020s,,8,5,8,84.0,Stateline Road E,Bullfrog Branch,"30'-6"" CB17X48 PPC Box Beams - Simple Span","A Open, no restriction",,1 Highway,5 Waterway
District 01,Trigg,36.951439925,-87.796720739,KYTC,KYTC,111B00002N,01,3,2022-06-20,3432.0,Fair,No,State,1950s,Rural Secondary,6,6,6,251.0,KY-276,MUDDY FORK CREEK,4-30 FT RCDG SPANS-0 DEG SKEW,P Posted for load,,1 Highway,5 Waterway
District 01,Trigg,36.950786643,-87.724497357,KYTC,KYTC,111B00003N,01,3,2025-08-07,1452.0,Fair,No,State,Over 75,Rural Secondary,6,6,6,467.0,KY-124,HORSE CREEK,2-30 FT RCDG SPANS,"A Open, no restriction",,1 Highway,5 Waterway
District 01,Trigg,36.965900425,-87.708767141,KYTC,CONTRACTOR,111B00004N,01,3,2017-11-20,1145.0,Fair,No,State,Over 75,Rural Secondary,N,N,N,529.0,KY-124,CERULEAN CREEK,DBL 10X10X54 RC CLVT -7 FT FILL,"A Open, no restriction",,1 Highway,5 Waterway
District 01,Trigg,36.94605882,-87.786957344,KYTC,KYTC,111B00005N,01,3,2018-09-20,3770.0,Fair,No,State,Over 75,Rural Secondary,6,5,5,377.0,KY-128,MUDDY FORK CREEK,3-45 FT RCDG SPANS,"A Open, no restriction",,1 Highway,5 Waterway
District 01,Trigg,36.697662979,-87.875977788,KYTC,KYTC,111B00016N,01,3,2022-08-03,1007.0,Fair,No,State,Over 75,Rural Secondary,N,N,N,307.0,KY-164,TRIBUTARY OF DRY CREEK,TRPL 12X6X26 RC CLVT -1.5 FT FILL,P Posted for load,22.0,1 Highway,5 Waterway
District 01,Trigg,36.772475037,-87.895801493,KYTC,KYTC,111B00032N,01,3,2019-10-30,1189.0,Fair,No,State,1950s,Rural Secondary,6,N,N,89.0,KY-1062,BEECHY FORK CREEK,TRPL 14X7.5X27 RC CLVT-30 DEG SKW -NO FILL,"A Open, no restriction",,1 Highway,5 Waterway
District 01,Trigg,36.753185037,-87.835132241,KYTC,KYTC,111B00033N,01,3,2023-08-04,782.0,Poor,No,State,1960s,Rural Secondary,6,6,4,135.0,KY-807,DONALDSON CREEK,1-30 FT PRECAST NOT PRESTRESSED  SPANS- 30  DEG,P Posted for load,10.0,1 Highway,5 Waterway
District 01,Trigg,36.960227908,-87.691990562,KYTC,KYTC,111B00035N,01,3,2019-10-30,546.0,Fair,No,State,Over 75,Rural Secondary,N,N,N,255.0,KY-624,UNNAME STREAM,DBL 10X6X25 RC CLVT -1.6 FT FILL,"A Open, no restriction",,1 Highway,5 Waterway
District 01,Trigg,36.978094104,-87.710131529,KYTC,KYTC,111B00036N,01,3,2022-06-20,3952.0,Fair,No,State,1950s,Rural Secondary,6,5,6,529.0,KY-124,MUDDY FORK CREEK,4-35 FT RCDG SPANS-45 DEG SKEW,P Posted for load,,1 Highway,5 Waterway
District 01,Trigg,36.833869787,-87.851857812,KYTC,KYTC,111B00038N,01,3,2022-01-26,898.0,Fair,No,State,1950s,Supplemental Road,N,N,N,600.0,KY-1175,BRANCH OF LITTLE RIVER,DBL 14X10X31 RC CLVT-30 DEG SKW -5 FT FILL,P Posted for load,,1 Highway,5 Waterway
District 01,Trigg,36.832437857,-87.927089002,KYTC,KYTC,111B00039N,01,3,2016-09-02,2620.0,Fair,No,State,1960s,Rural Secondary,N,N,N,1330.0,KY-1489,BLUE SPRINGS CREEK,DBL 16X7X64 RC CLVT-45 DEG SKW -6.5 FT FILL,"A Open, no restriction",,1 Highway,5 Waterway
District 01,Trigg,36.761191981,-87.914688674,KYTC,KYTC,111B00040N,01,3,2022-06-27,2762.0,Fair,No,State,1960s,Rural Secondary,6,6,6,282.0,KY-164,BEECHY CREEK,3-30 FT RCDG SPANS-0 DEG SKEW,P Posted for load,,1 Highway,5 Waterway
District 01,Trigg,36.749579807,-87.904014824,KYTC,KYTC,111B00041N,01,3,2022-06-27,4436.0,Fair,No,State,1960s,Rural Secondary,6,7,6,184.0,KY-164,DONALDSON CREEK,3-50 FT RCDG SPANS-0 DEG SKEW,P Posted for load,,1 Highway,5 Waterway
District 01,Trigg,36.966883511,-87.711095969,KYTC,KYTC,111B00007N,01,3,2022-06-16,3838.0,Fair,No,State,Over 75,Rural Secondary,6,5,6,237.0,KY-126,MUD CREEK,4-40 FT RCDG SPANS 30 DEG SKEW,P Posted for load,,1 Highway,5 Waterway
District 01,Trigg,36.974644002,-87.74780802,KYTC,KYTC,111B00008N,01,3,2022-06-10,1168.0,Fair,No,State,Over 75,Rural Secondary,6,5,6,237.0,KY-126,Brushy Grove Creek,1-50 FT RCDG SPAN,"A Open, no restriction",,1 Highway,5 Waterway
District 01,Trigg,36.820256482,-87.701092143,KYTC,KYTC,111B00010N,01,3,2019-10-30,1132.0,Fair,No,State,Over 75,Rural Secondary,N,N,N,878.0,KY-272,UNNAME STREAM,DBL 10X8X38RC CULV-45 DEG SKEW-1 FT FILL,"A Open, no restriction",,1 Highway,5 Waterway
District 01,Trigg,36.6547164,-87.81594873,KYTC,KYTC,111B00013N,01,3,2019-10-31,1110.0,Fair,No,State,Over 75,State Secondary,N,N,N,835.0,KY-139,FK OF SCOTT BRANCH,TRPL 8X6X36.7 RC CLVT-30 DEG SKW -1.5 FT FILL,"A Open, no restriction",,1 Highway,5 Waterway
District 01,Trigg,36.858846902,-87.837973887,KYTC,KYTC,111B00014N,01,3,2018-10-17,12659.0,Fair,No,State,1950s,State Secondary,5,6,5,734.0,KY-139,LITTLE RIVER,1-70FT-105FT-105FT-70FT CONT I-BEAM SPANS CONC FLOOR PI,"A Open, no restriction",,1 Highway,5 Waterway
District 01,Trigg,36.706764574,-87.836358179,KYTC,KYTC,111B00015N,01,3,2019-10-30,1110.0,Fair,No,State,Over 75,Rural Secondary,N,N,N,307.0,KY-164,TRIBUTARY OF DRY CREEK,TRPL 10X4X30 RC CLVT-30 DEG SKW -1.3 FT FILL,"A Open, no restriction",,1 Highway,5 Waterway
District 01,Ballard,37.07609838,-88.960958884,KYTC,KYTC,004B00057N,01,3,2023-11-14,3969.0,Fair,Yes,State,1980s,State Primary (Other),6,7,7,5514.0,US-60,FORK OF HUMPHREY CR,30-30-30 PPC DECK UNITS,"A Open, no restriction",,1 Highway,5 Waterway
District 01,Ballard,37.067015801,-88.962532402,KYTC,KYTC,004B00067N,01,3,2023-11-29,2212.0,Good,No,State,2000s,Rural Secondary,7,8,8,263.0,KY-358,FORK OF HUMPHREY CREEK,1-90 PRECAST PRESTRESSED CONC. BOX BEAM(SIDE BY SIDE),"A Open, no restriction",,1 Highway,5 Waterway
District 01,Graves,36.855160216,-88.725451533,KYTC,KYTC,042B00124N,01,3,2019-10-30,567.0,Fair,No,State,Over 75,Rural Secondary,N,N,N,824.0,KY-408,WILSON CREEK,DBL 10X6X27 RC CLVRT -1.0 FT FILL,"A Open, no restriction",,1 Highway,5 Waterway
District 01,Graves,36.855558722,-88.780422133,KYTC,KYTC,042B00127N,01,3,2022-09-13,2686.0,Poor,No,State,1960s,Rural Secondary,5,3,5,353.0,KY-408,GOOSE CREEK,3-35 FT PRECAST-PRESTRESSED CONCRETE SPANS - 0 DEG SKEW,P Posted for load,3.0,1 Highway,5 Waterway
District 01,Graves,36.692356569,-88.721899034,KYTC,KYTC,042B00128N,01,3,2024-11-26,6622.0,Fair,No,State,1960s,Rural Secondary,5,6,5,682.0,KY-1748,JACKSON PURCHASE PARKWAY,1-18.5FT RCDG ABUTMENT 2-83FT CONT RC BOX GIRDER 1-30.5,"A Open, no restriction",,1 Highway,1 Highway
District 01,Graves,36.930108431,-88.611132027,KYTC,KYTC,042B00119N,01,3,2019-10-30,649.0,Fair,No,State,1950s,Supplemental Road,N,N,N,374.0,KY-994,UNNAME STREAM,DBL 10X4X31 RC CLVT-30 DEG SKW -2.5 FT FILL,"A Open, no restriction",,1 Highway,5 Waterway
District 01,Graves,36.941515511,-88.608278618,KYTC,KYTC,042B00120N,01,3,2019-10-30,1254.0,Fair,No,State,1950s,Supplemental Road,N,N,N,374.0,KY-994,OLD CAMP CREEK,TRPL 12X6X33 RC CLVRT -3.0 FT FILL,"A Open, no restriction",,1 Highway,5 Waterway
District 01,Graves,36.524018023,-88.602373285,KYTC,KYTC,042B00130N,01,3,2023-09-12,667.0,Poor,No,State,1950s,Supplemental Road,6,6,4,71.0,KY-1382,POWELL CREEK,1-30 FT PRECAST NOT PRESTRESSED  SPANS- 0  DEG,P Posted for load,11.0,1 Highway,5 Waterway
District 01,Graves,36.806881212,-88.788279117,KYTC,KYTC,042B00131N,01,3,2022-06-14,11088.0,Poor,No,State,Over 75,Rural Secondary,5,5,4,1886.0,KY-339,WEST MAYFIELD CREEK,14-30 FT RCDG SPANS,P Posted for load,,1 Highway,5 Waterway
District 01,Graves,36.852343916,-88.778683621,KYTC,KYTC,042B00132N,01,3,2022-06-08,2987.0,Fair,No,State,1950s,Rural Secondary,6,5,6,910.0,KY-339,GOOSE CREEK,3-35 FT RCDG SPANS-NO SKEW,P Posted for load,,1 Highway,5 Waterway
District 01,Graves,36.8776664,-88.773531793,KYTC,KYTC,042B00133N,01,3,2022-06-08,3458.0,Fair,No,State,1950s,Rural Secondary,6,6,6,291.0,KY-339,WILSON CREEK,4-30 FT RCDG SPANS-0 DEG SKEW,P Posted for load,,1 Highway,5 Waterway
District 01,Graves,36.694174497,-88.723336217,KYTC,KYTC,042B00129N,01,3,2022-06-21,3215.0,Fair,No,State,1950s,Rural Secondary,6,6,6,682.0,KY-1748,OPOSSUM CREEK,3-35 FT RCDG SPANS-30 DEG SKEW,P Posted for load,,1 Highway,5 Waterway
District 01,Ballard,36.960014646,-88.9051298,KYTC,KYTC,004B00050N,01,3,2022-04-12,2792.0,Fair,No,State,1960s,Rural Secondary,6,6,6,213.0,KY-1837,BUCKLER CREEK,3-30 FT RCDG SPANS-15 DEG SKEW,P Posted for load,,1 Highway,5 Waterway
District 01,Graves,36.88595,-88.770556,KYTC,CONTRACTOR,042B00296N,01,3,2020-10-29,648.0,Fair,No,State,2010s,Rural Secondary,N,N,N,386.0,KY 849,Branch-Bush Creek,24'x10' ALBC 81,"A Open, no restriction",,1 Highway,5 Waterway
District 01,Graves,36.840248,-88.688438,KYTC,CONTRACTOR,042B00298N,01,3,2020-10-29,0.0,Good,No,State,2010s,Rural Secondary,N,N,N,119.0,KY 2194,UNNAMED STREAM,,"A Open, no restriction",,1 Highway,5 Waterway
District 01,McCracken,37.014722222,-88.693888889,KYTC,CONTRACTOR,073B00180N,01,3,2023-11-14,3391.2,Good,No,State,2010s,Rural Secondary,7,8,8,2048.0,KY-339,Massac Creek,"3 Spans 23'3""-46'1""-23'3"" PPC Box Beam CB12-CB17-CB12","A Open, no restriction",,1 Highway,5 Waterway
District 01,Carlisle,36.793888889,-88.933055556,County,KYTC,020C00057N,02,3,2020-12-02,768.0,Good,No,Local,2020s,,8,8,8,46.0,Tom O'Neal Rd.,Guess Creek,1-30' STEEL I-BEAM SPAN W/GRID DECK,"A Open, no restriction",,1 Highway,5 Waterway
District 01,Hickman,36.693888889,-88.986944444,KYTC,CONTRACTOR,053B00111N,01,3,2022-12-31,2532.0,Good,No,State,2010s,Rural Secondary,8,8,8,114.0,KY-2206,Cane Crd Fk - Obion Crk,,"A Open, no restriction",,1 Highway,5 Waterway
District 01,Graves,36.931536111,-88.8101,County,KYTC,042C00335N,02,3,2019-10-15,1827.0,Fair,No,Local,2010s,,6,8,6,123.0,Bethel Ch. Rd ,OVER BRUSH CREEK,1-90' PRECAST PRESTRESSED CONC. BOX BEAM SPAN ,"A Open, no restriction",,1 Highway,5 Waterway
District 01,Marshall,37.012103,-88.411436,County,KYTC,079C00101N,02,3,2019-01-07,1416.0,Good,No,Local,2010s,,8,8,8,,Calvert City Rd,HOWARD BRANCH,1 - 59' PRECAST PRESTRESSED CONCRETE BOX BEAM SPAN,"A Open, no restriction",,1 Highway,5 Waterway
District 01,Graves,36.793184009,-88.749554241,County,KYTC,042C00306N,02,3,2025-09-04,918.0,Poor,No,Local,2000s,,5,5,4,,HOBBS ROAD,West Fork Mayfield Creek,13' - 7' - 20' - 20' FT PRECAST ONLY CHANNEL SPANS,P Posted for load,18.0,1 Highway,5 Waterway
District 01,Graves,36.601571106,-88.55059875,County,KYTC,042C00307N,02,3,2023-09-06,1082.0,Fair,No,Local,2000s,,6,5,5,21.0,VEALSBURG ROAD,LEECH CREEK,2 -- 22 FT. PRECAST CONCRETE CHANNEL BEAM SPANS.,P Posted for load,20.0,1 Highway,5 Waterway
District 01,Graves,36.589968542,-88.602855953,County,KYTC,042C00308N,02,3,2023-09-12,792.0,Fair,No,Local,2000s,,5,6,5,112.0,DARNELL ROAD,BACON CREEK,1 -- 32 FT. PRECAST CONCRETE CHANNEL BEAM SPAN.,P Posted for load,19.0,1 Highway,5 Waterway
District 01,Graves,36.886599887,-88.565853147,County,KYTC,042C00309N,02,3,2016-03-24,514.0,Fair,No,Local,2000s,,6,6,6,131.0,WATKINS ROAD,BRANCH OF W. FORK CREEK,1 -- 31 FT. SIMPLE SPAN W/STEEL GRID DECK/STEEL BEAMS.,P Posted for load,35.0,1 Highway,5 Waterway
District 01,Graves,36.919277116,-88.775721727,County,KYTC,042C00310N,02,3,2018-05-02,790.0,Fair,No,Local,2000s,,6,5,6,67.0,PENNY CORNER ROAD,OVER BRUSH CREEK,1 - 40 FT. SIMPLE STEEL BM . SPAN W/ DGA ON CORR. DECK.,"A Open, no restriction",,1 Highway,5 Waterway
District 01,Graves,36.780773774,-88.594315051,County,KYTC,042C00311N,02,3,2018-05-02,920.0,Fair,No,Local,2000s,,8,5,6,297.0,SPENCE CHAPEL ROAD,OVERLY CROWLEY BRANCH,1 - 40 FT. SIMPLE BM. ; W/DGA ON STEEL PLATE DECK,"A Open, no restriction",,1 Highway,5 Waterway
District 01,Graves,36.668105891,-88.77468792,County,KYTC,042C00313N,02,3,1901-01-01,609.0,Fair,No,Local,2000s,,6,6,6,114.0,MCNUTT ROAD,OVER BR. CANE CREEK,1 --- 33 FT. SIMPLE STEEL BM. SPAN W/ASPH / CORR. METAL,"A Open, no restriction",,1 Highway,5 Waterway
District 01,Graves,36.705570404,-88.495839017,County,KYTC,042C00314N,02,3,2013-11-13,401.0,Fair,No,Local,2000s,,6,6,6,31.0,THEDA ROAD,GUIER BRANCH,1-24 FT STEEL BEAM SPAN CORREGATED METAL DECK,"A Open, no restriction",,1 Highway,5 Waterway
District 01,Carlisle,36.907777778,-88.847777778,County,KYTC,020C00056N,02,3,2019-08-29,720.0,Good,No,Local,2010s,,8,8,8,60.0,CR 1011,BARN BRANCH,1 - 30 STEEL I-BEAM SPAN W/ STEEL GRID DECK,"A Open, no restriction",,1 Highway,5 Waterway
District 01,Ballard,36.994164334,-88.915632254,County,KYTC,004C00023N,02,3,2023-09-12,787.0,Poor,No,Local,1960s,,5,5,4,29.0,STAHL ROAD,BR OF HUMPHREY CREEK,1-30.0 FT. SPAN PRECAST CONC. CHANNEL SECTIONS TYPE 2,P Posted for load,11.0,1 Highway,5 Waterway
District 01,Ballard,37.079378334,-88.99476366,County,KYTC,004C00041N,02,3,2023-05-11,1045.0,Good,No,Local,1960s,,7,7,7,430.0,HAZELWOOD ROAD,BR OF LTTL HUMPHREY CRK,1-41.0 FT. SPAN P. P. C. SLAB BEAM TYPE III,P Posted for load,18.0,1 Highway,5 Waterway
District 01,Ballard,37.148728344,-88.999030377,County,KYTC,004C00045N,02,3,2023-09-12,792.0,Fair,No,Local,1960s,,6,6,6,80.0,SMOKEY ROAD,BR OF BONE BRANCH,1-30.0 FT SPAN PRECAST CONCRETE CHANNEL SECTIONS TYPE 2,P Posted for load,18.0,1 Highway,5 Waterway
District 01,Trigg,36.841748,-87.832619,KYTC,KYTC,111B00069N,01,3,2023-06-27,14543.0,Good,Yes,State,2010s,State Primary (Other),7,7,8,6531.0,US 68,Caney Creek,"86'8"":88'6"":88' 6"":86'8"" 4 Span HN 54 49 Hybrid Cont.",P Posted for load,,1 Highway,5 Waterway
District 01,Marshall,37.017937552,-88.281386072,County,KYTC,079C00069N,02,3,2014-12-11,1625.0,Fair,No,Local,1990s,,6,5,6,,CIRRITO LN,TAYLOR CREEK,3 - 24 FT  CREOSOTE TIMBER SPAN,P Posted for load,23.0,1 Highway,5 Waterway
District 01,Marshall,36.906893403,-88.254722509,County,KYTC,079C00070N,02,3,2013-11-13,473.0,Fair,No,Local,1990s,,6,6,6,,DUSTY TRL RD,MALCOLM CREEK,1- 24 FT. CREOSOTE TIMBER SPAN,P Posted for load,23.0,1 Highway,5 Waterway
District 01,Marshall,36.921939686,-88.369986001,County,KYTC,079C00071N,02,3,2021-11-04,663.0,Fair,No,Local,1990s,,6,7,6,96.0,OAK VALLEY RD,CHESTNUT CREEK,1- 26 TREATED TIMBER SPAN,P Posted for load,19.0,1 Highway,5 Waterway
District 01,Marshall,37.016559803,-88.323366432,City,KYTC,079C00072N,04,3,2019-10-30,1663.0,Fair,No,Local,1950s,,N,N,N,,5TH AVE SE,LONE VALLEY BRANCH,DBL 14 X 6X 54 RC CLVT W/HNDRLS -2.3 FT FILL,"A Open, no restriction",,1 Highway,5 Waterway
District 01,Marshall,36.815501806,-88.296253207,County,KYTC,079C00073N,02,3,2018-02-08,611.0,Good,No,Local,2000s,,7,7,7,153.0,DOGTOWN RD,BEAVER DAM SCOUCH,I-26 FT SIMPLE CREOSOTE TIMBER SPAN C-C BEARING,P Posted for load,20.0,1 Highway,5 Waterway
District 01,Marshall,37.036532451,-88.349505016,City,KYTC,079C00074N,04,3,2021-11-16,2798.0,Fair,No,Local,2000s,,7,6,7,,JOHNSON-RILEY RD.,CYPRESS CREEK,3 -- 40 FT. --  SIMPLE CREOSOTE TREATED TIMBER SPANS.,P Posted for load,18.0,1 Highway,5 Waterway
District 01,Marshall,36.816151,-88.298119,County,KYTC,079C00076N,02,3,2018-02-08,736.0,Good,No,Local,2000s,,7,7,7,153.0,DOGTOWN RD,BEAVER DAM SLOUGH,1 -- 30 FT.  SIMPLE CREOSOTE TREATED  TIMBER SPAN.,P Posted for load,25.0,1 Highway,5 Waterway
District 01,Marshall,36.811577128,-88.288675248,County,KYTC,079C00068N,02,3,2024-02-13,1823.0,Fair,No,Local,1990s,,6,7,6,153.0,DOGTOWN RD,EAST FORK CLARKS RIVER,1- 99 FT PRESTRESSED CONC  BOX BEAM SPAN,P Posted for load,18.0,1 Highway,5 Waterway
District 01,Trigg,36.818055556,-87.815,KYTC,CONTRACTOR,111B00071N,01,3,2019-12-02,5026.0,Fair,No,State,2010s,State Secondary,8,6,8,2194.0,KY-139,Burge Creek,196' 4 Span - Continuous Steel Plate Girder,"A Open, no restriction",,1 Highway,5 Waterway
District 01,Graves,36.599397,-88.787317,KYTC,CONTRACTOR,042B00299N,01,3,2020-10-29,874.8,Fair,No,State,2010s,State Secondary,N,N,N,1380.0,US-45,Unknown Stream,"ALBC 24'3"" Span x 7'4"" Rise","A Open, no restriction",,1 Highway,5 Waterway
District 01,Graves,36.699722222,-88.533888889,KYTC,KYTC,042B00301N,01,3,2021-01-05,0.0,Good,No,State,2020s,Supplemental Road,N,N,N,456.0,KY 1124,Vulton Creek,,"A Open, no restriction",,1 Highway,5 Waterway
District 01,Crittenden,37.304633,-88.07936,KYTC,KYTC,028B00065N,01,3,2019-02-13,1160.0,Good,No,State,2010s,State Primary (Other),N,N,N,4696.0,US 641,Unnamed Creek,20'x9'x140' RC Box Culvert,"A Open, no restriction",,1 Highway,5 Waterway
District 01,Calloway,36.570982,-88.485256,County,KYTC,018C00159N,02,3,2019-08-08,696.0,Fair,No,Local,1980s,,5,5,6,,SWAN RD CR1340,E. FK. TERRAPIN CREEK,1 - 30' STEEL GRID DECK,P Posted for load,30.0,1 Highway,5 Waterway
District 01,Hickman,36.66938,-88.834966,KYTC,CONTRACTOR,053B00112N,01,3,2020-11-09,450.0,Fair,No,State,1960s,Rural Secondary,N,N,N,125.0,KY 3061,_,,"A Open, no restriction",,1 Highway,5 Waterway
District 01,McCracken,36.975965,-88.599895,KYTC,KYTC,073B00178N,01,3,2023-09-20,2112.0,Good,No,State,2010s,State Secondary,8,8,8,1471.0,KY 1954,Bottom Ditch,"63' PPC Box Beam, SB27, Simple Span","A Open, no restriction",,1 Highway,5 Waterway
District 01,Fulton,36.595628185,-89.033831572,KYTC,KYTC,038B00011N,01,3,2022-06-07,9207.0,Fair,No,State,Over 75,State Secondary,6,6,6,923.0,KY-239,LITTLE BAYOU DE CHIEN,10-30 FT CONCRETE DECK GIRDER SPANS,P Posted for load,,1 Highway,5 Waterway
District 01,Graves,36.815230599,-88.486528098,KYTC,KYTC,042B00168R,01,3,2020-09-16,5530.0,Fair,Yes,State,1960s,State Primary (Interst.),8,7,6,4135.0,JC-9003,KY 564,TWIN BRIDGES (40.63FT-46.25FT-40.63FT CONT PRESTRESSED,"A Open, no restriction",,1 Highway,1 Highway
District 01,Trigg,36.852722,-87.817084,KYTC,KYTC,111B00070N,01,3,2023-01-11,26498.0,Good,Yes,State,2010s,State Primary (Other),8,7,7,6920.0,US 68,Little river,"5 Span-143'9""x143'9""x143'9""x143'9""x65'8""","A Open, no restriction",,1 Highway,5 Waterway
District 01,Fulton,36.528611111,-88.925833333,KYTC,CONTRACTOR,038B00090N,01,3,2024-10-15,1248.0,Good,No,State,2010s,Supplemental Road,8,8,8,110.0,KY-1909,Little Bayou De Chien Cr,1 (52') PPC BOX BEAM SPAN,"A Open, no restriction",,1 Highway,5 Waterway
District 01,Graves,36.580277778,-88.505,County,KYTC,042C00334N,02,3,2018-03-07,1502.2,Good,No,Local,2010s,,7,8,7,66.0,BEECH GROVE RD.,BR. OF TERRAPIN CREEK,1-74' PRECAST PRESTRESSED CONC. BOX BEAM SPAN,"A Open, no restriction",,1 Highway,5 Waterway
