TRAK_ORG_PROGRAM,DISTRICT,COUNTY,ITEM_NUMBER,RT_NUMBER,ROAD_NAME,PHASE_CODE,PROGRAM_CODE,APPROPRIATION_CODE,FUND_NBR,CONTRACT_ID,EMARS_PROGRAM_CODE,LENGTH,PROJECT_TYPE,MOD_LEVEL,CURRENT_MOD_LEVEL,AUTH_NBR,APPROVED_DATE,SCOPE_LINES,REMARK_LINE,STATE_FISCAL_YEAR,FISCAL_YEAR,AUTHORIZED
Highway Improvement,District 12,Floyd,,KY 979,KY 979,C,FD52,Z240,1200,,1146601C,,RESTORATION & REHAB,0,1,11466,2019-12-05,RESTORE STORM DAMAGED ROADWAY ON KY 979 AT MP 1.829 AND MP 13.320.,FEBRUARY 2019 STORM EVENT.  JL,2020,2020,37484.0
Pavement Asset Management,District 12,Floyd,,KY 1428,ALLEN - PRESTONBURG,C,FD05,,1100,212250,1349001C,3.7430,BIT SURF & RESTORE,0,0,13490,2021-07-13,(KY 1428) (MP 6.216) BEGINNING AT US 23 EXTENDING NORTH TO KY 302. (MP 12.473),THIS AUTHORIZATION PROVIDES CONSTRUCTION FUNDS TO COVER THE LOW BID PLUS 10% FOR ENGINEERING. ,2021,2022,1430735.0
Pavement Asset Management,District 12,Floyd,,KY 122,MINNIE - MCDOWELL,C,FD05,,1100,212236,1348801C,1.6280,BIT SURF & RESTORE,0,0,13488,2021-07-13,(KY 122) (MP 17.050) BEGINNING 0.165 MILES EAST OF KY 680/3680 EXTENDING EAST TO 0.017 MILES WEST OF KY 680. (MP 18.678),THIS AUTHORIZATION PROVIDES CONSTRUCTION FUNDS TO COVER THE LOW BID PLUS 10% FOR ENGINEERING.,2021,2022,286405.0
Highway Improvement,District 12,Floyd,,KY 979,KY 979,C,FD52,,1100,,1146601C,,RESTORATION & REHAB,0,1,11466,2019-12-05,RESTORE STORM DAMAGED ROADWAY ON KY 979 AT MP 1.829 AND MP 13.320.,FEBRUARY 2019 STORM EVENT.  JL,2020,2020,9371.0
Pavement Asset Management,District 12,Floyd,,KY 979,KY 979,C,FD52,ER80,1100,202270,1146601C,,RESTORATION & REHAB,1,1,11466,2021-01-07,RESTORE STORM DAMAGED ROADWAY ON KY 979 AT MP 1.829 AND MP 13.320.,THIS MODIFICATION PROVIDES ADDITIONAL CONSTRUCTION FUNDS TO COVER THE LOW BID PLUS ENGINEERING.,2021,2021,7693.6
Pavement Asset Management,District 12,Floyd,,KY 302,KY 302,C,FD52,,1100,202255,1169801C,,RESTORATION & REHAB,1,2,11698,2021-01-07,RESTORE STORM DAMAGED ROADWAY ON KY 302 AT MP 9.017 AND 9.339.,THIS MODIFICATION PROVIDES ADDITIONAL CONSTRUCTION FUNDS TO COVER THE LOW BID PLUS ENGINEERING. ,2020,2021,0.0
Pavement Asset Management,District 12,Floyd,,KY 302,KY 302,C,FD52,ER80,1200,202255,1169801C,,RESTORATION & REHAB,1,2,11698,2021-01-07,RESTORE STORM DAMAGED ROADWAY ON KY 302 AT MP 9.017 AND 9.339.,THIS MODIFICATION PROVIDES ADDITIONAL CONSTRUCTION FUNDS TO COVER THE LOW BID PLUS ENGINEERING. ,2021,2021,17375.2
Pavement Asset Management,District 12,Floyd,,KY 302,KY 302,C,FD52,Z240,1200,202255,1169801C,,RESTORATION & REHAB,1,2,11698,2021-01-07,RESTORE STORM DAMAGED ROADWAY ON KY 302 AT MP 9.017 AND 9.339.,THIS MODIFICATION PROVIDES ADDITIONAL CONSTRUCTION FUNDS TO COVER THE LOW BID PLUS ENGINEERING. ,2020,2021,0.0
Pavement Asset Management,District 12,Floyd,,KY 302,KY 302,C,FD52,ER80,1100,202255,1169801C,,RESTORATION & REHAB,2,2,11698,2023-06-16,RESTORE STORM DAMAGED ROADWAY ON KY 302 AT MP 9.017 AND 9.339.,THIS MODIFICATION PROVIDES ADDITIONAL FD52 ER FUNDS WITH STATE MATCHING FUNDS TO COVER CHANGE ORDER NO. 1.,2021,2023,0.0
Pavement Asset Management,District 12,Floyd,,KY 302,KY 302,C,FD52,ER80,1200,202255,1169801C,,RESTORATION & REHAB,2,2,11698,2023-06-16,RESTORE STORM DAMAGED ROADWAY ON KY 302 AT MP 9.017 AND 9.339.,THIS MODIFICATION PROVIDES ADDITIONAL FD52 ER FUNDS WITH STATE MATCHING FUNDS TO COVER CHANGE ORDER NO. 1.,2021,2023,0.0
Pavement Asset Management,District 12,Floyd,,KY 302,KY 302,C,FD52,Z240,1200,202255,1169801C,,RESTORATION & REHAB,2,2,11698,2023-06-16,RESTORE STORM DAMAGED ROADWAY ON KY 302 AT MP 9.017 AND 9.339.,THIS MODIFICATION PROVIDES ADDITIONAL FD52 ER FUNDS WITH STATE MATCHING FUNDS TO COVER CHANGE ORDER NO. 1.,2020,2023,0.0
Pavement Asset Management,District 12,Floyd,,KY 302,KY 302,C,FD52,,1100,202255,1169801C,,RESTORATION & REHAB,2,2,11698,2023-06-16,RESTORE STORM DAMAGED ROADWAY ON KY 302 AT MP 9.017 AND 9.339.,THIS MODIFICATION PROVIDES ADDITIONAL FD52 ER FUNDS WITH STATE MATCHING FUNDS TO COVER CHANGE ORDER NO. 1.,2020,2023,0.0
Pavement Asset Management,District 12,Floyd,,KY 302,KY 302,C,FD52,ER01,1100,202255,1169801C,,RESTORATION & REHAB,2,2,11698,2023-06-16,RESTORE STORM DAMAGED ROADWAY ON KY 302 AT MP 9.017 AND 9.339.,THIS MODIFICATION PROVIDES ADDITIONAL FD52 ER FUNDS WITH STATE MATCHING FUNDS TO COVER CHANGE ORDER NO. 1.,2023,2023,3000.0
Pavement Asset Management,District 12,Floyd,,KY 302,KY 302,C,FD52,ER01,1200,202255,1169801C,,RESTORATION & REHAB,2,2,11698,2023-06-16,RESTORE STORM DAMAGED ROADWAY ON KY 302 AT MP 9.017 AND 9.339.,THIS MODIFICATION PROVIDES ADDITIONAL FD52 ER FUNDS WITH STATE MATCHING FUNDS TO COVER CHANGE ORDER NO. 1.,2023,2023,12000.0
Pavement Asset Management,District 12,Floyd,,KY 979,KY 979,C,FD52,ER80,1200,202270,1146601C,,RESTORATION & REHAB,1,1,11466,2021-01-07,RESTORE STORM DAMAGED ROADWAY ON KY 979 AT MP 1.829 AND MP 13.320.,THIS MODIFICATION PROVIDES ADDITIONAL CONSTRUCTION FUNDS TO COVER THE LOW BID PLUS ENGINEERING.,2021,2021,30774.4
Highway Improvement,District 12,Floyd,,KY 550,KY 550,C,FD52,,1100,,1169901C,,RESTORATION & REHAB,0,1,11699,2020-01-30,"RESTORE STORM DAMAGED ROADWAY ON KY 550 AT MP 1.147, 1.162, 1.212, 1.323, 1.929 AND 3.287.",FEBRUARY 2019 STORM EVENT.  JL,2020,2020,41284.0
Highway Improvement,District 12,Floyd,,KY 550,KY 550,C,FD52,Z240,1200,,1169901C,,RESTORATION & REHAB,0,1,11699,2020-01-30,"RESTORE STORM DAMAGED ROADWAY ON KY 550 AT MP 1.147, 1.162, 1.212, 1.323, 1.929 AND 3.287.",FEBRUARY 2019 STORM EVENT.  JL,2020,2020,165136.0
Pavement Asset Management,District 12,Floyd,,KY 550,KY 550,C,FD52,,1100,202270,1169901C,,RESTORATION & REHAB,1,1,11699,2021-01-07,"RESTORE STORM DAMAGED ROADWAY ON KY 550 AT MP 1.147, 1.162, 1.212, 1.323, 1.929 AND 3.287.",THIS MODIFICATION PROVIDES ADDITIONAL CONSTRUCTION FUNDS TO COVER THE LOW BID PLUS ENGINEERING.,2020,2021,0.0
Pavement Asset Management,District 12,Floyd,,KY 550,KY 550,C,FD52,ER80,1200,202270,1169901C,,RESTORATION & REHAB,1,1,11699,2021-01-07,"RESTORE STORM DAMAGED ROADWAY ON KY 550 AT MP 1.147, 1.162, 1.212, 1.323, 1.929 AND 3.287.",THIS MODIFICATION PROVIDES ADDITIONAL CONSTRUCTION FUNDS TO COVER THE LOW BID PLUS ENGINEERING.,2021,2021,18682.4
Pavement Asset Management,District 12,Floyd,,KY 550,KY 550,C,FD52,Z240,1200,202270,1169901C,,RESTORATION & REHAB,1,1,11699,2021-01-07,"RESTORE STORM DAMAGED ROADWAY ON KY 550 AT MP 1.147, 1.162, 1.212, 1.323, 1.929 AND 3.287.",THIS MODIFICATION PROVIDES ADDITIONAL CONSTRUCTION FUNDS TO COVER THE LOW BID PLUS ENGINEERING.,2020,2021,0.0
Pavement Asset Management,District 12,Floyd,,KY 550,KY 550,C,FD52,ER80,1100,202270,1169901C,,RESTORATION & REHAB,1,1,11699,2021-01-07,"RESTORE STORM DAMAGED ROADWAY ON KY 550 AT MP 1.147, 1.162, 1.212, 1.323, 1.929 AND 3.287.",THIS MODIFICATION PROVIDES ADDITIONAL CONSTRUCTION FUNDS TO COVER THE LOW BID PLUS ENGINEERING.,2021,2021,4670.6
Highway Improvement,District 12,Floyd,12-00001.02,KY 114,KY-114,D,FD52,Y001,1100,,5735701U,14.5000,MAJOR WIDENING,10,10,57357,2024-04-05,PRELIMINARY ENGINEERING AND ENVIRONMENTAL - MOUNTAIN PARKWAY EXTENSION: SALYERSVILLE TO PRESTONBURG; US-460 TO KY 404. (14CCN),"OBLIGATE ADDITIONAL $4,400,000 FEDERAL NH FUNDS FOR DESIGN, $2,000,000 FEDERAL NH FUNDS FOR ROW, AND $800,000 FEDERAL NH FUNDS FOR UTILITY PHASE (STATE MATCH FOR ALL PHASES).  THE UTILITY FUNDS ARE FOR EARLY UTILITY ACCOMMODATION. THIS IS A PROGRESSIVE DESIGN BUILD PROJECT.  FUNDING FOR THE R/W PHASE OF THIS PROJECT IS PART OF THE “ADVANCE ACQUISITION OF R/W” PROGRAM TEMPORARILY USING STATE FUNDS, AND THE R/W PHASE WILL BE PROGRAMMED FOR REIMBURSEMENT OF FEDERAL FUNDING UPON COMPLETION OF THE PROJECT ENVIRONMENTAL DOCUMENT.",2024,2024,1100000.0
Highway Improvement,District 12,Floyd,12-00001.02,KY 114,KY-114,U,FD52,Y001,1100,,5735701U,14.5000,MAJOR WIDENING,10,10,57357,2024-04-05,PRELIMINARY ENGINEERING AND ENVIRONMENTAL - MOUNTAIN PARKWAY EXTENSION: SALYERSVILLE TO PRESTONBURG; US-460 TO KY 404. (14CCN),"OBLIGATE ADDITIONAL $4,400,000 FEDERAL NH FUNDS FOR DESIGN, $2,000,000 FEDERAL NH FUNDS FOR ROW, AND $800,000 FEDERAL NH FUNDS FOR UTILITY PHASE (STATE MATCH FOR ALL PHASES).  THE UTILITY FUNDS ARE FOR EARLY UTILITY ACCOMMODATION. THIS IS A PROGRESSIVE DESIGN BUILD PROJECT.  FUNDING FOR THE R/W PHASE OF THIS PROJECT IS PART OF THE “ADVANCE ACQUISITION OF R/W” PROGRAM TEMPORARILY USING STATE FUNDS, AND THE R/W PHASE WILL BE PROGRAMMED FOR REIMBURSEMENT OF FEDERAL FUNDING UPON COMPLETION OF THE PROJECT ENVIRONMENTAL DOCUMENT.",2024,2024,200000.0
Highway Improvement,District 12,Floyd,12-00001.02,KY 114,KY-114,D,FD52,Y001,1200,,5735701U,14.5000,MAJOR WIDENING,10,10,57357,2024-04-05,PRELIMINARY ENGINEERING AND ENVIRONMENTAL - MOUNTAIN PARKWAY EXTENSION: SALYERSVILLE TO PRESTONBURG; US-460 TO KY 404. (14CCN),"OBLIGATE ADDITIONAL $4,400,000 FEDERAL NH FUNDS FOR DESIGN, $2,000,000 FEDERAL NH FUNDS FOR ROW, AND $800,000 FEDERAL NH FUNDS FOR UTILITY PHASE (STATE MATCH FOR ALL PHASES).  THE UTILITY FUNDS ARE FOR EARLY UTILITY ACCOMMODATION. THIS IS A PROGRESSIVE DESIGN BUILD PROJECT.  FUNDING FOR THE R/W PHASE OF THIS PROJECT IS PART OF THE “ADVANCE ACQUISITION OF R/W” PROGRAM TEMPORARILY USING STATE FUNDS, AND THE R/W PHASE WILL BE PROGRAMMED FOR REIMBURSEMENT OF FEDERAL FUNDING UPON COMPLETION OF THE PROJECT ENVIRONMENTAL DOCUMENT.",2023,2024,0.0
Highway Improvement,District 12,Floyd,12-00001.02,KY 114,KY-114,D,FD04,,1100,,5735701U,14.5000,MAJOR WIDENING,10,10,57357,2024-04-05,PRELIMINARY ENGINEERING AND ENVIRONMENTAL - MOUNTAIN PARKWAY EXTENSION: SALYERSVILLE TO PRESTONBURG; US-460 TO KY 404. (14CCN),"OBLIGATE ADDITIONAL $4,400,000 FEDERAL NH FUNDS FOR DESIGN, $2,000,000 FEDERAL NH FUNDS FOR ROW, AND $800,000 FEDERAL NH FUNDS FOR UTILITY PHASE (STATE MATCH FOR ALL PHASES).  THE UTILITY FUNDS ARE FOR EARLY UTILITY ACCOMMODATION. THIS IS A PROGRESSIVE DESIGN BUILD PROJECT.  FUNDING FOR THE R/W PHASE OF THIS PROJECT IS PART OF THE “ADVANCE ACQUISITION OF R/W” PROGRAM TEMPORARILY USING STATE FUNDS, AND THE R/W PHASE WILL BE PROGRAMMED FOR REIMBURSEMENT OF FEDERAL FUNDING UPON COMPLETION OF THE PROJECT ENVIRONMENTAL DOCUMENT.",2022,2024,0.0
Highway Improvement,District 12,Floyd,12-00001.02,KY 114,KY-114,R,FD52,,1100,,5735701U,14.5000,MAJOR WIDENING,10,10,57357,2024-04-05,PRELIMINARY ENGINEERING AND ENVIRONMENTAL - MOUNTAIN PARKWAY EXTENSION: SALYERSVILLE TO PRESTONBURG; US-460 TO KY 404. (14CCN),"OBLIGATE ADDITIONAL $4,400,000 FEDERAL NH FUNDS FOR DESIGN, $2,000,000 FEDERAL NH FUNDS FOR ROW, AND $800,000 FEDERAL NH FUNDS FOR UTILITY PHASE (STATE MATCH FOR ALL PHASES).  THE UTILITY FUNDS ARE FOR EARLY UTILITY ACCOMMODATION. THIS IS A PROGRESSIVE DESIGN BUILD PROJECT.  FUNDING FOR THE R/W PHASE OF THIS PROJECT IS PART OF THE “ADVANCE ACQUISITION OF R/W” PROGRAM TEMPORARILY USING STATE FUNDS, AND THE R/W PHASE WILL BE PROGRAMMED FOR REIMBURSEMENT OF FEDERAL FUNDING UPON COMPLETION OF THE PROJECT ENVIRONMENTAL DOCUMENT.",2024,2024,0.0
Highway Improvement,District 12,Floyd,12-00001.02,KY 114,KY-114,D,FD52,,1100,,5735701U,14.5000,MAJOR WIDENING,10,10,57357,2024-04-05,PRELIMINARY ENGINEERING AND ENVIRONMENTAL - MOUNTAIN PARKWAY EXTENSION: SALYERSVILLE TO PRESTONBURG; US-460 TO KY 404. (14CCN),"OBLIGATE ADDITIONAL $4,400,000 FEDERAL NH FUNDS FOR DESIGN, $2,000,000 FEDERAL NH FUNDS FOR ROW, AND $800,000 FEDERAL NH FUNDS FOR UTILITY PHASE (STATE MATCH FOR ALL PHASES).  THE UTILITY FUNDS ARE FOR EARLY UTILITY ACCOMMODATION. THIS IS A PROGRESSIVE DESIGN BUILD PROJECT.  FUNDING FOR THE R/W PHASE OF THIS PROJECT IS PART OF THE “ADVANCE ACQUISITION OF R/W” PROGRAM TEMPORARILY USING STATE FUNDS, AND THE R/W PHASE WILL BE PROGRAMMED FOR REIMBURSEMENT OF FEDERAL FUNDING UPON COMPLETION OF THE PROJECT ENVIRONMENTAL DOCUMENT.",2023,2024,0.0
Highway Improvement,District 12,Floyd,12-00001.02,KY 114,KY-114,D,FD52,Y001,1200,,5735701U,14.5000,MAJOR WIDENING,10,10,57357,2024-04-05,PRELIMINARY ENGINEERING AND ENVIRONMENTAL - MOUNTAIN PARKWAY EXTENSION: SALYERSVILLE TO PRESTONBURG; US-460 TO KY 404. (14CCN),"OBLIGATE ADDITIONAL $4,400,000 FEDERAL NH FUNDS FOR DESIGN, $2,000,000 FEDERAL NH FUNDS FOR ROW, AND $800,000 FEDERAL NH FUNDS FOR UTILITY PHASE (STATE MATCH FOR ALL PHASES).  THE UTILITY FUNDS ARE FOR EARLY UTILITY ACCOMMODATION. THIS IS A PROGRESSIVE DESIGN BUILD PROJECT.  FUNDING FOR THE R/W PHASE OF THIS PROJECT IS PART OF THE “ADVANCE ACQUISITION OF R/W” PROGRAM TEMPORARILY USING STATE FUNDS, AND THE R/W PHASE WILL BE PROGRAMMED FOR REIMBURSEMENT OF FEDERAL FUNDING UPON COMPLETION OF THE PROJECT ENVIRONMENTAL DOCUMENT.",2024,2024,4400000.0
Highway Improvement,District 12,Floyd,12-00001.02,KY 114,KY-114,R,FD52,Y001,1200,,5735701U,14.5000,MAJOR WIDENING,10,10,57357,2024-04-05,PRELIMINARY ENGINEERING AND ENVIRONMENTAL - MOUNTAIN PARKWAY EXTENSION: SALYERSVILLE TO PRESTONBURG; US-460 TO KY 404. (14CCN),"OBLIGATE ADDITIONAL $4,400,000 FEDERAL NH FUNDS FOR DESIGN, $2,000,000 FEDERAL NH FUNDS FOR ROW, AND $800,000 FEDERAL NH FUNDS FOR UTILITY PHASE (STATE MATCH FOR ALL PHASES).  THE UTILITY FUNDS ARE FOR EARLY UTILITY ACCOMMODATION. THIS IS A PROGRESSIVE DESIGN BUILD PROJECT.  FUNDING FOR THE R/W PHASE OF THIS PROJECT IS PART OF THE “ADVANCE ACQUISITION OF R/W” PROGRAM TEMPORARILY USING STATE FUNDS, AND THE R/W PHASE WILL BE PROGRAMMED FOR REIMBURSEMENT OF FEDERAL FUNDING UPON COMPLETION OF THE PROJECT ENVIRONMENTAL DOCUMENT.",2024,2024,2000000.0
Highway Improvement,District 12,Floyd,12-00001.02,KY 114,KY-114,D,FD04,,1100,,5735701U,14.5000,MAJOR WIDENING,10,10,57357,2024-04-05,PRELIMINARY ENGINEERING AND ENVIRONMENTAL - MOUNTAIN PARKWAY EXTENSION: SALYERSVILLE TO PRESTONBURG; US-460 TO KY 404. (14CCN),"OBLIGATE ADDITIONAL $4,400,000 FEDERAL NH FUNDS FOR DESIGN, $2,000,000 FEDERAL NH FUNDS FOR ROW, AND $800,000 FEDERAL NH FUNDS FOR UTILITY PHASE (STATE MATCH FOR ALL PHASES).  THE UTILITY FUNDS ARE FOR EARLY UTILITY ACCOMMODATION. THIS IS A PROGRESSIVE DESIGN BUILD PROJECT.  FUNDING FOR THE R/W PHASE OF THIS PROJECT IS PART OF THE “ADVANCE ACQUISITION OF R/W” PROGRAM TEMPORARILY USING STATE FUNDS, AND THE R/W PHASE WILL BE PROGRAMMED FOR REIMBURSEMENT OF FEDERAL FUNDING UPON COMPLETION OF THE PROJECT ENVIRONMENTAL DOCUMENT.",2023,2024,0.0
Highway Improvement,District 12,Floyd,12-00001.02,KY 114,KY-114,D,FD52,,1100,,5735701U,14.5000,MAJOR WIDENING,10,10,57357,2024-04-05,PRELIMINARY ENGINEERING AND ENVIRONMENTAL - MOUNTAIN PARKWAY EXTENSION: SALYERSVILLE TO PRESTONBURG; US-460 TO KY 404. (14CCN),"OBLIGATE ADDITIONAL $4,400,000 FEDERAL NH FUNDS FOR DESIGN, $2,000,000 FEDERAL NH FUNDS FOR ROW, AND $800,000 FEDERAL NH FUNDS FOR UTILITY PHASE (STATE MATCH FOR ALL PHASES).  THE UTILITY FUNDS ARE FOR EARLY UTILITY ACCOMMODATION. THIS IS A PROGRESSIVE DESIGN BUILD PROJECT.  FUNDING FOR THE R/W PHASE OF THIS PROJECT IS PART OF THE “ADVANCE ACQUISITION OF R/W” PROGRAM TEMPORARILY USING STATE FUNDS, AND THE R/W PHASE WILL BE PROGRAMMED FOR REIMBURSEMENT OF FEDERAL FUNDING UPON COMPLETION OF THE PROJECT ENVIRONMENTAL DOCUMENT.",2024,2024,0.0
Highway Improvement,District 12,Floyd,12-00001.02,KY 114,KY-114,R,FD52,Y001,1100,,5735701U,14.5000,MAJOR WIDENING,10,10,57357,2024-04-05,PRELIMINARY ENGINEERING AND ENVIRONMENTAL - MOUNTAIN PARKWAY EXTENSION: SALYERSVILLE TO PRESTONBURG; US-460 TO KY 404. (14CCN),"OBLIGATE ADDITIONAL $4,400,000 FEDERAL NH FUNDS FOR DESIGN, $2,000,000 FEDERAL NH FUNDS FOR ROW, AND $800,000 FEDERAL NH FUNDS FOR UTILITY PHASE (STATE MATCH FOR ALL PHASES).  THE UTILITY FUNDS ARE FOR EARLY UTILITY ACCOMMODATION. THIS IS A PROGRESSIVE DESIGN BUILD PROJECT.  FUNDING FOR THE R/W PHASE OF THIS PROJECT IS PART OF THE “ADVANCE ACQUISITION OF R/W” PROGRAM TEMPORARILY USING STATE FUNDS, AND THE R/W PHASE WILL BE PROGRAMMED FOR REIMBURSEMENT OF FEDERAL FUNDING UPON COMPLETION OF THE PROJECT ENVIRONMENTAL DOCUMENT.",2024,2024,500000.0
Highway Improvement,District 12,Floyd,12-00001.02,KY 114,KY-114,U,FD52,Y001,1200,,5735701U,14.5000,MAJOR WIDENING,10,10,57357,2024-04-05,PRELIMINARY ENGINEERING AND ENVIRONMENTAL - MOUNTAIN PARKWAY EXTENSION: SALYERSVILLE TO PRESTONBURG; US-460 TO KY 404. (14CCN),"OBLIGATE ADDITIONAL $4,400,000 FEDERAL NH FUNDS FOR DESIGN, $2,000,000 FEDERAL NH FUNDS FOR ROW, AND $800,000 FEDERAL NH FUNDS FOR UTILITY PHASE (STATE MATCH FOR ALL PHASES).  THE UTILITY FUNDS ARE FOR EARLY UTILITY ACCOMMODATION. THIS IS A PROGRESSIVE DESIGN BUILD PROJECT.  FUNDING FOR THE R/W PHASE OF THIS PROJECT IS PART OF THE “ADVANCE ACQUISITION OF R/W” PROGRAM TEMPORARILY USING STATE FUNDS, AND THE R/W PHASE WILL BE PROGRAMMED FOR REIMBURSEMENT OF FEDERAL FUNDING UPON COMPLETION OF THE PROJECT ENVIRONMENTAL DOCUMENT.",2024,2024,800000.0
