TRAK_ORG_PROGRAM,DISTRICT,COUNTY,ITEM_NUMBER,RT_NUMBER,ROAD_NAME,PHASE_CODE,PROGRAM_CODE,APPROPRIATION_CODE,FUND_NBR,CONTRACT_ID,EMARS_PROGRAM_CODE,LENGTH,PROJECT_TYPE,MOD_LEVEL,CURRENT_MOD_LEVEL,AUTH_NBR,APPROVED_DATE,SCOPE_LINES,REMARK_LINE,STATE_FISCAL_YEAR,FISCAL_YEAR,AUTHORIZED
Highway Improvement,Various,Various,, ,,C,FD51,,1100,,1531801C,,RESTORATION & REHAB,2,2,15318,2023-09-21,,,2024,2024,-17064.0
Highway Improvement,Various,Various,, ,,N,FD52,YS30,1100,,2006901N,,SAFETY PROMO/EDU,0,0,20069,2025-08-13,,,2026,2026,5500.0
Highway Improvement,Various,Various,, ,,N,FD52,YS30,1200,,2006901N,,SAFETY PROMO/EDU,0,0,20069,2025-08-13,,,2026,2026,49500.0
Highway Improvement,Various,Various,, ,LOW CARBON TRANSPORTATION MATE,N,FD52,Y252,1200,,1892201N,,,0,0,18922,2025-02-17,LOW CARBON TRANSPORTATION MATERIALS PROGRAM,"THIS AUTHORIZATION PROVIDES $28,740,372 FEDERAL FUNDS FOR THE LOW CARBON TRANSPORTATION MATERIALS PROGRAM.",2025,2025,28740372.0
Highway Improvement,Various,Various,, ,KSP SUPPORT FOR COLLISION RECO,N,FD52,YS30,1100,,1781001N,,SAFETY PROMO/EDU,0,0,17810,2024-05-06,FEDERAL SAFETY FUNDING TO SUPPORT THE KY STATE POLICE CRASH DATA COLLECTION FOR COLLISION RECONSTRUCTION AND QUICK CLEARANCE PROGRAM,"THIS AUTHORIZATION PROVIDES $585,000 OF FEDERAL HSIP AND $65,000 OF STATE MATCHING FUNDS TO PURCHASE CRASH DATA COLLECTION EQUIPMENT AND SOFTWARE TO SUPPORT THE KY STATE POLICE CRASH DATA COLLECTION FOR COLLISION RECONSTRUCTION AND QUICK CLEARANCE PROGRAM. RBR",2024,2024,65000.0
Highway Improvement,Various,Various,, ,KSP SUPPORT FOR COLLISION RECO,N,FD52,YS30,1200,,1781001N,,SAFETY PROMO/EDU,0,0,17810,2024-05-06,FEDERAL SAFETY FUNDING TO SUPPORT THE KY STATE POLICE CRASH DATA COLLECTION FOR COLLISION RECONSTRUCTION AND QUICK CLEARANCE PROGRAM,"THIS AUTHORIZATION PROVIDES $585,000 OF FEDERAL HSIP AND $65,000 OF STATE MATCHING FUNDS TO PURCHASE CRASH DATA COLLECTION EQUIPMENT AND SOFTWARE TO SUPPORT THE KY STATE POLICE CRASH DATA COLLECTION FOR COLLISION RECONSTRUCTION AND QUICK CLEARANCE PROGRAM. RBR",2024,2024,585000.0
Highway Improvement,Various,Various,, ,LOUISVILLE METRO BIKE/PED PROG,N,FD52,L230,1200,,1769101N,,SAFETY PROMO/EDU,0,0,17691,2024-02-08,"LOUISVILLE/JEFFERSON COUNTY METRO GOVERNMENT'S FY 24 BICYCLE AND PEDESTRIAN EDUCATION, ENCOURAGEMENT, ENFORCEMENT AND EVALUATION PROGRAM.","THIS AUTHORIZATION PROVIDES FEDERAL FUNDS ONLY ($120,000), LOUISVILLE METRO WILL PROVIDE MATCHING FUNDS ($30,000) BY IN-KIND MATCH OF CONTRIBUTED SERVICES.",2024,2024,120000.0
Safety,Various,Various,05-00945.00, ,D-5 WRONG WAY SIGNS &amp; MARK,C,FD52,YS30,1200,234017,1762101C,,SAFETY PROMO/EDU,0,0,17621,2023-12-11,Installation of Wrong Way Driving Signs and Pavement Markings on Various Off Ramps in District 5. (2022BOP),THIS AUTHORIZATION PROVIDES FD52 HSIP FUNDS FOR CONSTRUCTION TO COVER THE LOW BID PLUS 10% ENGINEERING.,2024,2024,4116344.0
Safety,Various,Various,10-00940.00, ,D10 WRONG WAY DRIVING SIGNING ,C,FD52,YS30,1200,234010,1741201C,,SAFETY PROMO/EDU,0,0,17412,2023-10-24,Installation of Wrong Way Driving Signs and Pavement Markings on Various Off Ramps in District 10. (2022BOP),THIS AUTHORIZATION PROVIDES FD52 HSIP FUNDS TO COVER THE LOW BID PLUS ENGINEERING.,2024,2024,981898.0
Highway Improvement,Various,Various,, ,"ADD REGIONAL
TRANSPORTATION
PR",P,FH06,,1100,,1941002P,,,0,0,19410,2025-06-09,ADD REGIONAL TRANSPORTATION PROGRAM,OBLIGATE FUNDS FOR 2026 ADD PLANNING WORK PROGRAM,2026,2025,840196.0
Highway Improvement,Various,Various,, ,"ADD REGIONAL
TRANSPORTATION
PR",P,EA51,,1000,,1941002P,,,0,0,19410,2025-06-09,ADD REGIONAL TRANSPORTATION PROGRAM,OBLIGATE FUNDS FOR 2026 ADD PLANNING WORK PROGRAM,2026,2025,400000.0
Highway Improvement,Various,Various,, ,STATEWIDE VRU SAFETY ASSESSMEN,N,FD52,Y230,1100,,1659201N,,SAFETY PROMO/EDU,0,0,16592,2023-06-05,STATEWIDE VULNERABLE ROAD USERS SAFETY ASSESSMENT,THIS AUTHORIZATION PROVIDES FD52 HSIP FUNDS WITH STATE MATCHING FUNDS FOR THE STATEWIDE VULNERABLE ROAD USERS SAFETY ASSESSMENT.,2023,2023,8100.0
Highway Improvement,Various,Various,, ,STATEWIDE VRU SAFETY ASSESSMEN,N,FD52,Y230,1200,,1659201N,,SAFETY PROMO/EDU,0,0,16592,2023-06-05,STATEWIDE VULNERABLE ROAD USERS SAFETY ASSESSMENT,THIS AUTHORIZATION PROVIDES FD52 HSIP FUNDS WITH STATE MATCHING FUNDS FOR THE STATEWIDE VULNERABLE ROAD USERS SAFETY ASSESSMENT.,2023,2023,72900.0
Safety,Various,Various,05-00942.00, ,STATEWIDE,C,FD52,YS30,1200,224312,1504401C,,SAFETY PROMO/EDU,0,0,15044,2022-05-18,COMMERCIAL MOTOR VEHICLE (CMV) CRASH INVESTIGATION IN KENTUCKY,"THIS AUTHORIZATION PROVIDES $1,238,230 FD52 HSIP FUNDS TO COVER THE LOW BID PLUS 10% ENGINEERING, 100% FEDERAL. CID 224312",2022,2022,1238230.0
Highway Improvement,Various,Various,, ,MAINTENANCE REENTRY PROGRAM,N,FD04,,1100,,1993201N,,,0,0,19932,2025-08-06,MAINTENANCE REENTRY EMPLOYMENT PROGRAM FOR KYTC DISTRICT 3; DISTRICT 5; DISTRICT 6; AND DISTRICT 7 AS PER 24 RS HB 265 PART 1 SECTION 13.,"AS PER 24 RS HB 265 PART 1 SECTION 13 THIS AUTHORIZATION PROVIDES $2,000,000 OF FD04 STATE FUNDS TO SUPPORT CONTRACTING WITH A 501(C)(3) NONPROFIT ORGANIZATION THAT EMPLOYS INDIVIDUALS ON PROBATION OR PAROLE OR PAROLE SUPERVISION TO PERFORM CREW-BASED MAINTENANCE SERVICES, AND THESE INDIVIDUALS SHALL BE SELECTED WITH INPUT FROM THE DEPARTMENT OF CORRECTIONS AND SHALL PROVIDE ASSISTANCE WITH LITTER ABATEMENT, GRAFFITI REMOVAL, AND VEGETATION CONTROL IN KYT DISTRICTS 3, 5, 6, AND 7. RBR",2026,2026,2000000.0
Highway Improvement,Various,Various,, ,,C,FD51,,1100,,1495001C,,RESTORATION & REHAB,2,2,14950,2023-09-21,,,2022,2024,0.0
Highway Improvement,Various,Various,, ,,C,FD51,,1300,,1495001C,,RESTORATION & REHAB,2,2,14950,2023-09-21,,,2022,2024,0.0
Highway Improvement,Various,Various,, ,,C,FD51,,1100,,1495001C,,RESTORATION & REHAB,2,2,14950,2023-09-21,,,2024,2024,-36273.07
Highway Improvement,Various,Various,, ,,C,FD51,,1300,,1495001C,,RESTORATION & REHAB,2,2,14950,2023-09-21,,,2024,2024,-326457.63
Highway Improvement,Various,Various,, ,ENVIRONMENTAL MITIGATION CREDI,N,FD04,,1100,,1993301N,,,0,0,19933,2025-08-06,PURCHASE ENVIRONMENTAL MITIGATION CREDITS FOR HIGHWAY PLAN PROJECTS LOCATED IN THE BIG SANDY AND LITTLE SANDY WATERSHED AREAS,"THIS AUTHORIZATION PROVIDES $12,453,000 OF FD04 STATE FUNDING TO PURCHASE 13,992 ENVIRONMENTAL MITIGATION CREDITS FOR HIGHWAY PLAN PROJECTS LOCATED IN DISTRICTS 9, 10, 11, AND 12  THAT ARE LOCATED WITHIN THE BIG SANDY AND LITTLE SANDY WATERSHED AREAS. RBR",2026,2026,12453000.0
Highway Improvement,Various,Various,, ,SAFETY SOLUTIONS,D,FD04,,1100,,2002201D,,,0,0,20022,2025-08-07,DESIGN OF SAFETY SOLUTIONS FOR STATEWIDE HIGHWAY SAFETY PROJECTS ,"THIS AUTHORIZATION PROVIDES $1,000,000 OF FD04 STATE FUNDING FOR THE DESIGN OF SAFETY SOLUTIONS FOR STATEWIDE HIGHWAY SAFETY PROJECTS. RBR",2026,2026,1000000.0
Highway Improvement,Various,Various,99-00601.01, ,TRUCK PARKING EXPANSIONS,D,FD52,Y001,1200,,2010001D,,,0,0,20100,2025-08-25,TRUCK PARKING EXPANSIONS AT KENTUCKY REST AREAS AND WEIGH STATIONS.,"THIS AUTHORIZATION PROVIDES $550,000 OF FD52 ($440,000 FEDERAL AND $110,000 STATE MATCH) FROM ZVARIOUS 99-601 FOR PRELIMINARY ENGINEERING AND DESIGN PHASE FOR TRUCK PARKING EXPANSIONS AT KENTUCKY REST AREAS AND WEIGH STATIONS. RBR",2026,2026,440000.0
Highway Improvement,Various,Various,99-00601.01, ,TRUCK PARKING EXPANSIONS,D,FD52,Y001,1100,,2010001D,,,0,0,20100,2025-08-25,TRUCK PARKING EXPANSIONS AT KENTUCKY REST AREAS AND WEIGH STATIONS.,"THIS AUTHORIZATION PROVIDES $550,000 OF FD52 ($440,000 FEDERAL AND $110,000 STATE MATCH) FROM ZVARIOUS 99-601 FOR PRELIMINARY ENGINEERING AND DESIGN PHASE FOR TRUCK PARKING EXPANSIONS AT KENTUCKY REST AREAS AND WEIGH STATIONS. RBR",2026,2026,110000.0
Highway Improvement,Various,Various,, ,STATEWIDE,N,FD52,ZS30,1200,,1182601N,,SAFETY PROMO/EDU,1,1,11826,2025-07-25,HIGHWAY SAFETY IMPROVEMENT PROGRAM – MOBILE LIDAR DATA COLLECTION AND HIGH FRICTION SURFACE EVALUATION,THIS MODIFICATION PROVIDES ADDITIONAL FD52 HSIP FUNDS WITH STATE MATCHING FUNDS FOR CONTINUATION OF MOBILE LIDAR AND HIGH FRICTION SURFACE RESEARCH.,2020,2026,0.0
Highway Improvement,Various,Various,, ,STATEWIDE,N,FD52,YS30,1200,,1182601N,,SAFETY PROMO/EDU,1,1,11826,2025-07-25,HIGHWAY SAFETY IMPROVEMENT PROGRAM – MOBILE LIDAR DATA COLLECTION AND HIGH FRICTION SURFACE EVALUATION,THIS MODIFICATION PROVIDES ADDITIONAL FD52 HSIP FUNDS WITH STATE MATCHING FUNDS FOR CONTINUATION OF MOBILE LIDAR AND HIGH FRICTION SURFACE RESEARCH.,2026,2026,270000.0
Highway Improvement,Various,Various,, ,STATEWIDE,N,FD52,,1100,,1182601N,,SAFETY PROMO/EDU,1,1,11826,2025-07-25,HIGHWAY SAFETY IMPROVEMENT PROGRAM – MOBILE LIDAR DATA COLLECTION AND HIGH FRICTION SURFACE EVALUATION,THIS MODIFICATION PROVIDES ADDITIONAL FD52 HSIP FUNDS WITH STATE MATCHING FUNDS FOR CONTINUATION OF MOBILE LIDAR AND HIGH FRICTION SURFACE RESEARCH.,2020,2026,0.0
Highway Improvement,Various,Various,, ,STATEWIDE,N,FD52,YS30,1100,,1182601N,,SAFETY PROMO/EDU,1,1,11826,2025-07-25,HIGHWAY SAFETY IMPROVEMENT PROGRAM – MOBILE LIDAR DATA COLLECTION AND HIGH FRICTION SURFACE EVALUATION,THIS MODIFICATION PROVIDES ADDITIONAL FD52 HSIP FUNDS WITH STATE MATCHING FUNDS FOR CONTINUATION OF MOBILE LIDAR AND HIGH FRICTION SURFACE RESEARCH.,2026,2026,30000.0
Highway Improvement,Various,Various,, ,STATEWIDE,N,FD52,ZS30,1200,,1182601N,,SAFETY PROMO/EDU,0,1,11826,2020-03-09,HIGHWAY SAFETY IMPROVEMENT PROGRAM – MOBILE LIDAR DATA COLLECTION AND HIGH FRICTION SURFACE EVALUATION,"THIS AUTHORIZATION PROVIDES $495,000 ZS30 FEDERAL FUNDS, AND $55,000 STATE FUND MATCH FOR A HIGHWAY SAFETY IMPROVEMENT RESEARCH PROJECT FOR HIGHWAY SAFETY IMPROVEMENT PROGRAM – MOBILE LIDAR DATA COLLECTION AND HIGH FRICTION SURFACE EVALUATION.",2020,2020,495000.0
Highway Improvement,Various,Various,, ,STATEWIDE,N,FD52,,1100,,1182601N,,SAFETY PROMO/EDU,0,1,11826,2020-03-09,HIGHWAY SAFETY IMPROVEMENT PROGRAM – MOBILE LIDAR DATA COLLECTION AND HIGH FRICTION SURFACE EVALUATION,"THIS AUTHORIZATION PROVIDES $495,000 ZS30 FEDERAL FUNDS, AND $55,000 STATE FUND MATCH FOR A HIGHWAY SAFETY IMPROVEMENT RESEARCH PROJECT FOR HIGHWAY SAFETY IMPROVEMENT PROGRAM – MOBILE LIDAR DATA COLLECTION AND HIGH FRICTION SURFACE EVALUATION.",2020,2020,55000.0
Highway Improvement,Various,Various,, ,STATEWIDE,N,FD52,,1100,,1160501N,,SAFETY PROMO/EDU,0,0,11605,2020-01-13,COMMERCIAL MOTOR VEHICLE (CMV) CRASH INVESTIGATION IN KENTUCKY,"THIS AUTHORIZATION PROVIDES $163,350 LS30 FEDERAL FUNDS, AND $18,150 STATE FUND MATCH FOR  A HIGHWAY SAFETY IMPROVEMENT RESEARCH PROJECT FOR COMMERCIAL MOTOR VEHICLE CRASH INVESTIGATION.",2020,2020,18150.0
Highway Improvement,Various,Various,, ,STATEWIDE,N,FD52,LS30,1200,,1160501N,,SAFETY PROMO/EDU,0,0,11605,2020-01-13,COMMERCIAL MOTOR VEHICLE (CMV) CRASH INVESTIGATION IN KENTUCKY,"THIS AUTHORIZATION PROVIDES $163,350 LS30 FEDERAL FUNDS, AND $18,150 STATE FUND MATCH FOR  A HIGHWAY SAFETY IMPROVEMENT RESEARCH PROJECT FOR COMMERCIAL MOTOR VEHICLE CRASH INVESTIGATION.",2020,2020,163350.0
Highway Improvement,Various,Various,10-05015.00,KY 9000,MOUNTAIN PARKWAY,C,FD52,Z001,1200,201315,1215701C,,MISC CAPITAL CONST,0,1,12157,2020-09-28,,,2021,2021,1033520.0
Highway Improvement,Various,Various,10-05015.00,KY 9000,MOUNTAIN PARKWAY,C,FD52,Z001,1100,201315,1215701C,,MISC CAPITAL CONST,0,1,12157,2020-09-28,,,2021,2021,258380.0
Highway Improvement,Various,Various,99-00223.00, ,STATEWIDE DRAINAGE ,C,FD04,,1100,,1300501C,,MISC CAPITAL CONST,0,1,13005,2021-03-05,Address Statewide Drainage Issues on Various Routes,"THIS AUTHORIZATION PROVIDES $7,710,000 STATE FD04 FUNDS TO ADDRESS STATEWIDE DRAINAGE ISSUES. ",2021,2021,7710000.0
Highway Improvement,Various,Various,, ,STATEWIDE DRAINAGE ,C,FD04,,1100,,1300501C,,MISC CAPITAL CONST,1,1,13005,2021-10-07,Address Statewide Drainage Issues on Various Routes,"THIS AUTHORIZATION OBLIGATES AN ADDITIONAL $580,000 FD04 FUNDS TO ADDRESS STATEWIDE DRAINAGE ISSUES.  JL",2022,2022,580000.0
Highway Improvement,Various,Various,99-00223.00, ,STATEWIDE DRAINAGE ,C,FD04,,1100,,1300501C,,MISC CAPITAL CONST,1,1,13005,2021-10-07,Address Statewide Drainage Issues on Various Routes,"THIS AUTHORIZATION OBLIGATES AN ADDITIONAL $580,000 FD04 FUNDS TO ADDRESS STATEWIDE DRAINAGE ISSUES.  JL",2021,2022,0.0
Bridge Asset Management,Various,Various,02-10081.00, ,,C,FD55,Y113,1200,245369,1889602C,,BRIDGE REPLACEMENT,0,0,18896,2025-01-07,,,2025,2025,2935268.0
Bridge Asset Management,Various,Various,02-10081.00, ,,C,FD55,,1100,245369,1889602C,,BRIDGE REPLACEMENT,0,0,18896,2025-01-07,,,2025,2025,265067.0
Safety,Various,Various,05-09013.00,US 31,"GRINSTEAD DR,DIXIE HWY BERNHEI",D,FD52,ZS30,1200,,9360201D,,ROADWAY SFTY-CAPITAL,2,3,93602,2020-07-23,PRELIMINARY DESIGN AND STUDY TO DETERMINE LOW COST IMPROVEMENTS AT VARIOUS INTERSECTIONS WITHIN DISTRICT 5. (2016BOP),"THIS MODIFICATION PROVIDES AN ADDITIONAL $13,000 FD52 FUNDS TO COVER EXISTING EXPENDITURES FOR DESIGN.",2020,2021,13000.0
Highway Improvement,Various,Various,, ,VARIOUS COUNTIES IN DISTRICT 1,C,FD51,,1300,,1630401C,,RESTORATION & REHAB,0,0,16304,2023-03-06,EMERGENCY PROTECTIVE MEASURES OF VARIOUS COUNTIES IN DISTRICT 11.,#4663 - JULY 2022 FLOOD EVENT - FEMA WILL REIMBURSE THE CABINET 100% FEDERAL FUNDS OF THE PROJECT COST.,2023,2023,92823.0
Highway Improvement,Various,Various,, ,VARIOUS COUNTIES IN DISTRICT 1,C,FD51,,1300,,1630501C,,RESTORATION & REHAB,0,0,16305,2023-03-06,EMERGENCY PROTECTIVE MEASURES OF VARIOUS COUNTIES IN DISTRICT 10.,#4663 - JULY 2022 FLOOD EVENT - FEMA WILL REIMBURSE THE CABINET 100% FEDERAL FUNDS OF THE PROJECT COST.,2023,2023,233644.0
Highway Improvement,Various,Various,, ,VARIOUS COUNTIES IN DISTRICT 1,C,FD51,,1300,,1631001C,,RESTORATION & REHAB,0,0,16310,2023-03-06,EMERGENCY PROTECTIVE MEASURES OF VARIOUS COUNTIES IN DISTRICT 12.,#4663 - JULY 2022 FLOOD EVENT - FEMA WILL REIMBURSE THE CABINET 75% OF THE PROJECT COST.	,2023,2023,18967.5
Highway Improvement,Various,Various,, ,VARIOUS COUNTIES IN DISTRICT 1,C,EK51,,1300,,1631001C,,RESTORATION & REHAB,0,0,16310,2023-03-06,EMERGENCY PROTECTIVE MEASURES OF VARIOUS COUNTIES IN DISTRICT 12.,#4663 - JULY 2022 FLOOD EVENT - FEMA WILL REIMBURSE THE CABINET 75% OF THE PROJECT COST.	,2023,2023,6322.5
Highway Improvement,Various,Various,, ,VARIOUS COUNTIES IN DISTRICT 1,C,FD51,,1300,,1631101C,,RESTORATION & REHAB,0,0,16311,2023-03-06,EMERGENCY PROTECTIVE MEASURES OF VARIOUS COUNTIES IN DISTRICT 11.,#4663 - JULY 2022 FLOOD EVENT - FEMA WILL REIMBURSE THE CABINET 75% OF THE PROJECT COST.	,2023,2023,5762.25
Highway Improvement,Various,Various,, ,VARIOUS COUNTIES IN DISTRICT 1,C,EK51,,1300,,1631101C,,RESTORATION & REHAB,0,0,16311,2023-03-06,EMERGENCY PROTECTIVE MEASURES OF VARIOUS COUNTIES IN DISTRICT 11.,#4663 - JULY 2022 FLOOD EVENT - FEMA WILL REIMBURSE THE CABINET 75% OF THE PROJECT COST.	,2023,2023,1920.75
Highway Improvement,Various,Various,, ,VARIOUS COUNTIES IN DISTRICT 1,C,EK51,,1300,,1631201C,,RESTORATION & REHAB,0,0,16312,2023-03-06,EMERGENCY PROTECTIVE MEASURES OF VARIOUS COUNTIES IN DISTRICT 10.,#4663 - JULY 2022 FLOOD EVENT - FEMA WILL REIMBURSE THE CABINET 75% OF THE PROJECT COST.	,2023,2023,1356.75
Highway Improvement,Various,Various,, ,VARIOUS COUNTIES IN DISTRICT 1,C,FD51,,1300,,1631201C,,RESTORATION & REHAB,0,0,16312,2023-03-06,EMERGENCY PROTECTIVE MEASURES OF VARIOUS COUNTIES IN DISTRICT 10.,#4663 - JULY 2022 FLOOD EVENT - FEMA WILL REIMBURSE THE CABINET 75% OF THE PROJECT COST.	,2023,2023,4070.25
Highway Improvement,Various,Various,, ,VARIOUS COUNTIES IN DISTRICT 1,C,FD51,,1300,,1631701C,,RESTORATION & REHAB,0,0,16317,2023-03-06,SALT CLEANUP AT VARIOUS GARAGES IN DISTRICT 10 AND 12.,#4663 - JULY 2022 FLOOD EVENT - FEMA WILL REIMBURSE THE CABINET 75% OF THE PROJECT COST.	,2023,2023,479860.5
Highway Improvement,Various,Various,, ,VARIOUS COUNTIES IN DISTRICT 1,C,EK51,,1300,,1631701C,,RESTORATION & REHAB,0,0,16317,2023-03-06,SALT CLEANUP AT VARIOUS GARAGES IN DISTRICT 10 AND 12.,#4663 - JULY 2022 FLOOD EVENT - FEMA WILL REIMBURSE THE CABINET 75% OF THE PROJECT COST.	,2023,2023,159953.5
Highway Improvement,Various,Various,99-00507.00, ,MOUNTAIN PARKWAY,C,FD04,,1100,,8019001C,,ROADWAY SFTY-CAPITAL,2,2,80190,2020-06-24,CORRIDOR ROADSIDE SAFETY AND PRESERVATION ACTIVITIES.,"THIS MODIFICATION RELEASES $116,666.10 FD04 FUNDS FROM PROGRAM 8019001C DUE TO NO EXPENDITURES SINCE 2009.",2020,2020,-116666.1
Highway Improvement,Various,Various,, ,VARIOUS COUNTIES,C,FD51,,1300,,1636801C,,RESTORATION & REHAB,0,0,16368,2023-04-03,EMERGENCY ROAD REPAIRS.,#4663 - JULY 2022 FLOOD EVENT - FEMA WILL PAY 100% COSTS ON THIS PROJECT.,2023,2023,521915.0
Highway Improvement,Various,Various,12-05020.00, ,D12 ROCKFALL &amp; ROADSLIDE M,P,FD04,,1100,,1931901P,,ROADWAY SFTY-CAPITAL,0,0,19319,2025-05-02,PLANNING STUDY TO IDENTIFY AND SCOPE POTENTIAL ROCKFALL AND SLIDE AREAS ON VARIOUS ROUTES IN DISTRICT 12.,"THIS AUTHORIZATION PROVIDES $500,000 OF FD04 SPP FUNDING FROM THE ZVARIOUS 99-511.04 “STATEWIDE CORRECTIONS OF ROCK FALL OR EMBANKMENT STABILIZATION” FOR DISTRICT 12 ROCKFALL AND ROADSLIDE MITIGATION STUDY. ",2025,2025,500000.0
