TRAK_ORG_PROGRAM,DISTRICT,COUNTY,ITEM_NUMBER,RT_NUMBER,ROAD_NAME,PHASE_CODE,PROGRAM_CODE,APPROPRIATION_CODE,FUND_NBR,CONTRACT_ID,EMARS_PROGRAM_CODE,LENGTH,PROJECT_TYPE,MOD_LEVEL,CURRENT_MOD_LEVEL,AUTH_NBR,APPROVED_DATE,SCOPE_LINES,REMARK_LINE,STATE_FISCAL_YEAR,FISCAL_YEAR,AUTHORIZED
Pavement Asset Management,District 07,Anderson,,KY 151,KY 151,C,FD05,,1100,222186,1473602C,4.5870,BIT SURF & RESTORE,1,1,14736,2024-03-04,"GRAEFENBURG ROAD (KY 151) (MP 0.000) FROM US 127 EXTENDING NORTH TO FRANKLIN COUNTY LINE (MP 4.587), A DISTANCE OF 4.59 MILES. ","THIS MODIFICATION PROVIDES ADDITIONAL $38,220 TO COVER TRAFFIC INSTALL ITEMS AND $171,140 FD04 FUNDS FOR CHANGE ORDER NO. 2.",2022,2024,0.0
Pavement Asset Management,District 07,Anderson,,KY 151,KY 151,C,FD04,,1100,222186,1473602C,4.5870,BIT SURF & RESTORE,1,1,14736,2024-03-04,"GRAEFENBURG ROAD (KY 151) (MP 0.000) FROM US 127 EXTENDING NORTH TO FRANKLIN COUNTY LINE (MP 4.587), A DISTANCE OF 4.59 MILES. ","THIS MODIFICATION PROVIDES ADDITIONAL $38,220 TO COVER TRAFFIC INSTALL ITEMS AND $171,140 FD04 FUNDS FOR CHANGE ORDER NO. 2.",2024,2024,171140.0
Highway Improvement,District 07,Anderson,07-22179.00, ,MARTHA LAYNE COLLINS-BLUEGRASS,C,FD52,Y001,1200,221315,1504601C,2.3930,BIT SURF & RESTORE,0,0,15046,2022-05-18,ADDRESS CONDITION OF Martha Layne Collins Bluegrass Parkway FROM MILEPOINT 44.807 TO MILEPOINT 47.2,THIS AUTHORIZATION PROVIDES FEDERAL NHPP FUNDS TO COVER LOW-BID PLUS CEI WITH STATE FUND MATCH.,2022,2022,1656000.0
Highway Improvement,District 07,Anderson,07-22179.00, ,MARTHA LAYNE COLLINS-BLUEGRASS,C,FD52,,1100,221315,1504601C,2.3930,BIT SURF & RESTORE,0,0,15046,2022-05-18,ADDRESS CONDITION OF Martha Layne Collins Bluegrass Parkway FROM MILEPOINT 44.807 TO MILEPOINT 47.2,THIS AUTHORIZATION PROVIDES FEDERAL NHPP FUNDS TO COVER LOW-BID PLUS CEI WITH STATE FUND MATCH.,2022,2022,414000.0
Pavement Asset Management,District 07,Anderson,,US 62,BARDSTOWN ROAD,C,FD05,,1100,232015,1628901C,,BIT SURF & RESTORE,0,0,16289,2023-03-13,"BARDSTOWN ROAD (US 62) (MP 0.865) FROM LOVE RIDGE ROAD EXTENDING EAST 250 FEET EAST OF KY 1291 (MP 4.230), A DISTANCE OF 3.36 MILES. ASPHALT RESURFACING.",THIS AUTHORIZATION PROVIDES CONSTRUCTION FUNDS TO COVER THE LOW BID PLUS 10% ENGINEERING.,2023,2023,606760.0
Pavement Asset Management,District 07,Anderson,,KY 555,TERRELL RIDGE ROAD,C,FD05,,1100,242236,1839601C,,BIT SURF & RESTORE,0,0,18396,2024-08-12,"TERRELL RIDGE ROAD (KY 555) (MP 0.000) BEGIN AT THE NELSON/ANDERSON COUNTY LINE EXTENDING NORTH TO US 62 (MP 1.333), A DISTANCE OF 1.33 MILES. ASPHALT RESURFACING.",THIS AUTHORIZATION PROVIDES CONSTRUCTION FUNDS TO COVER THE LOW BID PLUS 15% FOR ENGINEERING.  ,2025,2025,261395.0
Pavement Asset Management,District 07,Anderson,,US 127,US 127,C,FD05,,1100,242230,1848801C,,BIT SURF & RESTORE,0,0,18488,2024-09-16,"HARRODSBURG ROAD (US 127) (MP 1.386) BEGIN 0.095 MILES SOUTH OF MCCALLS SPRING ROAD EXTENDING NORTH TO 0.019 MILES NORTH OF US 127B (MP 2.554), A DISTANCE OF 1.16 MILES. ASPHALT RESURFACING.",THIS AUTHORIZATION PROVIDES CONSTRUCTION FUNDS TO COVER THE LOW BID PLUS 10% FOR ENGINEERING.  ,2025,2025,495880.0
Pavement Asset Management,District 07,Anderson,,US 62,US 62,C,FD05,,1100,242342,1873401C,,BIT SURF & RESTORE,0,0,18734,2024-11-20,"BARDSTOWN ROAD (US 62) (MP 8.515) BEGIN AT KY 53 EXTENDING EAST TO FOX CREEK - GOSHEN ROAD (MP 13.559), A DISTANCE OF 5.05 MILES. ASPHALT RESURFACING.",THIS AUTHORIZATION PROVIDES CONSTRUCTION FUNDS TO COVER THE LOW BID PLUS 10% FOR ENGINEERING.  ,2025,2025,560560.0
Pavement Asset Management,District 07,Anderson,07-22181.00,BG 9002,MARTHA LAYNE COLLINS-BLUEGRASS,C,FD52,Y001,1200,252023,1898001C,0.4770,BIT SURF & RESTORE,0,0,18980,2025-02-11,ADDRESS CONDITION OF Martha Layne Collins Bluegrass Parkway FROM MILEPOINT 51.838 TO MILEPOINT 52.315,THIS AUTHORIZATION PROVIDES FEDERAL NHPP FUNDS TO COVER LOW-BID PLUS CEI WITH STATE FUND MATCH.,2025,2025,133400.0
Pavement Asset Management,District 07,Anderson,07-22181.00,BG 9002,MARTHA LAYNE COLLINS-BLUEGRASS,C,FD52,,1100,252023,1898001C,0.4770,BIT SURF & RESTORE,0,0,18980,2025-02-11,ADDRESS CONDITION OF Martha Layne Collins Bluegrass Parkway FROM MILEPOINT 51.838 TO MILEPOINT 52.315,THIS AUTHORIZATION PROVIDES FEDERAL NHPP FUNDS TO COVER LOW-BID PLUS CEI WITH STATE FUND MATCH.,2025,2025,33350.0
Highway Improvement,District 07,Anderson,,CR 1114,"JOHNSON RD,BOND LN",C,CB06,,1100,,1107501C,2.6470,BIT. RESURFACE,0,0,11075,2019-09-25,"FROM KY 513 (MP 0.000) EXTENDING SOUTH TO NEVINS STATION RD (MP 2.150),FROM 0.497 MILES NORTH OF HARRY WISE RD (0.537) EXTENDING SOUTH TO HARRY WISE RD (MP 1.034)",COUNTY IS RESPONSIBLE FOR ALL PHASES OF WORK (SEE AGREEMENT). ,2020,2020,156086.0
Rural Roads Projects,District 07,Anderson,,KY 1510,"FAIRMOUNT RD ,TYRONE RD",C,CB06,,1100,193353,1130701C,4.7500,BIT. RESURFACE,0,0,11307,2019-11-07,"FROM US 62 (MP 0.000) EXTENDING NORTH TO MORGAN BROTHERS RD (MP 3.022),FROM COBB STREET (MP 0.000) EXTENDING NORTH TO US 62 (MP 1.730)",THIS REFLECTS LOW BID PLUS 10% ENGR. ,2020,2020,358026.0
Highway Improvement,District 07,Anderson,,CR 1030,"BEAR CREEK RD,WESTWOOD DR",C,CB06,,1100,,1252501C,2.7960,BIT. RESURFACE,0,0,12525,2020-10-23,"FROM KY 53 EXTENDING EAST TO BALLARD RD,FROM US 62 EXTENDING NORTH TO END OF COUNTY ROAD MAINTENANCE",COUNTY IS RESPONSIBLE FOR ALL PHASES OF WORK (SEE AGREEMENT).,2021,2021,151098.0
Rural Roads Projects,District 07,Anderson,,KY 513,"FAIRMONT RD,AVENSTOKE RD,BONDS",C,CB06,,1100,213092,1359301C,5.2050,BIT. RESURFACE,0,0,13593,2021-07-06,"FROM 0.087 MILES EAST OF TEAL POINT DR EXTENDING EAST TO KY 248,FROM KY 512 EXTENDING NORTH TO PIGEON FORK ROAD,FROM KY 749 EXTENDING EAST TO US 127",THIS REFLECTS THE LOW BID PLUS 10% CONSTR ENGR. ,2021,2022,380283.0
Highway Improvement,District 07,Anderson,,CR 1110,"KEATON ROAD,NEVINS STATION ROA",C,CB06,,1100,,1399801C,3.4989,BIT. RESURFACE,0,0,13998,2021-09-02,"FROM US 127 EXTENDING SOUTHEAST TO THE END OF COUNTY MAINTENANCE,FROM US 127 EXTENDING WEST END OF COUNTY MAINTENANCE,FROM BALLARD ROAD EXTENDING SOUTHEAST TO THE MERCER COUNTY LINE",COUNTY IS RESPONSIBLE FOR ALL PHASES OF WORK (SEE AGREEMENT).,2022,2022,158084.0
Rural Roads Projects,District 07,Anderson,,KY 512,"ALTON STATION ROAD,NINEVAH ROA",C,CB06,,1100,213170,1417201C,4.6180,BIT. RESURFACE,0,1,14172,2021-10-11,"FROM KY 1875 EXTENDING EASTERLY TO THE RAILROAD CROSSING,FROM US 127 EXTENDING EAST TO THE END OF STATE MAINTENANCE",THIS REFLECTS THE LOW BID PLUS 10% CONSTR. ENGR.,2022,2022,304337.0
Rural Roads Projects,District 07,Anderson,,KY 512,"ALTON STATION ROAD,NINEVAH ROA",C,CB06,,1100,213170,1417201C,4.6180,BIT. RESURFACE,1,1,14172,2022-10-25,"FROM KY 1875 EXTENDING EASTERLY TO THE RAILROAD CROSSING,FROM US 127 EXTENDING EAST TO THE END OF STATE MAINTENANCE","THIS REFLECTS THE LOW BID PLUS 10% CONSTR. ENGR.,MOD. #1 - CHANGE ORDER 1.",2022,2023,116000.0
Highway Improvement,District 07,Anderson,,CR 1008,WILDCAT ROAD,C,CB06,,1100,,1579701C,2.5350,BIT. RESURFACE,0,0,15797,2022-09-27,"BIT. RESURFACING - FROM US 127, EAST AT 0.00 MP, EXTENDING EAST TO ENDING MP 2.535.",COUNTY IS RESPONSIBLE FOR ALL PHASES OF WORK (SEE AGREEMENT).,2023,2023,167759.0
Rural Roads Projects,District 07,Anderson,,KY 1291,KY 1291,C,CB06,,1100,223108,1602401C,5.2730,BIT. RESURFACE,0,0,16024,2022-12-06,"BIT. RESURFACING - FROM KY53 EXTENDING NORTH TO US62 (MP 5.273), A DISTANCE OF 05.27 MILES.",THIS REFLECTS THE LOW BID PLUS 10% CONSTR. ENGR.,2023,2023,606439.0
Highway Improvement,District 07,Anderson,,CR 1107,PUNCHEON CREEK ROAD (CR 1107),C,CB06,,1100,,1760601C,3.1750,BIT. RESURFACE,0,0,17606,2023-12-05,"BIT. RESURFACING - FROM KY 53 (0.00 MP), EXTENDING EAST TO END OF ROAD AT 3.175 MP.",COUNTY IS RESPONSIBLE FOR ALL PHASES OF WORK (SEE AGREEMENT).,2024,2024,168856.0
Rural Roads Projects,District 07,Anderson,,KY 248,"KY 512,KY 248",C,CB06,,1100,243016,1805401C,5.8890,BIT. RESURFACE,0,0,18054,2024-05-13,"BIT. RESURFACING - FROM BENSON CREEK RD (CR 1317), EXTENDING EASTWARDLY TO KY 1875.,BIT. RESURFACING -FROM SPENCER CO - ANDERSON CO LINE, EXTENDING  SOUTHWARDLY TOWARDS NEW LIBERTY RD (CR 1232).",THIS REFLECTS LOW BID PLUS 10% CONSTR. ENGR.,2024,2024,699017.0
Highway Improvement,District 07,Anderson,,CR 1005,"HAMMOND RD (CR 1023),BONDS RD ",C,CB06,,1100,,1886501C,1.7330,BIT. RESURFACE,0,0,18865,2024-12-26,"BIT RESURFACING - FROM KY 328 (0.00 MP), EXTENDING NORTH TO MCCORMICK RD (CR 1022),BIT. RESURFACING - FROM WILDCAT RD (CR 1008) (0.00 MP), EXTENDING SOUTH TO ENDING MP 0.537.,BIT. RESURFACING - FROM US 62 (0.00), EXTENDING SOUTHEAST TO END OF ROAD AT MP 0.203.",COUNTY IS RESPONSIBLE FOR ALL PHASES OF WORK (SEE AGREEMENT).,2025,2025,129930.0
Rural Roads Projects,District 07,Anderson,,KY 512,ALTON STATION RD (KY 512),C,CB06,,1100,253004,1899201C,3.0770,BIT. RESURFACE,0,0,18992,2025-02-07,"BIT. RESURFACING - FROM KY 395, EXTENDING NORTHERLY TOWARDS BENSON CREEK RD (CR 1317).",THIS REFLECTS LOW BID PLUS 10% CONSTR. ENGR.,2025,2025,353251.0
Bridge Asset Management,District 07,Anderson,07-10017.00, ,HYATT RD,C,FD55,,1100,235314,1699602C,0.0010,BRIDGE REHAB,0,0,16996,2023-08-08,ADDRESS DEFICIENCIES ON HYATT ROAD (CR 1305) OVER EAST PRONG CROOKED CREEK.  (003C00050N),THIS AUTHORIZATION PROVIDES FEDERAL BRIDGE FUNDS TO COVER LOW-BID PLUS CEI WITH STATE FUND MATCH.,2024,2024,80250.0
Bridge Asset Management,District 07,Anderson,07-10017.00, ,HYATT RD,C,FD55,Y120,1200,235314,1699602C,0.0010,BRIDGE REHAB,0,0,16996,2023-08-08,ADDRESS DEFICIENCIES ON HYATT ROAD (CR 1305) OVER EAST PRONG CROOKED CREEK.  (003C00050N),THIS AUTHORIZATION PROVIDES FEDERAL BRIDGE FUNDS TO COVER LOW-BID PLUS CEI WITH STATE FUND MATCH.,2024,2024,776500.0
Highway Improvement,District 07,Anderson,, ,KY 44 BRIDGE OVER CROOKED CREE,D,FD39,,1100,,1182401D,,BRIDGE REPLACEMENT,0,2,11824,2020-03-11,REPLACE EXISTING BRIDGE ON KY 44 OVER CROOKED CREEK AT THE ANDERSON COUNTY/SPENCER COUNTY LINE. BRIDGE NUMBER 003B00029N,"THIS AUTHORIZATION PROVIDES $225,000 OF FD39 FUNDS FOR THE DESIGN PHASE TO CONDUCT EMERGENCY BRIDGE REPLACEMENT PROJECT ON KY 44 OVER CROOKED CREEK AT THE  ANDERSON COUNTY/SPENCER COUNTY LINE. SYP ITEM NUMBER 7-10020 AND BRIDGE NUMBER 003B00029N RBR",2020,2020,225000.0
Highway Improvement,District 07,Anderson,, ,KY 44 BRIDGE OVER CROOKED CREE,C,FD55,Z232,1200,,1182401C,,BRIDGE REPLACEMENT,1,2,11824,2020-08-19,REPLACE EXISTING BRIDGE ON KY 44 OVER CROOKED CREEK AT THE ANDERSON COUNTY/SPENCER COUNTY LINE. BRIDGE NUMBER 003B00029N,"THIS AUTHORIZATION PROVIDES $1,509,000 (FD55) FEDERAL FUNDS FOR THE CONSTRUCTION PHASE OF THE PROJECT.  JULY 24, 2020 LETTING.  JL",2021,2021,1509000.0
Highway Improvement,District 07,Anderson,, ,KY 44 BRIDGE OVER CROOKED CREE,C,FD55,,1100,,1182401C,,BRIDGE REPLACEMENT,1,2,11824,2020-08-19,REPLACE EXISTING BRIDGE ON KY 44 OVER CROOKED CREEK AT THE ANDERSON COUNTY/SPENCER COUNTY LINE. BRIDGE NUMBER 003B00029N,"THIS AUTHORIZATION PROVIDES $1,509,000 (FD55) FEDERAL FUNDS FOR THE CONSTRUCTION PHASE OF THE PROJECT.  JULY 24, 2020 LETTING.  JL",2021,2021,377250.0
Highway Improvement,District 07,Anderson,, ,KY 44 BRIDGE OVER CROOKED CREE,D,FD39,,1100,,1182401C,,BRIDGE REPLACEMENT,1,2,11824,2020-08-19,REPLACE EXISTING BRIDGE ON KY 44 OVER CROOKED CREEK AT THE ANDERSON COUNTY/SPENCER COUNTY LINE. BRIDGE NUMBER 003B00029N,"THIS AUTHORIZATION PROVIDES $1,509,000 (FD55) FEDERAL FUNDS FOR THE CONSTRUCTION PHASE OF THE PROJECT.  JULY 24, 2020 LETTING.  JL",2020,2021,0.0
Highway Improvement,District 07,Anderson,, ,KY 44 BRIDGE OVER CROOKED CREE,C,FD55,Z232,1200,,1182401D,,BRIDGE REPLACEMENT,2,2,11824,2022-05-24,REPLACE EXISTING BRIDGE ON KY 44 OVER CROOKED CREEK AT THE ANDERSON COUNTY/SPENCER COUNTY LINE. BRIDGE NUMBER 003B00029N,"THIS MOD REDUCES THE FD39 FUNDS TO $1,000 FOR THE DESIGN PHASE FOR POSSIBLE PAYROLL FOR THIS STATE FORCES PROJECT.  LPI",2021,2022,0.0
Highway Improvement,District 07,Anderson,, ,KY 44 BRIDGE OVER CROOKED CREE,C,FD55,,1100,,1182401D,,BRIDGE REPLACEMENT,2,2,11824,2022-05-24,REPLACE EXISTING BRIDGE ON KY 44 OVER CROOKED CREEK AT THE ANDERSON COUNTY/SPENCER COUNTY LINE. BRIDGE NUMBER 003B00029N,"THIS MOD REDUCES THE FD39 FUNDS TO $1,000 FOR THE DESIGN PHASE FOR POSSIBLE PAYROLL FOR THIS STATE FORCES PROJECT.  LPI",2021,2022,0.0
Highway Improvement,District 07,Anderson,, ,KY 44 BRIDGE OVER CROOKED CREE,D,FD39,,1100,,1182401D,,BRIDGE REPLACEMENT,2,2,11824,2022-05-24,REPLACE EXISTING BRIDGE ON KY 44 OVER CROOKED CREEK AT THE ANDERSON COUNTY/SPENCER COUNTY LINE. BRIDGE NUMBER 003B00029N,"THIS MOD REDUCES THE FD39 FUNDS TO $1,000 FOR THE DESIGN PHASE FOR POSSIBLE PAYROLL FOR THIS STATE FORCES PROJECT.  LPI",2022,2022,-224000.0
Highway Improvement,District 07,Anderson,, ,KY 44 BRIDGE OVER CROOKED CREE,D,FD39,,1100,,1182401D,,BRIDGE REPLACEMENT,2,2,11824,2022-05-24,REPLACE EXISTING BRIDGE ON KY 44 OVER CROOKED CREEK AT THE ANDERSON COUNTY/SPENCER COUNTY LINE. BRIDGE NUMBER 003B00029N,"THIS MOD REDUCES THE FD39 FUNDS TO $1,000 FOR THE DESIGN PHASE FOR POSSIBLE PAYROLL FOR THIS STATE FORCES PROJECT.  LPI",2020,2022,0.0
Bridge Asset Management,District 07,Anderson,07-10065.00,KY 44,KY 44 OVER TIMBER CREEK ,D,FD52,Y240,1100,,1958401D,,BRIDGE REPLACEMENT,0,0,19584,2025-06-26,ADDRESS DEFICIENCIES OF BRIDGE ON KY 44 OVER TIMBER CREEK (003B00028N),THIS AUTHORIZATION PROVIDES FD52 (80/20) FEDERAL FUNDING FROM ZVARIOUS 99-65.20 FOR THE DESIGN PHASE OF THE PROJECT TO CONDUCT EMERGENCY BRIDGE REPAIRS/REPLACEMENT PROJECT ON BRIDGE NUMBER 003B00028N DUE TO THE POOR CONDITION AND POSTING,2025,2025,35400.0
Bridge Asset Management,District 07,Anderson,07-10065.00,KY 44,KY 44 OVER TIMBER CREEK ,D,FD52,Y240,1200,,1958401D,,BRIDGE REPLACEMENT,0,0,19584,2025-06-26,ADDRESS DEFICIENCIES OF BRIDGE ON KY 44 OVER TIMBER CREEK (003B00028N),THIS AUTHORIZATION PROVIDES FD52 (80/20) FEDERAL FUNDING FROM ZVARIOUS 99-65.20 FOR THE DESIGN PHASE OF THE PROJECT TO CONDUCT EMERGENCY BRIDGE REPAIRS/REPLACEMENT PROJECT ON BRIDGE NUMBER 003B00028N DUE TO THE POOR CONDITION AND POSTING,2025,2025,141600.0
Highway Improvement,District 07,Anderson,,CR 1226,DUNCAN RD,C,CB01,,1100,-,1088501C,0.0030,DRAINAGE STRUCTURE,0,0,10885,2019-08-21,LOCATED 0.546 MILES FROM KY 53 EXTENDING WEST TO MP 0.549,COUNTY IS RESPONSIBLE FOR ALL PHASES OF WORK (SEE AGREEMENT).,2020,2020,74600.0
Highway Improvement,District 07,Anderson,,CR 1121,GILBERTS CREEK RD,C,CA03,,1100,,1100601C,0.0150,DRAINAGE STRUCTURE,0,0,11006,2019-09-14,DRAINAGE STRUCTURE LOCATED 0.366 MILES EAST OF HARRY WISE RD,CRA EMER FUNDS WILL BE USED FOR THIS PROJECT.  CHECKS WILL BE ISSUED DIRECTLY TO THE COUNTY.  COUNTY IS RESPONSIBLE FOR ALL PHASES OF WORK.  ,2020,2020,150000.0
Highway Improvement,District 07,Anderson,,CR 1121,GILBERTS CREEK ROAD,C,CA03,,1100,,1221401C,0.2080,DRAINAGE STRUCTURE,0,0,12214,2020-09-14,DRAINAGE STRUCTURE 0.300 MILE EAST OF HARRY WISE ROAD (MP 0.300) EXTENDING 0.208 MILE EAST TO MILE POINT 0.508. ,COUNTY ROAD AID EMERGENCY FUNDS TO BE USED FOR THIS PROJECT.  CHECKS WILL BE ISSUED DIRECTLY TO THE COUNTY.  COUNTY IS RESPONSIBLE FOR ALL PHASES OF WORK.  ,2021,2021,148000.0
Highway Improvement,District 07,Anderson,,CR 1008,WILDCAT RD,C,CB01,,1100,,1239001C,0.0070,DRAINAGE STRUCTURE,0,0,12390,2020-10-02,BRIDGE REPLACEMENT LOCATED 0.223 MILES EAST OF BOND RD Y OVER A TRIBUTARY OF WILDCAT CREEK AT MILE POINT 2.200,COUNTY IS RESPONSIBLE FOR ALL PHASES OF WORK (SEE AGREEMENT). ,2021,2021,80000.0
Highway Improvement,District 07,Anderson,,CS 1153,PARK LN,C,CC03,,1100,,1296901C,0.0020,DRAINAGE STRUCTURE,0,0,12969,2021-02-18,DRAINAGE STRUCTURE REPLACEMENTS LOCATED 0.170 MILES SOUTH OF MORNINGSIDE DR AT MILE POINT 0.171,MUNICIPAL ROAD AID EMERGECNY FUNDS TO BE USED FOR THIS PROJECT. CHECKS TO BE ISSUED DIRECTLY TO THE CITY.  CITY IS RESPONSIBLE FOR ALL PHASES OF WORK. ,2021,2021,64000.0
Highway Improvement,District 07,Anderson,,CR 1008,WILDCAT ROAD,C,CB01,,1100,,1423001C,0.0100,DRAINAGE STRUCTURE,0,0,14230,2021-10-21,REPLACE DRAINAGE STRUCTURE LOCATED 2.300 MILES NORTHEAST OF OLD US 127 ,COUNTY IS RESPONSBILE FOR ALL PHASES OF WORK (SEE AGREEMENT).,2022,2022,80000.0
Highway Improvement,District 07,Anderson,,CR 1203A,BEAVER LAKE ROAD (CR 1203 A),C,CA03,,1100,,1797601C,0.0220,DRAINAGE STRUCTURE,0,0,17976,2024-04-30,"DRAINAGE STRUCTURE REPAIR - FROM KY 749 JUNCTION (0.00 MP), EXTENDING NORTHWEST TO ENDING MP 0.022.",CRA EMERGENCY FUNDS WILL BE USED FOR THIS PROJECT.  CHECKS WILL BE ISSUED DIRECTLY TO THE COUNTY.  COUNTY IS RESPONSIBLE FOR ALL PHASES OF WORK. ,2024,2024,22110.0
Highway Improvement,District 07,Anderson,,CR 1001,DRY DOCK RD (CR 1001),C,CA03,,1100,,2011401C,0.0600,DRAINAGE STRUCTURE,0,0,20114,2025-08-21,"DRAINAGE STRUCTURE REPAIR - FROM KY 44, SOUTHWEST 0.40 MILES (MP), EXTENDING WEST TO ENDING MP 0.46.",CRA EMERGENCY FUNDS WILL BE USED FOR THIS PROJECT. CHECKS WILL BE ISSUED DIRECTLY TO THE COUNTY. THE COUNTY IS RESPONSIBLE FOR ALL PHASES OF WORK. ,2026,2026,73600.0
Highway Improvement,District 07,Anderson,, ,BLUEGRASS PARKWAY,C,FD39,,1100,,8721501C,0.0000,MINOR BRIDGE REHAB,1,3,87215,2020-10-13,ACCELERATE THE INSTALLATION OF THE DECK OVERLAY ON THE BLUEGRASS PARKWAY BRIDGE OVER THE KENTUCKY     RIVER AT THE ANDERSON/WOODFORD COUNTY LINE.,THIS MODIFICATION RELEASES REMAINING UNOBLIGATED FD39 CONSTRUCTION FUNDS (LESS $100) DUE TO NO EXPENDITURES SINCE 2012.,2021,2021,-23013.12
