TRAK_ORG_PROGRAM,DISTRICT,COUNTY,ITEM_NUMBER,RT_NUMBER,ROAD_NAME,PHASE_CODE,PROGRAM_CODE,APPROPRIATION_CODE,FUND_NBR,CONTRACT_ID,EMARS_PROGRAM_CODE,LENGTH,PROJECT_TYPE,MOD_LEVEL,CURRENT_MOD_LEVEL,AUTH_NBR,APPROVED_DATE,SCOPE_LINES,REMARK_LINE,STATE_FISCAL_YEAR,FISCAL_YEAR,AUTHORIZED
Highway Improvement,District 10,Breathitt,10-00376.00,KY 15,KY-15,D,FD52,,1100,,9440701U,1.1500,MAJOR WIDENING,4,16,94407,2022-02-24,IMPROVE KY-15 FROM THE INTERSECTION OF NEW KY-15/30 TO INTERSECTION OF KY-1812. (2020CCR),THIS AUTHORIZTION PROVIDES FEDERAL NH FUNDS FOR THE UTILIY PHASE OF THE PROJECT WITH STATE FUND MATCH.,2022,2022,0.0
Highway Improvement,District 10,Breathitt,10-00376.00,KY 15,KY-15,R,FD52,M001,1200,,9440702D,1.1500,MAJOR WIDENING,3,16,94407,2021-12-17,IMPROVE KY-15 FROM THE INTERSECTION OF NEW KY-15/30 TO INTERSECTION OF KY-1812. (2020CCR),THIS MOD PROVIDES FEDERAL NHPP FUNDS TO COVER ADDITIONAL DESIGN ACTIVITIES ASSOCIATED WITH PANBOWL LAKE DAM. (STATE FUND MATCH),2021,2022,0.0
Highway Improvement,District 10,Breathitt,10-00376.00,KY 15,KY-15,D,FD52,Z0E1,1200,,9440702D,1.1500,MAJOR WIDENING,3,16,94407,2021-12-17,IMPROVE KY-15 FROM THE INTERSECTION OF NEW KY-15/30 TO INTERSECTION OF KY-1812. (2020CCR),THIS MOD PROVIDES FEDERAL NHPP FUNDS TO COVER ADDITIONAL DESIGN ACTIVITIES ASSOCIATED WITH PANBOWL LAKE DAM. (STATE FUND MATCH),2022,2022,400000.0
Highway Improvement,District 10,Breathitt,10-00376.00,KY 15,KY-15,D,FD52,Z0E1,1200,,9440702D,1.1500,MAJOR WIDENING,3,16,94407,2021-12-17,IMPROVE KY-15 FROM THE INTERSECTION OF NEW KY-15/30 TO INTERSECTION OF KY-1812. (2020CCR),THIS MOD PROVIDES FEDERAL NHPP FUNDS TO COVER ADDITIONAL DESIGN ACTIVITIES ASSOCIATED WITH PANBOWL LAKE DAM. (STATE FUND MATCH),2021,2022,0.0
Highway Improvement,District 10,Breathitt,10-00376.00,KY 15,KY-15,D,FD52,,1100,,9440702D,1.1500,MAJOR WIDENING,3,16,94407,2021-12-17,IMPROVE KY-15 FROM THE INTERSECTION OF NEW KY-15/30 TO INTERSECTION OF KY-1812. (2020CCR),THIS MOD PROVIDES FEDERAL NHPP FUNDS TO COVER ADDITIONAL DESIGN ACTIVITIES ASSOCIATED WITH PANBOWL LAKE DAM. (STATE FUND MATCH),2021,2022,0.0
Highway Improvement,District 10,Breathitt,10-00376.00,KY 15,KY-15,R,FD52,,1100,,9440702D,1.1500,MAJOR WIDENING,3,16,94407,2021-12-17,IMPROVE KY-15 FROM THE INTERSECTION OF NEW KY-15/30 TO INTERSECTION OF KY-1812. (2020CCR),THIS MOD PROVIDES FEDERAL NHPP FUNDS TO COVER ADDITIONAL DESIGN ACTIVITIES ASSOCIATED WITH PANBOWL LAKE DAM. (STATE FUND MATCH),2021,2022,0.0
Highway Improvement,District 10,Breathitt,10-00376.00,KY 15,KY-15,D,FD52,,1100,,9440702D,1.1500,MAJOR WIDENING,3,16,94407,2021-12-17,IMPROVE KY-15 FROM THE INTERSECTION OF NEW KY-15/30 TO INTERSECTION OF KY-1812. (2020CCR),THIS MOD PROVIDES FEDERAL NHPP FUNDS TO COVER ADDITIONAL DESIGN ACTIVITIES ASSOCIATED WITH PANBOWL LAKE DAM. (STATE FUND MATCH),2022,2022,100000.0
Highway Improvement,District 10,Breathitt,10-00376.00,KY 15,KY-15,R,FD52,M001,1200,,9440701D,1.1500,MAJOR WIDENING,2,16,94407,2021-04-14,IMPROVE KY-15 FROM THE INTERSECTION OF NEW KY-15/30 TO INTERSECTION OF KY-1812. (2020CCR),THIS MODIFICATION PROVIDES FEDERAL NH FUNDS TO COVER DRAINAGE INVESTIGATIONS AND DESIGN WITH STATE FUND MATCH.,2021,2021,0.0
Highway Improvement,District 10,Breathitt,10-00376.00,KY 15,KY-15,D,FD52,Z0E1,1200,,9440701D,1.1500,MAJOR WIDENING,2,16,94407,2021-04-14,IMPROVE KY-15 FROM THE INTERSECTION OF NEW KY-15/30 TO INTERSECTION OF KY-1812. (2020CCR),THIS MODIFICATION PROVIDES FEDERAL NH FUNDS TO COVER DRAINAGE INVESTIGATIONS AND DESIGN WITH STATE FUND MATCH.,2021,2021,280000.0
Highway Improvement,District 10,Breathitt,10-00376.00,KY 15,KY-15,D,FD52,,1100,,9440701D,1.1500,MAJOR WIDENING,2,16,94407,2021-04-14,IMPROVE KY-15 FROM THE INTERSECTION OF NEW KY-15/30 TO INTERSECTION OF KY-1812. (2020CCR),THIS MODIFICATION PROVIDES FEDERAL NH FUNDS TO COVER DRAINAGE INVESTIGATIONS AND DESIGN WITH STATE FUND MATCH.,2021,2021,70000.0
Highway Improvement,District 10,Breathitt,10-00376.00,KY 15,KY-15,R,FD52,,1100,,9440701D,1.1500,MAJOR WIDENING,2,16,94407,2021-04-14,IMPROVE KY-15 FROM THE INTERSECTION OF NEW KY-15/30 TO INTERSECTION OF KY-1812. (2020CCR),THIS MODIFICATION PROVIDES FEDERAL NH FUNDS TO COVER DRAINAGE INVESTIGATIONS AND DESIGN WITH STATE FUND MATCH.,2021,2021,0.0
Highway Improvement,District 10,Breathitt,10-00376.00,KY 15,KY-15,U,FD52,Y001,1200,,9440701R,1.1500,MAJOR WIDENING,16,16,94407,2025-08-28,IMPROVE KY-15 FROM THE INTERSECTION OF NEW KY-15/30 TO INTERSECTION OF KY-1812. (2020CCR),"THIS MODIFICATION PROVIDES $500,000 FEDERAL NH FUNDS TO COVER CONDEMNATION SETTLEMENT, LEGAL FEES, AND ADMINISTRATIVE COST FOR THE R/W PHASE OF THE PROJECT. (STATE FUND MATCH)",2025,2026,0.0
Highway Improvement,District 10,Breathitt,10-00376.00,KY 15,KY-15,D,FD52,M001,1200,,9440701R,1.1500,MAJOR WIDENING,16,16,94407,2025-08-28,IMPROVE KY-15 FROM THE INTERSECTION OF NEW KY-15/30 TO INTERSECTION OF KY-1812. (2020CCR),"THIS MODIFICATION PROVIDES $500,000 FEDERAL NH FUNDS TO COVER CONDEMNATION SETTLEMENT, LEGAL FEES, AND ADMINISTRATIVE COST FOR THE R/W PHASE OF THE PROJECT. (STATE FUND MATCH)",2024,2026,0.0
Highway Improvement,District 10,Breathitt,10-00376.00,KY 15,KY-15,D,FD52,Z0E1,1200,,9440701R,1.1500,MAJOR WIDENING,16,16,94407,2025-08-28,IMPROVE KY-15 FROM THE INTERSECTION OF NEW KY-15/30 TO INTERSECTION OF KY-1812. (2020CCR),"THIS MODIFICATION PROVIDES $500,000 FEDERAL NH FUNDS TO COVER CONDEMNATION SETTLEMENT, LEGAL FEES, AND ADMINISTRATIVE COST FOR THE R/W PHASE OF THE PROJECT. (STATE FUND MATCH)",2021,2026,0.0
Highway Improvement,District 10,Breathitt,10-00376.00,KY 15,KY-15,D,FD52,,1100,,9440701R,1.1500,MAJOR WIDENING,16,16,94407,2025-08-28,IMPROVE KY-15 FROM THE INTERSECTION OF NEW KY-15/30 TO INTERSECTION OF KY-1812. (2020CCR),"THIS MODIFICATION PROVIDES $500,000 FEDERAL NH FUNDS TO COVER CONDEMNATION SETTLEMENT, LEGAL FEES, AND ADMINISTRATIVE COST FOR THE R/W PHASE OF THE PROJECT. (STATE FUND MATCH)",2024,2026,0.0
Highway Improvement,District 10,Breathitt,10-00376.00,KY 15,KY-15,U,FD52,Z0E1,1200,,9440701R,1.1500,MAJOR WIDENING,16,16,94407,2025-08-28,IMPROVE KY-15 FROM THE INTERSECTION OF NEW KY-15/30 TO INTERSECTION OF KY-1812. (2020CCR),"THIS MODIFICATION PROVIDES $500,000 FEDERAL NH FUNDS TO COVER CONDEMNATION SETTLEMENT, LEGAL FEES, AND ADMINISTRATIVE COST FOR THE R/W PHASE OF THE PROJECT. (STATE FUND MATCH)",2023,2026,0.0
Highway Improvement,District 10,Breathitt,10-00376.00,KY 15,KY-15,U,FD52,,1100,,9440701R,1.1500,MAJOR WIDENING,16,16,94407,2025-08-28,IMPROVE KY-15 FROM THE INTERSECTION OF NEW KY-15/30 TO INTERSECTION OF KY-1812. (2020CCR),"THIS MODIFICATION PROVIDES $500,000 FEDERAL NH FUNDS TO COVER CONDEMNATION SETTLEMENT, LEGAL FEES, AND ADMINISTRATIVE COST FOR THE R/W PHASE OF THE PROJECT. (STATE FUND MATCH)",2026,2026,0.0
Highway Improvement,District 10,Breathitt,,KY 1278,KY 1278,C,FD51,,1100,,1159601C,,RESTORATION & REHAB,0,0,11596,2020-01-22,RESTORE STORM DAMAGED ROADWAY ON KY 1278 AT MP 1.02 AND MP 1.473.,"DISASTER #4428 - SPRING 2019, FEMA WILL REIMBURSE THE CABINET 75% OF THE PROJECT COST.  JL",2020,2020,55615.0
Highway Improvement,District 10,Breathitt,,KY 540,KY 540,C,FD51,,1300,,1428401C,,RESTORATION & REHAB,0,0,14284,2021-11-05,RESTORE STORM DAMAGED ROADWAY ON KY 540 AT MP .057.,"DISASTER #4595 - SPRING 2021, FEMA WILL REIMBURSE THE CABINET 75% OF THE PROJECT COST.  JL",2022,2022,147461.25
Highway Improvement,District 10,Breathitt,,KY 540,KY 540,C,FD51,,1100,,1428401C,,RESTORATION & REHAB,0,0,14284,2021-11-05,RESTORE STORM DAMAGED ROADWAY ON KY 540 AT MP .057.,"DISASTER #4595 - SPRING 2021, FEMA WILL REIMBURSE THE CABINET 75% OF THE PROJECT COST.  JL",2022,2022,49153.75
Highway Improvement,District 10,Breathitt,,KY 1094,"KY 1094,KY 378 ,KY 15",C,FD51,,1100,,1428201C,,RESTORATION & REHAB,0,0,14282,2021-11-05,"RESTORE STORM DAMAGED ROADWAY ON KY 1094 AT MP 1.82.,RESTORE STORM DAMAGED ROADWAY ON KY 378 AT MP 11.2.,RESTORE STORM DAMAGED ROADWAY ON KY 15 AT MP 17.75.","DISASTER #4595 - SPRING 2021, FEMA WILL REIMBURSE THE CABINET 75% OF THE PROJECT COST.  JL",2022,2022,43957.75
Pavement Asset Management,District 10,Breathitt,,KY 30,BOONEVILLE-JACKSON-SALYERSVILL,C,FD05,,1100,212132,1336801C,2.5760,BIT SURF & RESTORE,0,0,13368,2021-06-08,(KY 30) (MP 10.164) BEGINNING 0.03 MILES EAST OF KY 397 EXTENDING EAST TO 0.039 MILES EAST OF TOWN HILL ROAD. (MP 12.740),THIS AUTHORIZATION PROVIDES CONSTRUCTION FUNDS TO COVER THE LOW BID PLUS 10% FOR ENGINEERING.,2021,2021,304307.0
Bridge Asset Management,District 10,Breathitt,,CR 1006,SWIFT BRANCH ROAD,C,FD51,,1300,237001,1625901C,,BRIDGE REPLACEMENT,0,1,16259,2023-02-28,SWIFT BRANCH ROAD (CR 1006) BRIDGE 013C00086N OVER SOUTH FORK QUICKSAND AT MP 00.02 BRIDGE REPLACEMENT.,THIS AUTHORIZATION PROVIDES FD51 FEMA FUNDS TO COVER THE LOW BID PLUS ENGINEERING. DISASTER #4663 - JULY 2022 FLOODING; FEMA WILL REIMBURSE THE CABINET 87% OF THE PROJECT COST.,2023,2023,783928.29
Bridge Asset Management,District 10,Breathitt,,CR 1006,SWIFT BRANCH ROAD,C,EK58,,1300,237001,1625901C,,BRIDGE REPLACEMENT,0,1,16259,2023-02-28,SWIFT BRANCH ROAD (CR 1006) BRIDGE 013C00086N OVER SOUTH FORK QUICKSAND AT MP 00.02 BRIDGE REPLACEMENT.,THIS AUTHORIZATION PROVIDES FD51 FEMA FUNDS TO COVER THE LOW BID PLUS ENGINEERING. DISASTER #4663 - JULY 2022 FLOODING; FEMA WILL REIMBURSE THE CABINET 87% OF THE PROJECT COST.,2023,2023,117138.71
Highway Improvement,District 10,Breathitt,,KY 1094,"KY 1094,KY 378 ,KY 15",C,FD51,,1300,,1428201C,,RESTORATION & REHAB,0,0,14282,2021-11-05,"RESTORE STORM DAMAGED ROADWAY ON KY 1094 AT MP 1.82.,RESTORE STORM DAMAGED ROADWAY ON KY 378 AT MP 11.2.,RESTORE STORM DAMAGED ROADWAY ON KY 15 AT MP 17.75.","DISASTER #4595 - SPRING 2021, FEMA WILL REIMBURSE THE CABINET 75% OF THE PROJECT COST.  JL",2022,2022,131873.25
Highway Improvement,District 10,Breathitt,10-00376.00,KY 15,KY-15,U,FD52,,1100,,9440701R,1.1500,MAJOR WIDENING,16,16,94407,2025-08-28,IMPROVE KY-15 FROM THE INTERSECTION OF NEW KY-15/30 TO INTERSECTION OF KY-1812. (2020CCR),"THIS MODIFICATION PROVIDES $500,000 FEDERAL NH FUNDS TO COVER CONDEMNATION SETTLEMENT, LEGAL FEES, AND ADMINISTRATIVE COST FOR THE R/W PHASE OF THE PROJECT. (STATE FUND MATCH)",2024,2026,0.0
Highway Improvement,District 10,Breathitt,10-00376.00,KY 15,KY-15,U,FD52,,1100,,9440701R,1.1500,MAJOR WIDENING,16,16,94407,2025-08-28,IMPROVE KY-15 FROM THE INTERSECTION OF NEW KY-15/30 TO INTERSECTION OF KY-1812. (2020CCR),"THIS MODIFICATION PROVIDES $500,000 FEDERAL NH FUNDS TO COVER CONDEMNATION SETTLEMENT, LEGAL FEES, AND ADMINISTRATIVE COST FOR THE R/W PHASE OF THE PROJECT. (STATE FUND MATCH)",2022,2026,0.0
Highway Improvement,District 10,Breathitt,10-00376.00,KY 15,KY-15,R,FD52,M001,1200,,9440701R,1.1500,MAJOR WIDENING,16,16,94407,2025-08-28,IMPROVE KY-15 FROM THE INTERSECTION OF NEW KY-15/30 TO INTERSECTION OF KY-1812. (2020CCR),"THIS MODIFICATION PROVIDES $500,000 FEDERAL NH FUNDS TO COVER CONDEMNATION SETTLEMENT, LEGAL FEES, AND ADMINISTRATIVE COST FOR THE R/W PHASE OF THE PROJECT. (STATE FUND MATCH)",2021,2026,0.0
Highway Improvement,District 10,Breathitt,,KY 1110,KY 1110,C,FD52,Y240,1200,,1645901C,,RESTORATION & REHAB,0,0,16459,2023-04-17,"RESTORE FLOOD DAMAGED ROADWAY ON KY 1110 AT MP 0.085, 0.857, 2.025, 2.812, 3.356, 3.743, 4.250, 4.355, 4.650, 5.035, 5.140, 5.345, 5.680, 5.860, 6.855, 8.400, 9.030, 11.515 AND MP 12.465.",KY 2022-03 EASTERN KY FLOOD EVENT.,2023,2023,2022792.0
Highway Improvement,District 10,Breathitt,,KY 1110,KY 1110,C,EK51,,1300,,1645901C,,RESTORATION & REHAB,0,0,16459,2023-04-17,"RESTORE FLOOD DAMAGED ROADWAY ON KY 1110 AT MP 0.085, 0.857, 2.025, 2.812, 3.356, 3.743, 4.250, 4.355, 4.650, 5.035, 5.140, 5.345, 5.680, 5.860, 6.855, 8.400, 9.030, 11.515 AND MP 12.465.",KY 2022-03 EASTERN KY FLOOD EVENT.,2023,2023,505698.0
Highway Improvement,District 10,Breathitt,,KY 1278,KY 1278,C,FD51,,1300,,1648601C,,RESTORATION & REHAB,0,0,16486,2023-04-24,"RESTORE FLOOD DAMAGED ROADWAY ON KY 1278 AT MP 0.32, 0.6, 0.895 AND MP 3.42.",#4663 - JULY 2022 FLOOD EVENT - FEMA WILL REIMBURSE THE CABINET 75% OF THE PROJECT COST.,2023,2023,349960.5
Highway Improvement,District 10,Breathitt,,KY 1278,KY 1278,C,EK51,,1300,,1648601C,,RESTORATION & REHAB,0,0,16486,2023-04-24,"RESTORE FLOOD DAMAGED ROADWAY ON KY 1278 AT MP 0.32, 0.6, 0.895 AND MP 3.42.",#4663 - JULY 2022 FLOOD EVENT - FEMA WILL REIMBURSE THE CABINET 75% OF THE PROJECT COST.,2023,2023,116653.5
Highway Improvement,District 10,Breathitt,,KY 15,KY 15,C,EK51,,1300,,1649301C,,RESTORATION & REHAB,0,1,16493,2023-05-01,RESTORE FLOOD DAMAGED ROADWAY ON KY 15 AT MP 8.950 AND MP 9.985.,KY 2022-03 EASTERN KY FLOOD EVENT.,2023,2023,13763.2
Highway Improvement,District 10,Breathitt,,KY 15,KY 15,C,FD52,Y240,1200,,1649301C,,RESTORATION & REHAB,0,1,16493,2023-05-01,RESTORE FLOOD DAMAGED ROADWAY ON KY 15 AT MP 8.950 AND MP 9.985.,KY 2022-03 EASTERN KY FLOOD EVENT.,2023,2023,55052.8
Highway Improvement,District 10,Breathitt,,KY 15,KY 15,C,EK51,,1300,,1649301C,,RESTORATION & REHAB,1,1,16493,2025-02-12,RESTORE FLOOD DAMAGED ROADWAY ON KY 15 AT MP 8.950.,"THIS AUTHORIZATION REDUCES THE ORIGINAL TC10 AMOUNT FROM $68,816 TO $26,928.  MP 9.985 HAS BEEN ELIMINATED FROM THE PROJECT.",2025,2025,-8377.6
Highway Improvement,District 10,Breathitt,,KY 15,KY 15,C,FD52,Y240,1200,,1649301C,,RESTORATION & REHAB,1,1,16493,2025-02-12,RESTORE FLOOD DAMAGED ROADWAY ON KY 15 AT MP 8.950.,"THIS AUTHORIZATION REDUCES THE ORIGINAL TC10 AMOUNT FROM $68,816 TO $26,928.  MP 9.985 HAS BEEN ELIMINATED FROM THE PROJECT.",2025,2025,-33510.4
Highway Improvement,District 10,Breathitt,,KY 15,KY 15,C,FD52,Y240,1200,,1649301C,,RESTORATION & REHAB,1,1,16493,2025-02-12,RESTORE FLOOD DAMAGED ROADWAY ON KY 15 AT MP 8.950.,"THIS AUTHORIZATION REDUCES THE ORIGINAL TC10 AMOUNT FROM $68,816 TO $26,928.  MP 9.985 HAS BEEN ELIMINATED FROM THE PROJECT.",2023,2025,0.0
Highway Improvement,District 10,Breathitt,,KY 15,KY 15,C,EK51,,1300,,1649301C,,RESTORATION & REHAB,1,1,16493,2025-02-12,RESTORE FLOOD DAMAGED ROADWAY ON KY 15 AT MP 8.950.,"THIS AUTHORIZATION REDUCES THE ORIGINAL TC10 AMOUNT FROM $68,816 TO $26,928.  MP 9.985 HAS BEEN ELIMINATED FROM THE PROJECT.",2023,2025,0.0
Highway Improvement,District 10,Breathitt,10-00376.00,KY 15,KY-15,D,FD52,M001,1100,,9440701R,1.1500,MAJOR WIDENING,16,16,94407,2025-08-28,IMPROVE KY-15 FROM THE INTERSECTION OF NEW KY-15/30 TO INTERSECTION OF KY-1812. (2020CCR),"THIS MODIFICATION PROVIDES $500,000 FEDERAL NH FUNDS TO COVER CONDEMNATION SETTLEMENT, LEGAL FEES, AND ADMINISTRATIVE COST FOR THE R/W PHASE OF THE PROJECT. (STATE FUND MATCH)",2024,2026,0.0
Highway Improvement,District 10,Breathitt,10-00376.00,KY 15,KY-15,D,FD52,,1100,,9440701R,1.1500,MAJOR WIDENING,16,16,94407,2025-08-28,IMPROVE KY-15 FROM THE INTERSECTION OF NEW KY-15/30 TO INTERSECTION OF KY-1812. (2020CCR),"THIS MODIFICATION PROVIDES $500,000 FEDERAL NH FUNDS TO COVER CONDEMNATION SETTLEMENT, LEGAL FEES, AND ADMINISTRATIVE COST FOR THE R/W PHASE OF THE PROJECT. (STATE FUND MATCH)",2021,2026,0.0
Highway Improvement,District 10,Breathitt,10-00376.00,KY 15,KY-15,C,FD52,RA12,1200,,9440701R,1.1500,MAJOR WIDENING,16,16,94407,2025-08-28,IMPROVE KY-15 FROM THE INTERSECTION OF NEW KY-15/30 TO INTERSECTION OF KY-1812. (2020CCR),"THIS MODIFICATION PROVIDES $500,000 FEDERAL NH FUNDS TO COVER CONDEMNATION SETTLEMENT, LEGAL FEES, AND ADMINISTRATIVE COST FOR THE R/W PHASE OF THE PROJECT. (STATE FUND MATCH)",2024,2026,0.0
Highway Improvement,District 10,Breathitt,10-00376.00,KY 15,KY-15,U,FD52,Y001,1200,,9440701R,1.1500,MAJOR WIDENING,16,16,94407,2025-08-28,IMPROVE KY-15 FROM THE INTERSECTION OF NEW KY-15/30 TO INTERSECTION OF KY-1812. (2020CCR),"THIS MODIFICATION PROVIDES $500,000 FEDERAL NH FUNDS TO COVER CONDEMNATION SETTLEMENT, LEGAL FEES, AND ADMINISTRATIVE COST FOR THE R/W PHASE OF THE PROJECT. (STATE FUND MATCH)",2026,2026,0.0
Highway Improvement,District 10,Breathitt,10-00376.00,KY 15,KY-15,U,FD52,Z0E1,1200,,9440701R,1.1500,MAJOR WIDENING,16,16,94407,2025-08-28,IMPROVE KY-15 FROM THE INTERSECTION OF NEW KY-15/30 TO INTERSECTION OF KY-1812. (2020CCR),"THIS MODIFICATION PROVIDES $500,000 FEDERAL NH FUNDS TO COVER CONDEMNATION SETTLEMENT, LEGAL FEES, AND ADMINISTRATIVE COST FOR THE R/W PHASE OF THE PROJECT. (STATE FUND MATCH)",2022,2026,0.0
Highway Improvement,District 10,Breathitt,10-00376.00,KY 15,KY-15,U,FD52,,1100,,9440701R,1.1500,MAJOR WIDENING,16,16,94407,2025-08-28,IMPROVE KY-15 FROM THE INTERSECTION OF NEW KY-15/30 TO INTERSECTION OF KY-1812. (2020CCR),"THIS MODIFICATION PROVIDES $500,000 FEDERAL NH FUNDS TO COVER CONDEMNATION SETTLEMENT, LEGAL FEES, AND ADMINISTRATIVE COST FOR THE R/W PHASE OF THE PROJECT. (STATE FUND MATCH)",2023,2026,0.0
