TRAK_ORG_PROGRAM,DISTRICT,COUNTY,ITEM_NUMBER,RT_NUMBER,ROAD_NAME,PHASE_CODE,PROGRAM_CODE,APPROPRIATION_CODE,FUND_NBR,CONTRACT_ID,EMARS_PROGRAM_CODE,LENGTH,PROJECT_TYPE,MOD_LEVEL,CURRENT_MOD_LEVEL,AUTH_NBR,APPROVED_DATE,SCOPE_LINES,REMARK_LINE,STATE_FISCAL_YEAR,FISCAL_YEAR,AUTHORIZED
Pavement Asset Management,District 04,Breckinridge,,US 60,W HIGHWAY 60,C,FD05,,1100,212245,1391501C,2.6870,BIT SURF & RESTORE,0,0,13915,2021-09-02,(US 60) (MP 0.000) BEGIN AT THE HANCOCK/BRECKINRIDGE COUNTY LINE EXTENDING EAST TO THE WEST END OF THE CLOVER CREEK BRIDGE (MP 2.687),THIS AUTHORIZATION PROVIDES CONSTRUCTION FUNDS TO COVER THE LOW BID PLUS 10% FOR ENGINEERING.,2022,2022,614435.0
Highway Improvement,District 04,Breckinridge,,KY 261,KY 261,C,FD51,,1100,,1987901C,,RESTORATION & REHAB,0,0,19879,2025-07-21,RESTORE FLOOD DAMAGED ROADWAY ON KY 261 AT MP 15.74.,DISASTER #4860-FEBRUARY 2025 FLOOD EVENT – FEMA WILL REIMBURSE THE CABINET 75% OF THE PROJECT COST.,2026,2026,3098.75
Highway Improvement,District 04,Breckinridge,,KY 261,KY 261,C,FD51,,1300,,1987901C,,RESTORATION & REHAB,0,0,19879,2025-07-21,RESTORE FLOOD DAMAGED ROADWAY ON KY 261 AT MP 15.74.,DISASTER #4860-FEBRUARY 2025 FLOOD EVENT – FEMA WILL REIMBURSE THE CABINET 75% OF THE PROJECT COST.,2026,2026,9296.25
Pavement Asset Management,District 04,Breckinridge,,US 60,CLOVERPORT - HARDINSBURG ROAD,C,FD05,,1100,222450,1535101C,,BIT SURF & RESTORE,0,0,15351,2022-07-13,"CLOVERPORT - HARDINSBURG ROAD (US 60) (MP 3.411) BEGINNING AT THE PAVEMENT JOINT 0.168 MILES EAST OF US 60X EXTENDING EAST THE PAVEMENT JOINT 0.02 MILES EAST OF KY 1616. (MP 16.213), A DISTANCE OF 12.80 MILES.",THIS AUTHORIZATION PROVIDES CONSTRUCTION FUNDS TO COVER THE LOW BID PLUS 10% FOR ENGINEERING.,2023,2023,3190550.0
Pavement Asset Management,District 04,Breckinridge,,KY 105,ELM STREET,C,FD05,,1100,222282,1535201C,,BIT SURF & RESTORE,0,0,15352,2022-07-13,"ELM STREET (KY 105) (MP 17.458) BEGINNING AT US 60 EXTENDING NORTH TO US 60X. (MP 18.345), A DISTANCE OF 0.88 MILES.",THIS AUTHORIZATION PROVIDES CONSTRUCTION FUNDS TO COVER THE LOW BID PLUS 10% FOR ENGINEERING.,2023,2023,152490.0
Highway Improvement,District 04,Breckinridge,, ,COUNTYWIDE DEBRIS REMOVAL,C,FD51,,1300,,1760901C,,RESTORATION & REHAB,0,0,17609,2023-12-04,COUNTYWIDE DEBRIS REMOVAL,DISASTER #4702 - MARCH 2023 WINDSTORM - FEMA WILL REIMBURSE THE CABINET 75% OF THE PROJECT COST.,2024,2024,40200.0
Highway Improvement,District 04,Breckinridge,, ,COUNTYWIDE DEBRIS REMOVAL,C,FD51,,1100,,1760901C,,RESTORATION & REHAB,0,0,17609,2023-12-04,COUNTYWIDE DEBRIS REMOVAL,DISASTER #4702 - MARCH 2023 WINDSTORM - FEMA WILL REIMBURSE THE CABINET 75% OF THE PROJECT COST.,2024,2024,13400.0
Pavement Asset Management,District 04,Breckinridge,04-04315.00,KY 259,KY-259 MAIN ST ,C,FD04,,1100,222494,1587001C,0.0520,BIT SURF & RESTORE,0,0,15870,2022-10-13,"HINTON HILLS TO MADRID ROAD (KY 259) (MP 2.646) BEGIN 275 FEET NORTH OF MCCOY ROFF ROAD EXTENDING NORTH 275 FEET (MP 2.698), A DISTANCE OF 0.05 MILES. GUARDRAIL.",THIS AUTHORIZATION PROVIDES CONSTRUCTION FUNDS TO COVER THE LOW BID PLUS 10% FOR ENGINEERING.  ,2023,2023,25680.0
Pavement Asset Management,District 04,Breckinridge,,KY 376,UNION STAR TO FRYMIRE ROAD,C,FD05,,1100,232097,1620401C,,BIT SURF & RESTORE,0,0,16204,2023-02-09,"UNION STAR TO FRYMIRE ROAD (KY 376) (MP 0.000) BEGIN AT KY 144 EXTENDING NORTH TO THE BRECKINRIDGE/MEADE COUNTY LINE (MP 0.922), A DISTANCE OF 0.92 MILES. CHIP AND SEAL.",THIS AUTHORIZATION PROVIDES CONSTRUCTION FUNDS TO COVER THE LOW BID PLUS 20% FOR THE ENGINEERING.,2023,2023,62400.0
Pavement Asset Management,District 04,Breckinridge,,KY 108,KIRK-GLEN DEAN ROAD,C,FD05,,1100,212257,1348301C,1.7280,BIT SURF & RESTORE,0,0,13483,2021-07-13,,,2021,2022,136171.0
Highway Improvement,District 04,Breckinridge,,CR 1206,TUG HOWARD RD,C,CA03,,1100,--,1213501C,0.0060,FLOOD DAMAGE REPAIR,0,0,12135,2020-08-26,FLOOD DAMAGE REPAIR LOCATED 1.943 MILES NORTH OF GILLARD CHURCH RD AT MILE POINT 2.987,COUNTY ROAD AID EMERGENCY FUNDS TO BE USED FOR THIS PROJECT.  CHECKS TO BE ISSUED DIRECTLY TO THE COUNTY.  COUNTY IS RESPONSIBLE FOR ALL PHASES OF WORK. ,2021,2021,6260.0
Pavement Asset Management,District 04,Breckinridge,,KY 232,KY 232,C,FD05,,1100,232216,1660001C,1.1020,BIT SURF & RESTORE,0,0,16600,2023-06-13,"KINGSWOOD ORCH LANE (KY 232) (MP 0.000) BEGIN AT KY 79 EXTENDING EAST TO THE END OF STATE MAINTENANCE (MP 1.102), A DISTANCE OF 1.10 MILES. ASPHALT RESURFACING.",THIS AUTHORIZATION PROVIDES CONSTRUCTION FUNDS TO COVER THE LOW BID PLUS 10% FOR ENGINEERING.  ,2023,2023,152375.0
Pavement Asset Management,District 04,Breckinridge,,KY 259,KY 259,C,FD05,,1100,232222,1660101C,5.1750,BIT SURF & RESTORE,0,0,16601,2023-06-13,"MAIN STREET (KY 259) (MP 7.901) BEGIN AT US 60 EXTENDING NORTH TO KY 2779 (MP 13.076), A DISTANCE OF 5.17 MILES. ASPHALT RESURFACING.",THIS AUTHORIZATION PROVIDES CONSTRUCTION FUNDS TO COVER THE LOW BID PLUS 10% FOR ENGINEERING.  ,2023,2023,589490.0
Pavement Asset Management,District 04,Breckinridge,04-20040.00,KY 1616,FAIRGROUNDS RD,C,FD52,Z2E2,1200,212173,1331901C,1.2810,BIT SURF & RESTORE,1,1,13319,2022-07-18,"RESURFACE KY 1616 FROM MP 0.00 TO MP 1.28 IN BRECKINRIDGE COUNTY, KY.",THIS MODIFICATION PROVIDES ADDITIONAL STP FD52 FUNDS WITH STATE MATCHING FUNDS TO COVER THE FINAL PAYMENT.,2023,2023,12000.0
Pavement Asset Management,District 04,Breckinridge,04-20040.00,KY 1616,FAIRGROUNDS RD,C,FD52,Z2E2,1100,212173,1331901C,1.2810,BIT SURF & RESTORE,1,1,13319,2022-07-18,"RESURFACE KY 1616 FROM MP 0.00 TO MP 1.28 IN BRECKINRIDGE COUNTY, KY.",THIS MODIFICATION PROVIDES ADDITIONAL STP FD52 FUNDS WITH STATE MATCHING FUNDS TO COVER THE FINAL PAYMENT.,2023,2023,3000.0
Pavement Asset Management,District 04,Breckinridge,04-20040.00,KY 1616,FAIRGROUNDS RD,C,FD52,,1100,212173,1331901C,1.2810,BIT SURF & RESTORE,1,1,13319,2022-07-18,"RESURFACE KY 1616 FROM MP 0.00 TO MP 1.28 IN BRECKINRIDGE COUNTY, KY.",THIS MODIFICATION PROVIDES ADDITIONAL STP FD52 FUNDS WITH STATE MATCHING FUNDS TO COVER THE FINAL PAYMENT.,2021,2023,0.0
Pavement Asset Management,District 04,Breckinridge,04-20040.00,KY 1616,FAIRGROUNDS RD,C,FD52,Z2E2,1200,212173,1331901C,1.2810,BIT SURF & RESTORE,1,1,13319,2022-07-18,"RESURFACE KY 1616 FROM MP 0.00 TO MP 1.28 IN BRECKINRIDGE COUNTY, KY.",THIS MODIFICATION PROVIDES ADDITIONAL STP FD52 FUNDS WITH STATE MATCHING FUNDS TO COVER THE FINAL PAYMENT.,2021,2023,0.0
Pavement Asset Management,District 04,Breckinridge,04-20040.00,KY 1616,FAIRGROUNDS RD,C,FD52,Z2E2,1200,212173,1331901C,1.2810,BIT SURF & RESTORE,0,1,13319,2021-05-07,"RESURFACE KY 1616 FROM MP 0.00 TO MP 1.28 IN BRECKINRIDGE COUNTY, KY.",THIS AUTHORIZATION PROVIDES FEDERAL STP CONSTRUCTION FUNDS TO COVER LOW-BID PLUS ENGINEERING WITH STATE FUND MATCH.,2021,2021,143520.0
Pavement Asset Management,District 04,Breckinridge,04-20040.00,KY 1616,FAIRGROUNDS RD,C,FD52,,1100,212173,1331901C,1.2810,BIT SURF & RESTORE,0,1,13319,2021-05-07,"RESURFACE KY 1616 FROM MP 0.00 TO MP 1.28 IN BRECKINRIDGE COUNTY, KY.",THIS AUTHORIZATION PROVIDES FEDERAL STP CONSTRUCTION FUNDS TO COVER LOW-BID PLUS ENGINEERING WITH STATE FUND MATCH.,2021,2021,35880.0
Highway Improvement,District 04,Breckinridge,, ,BRECKINRIDGE COUNTY AIRPORT (I,N,BC54,,1300,,2031401N,,NOT APPLICABLE,0,0,20314,2025-10-02,AIRFIELD LIGHTING RECONSTRUCTION,THIS AUTHORIZATION IS TO PROVIDE FUNDING FOR THE RECONSTRUCTION OF RUNWAY LIGHTING AND TAXIWAY LIGHTING TURNAROUNDS AT THE BRECKINRIDGE COUNTY AIRPORT (I93),2026,2026,6728.5
Rural Roads Projects,District 04,Breckinridge,,KY 144,"KY 629 (KY 629),KY 144 (KY 144",C,CB06,,1100,243045,1838301C,7.0380,BIT. RESURFACE,0,0,18383,2024-08-06,"BIT. RESURFACING - FROM FROM TICKRIDGE RD (CR 1320), EXTENDING NORTH TO OLD RAILROAD RD (CR 1312). ,BIT. RESURFACING - FR5OM FROM US 60, EXTENDING WESTWARDLY TO FLOOD RD (CR 1443).,BIT. RESURFACING - FROM KY 690, EXTENDING EASTERLY TOWARDS MCDONALD LANE (CR 1068). ,BIT. RESURFACING - FROM KY 333, EXTENDING EASTERLY TO KY 261. ,BIT. RESURFACING - FROM KY 2780, EXTENDING NORTH TO BRECKINRIDGE/MEADE CO LINE. ",THIS REFLECTS LOW BID PLUS 10% CONSTR. ENGR.,2025,2025,789177.0
Highway Improvement,District 04,Breckinridge,,CR 1392,CONSTANTINE FAIRFIELD RD (CR 1,C,CB06,,1100,,1831001C,8.4590,BIT. RESURFACE,0,0,18310,2024-07-22,"BIT. PATCHING - FROM KY 690 (0.00 MP), EXTENDING EAST TO KY 401 (1.877 MP).,BIT. RESURFACING - FROM KY 401 (0.00 MP), EXTENDING NORTHWEST TO END OF ROAD (0.721 MP).,BIT. RESURFACING - FROM KY 259 (0.00 MP), EXTENDING EAST TO END OF ROAD AT 0.253 MP.,BIT. RESURFACING - FROM KY 259 (0.00 MP), EXTENDING SOUTHEAST TO END OF ROAD (1.926 MP).,BIT. RESURFACING - FROM LAKERIDGE RD (CS 1059), EAST 0.003 MILES (MP), EXTENDING SOUTH TO END OF ROAD AT KY 259 (0.32 MP).,BIT. RESURFACING - FROM KY 259 (0.00 MP), EXTENDING SOUTH TO ENDING MP 0.45.,BIT. RESURFACING - FROM KY 259 (0.00 MP), EXTENDING EAST TO ENDING MP 0.205.,BIT. RESURFACING - FROM KY 629 (0.00 MP), EXTENDING NORTH TO OLD RAILROAD RD (CR 1312) (0.757 MP).,BIT. RESURFACING - FROM KY 1401 (0.00 MP), EXTENDING SOUTH TO END OF ROAD AT MP 0.654.,BIT. RESURFACING - FROM KY 144 (0.00 MP), EXTENDING NORTH EAST TO END OF ROAD (1.299 MI).",COUNTY IS RESPONSIBLE FOR ALL PHASES OF WORK (SEE AGREEMENT).,2025,2025,274839.0
Highway Improvement,District 04,Breckinridge,,KY 144,KY-144,C,CB01,,1100,,1497001C,0.0260,SLIP OR SLIDE REPAIR,0,0,14970,2022-04-25,"SLIDE REPAIR - FROM US 60, 1.5 MILES NORTH, EXTENDING NORTH TO ENDING MP 1.513.",WORK TO BE PERFORMED BY STATE DOH FORCES/PRICE CONTRACT. ,2022,2022,120000.0
Highway Improvement,District 04,Breckinridge,, ,BRECKINRIDGE COUNTY AIRPORT (I,N,BC53,,1300,,1881101N,,NOT APPLICABLE,0,0,18811,2024-11-26,CONSTRUCT 2 - 50'X60' BOX HANGARS,THIS CONTRACT IS 100% STATE FUNDED TO CONSTRUCT 2 - 50' X 60' BOX HANGARS. ,2025,2025,258204.76
Highway Improvement,District 04,Breckinridge,,KY 144,KY 144,C,CB01,,1100,,1786301C,0.0200,SLIP OR SLIDE REPAIR,0,0,17863,2024-03-13,"SLIDE REPAIR - FROM WATERTOWER LN (CR 1441), EAST 0.167 MILES (7.90 MP), EXTENDING EAST TO ENDING MP 7.920.",WORK TO BE PERFORMED BY STATE DOH FORCES/PRICE CONTRACT.  RS EMERGENCY FUNDS WILL BE USED FOR THIS PROJECT.,2024,2024,150000.0
Highway Improvement,District 04,Breckinridge,,KY 144,KY 144,C,CB01,,1100,,1403801C,0.0190,SLIP OR SLIDE REPAIR,0,0,14038,2021-09-20,REPAIR SLIDE AT MILEPOINT 3.200,WORK TO BE PERFORMED BY STATE DOH FORCES/PRICE CONTRACT. RS EMERGENCY FUNDS WILL BE USED FOR THIS PROJECT. ,2022,2022,200000.0
Highway Improvement,District 04,Breckinridge,,KY 2199,"KY 2199,KY 110,KY 629",C,CB06,,1100,,1910201C,7.2769,BIT. RESURFACE,0,0,19102,2025-03-18,"CHIP SEAL - FROM KY 333 (0.00 MP), EXTENDING SOUTHWARDLY TO BRECKINRIDGE / HARDIN CO LINE.,CHIP SEAL - FROM END OF STATE MAINTENANCE AR MP 5.345, EXTENDING NORTHERLY TO KY 259.,CHIP SEAL - FROM OHIO CO LINE (0.00 MP), EXTENDING EASTERLY TOWARDS TICKRIDGE RD (CR 1320).",WORK TO BE PERFORMED BY STATE DOH FORCES/PRICE CONTRACT.,2025,2025,251200.0
Rural Roads Projects,District 04,Breckinridge,,KY 261,"KY 690 (KY 690),KY 261 (KY 261",C,CB06,,1100,253029,1963001C,6.6039,BIT. RESURFACE,0,0,19630,2025-07-01,"BIT. RESURFACING - FROM MOOK RD (PR 1039), EXTENDING EASTERLY TOWARDS ELLIOTT RD (CR 1176).,BIT. RESURFACING - FROM KY 259, EXTENDING NORTHERLY TO KY 1385. ",THIS REFLECTS LOW BID PLUS 10% CONSTR. &amp; ENGR.,2026,2026,555193.0
Highway Improvement,District 04,Breckinridge,,DU ,KY 144,C,FD05,,1100,,1004101C,0.8200,BIT SURF & RESTORE,1,1,10041,2019-07-12,(KY 144) (MP 0.000) BEGIN AT THE BRECKINRIDGE/HANCOCK COUNTY LINE EXTENDING EAST TO US 60 (MP 0.821),ADD ADDITIONAL FD05 FUNDS TO THE CONSTRUCTION PHASE OF THE PROJECT TO COVER REQUIRED CHANGE ORDER.  JL,2020,2020,11664.0
Rural Roads Projects,District 04,Breckinridge,,KY 105,"KY 144,KY 105",C,CB06,,1100,233076,1701501C,4.4310,BIT. RESURFACE,0,0,17015,2023-08-03,"BIT. RESURFACING - FROM FLOOD RD (CR 1443), EXTENDING NORTHWARDLY TO BULL CREEK BRIDGE (014B00054N). ,BIT. RESURFACING - FROM BEECH FORK BRIDGE (014B00046N), EXTENDING NORTHWARDLY TO IRON HILL ROAD (CR 1456). ",THIS REFLECTS LOW BID PLUS 10% CONSTR. ENGR.,2024,2024,504377.0
Highway Improvement,District 04,Breckinridge,,CR 1023,"BROOKSHIRE LANE,WHEATLEY HENDR",C,CB06,,1100,,1689101C,17.9400,BIT. RESURFACE,0,0,16891,2023-07-13,"BIT RESURFACING FROM KY 259 (MP 0.00) EXTENDING NORTHEAST TO END OF ROAD (MP 0.275),BIT RESURFACING FROM KY 2779 (MP 0.00) EXTENDING SOUTHWEST TO END OF ROAD (MP 0.73),BIT RESURFACING FROM KY 232 (MP 0.00) EXTENDING NORTHEAST TO END OF ROAD (MP 1.076),BIT RESURFACING FROM WILSONS WILDERNESS LANE (MP 0.00) EXTENDING SOUTHWEST TO END OF ROAD (0.659),BIT RESURFACING FROM TAR SPRINGS RD (MP 0.00) EXTENDING WEST TO MCDOLE LANE/PR 1062 (MP 0.20),BIT RESURFACING FROM SEVEN OAKS LN/CR 1088 (MP 0.00) EXTENDING WEST TO END OF ROAD (MP 0.20),BIT RESURFACING FROM KY 1740 (MP 0.00) EXTENDING SOUTH TO END OF ROAD (MP 0.66),BIT RESURFACING FROM KY 333 (MP 0.00) EXTENDING NORTH TO END OF ROAD (MP 0.629),BIT RESURFACING FROM KY 737 (MP 0.00) EXTENDING SOUTHWEST TO END OF ROAD (MP 1.664),BIT RESURFACING FROM KY 401 (MP 0.00) EXTENDING NORTHWEST TO END OF ROAD (MP 0.799),BIT RESURFACING FROM US 60 (MP 0.00) EXTENDING NORTHWEST TO END OF ROAD (MP 0.65),BIT RESURFACING FROM KY 86 (MP 0.00) EXTENDING NORTHE",COUNTY IS RESPONSIBLE FOR ALL PHASES OF WORK (SEE AGREEMENT).,2024,2024,336607.0
Highway Improvement,District 04,Breckinridge,,US 60,BRECKINRIDGE COUNTY HIGH SCHOO,C,FD39,,1100,,8904601C,,NOT APPLICABLE,1,2,89046,2020-10-16,CONSTRUCT ADDITIONAL ENTRANCE FOR THE BRECKINRIDGE COUNTY HIGH SCHOOL ON US 60 AT MP 16.456.,THIS MODIFICATION RELEASES REMAINING UNOBLIGATED FD39 CONSTRUCTION FUNDS (LESS $100) DUE TO NO EXPENDITURES SINCE 2014. ,2021,2021,-2076.2
Highway Improvement,District 04,Breckinridge,,US 60,BRECKINRIDGE COUNTY HIGH SCHOO,C,FD39,,1100,,8904601C,,NOT APPLICABLE,2,2,89046,2021-03-24,CONSTRUCT ADDITIONAL ENTRANCE FOR THE BRECKINRIDGE COUNTY HIGH SCHOOL ON US 60 AT MP 16.456.,THIS MOD RELEASES $100.00 UNOBLIGATED FD39 FUNDS FROM THIS PROJECT.  LPI,2021,2021,-100.0
Highway Improvement,District 04,Breckinridge,,KY 110,KY-110 (KY 110),C,CB01,,1100,--,1217501C,2.4200,SLIP OR SLIDE REPAIR,0,0,12175,2020-09-08,SLIDE REPAIR LOCATED 0.547 MILES EAST OF BURTON-HUFF RD,WORK TO BE PREFORMED BY STATE DOH FORCES/ PRICE CONTRACT.  RS EMERGENCY FUNDS TO BE USED FOR THIS PROJECT. ,2021,2021,270000.0
Highway Improvement,District 04,Breckinridge,,KY 690,KY 690,C,CB01,,1100,-,1170601C,0.0330,SLIP OR SLIDE REPAIR,0,0,11706,2020-01-30,SLIDE REPAIR LOCATED 0.929 MILES EAST OF ARTHUR MOORE RD AT MILE POINT 1.300,WORK TO BE PREFORMED BY STATE FORCES/PRICE CONTRACT.  RURAL SECONDARY EMERGENCY FUNDS TO BE USED FOR THIS PROJECT. ,2020,2020,141000.0
Highway Improvement,District 04,Breckinridge,,CR 1069,"HOBBS RD (CR 1104),CENTERVIEW-",C,CB06,,1100,,1990401C,11.6220,BIT. RESURFACE,0,0,19904,2025-07-22,"BIT. RESURFACING - FROM KY 261 JUNCTION (0.00 MP), EXENDING EAST TO ENDING MP 1.80.,BIT. RESURFACING - FROM KY 401 JUNCTION (0.00 MP), EXTENDING SOUTH TO ENDING MP 3.235.,BIT. RESURFACING - FROM TIVITT LN (CR 1386) JUNCTION 0.00 MP, EXTENDING NORTH TO END OF ROAD AT MP 0.465.,BIT. RESURFACING - FROM KY 259, SOUTH 1.250 MILES (0.00 MP), EXTENDING NORTH TO KY 259 AT ENDING MP 1.250.,BIT. RESURFACING - FROM INDIAN HILL LN (CR 1255 B), NORTH 1.392 MILES (0.00 MP), EXTENDING SOUTH TO INDIAN HILL LN AT MP 1.392.,BIT. RESURFACING - FROM KY 144 JUNCTION (0.00 MP), EXTENDING EAST TO ENDING MP 1.70.,BIT. RESURFACING - FROM KY 333, WEST 1.17 MILES (MP), EXTENDING WEST TO ENDING MP ENDING MP 2.95.",COUNTY IS RESPONSIBLE FOR ALL PHASES OF WORK (SEE AGREEMENT).,2026,2026,294284.0
Highway Improvement,District 04,Breckinridge,, ,VARIOUS COUNTY ROADS,C,FD39,,1100,,9258501C,,NOT APPLICABLE,1,1,92585,2021-03-10,RESURFACE VARIOUS ROADS IN BRECKINRIDGE COUNTY.,"THIS MOD RELEASES $31,114.64 UNOBLIGATED FD39 FUNDS FROM THIS PROJECT.  LPI",2021,2021,-31114.64
Rural Roads Projects,District 04,Breckinridge,,KY 477,KY 477,C,CB06,,1100,223025,1558401C,6.9740,BIT. RESURFACE,0,0,15584,2022-08-15,"BIT. RESURFACING - FROM KY 261, NORTH AT 2.965 MP, EXTENDING NORTH TO ENDING MP 9.939.",THIS REFLECTS THE LOW BID PLUS 10% CONSTR. ENGR.,2023,2023,787141.0
