TRAK_ORG_PROGRAM,DISTRICT,COUNTY,ITEM_NUMBER,RT_NUMBER,ROAD_NAME,PHASE_CODE,PROGRAM_CODE,APPROPRIATION_CODE,FUND_NBR,CONTRACT_ID,EMARS_PROGRAM_CODE,LENGTH,PROJECT_TYPE,MOD_LEVEL,CURRENT_MOD_LEVEL,AUTH_NBR,APPROVED_DATE,SCOPE_LINES,REMARK_LINE,STATE_FISCAL_YEAR,FISCAL_YEAR,AUTHORIZED
Highway Improvement,District 02,Caldwell,,CR 1508,"JACKSON RD,CLINTON PERRY RD,HO",C,CB06,,1100,,1380201C,1.8780,BIT. RESURFACE,0,0,13802,2021-08-11,"FROM JEFF WATSON RD EXTENDING NORTH TO END OF COUNTY ROAD MAINTENANCE,FROM KY-293 EXTENDING EAST TO END OF COUNTY ROAD MAINTENANCE,FROM 0.800 MILES NORTH OF KY-514 EXTENDING NORTH TO SIMS RD,FROM CLINTON PERRY RD EXTENDING NORTH TO END OF COUNTY ROAD MAINTENANCE,FROM THE CHRISTIAN COUNTY LINE EXTENDING SOUTHTO END OF COUTNY ROAD MAINTENANCE",COUNTY IS RESPONSIBLE FOR ALL PHASES OF WORK (SEE AGREEMENT). ,2022,2022,98029.0
Pavement Asset Management,District 02,Caldwell,,US 62,EDDYVILLE ROAD ,C,FD05,,1100,242341,1879101C,,BIT SURF & RESTORE,0,0,18791,2024-11-27,"EDDYVILLE ROAD (US 62) (MP 0.000) BEGIN AT THE LYON/CALDWELL COUNTY LINE EXTENDING EAST TO SINKHOLES BRIDGE (MP 3.656), A DISTANCE OF 3.65 MILES. PAVEMENT (WITH ALTERNATES).",THIS AUTHORIZATION PROVIDES CONSTRUCTION FUNDS TO COVER THE LOW BID PLUS 10% FOR ENGINEERING.,2025,2025,539880.0
Highway Improvement,District 02,Caldwell,,CR 1338,FLATROCK LOOP ROAD,C,CB01,,1100,,1594701C,0.0080,DRAINAGE STRUCTURE,0,0,15947,2022-11-03,"DRAINAGE STRUCTURE - FROM ASHER CEMETERY ROAD, NORTHEAST 0.029 MILES (1.177 MP), EXTENDING NORTHEAST TO ENDING MP 1.185.",COUNTY IS RESPONSBILE FOR ALL PHASES OF WORK (SEE AGREEMENT).,2023,2023,14960.0
Highway Improvement,District 02,Caldwell,,CR 1085,SUGAR CREEK CHURCH ROAD,C,CB01,,1100,,1592701C,0.0110,DRAINAGE STRUCTURE,0,0,15927,2022-10-26,"DRAINAGE STRUCTURE - FROM KY 293 N JUNCTION, NORTHEAST 0.216 MILES (MP), EXTENDING NORTHEAST TO ENDING MP 0.227.",COUNTY IS RESPONSBILE FOR ALL PHASES OF WORK (SEE AGREEMENT).,2023,2023,21675.0
Highway Improvement,District 02,Caldwell,, ,VARIOUS COUNTY ROADS,C,FD39,,1100,,1709901C,,NOT APPLICABLE,0,0,17099,2023-08-29,"RESURFACE SCOTTSBURG ROAD, SUGAR CREEK CHURCH ROAD AND FRIENDSHIP ROAD IN CALDWELL COUNTY.","THIS AUTHORIZATION PROVIDES $374,496 FD39 FUNDS FOR THE PROJECT.  AS PER AGREEMENT, THE CABINET WILL REIMBURSE CALDWELL COUNTY UP TO $374,496 FOR THIS PROJECT.  LPA CONTRACT.  LPI",2024,2024,374496.0
Bridge Asset Management,District 02,Caldwell,02-10061.00,KY 126,KY-126,C,FD55,Y110,1200,235325,1761902C,0.0140,BRIDGE REPLACEMENT,0,0,17619,2023-12-11,BRIDGE PROJECT IN CALDWELL COUNTY ON (017B00024N) KY-126 AT BURNS CREEK,THIS AUTHORIZATION PROVIDES FEDERAL BRIDGE FUNDS TO COVER LOW-BID PLUS CEI WITH STATE FUND MATCH.,2024,2024,1250480.0
Bridge Asset Management,District 02,Caldwell,02-10061.00,KY 126,KY-126,C,FD55,,1100,235325,1761902C,0.0140,BRIDGE REPLACEMENT,0,0,17619,2023-12-11,BRIDGE PROJECT IN CALDWELL COUNTY ON (017B00024N) KY-126 AT BURNS CREEK,THIS AUTHORIZATION PROVIDES FEDERAL BRIDGE FUNDS TO COVER LOW-BID PLUS CEI WITH STATE FUND MATCH.,2024,2024,33495.0
Highway Improvement,District 02,Caldwell,,CR 1250,OLD FREDONIA ROAD,C,CB01,,1100,,1574501C,0.0040,DRAINAGE STRUCTURE,0,0,15745,2022-09-15,"DRAINAGE STRUCTURE - FROM CRAIG CEMETERY ROAD (CR 1253), WEST 0.283 MILES (3.333 MP), EXTENDING WEST TO ENDING MP 3.337.",COUNTY IS RESPONSBILE FOR ALL PHASES OF WORK (SEE AGREEMENT).,2023,2023,20405.0
Highway Improvement,District 02,Caldwell,,CR 1119,HUDGINS ROAD,C,CB01,,1100,,1570901C,0.0100,DRAINAGE STRUCTURE,0,0,15709,2022-09-02,"DRAINAGE STRUCTURE - FROM US 62, SOUTH 0.025 MILES, EXTENDING SOUTH TO ENDING MP 0.035.",COUNTY IS RESPONSBILE FOR ALL PHASES OF WORK (SEE AGREEMENT).,2023,2023,22960.0
Highway Improvement,District 02,Caldwell,,CR 1501,"P. GOODWIN ROAD,LANCE NICHOLS ",C,CB06,,1100,,1919701C,2.7380,BIT. RESURFACE,0,0,19197,2025-04-01,"BIT RESURFACING FROM WALLACE FORK ROAD/CR 1137 (MP 0.00) EXTENDING EAST TO THE CHRISTIAN COUNTY LINE (MP 0.991),BIT RESURFACING FROM 0.53 MILE SOUTH OF US 62 (MP 0.53) EXTENDING SOUTH TO END OF COUNTY MAINTENANCE (MP 0.93),BIT RESURFACING FROM US 62/DAWSON RD (MP 0.00) EXTENDING SOUTH TO END OF ROAD (MP 0.287),BIT PATCHING FROM 0.007 MILE NORTH OF WYNN ROAD EXTENDING NORTH TO MILE POINT 1.520,BIT RESURFACING FROM 0.037 MILE SOUTH OF GUMLICK RD (MP 1.05) EXTENDING NORTH TO 0.063 MILE NORTH OF GUMLICK ROAD,BIT RESURFACING FROM 0.356 MILE EAST OF BROWN HILL RD (MP 0.93) EXTENDING WEST TO LILLARD WATSON RD (MP 1.37)",COUNTY IS RESPONSIBLE FOR ALL PHASES OF WORK (SEE AGREEMENT).,2025,2025,222674.0
Highway Improvement,District 02,Caldwell,, ,PRINCETON-CALDWELL COUNTY AIRP,N,BC54,,1300,,1577401N,,NOT APPLICABLE,0,0,15774,2022-09-21,LAND ACQUISTION AND OBSTRUCTION REMOVAL,THIS AUTHORIZATION IS FOR THE 7.5% STATE MATCH FOR FAA GRANT 3-21-0046-019-2022 FOR A LAND ACQUISTION AND OBSTRUCTION REMOVAL PROJECT.,2023,2023,30729.0
Rural Roads Projects,District 02,Caldwell,,KY 70,"STATE HIGHWAY 70,STATE HIGHWAY",C,CB06,,1100,213001,1294101C,6.1000,BIT. RESURFACE,0,0,12941,2021-02-18,"FROM 0.748 MILES EAST OF NELLIE BOARD RD EXTENDING EAST TO 0.274 MILES EAST OF PV-1003,FROM THE TRIGG COUNTY LINE EXTENDING NORTH TO 0.213 MILES NORTH OF CRAVENS RD,FROM 0.004 MILES NORTH OF DONALDSON ROAD EXTENDING NORTH TO 0.219 MILES NORTH OF MORGAN HILL RD",THIS REFLECTS THE LOW BID PLUS 10% CONSTR. ENGR. ,2021,2021,440178.0
Pavement Asset Management,District 02,Caldwell,,KY 2080,CADIZ ROAD,C,FD05,,1100,212109,1304701C,0.5740,BIT SURF & RESTORE,0,0,13047,2021-04-01,(KY 2080) (MP 0.000) BEGIN AT KY 139 EXTENDING NORTH TO KY 91 (MP 0.574),THIS AUTHORIZATION PROVIDES CONSTRUCTION FUNDS TO COVER THE LOW BID PLUS 10% FOR ENGINEERING.,2021,2021,68022.0
Bridge Asset Management,District 02,Caldwell,02-10065.00, ,WEBSTER RD,C,FD55,Y110,1200,235320,1751802C,0.0060,BRIDGE REPLACEMENT,0,0,17518,2023-11-20,BRIDGE PROJECT IN CALDWELL COUNTY ON (017B00076N) KY-1592 AT TOWERY BRANCH,THIS AUTHORIZATION PROVIDES FEDERAL BRIDGE FUNDS TO COVER LOW-BID PLUS CEI WITH STATE FUND MATCH.,2024,2024,899920.0
Bridge Asset Management,District 02,Caldwell,02-10065.00, ,WEBSTER RD,C,FD55,,1100,235320,1751802C,0.0060,BRIDGE REPLACEMENT,0,0,17518,2023-11-20,BRIDGE PROJECT IN CALDWELL COUNTY ON (017B00076N) KY-1592 AT TOWERY BRANCH,THIS AUTHORIZATION PROVIDES FEDERAL BRIDGE FUNDS TO COVER LOW-BID PLUS CEI WITH STATE FUND MATCH.,2024,2024,24105.0
Pavement Asset Management,District 02,Caldwell,,KY 91,KY 91,C,FD05,,1100,242023,1792901C,4.1340,BIT SURF & RESTORE,0,0,17929,2024-04-16,"PRINCETON ROAD (KY 91) (MP 0.000) BEGIN AT THE CALDWELL/CHRISTIAN COUNTY LINE EXTENDING NORTH TO FRIENDSHIP ROAD (MP 4.134), A DISTANCE OF 4.13 MILES. ASPHALT RESURFACING.",THIS AUTHORIZATION PROVIDES CONSTRUCTION FUNDS TO COVER THE LOW BID PLUS 10% FOR ENGINEERING.  ,2024,2024,836330.0
Highway Improvement,District 02,Caldwell,, ,PRINCETON-CALDWELL COUNTY AIRP,N,BC53,,1300,,1471001N,,NOT APPLICABLE,0,0,14710,2022-02-22,REPLACE ROTATING BEACON AND INSTALLATION OF TOWER,"THE ROTATING BEACON HAS EXCEEDED ITS USEFUL LIFE AND REQUIRES CONSISTENT MAINTENANCE.  THIS PROJECT REPLACES THE BEACON AND TOWER.  THIS PROJECT FUNDING COVERS LIGHTING, ENGINEERING AND PLANNING COSTS. ",2022,2022,99510.0
Pavement Asset Management,District 02,Caldwell,,KY 70,MARION ROAD,C,FD05,,1100,242070,1784401C,,BIT SURF & RESTORE,0,0,17844,2024-03-18,"MARION ROAD (KY 70) (MP 0.000) BEGIN AT THE CALDWELL/CRITTENDEN COUNTY LINE EXTENDING EAST TO 0.061 MILES WEST OF US 641 (MP 0.492), A DISTANCE OF 0.49 MILES. PAVEMENT (WITH ALTERNATES).",THIS AUTHORIZATION PROVIDES CONSTRUCTION FUNDS TO COVER THE LOW BID PLUS 15% FOR ENGINEERING.,2024,2024,105225.0
Rural Roads Projects,District 02,Caldwell,,KY 70,"KY 70,SCOTTSBURG ROAD,BLACKHAW",C,CB06,,1100,213154,1396801C,6.1570,BIT. RESURFACE,0,0,13968,2021-08-31,"FROM 0.050 MILES EAST OF PR-1323 EXTENDING EAST TO 0.386 MILES EAST OF PV-1304,FROM KY-91 EXTENDING NORTH TO KY-278,FROM KY-139 EXTENDING EAST TO 0.048 MILES EAST OF ANDREW MERRICK RD",THIS REFLECTS THE LOW BID PLUS 10% CONSTR. ENGR.,2022,2022,765839.0
Highway Improvement,District 02,Caldwell,,CR 1070,"OLD MADISONVILLE ROAD,RUFUS RO",C,FD39,,1100,,1456001C,,NOT APPLICABLE,0,0,14560,2022-02-07,"RESURFACE OLD MADISONVILLE ROAD (CR 1200) FROM MILEPOINT 0.697 EXTENDING EASTERLY TO THE END OF COUNTY MAINTENANCE FOR APPROXIMATELY 0.421 MILE.,RESURFACE RUFUS ROAD (CR 1070) FROM MILEPOINT 0.00 EXTENDING SOUTHERLY TO LAKEWOOD ROAD FOR APPROXIMATELY 1.224 MILES.","THIS AUTHORIZATION PROVIDES $88,300 FD39 FUNDS FOR THE PROJECT.  AS PER AGREEMENT, THE CABINET WILL REIMBURSE CALDWELL COUNTY UP TO $88,300 FOR THIS PROJECT.  LPA CONTRACT.  LPI",2022,2022,88300.0
Rural Roads Projects,District 02,Caldwell,,KY 70,"KY 903,KY 70,KY 128",C,CB06,,1100,243069,1854601C,4.1039,BIT. RESURFACE,0,0,18546,2024-09-11,"BIT. RESURFACING - FROM THE LYON/CALDWELL CO LINE, EXTENDING NORTH TO KY 515.,BIT. RESURFACING - FROM KY 293, EXTENDING NORTHERLY TO KY 293 N. ,BIT. RESURFACING - FROM KY 2068, EXTENDING NORTH TO KY 91.",THIS REFLECTS LOW BID PLUS 10% CONSTR. ENGR.,2025,2025,575797.0
Highway Improvement,District 02,Caldwell,, ,PRINCETON-CALDWELL COUNTY AIRP,N,BC54,,1300,,1930601N,,NOT APPLICABLE,0,0,19306,2025-04-25,CONSTRUCT 10 UNIT T-HANGAR,"THIS CONTRACT IS FOR THE CONSTRUCTION OF THE 10 UNIT T-HANGAR AT PRINCETON-CALDWELL COUNTY AIRPORT (2M0). THE STATE SHARE IS $433,678.00. ",2025,2025,433678.0
Highway Improvement,District 02,Caldwell,,CR 1337,GOODSPRINGS ROAD,C,CA03,,1100,,1658701C,0.0670,SLIP OR SLIDE REPAIR,0,0,16587,2023-05-30,SLIDE REPAIR LOCATED 0.111 MILE SOUTH OF GREY ROAD/CR 1369 AT MILE POINT 0.600,COUNTY ROAD AID EMERGENCY FUNDS TO BE USED FOR THIS PROJECT.  PAYMENTS TO BE MADE DIRECTLY TO THE COUNTY.  COUNTY IS RESPONSIBLE FOR ALL PHASES OF WORK.  ,2023,2023,31110.0
Highway Improvement,District 02,Caldwell,,CR 1216,"ROCKSPRINGS ROAD,PLEASANT VALL",C,FD14,,1100,,1969701C,,ROADWAY SAFETY-M&P,0,0,19697,2025-07-10,"RESURFACE ROCKSPRINGS ROAD (CR 1216) FROM MILEPOINT 0.00 TO MILEPOINT 2.296 FOR APPROXIMATELY 2.296 MILES.,RESURFACE PLEASANT VALLEY ROAD (CR 1366) FROM MILEPOINT 0.00 TO MILEPOINT 3.234 FOR APPROXIMATELY 3.234 MILES.","THIS AUTHORIZATION PROVIDES $539,000 FD14 FUNDS FOR THE PROJECT.  AS PER AGREEMENT, THE CABINET WILL REIMBURSE CALDWELL COUNTY UP TO $539,000 FOR THIS PROJECT.  LPA CONTRACT.",2026,2026,539000.0
Highway Improvement,District 02,Caldwell,,CR 1071,CANNON ROAD,C,CA03,,1100,,2023601C,0.0200,DRAINAGE STRUCTURE,0,0,20236,2025-09-15,"DRAINAGE STRUCTURE LOCATED FROM 0.361 MILE SOUTH OF KY 1592, EXTENDING NORTH TO MILE POINT 4.375",COUNTY IS REPSONSIBLE FOR ALL PHASES OF WORK.  COUNTY ROAD AID EMERGENCY FUNDS TO BE USED FOR THIS PROJECT.  PAYMENTS TO BE MADE DIRECTLY TO THE COUNTY.  ,2025,2026,36000.0
Highway Improvement,District 02,Caldwell,01-00187.60,US 641,"US-641 N,US-641 N",D,FD52,M240,1100,,6934306D,,RELOCATE W/ADD LNS,29,29,69343,2025-06-02,"RELOCATE US-641 FROM SOUTH OF THE LYON/CALDWELL COUNTY LINE TO FREDONIA, 4.5 MILES. (2020CCN) (2022CCR) (2024CCR),RELOCATE US-641 FROM SOUTH OF THE LYON/CALDWELL COUNTY LINE TO FREDONIA, 4.5 MILES. (2020CCN) (2022CCR) (2024CCR)",THIS MODIFICATION CORRECTS THE ITEM NUMBER SUFFIX IN THE AUTHORIZATION FUNDING AND LOCATION TO 1-187.60.,2022,2025,0.0
Highway Improvement,District 02,Caldwell,01-00187.60,US 641,"US-641 N,US-641 N",R,FD52,Y240,1200,,6934306D,,RELOCATE W/ADD LNS,29,29,69343,2025-06-02,"RELOCATE US-641 FROM SOUTH OF THE LYON/CALDWELL COUNTY LINE TO FREDONIA, 4.5 MILES. (2020CCN) (2022CCR) (2024CCR),RELOCATE US-641 FROM SOUTH OF THE LYON/CALDWELL COUNTY LINE TO FREDONIA, 4.5 MILES. (2020CCN) (2022CCR) (2024CCR)",THIS MODIFICATION CORRECTS THE ITEM NUMBER SUFFIX IN THE AUTHORIZATION FUNDING AND LOCATION TO 1-187.60.,2024,2025,0.0
Highway Improvement,District 02,Caldwell,01-00187.00,US 641,"US-641 N,US-641 N",U,FD52,Y240,1200,,6934306D,,RELOCATE W/ADD LNS,29,29,69343,2025-06-02,"RELOCATE US-641 FROM SOUTH OF THE LYON/CALDWELL COUNTY LINE TO FREDONIA, 4.5 MILES. (2020CCN) (2022CCR) (2024CCR),RELOCATE US-641 FROM SOUTH OF THE LYON/CALDWELL COUNTY LINE TO FREDONIA, 4.5 MILES. (2020CCN) (2022CCR) (2024CCR)",THIS MODIFICATION CORRECTS THE ITEM NUMBER SUFFIX IN THE AUTHORIZATION FUNDING AND LOCATION TO 1-187.60.,2025,2025,-2872000.0
Highway Improvement,District 02,Caldwell,,US 641,"US-641 N,US-641 N",D,FD04,,1100,,6934306D,,RELOCATE W/ADD LNS,29,29,69343,2025-06-02,"RELOCATE US-641 FROM SOUTH OF THE LYON/CALDWELL COUNTY LINE TO FREDONIA, 4.5 MILES. (2020CCN) (2022CCR) (2024CCR),RELOCATE US-641 FROM SOUTH OF THE LYON/CALDWELL COUNTY LINE TO FREDONIA, 4.5 MILES. (2020CCN) (2022CCR) (2024CCR)",THIS MODIFICATION CORRECTS THE ITEM NUMBER SUFFIX IN THE AUTHORIZATION FUNDING AND LOCATION TO 1-187.60.,2021,2025,0.0
Highway Improvement,District 02,Caldwell,01-00187.60,US 641,"US-641 N,US-641 N",D,FD52,M240,1200,,6934306D,,RELOCATE W/ADD LNS,29,29,69343,2025-06-02,"RELOCATE US-641 FROM SOUTH OF THE LYON/CALDWELL COUNTY LINE TO FREDONIA, 4.5 MILES. (2020CCN) (2022CCR) (2024CCR),RELOCATE US-641 FROM SOUTH OF THE LYON/CALDWELL COUNTY LINE TO FREDONIA, 4.5 MILES. (2020CCN) (2022CCR) (2024CCR)",THIS MODIFICATION CORRECTS THE ITEM NUMBER SUFFIX IN THE AUTHORIZATION FUNDING AND LOCATION TO 1-187.60.,2022,2025,0.0
Highway Improvement,District 02,Caldwell,01-00187.50,US 641,"US-641 N,US-641 N",R,FD52,Y240,1100,,6934306D,,RELOCATE W/ADD LNS,29,29,69343,2025-06-02,"RELOCATE US-641 FROM SOUTH OF THE LYON/CALDWELL COUNTY LINE TO FREDONIA, 4.5 MILES. (2020CCN) (2022CCR) (2024CCR),RELOCATE US-641 FROM SOUTH OF THE LYON/CALDWELL COUNTY LINE TO FREDONIA, 4.5 MILES. (2020CCN) (2022CCR) (2024CCR)",THIS MODIFICATION CORRECTS THE ITEM NUMBER SUFFIX IN THE AUTHORIZATION FUNDING AND LOCATION TO 1-187.60.,2024,2025,0.0
Highway Improvement,District 02,Caldwell,, ,PRINCETON-CALDWELL COUNTY AIRP,N,BC54,,1300,,9501801N,,NOT APPLICABLE,1,1,95018,2021-01-19,PARTIAL PARALLEL TAXIWAY EXTENSION ,"THIS $593.47 AMENDMENT REQUEST IS TO FUND THE SHORTFALL OF MONEY AFTER AN FAA AMENDMENT OF $25,005.00 ON THE PROJECT. THE ADDITIONAL COST IS DUE TO ADDING DITCH CHANNEL LINING TO HELP PREVENT THE EROSION OF DITCH SLOPES DURING HEAVY RAIN EVENTS. ",2021,2021,593.47
Highway Improvement,District 02,Caldwell,01-00187.00,US 641,"US-641 N,US-641 N",U,FD52,Y240,1100,,6934306D,,RELOCATE W/ADD LNS,29,29,69343,2025-06-02,"RELOCATE US-641 FROM SOUTH OF THE LYON/CALDWELL COUNTY LINE TO FREDONIA, 4.5 MILES. (2020CCN) (2022CCR) (2024CCR),RELOCATE US-641 FROM SOUTH OF THE LYON/CALDWELL COUNTY LINE TO FREDONIA, 4.5 MILES. (2020CCN) (2022CCR) (2024CCR)",THIS MODIFICATION CORRECTS THE ITEM NUMBER SUFFIX IN THE AUTHORIZATION FUNDING AND LOCATION TO 1-187.60.,2025,2025,-718000.0
Highway Improvement,District 02,Caldwell,01-00187.50,US 641,"US-641 N,US-641 N",R,FD52,Y240,1200,,6934306D,,RELOCATE W/ADD LNS,29,29,69343,2025-06-02,"RELOCATE US-641 FROM SOUTH OF THE LYON/CALDWELL COUNTY LINE TO FREDONIA, 4.5 MILES. (2020CCN) (2022CCR) (2024CCR),RELOCATE US-641 FROM SOUTH OF THE LYON/CALDWELL COUNTY LINE TO FREDONIA, 4.5 MILES. (2020CCN) (2022CCR) (2024CCR)",THIS MODIFICATION CORRECTS THE ITEM NUMBER SUFFIX IN THE AUTHORIZATION FUNDING AND LOCATION TO 1-187.60.,2024,2025,0.0
Highway Improvement,District 02,Caldwell,01-00187.60,US 641,"US-641 N,US-641 N",U,FD52,Y240,1100,,6934306D,,RELOCATE W/ADD LNS,29,29,69343,2025-06-02,"RELOCATE US-641 FROM SOUTH OF THE LYON/CALDWELL COUNTY LINE TO FREDONIA, 4.5 MILES. (2020CCN) (2022CCR) (2024CCR),RELOCATE US-641 FROM SOUTH OF THE LYON/CALDWELL COUNTY LINE TO FREDONIA, 4.5 MILES. (2020CCN) (2022CCR) (2024CCR)",THIS MODIFICATION CORRECTS THE ITEM NUMBER SUFFIX IN THE AUTHORIZATION FUNDING AND LOCATION TO 1-187.60.,2025,2025,718000.0
