TRAK_ORG_PROGRAM,DISTRICT,COUNTY,ITEM_NUMBER,RT_NUMBER,ROAD_NAME,PHASE_CODE,PROGRAM_CODE,APPROPRIATION_CODE,FUND_NBR,CONTRACT_ID,EMARS_PROGRAM_CODE,LENGTH,PROJECT_TYPE,MOD_LEVEL,CURRENT_MOD_LEVEL,AUTH_NBR,APPROVED_DATE,SCOPE_LINES,REMARK_LINE,STATE_FISCAL_YEAR,FISCAL_YEAR,AUTHORIZED
Highway Improvement,District 09,Bath,,CR 1007,"MALIBU DRIVE,ADAMS ROAD,WELLS ",C,CB06,,1100,,1686501C,2.7540,BIT. RESURFACE,0,0,16865,2023-07-12,"BIT RESURFACING FROM END OF CITY LIMITS (MP 0.00) EXTENDING SOUTH TO END OF ROAD (MP 0.291),BIT RESURFACING FROM 0.375 MILE NORTH OF KY 1269 (MP 0.375) EXTENDING NORTH TO 0.415 MILE NORTH OF KY 1269 (MP 0.415),BIT RESURFACING FROM US 60 (MP 0.00) EXTENDING SOUTH TO KY 6217 (MP 0.248) AND THEN FROM KY 6217 (MP 0.248) EXTENDING WEST TO WILDCAT ALY (MP 0.3600),BIT RESURFACING FROM 0.36 MILE EAST OF FORGE HILL ROAD EXTENDING EAST TO ADAMS RD (MP 2.43),BIT RESURFACING FROM US 60 (MP 0.00) EXTENDING NORTHEAST TO US 60 (MP 1.002),BIT RESURFACING FROM SALTWELL ROAD (MP 0.00) EXTENDING NORTHEAST TO END OF ROAD (MP 0.181)",COUNTY IS RESPONSIBLE FOR ALL PHASES OF WORK (SEE AGREEMENT).,2024,2024,195637.0
Rural Roads Projects,District 09,Bath,,KY 1602,KY 1602,C,CB06,,1100,233103,1739601C,2.5000,BIT. RESURFACE,0,0,17396,2023-10-18,"BIT. RESUFRACING - FROM WILLIAMS ROAD (CR 1002), EAST 0.302 MILES, EXTENDING SOUTHWARDLY TOWARDS CRAIN ROAD (CR 1059). ",PRICE REFLECTS LOW BID PLUS 10% CONSTR. ENGR. ,2024,2024,379021.0
Highway Improvement,District 09,Bath,,CR 1152,"EVANS RD (CR 1138 B),MCCULLOUG",C,CB06,,1100,,1830501C,4.3020,BIT. RESURFACE,0,0,18305,2024-07-22,"BIT. RESURFACING - FROM WRIGHT RD (CR 1130) (0.00 MP), EXTENDING NORTHEAST TO END OF ROAD AT CHURCH RD (CR 1138C) (0.05 MP).,BIT. PATCHING - FROM KY 211, EAST 0.145 MILES (MP), EXTENDING EAST TO ENDING MP 0.49.,BIT. RESURFACING - FROM KY 211 (0.00 MP), EXTENDING SOUTH TO KY 1269 (1.423 MP).,BIT. RESURFACING - FROM GARLAND HOLLOW RD (CR 1202), EAST 1.30 MILES (3.252 MP), EXTENDING WEST TO END OF ROAD (4.552 MP).,BIT. PATCHING - FROM MCCARTY BRANCH RD (CR 1126), WEST 0.449 MILES (MP 0.781), EXTENDING WEST TO END OF ROAD (MP 1.265).,BIT. RESURFACING - FROM OLD BY PASS RD (CR 1109) (0.00 MP), EXTENDING SOUTH TO ENDING MP 0.70.",COUNTY IS RESPONSIBLE FOR ALL PHASES OF WORK (SEE AGREEMENT).,2024,2025,214970.0
Rural Roads Projects,District 09,Bath,,KY 1602,OAKLEY PEBBLE (KY 1602),C,CB06,,1100,243082,1867501C,2.0557,BIT. RESURFACE,0,0,18675,2024-10-22,"BIT. RESURFACING - FROM KY 1325, EXTENDING EAST TOWARDS WILLIAMS RD (CR 1002).",THIS REFLECTS LOW BID PLUS 10% CONSTR. ENGR.,2025,2025,435477.0
Highway Improvement,District 09,Bath,,CR 1053,"BLUEBERRY LN (CR 1053),FEARING",C,CB06,,1100,,1968101C,4.0100,BIT. RESURFACE,0,0,19681,2025-07-08,"BIT. RESURFACING - FROM FORGE HILL RD (CR 1009) JUNCTION (0.00 MP), EXTENDING WEST TO END OF ROAD AT MP 0.780.,BIT. PATCHING - FROM WRIGHT CEMETERY RD (CR 1167), NORTHWEST 0.281 MILES, EXTENDING NORTHWEST TO ENDING MP 1.553.,BIT. RESURFACING - FROM US 60 JUNCTION (0.00 MP), EXTENDING SOUTH TO END OF ROAD AT MP 0.366.,BIT. PATCHING - FROM US 60 JUNCTION (0.00 MP), EXTENDING NORTHWEST TO ENDING MP 0.549.,BIT. RESURFACING - FROM KY 965 JUNCTION (0.00 MP), EXTENDING SOUTHEAST TO OLD STATE RD (CR 1238) AT MP 1.993.",COUNTY IS RESPONSIBLE FOR ALL PHASES OF WORK (SEE AGREEMENT).,2026,2026,230180.0
Bridge Asset Management,District 09,Bath,09-10017.00,KY 211,KY-211,C,FD55,Z233,1200,195147,1105401C,,BRIDGE REPLACEMENT,0,0,11054,2019-11-13,ADDRESS DEFICIENCIES OF KY 211 BRIDGE OVER COW CREEK. (006B00043N),"THIS AUTHORIZATION PROVIDES FUNDS FOR THE CONSTRUCTION PHASE OF THE PROJECT.  OCTOBER 25, 2019 LETTING.  JL",2020,2020,495040.96
Bridge Asset Management,District 09,Bath,09-10017.00,KY 211,KY-211,C,FD55,,1100,195147,1105401C,,BRIDGE REPLACEMENT,0,0,11054,2019-11-13,ADDRESS DEFICIENCIES OF KY 211 BRIDGE OVER COW CREEK. (006B00043N),"THIS AUTHORIZATION PROVIDES FUNDS FOR THE CONSTRUCTION PHASE OF THE PROJECT.  OCTOBER 25, 2019 LETTING.  JL",2020,2020,123760.24
Bridge Asset Management,District 09,Bath,09-10068.00,US 60,US-60,D,FD52,,1100,,1957801D,0.0220,BRIDGE REPLACEMENT,0,0,19578,2025-06-26,BRIDGE PROJECT IN BATH COUNTY ON (006B00013N) US-60 AT CROOKED RUN CREEK,THIS AUTHORIZATION PROVIDES FD52 (80/20) FEDERAL FUNDING FROM ZVARIOUS 99-65.20 FOR THE DESIGN PHASE OF THE PROJECT TO CONDUCT EMERGENCY BRIDGE REPAIRS/REPLACEMENT PROJECT ON BRIDGE NUMBER 006B00013N DUE TO THE POOR CONDITION AND POSTING. ,2025,2025,57000.0
Bridge Asset Management,District 09,Bath,09-10068.00,US 60,US-60,D,FD52,Y240,1200,,1957801D,0.0220,BRIDGE REPLACEMENT,0,0,19578,2025-06-26,BRIDGE PROJECT IN BATH COUNTY ON (006B00013N) US-60 AT CROOKED RUN CREEK,THIS AUTHORIZATION PROVIDES FD52 (80/20) FEDERAL FUNDING FROM ZVARIOUS 99-65.20 FOR THE DESIGN PHASE OF THE PROJECT TO CONDUCT EMERGENCY BRIDGE REPAIRS/REPLACEMENT PROJECT ON BRIDGE NUMBER 006B00013N DUE TO THE POOR CONDITION AND POSTING. ,2025,2025,228000.0
Bridge Asset Management,District 09,Bath,09-10067.00,US 60,US-60,D,FD52,,1100,,1957901D,0.0220,BRIDGE REPLACEMENT,0,0,19579,2025-06-26,BRIDGE PROJECT IN BATH COUNTY ON (006B00012N) US-60 AT DRAINAGE DITCH,THIS AUTHORIZATION PROVIDES FD52 (80/20) FEDERAL FUNDING FROM ZVARIOUS 99-65.20 FOR THE DESIGN PHASE OF THE PROJECT TO CONDUCT EMERGENCY BRIDGE REPAIRS/REPLACEMENT PROJECT ON BRIDGE NUMBER 006B00012N DUE TO THE POOR CONDITION AND POSTING. ,2025,2025,57000.0
Bridge Asset Management,District 09,Bath,09-10067.00,US 60,US-60,D,FD52,Y240,1200,,1957901D,0.0220,BRIDGE REPLACEMENT,0,0,19579,2025-06-26,BRIDGE PROJECT IN BATH COUNTY ON (006B00012N) US-60 AT DRAINAGE DITCH,THIS AUTHORIZATION PROVIDES FD52 (80/20) FEDERAL FUNDING FROM ZVARIOUS 99-65.20 FOR THE DESIGN PHASE OF THE PROJECT TO CONDUCT EMERGENCY BRIDGE REPAIRS/REPLACEMENT PROJECT ON BRIDGE NUMBER 006B00012N DUE TO THE POOR CONDITION AND POSTING. ,2025,2025,228000.0
Bridge Asset Management,District 09,Bath,09-10095.00,US 60,US-60,D,FD52,Y240,1200,,1959601D,,BRIDGE REPLACEMENT,0,0,19596,2025-06-26,ADDRESS DEFICIENCIES OF BRIDGE ON US 60 OVER COW CREEK (006B00011N),THIS AUTHORIZATION PROVIDES FD52 (80/20) FEDERAL FUNDING FROM ZVARIOUS 99-65.20 FOR THE DESIGN PHASE OF THE PROJECT TO CONDUCT EMERGENCY BRIDGE REPAIRS/REPLACEMENT PROJECT ON BRIDGE NUMBER 006B00011N DUE TO THE POOR CONDITION AND POSTING,2025,2025,85600.0
Bridge Asset Management,District 09,Bath,09-10095.00,US 60,US-60,D,FD52,Y240,1100,,1959601D,,BRIDGE REPLACEMENT,0,0,19596,2025-06-26,ADDRESS DEFICIENCIES OF BRIDGE ON US 60 OVER COW CREEK (006B00011N),THIS AUTHORIZATION PROVIDES FD52 (80/20) FEDERAL FUNDING FROM ZVARIOUS 99-65.20 FOR THE DESIGN PHASE OF THE PROJECT TO CONDUCT EMERGENCY BRIDGE REPAIRS/REPLACEMENT PROJECT ON BRIDGE NUMBER 006B00011N DUE TO THE POOR CONDITION AND POSTING,2025,2025,21400.0
Highway Improvement,District 09,Bath,,CR 1119,BLACK SULPHUR ROAD,C,CA03,,1100,,1220201C,0.0120,DRAINAGE STRUCTURE,0,0,12202,2020-09-08,DRAINAGE STRUCTURE 0.0400 MILE NORTHEAST OF KY 211 (MP 0.400) EXTENDING TO MILE POINT 0.412.,COUNTY ROAD AID EMERGENCY FUNDS TO BE USED FOR THIS PROJECT.  PAYMENTS TO BE MADE DIRECTLY TO THE COUNTY.  COUNTY IS RESPONSIBLE FOR ALL PHASES OF WORK.  ,2021,2021,14800.0
Highway Improvement,District 09,Bath,,KY 3290,"KY-3290,KY 1325",C,CB06,,1100,--,1279201C,0.1000,DRAINAGE STRUCTURE,0,1,12792,2021-01-07,SLIDE REPAIR LOCATED 1.247 MILES NORTH OF ELK LICK RD,WORK TO BE PREFORMED BY STATE DOH FORCES/ PRICE CONTRACT. ,2021,2021,70000.0
Highway Improvement,District 09,Bath,,KY 3290,"KY-3290,KY 1325",C,CB06,,1100,--,1279201C,1.0000,DRAINAGE STRUCTURE,1,1,12792,2021-04-01,"SLIDE REPAIR LOCATED 1.247 MILES NORTH OF ELK LICK RD - NO LONGER INCLUDED IN THIS PROJECT,TWO DRAINAGE STRUCTURES LOCATED BETWEEN KY 36 (MP 0.000) AND 1.000 MILE NORTH OF KY 36 (MP 1.000)","WORK TO BE PREFORMED BY STATE DOH FORCES/ PRICE CONTRACT. ,MOD TO ADD A NEW LOCATION TO THIS PROJECT",2021,2021,0.0
Highway Improvement,District 09,Bath,,CR 1110,POLKSVILLE CEMETERY RD,C,CB01,,1100,,1334801C,0.0030,DRAINAGE STRUCTURE,0,0,13348,2021-05-07,BRIDGE REPLACEMENT LOCATED 0.282 MILES SOUTH OF US-60 AT MILE POINT 0.284,COUNTY IS RESPONSIBLE FOR ALL PHASES OF WORK. SEE AGREEMENT. ,2021,2021,31640.0
Highway Improvement,District 09,Bath,,CR 1344,MCVEY ROAD,C,CB01,,1100,,1338301C,0.0040,DRAINAGE STRUCTURE,0,0,13383,2021-05-19,DRAINAGE STRUCTURE LOCATED 0.0568 MILE SOUTH OF KY 36 AT MILE POINT 0.0568,COUNTY IS RESPONSIBLE FOR ALL PHASES OF WORK (SEE AGREEMENT).  RS EMERGENCY FUNDS TO BE USED FOR THIS PROJECT.  ,2021,2021,15600.0
Highway Improvement,District 09,Bath,,CR 1127,MCCULLOUGH HOLLOW ROAD,C,CB01,,1100,,1449701C,0.0100,DRAINAGE STRUCTURE,0,0,14497,2021-12-29,REPLACE DRAINAGE STRUCTURE LOCATED 0.322 MILES WEST OF KY 211,COUNTY IS RESPONSIBLE FOR ALL PHASES OF WORK (SEE AGREEMENT). RS EMERGENCY FUNDS TO BE USED FOR THIS PROJECT.,2022,2022,47550.0
Highway Improvement,District 09,Bath,,CR 1042,ANDERSON ROAD,C,CB01,,1100,,1469601C,0.0120,DRAINAGE STRUCTURE,0,0,14696,2022-02-15,REPLACE DRAINAGE STRUCTURE FROM 0.139 MILES EAST OF KY 111 AT MILEPOINT 0.139,COUNTY IS RESPONSIBLE FOR ALL PHASES OF WORK (SEE AGREEMENT). RS EMERGENCY FUNDS TO BE USED FOR THIS PROJECT.,2022,2022,32450.0
