TRAK_ORG_PROGRAM,DISTRICT,COUNTY,ITEM_NUMBER,RT_NUMBER,ROAD_NAME,PHASE_CODE,PROGRAM_CODE,APPROPRIATION_CODE,FUND_NBR,CONTRACT_ID,EMARS_PROGRAM_CODE,LENGTH,PROJECT_TYPE,MOD_LEVEL,CURRENT_MOD_LEVEL,AUTH_NBR,APPROVED_DATE,SCOPE_LINES,REMARK_LINE,STATE_FISCAL_YEAR,FISCAL_YEAR,AUTHORIZED
Highway Improvement,District 06,Boone,06-00018.00, ,LEXINGTON - COVINGTON,C,FD52,MS4E,1100,,8433801D,,RECONST TO FREEWAY,11,13,84338,2020-07-16,RECONSTRUCTION OF THE I-75/RICHWOOD ROAD (KY-338) INTERCHANGE AT EXIT 175 NORTH  OF WALTON.,"THIS MODIFICATION PROVIDES ADDITIONAL $335,000 FD52 FUNDS TO COVER CONTRACT MODIFICATION #7.  TOLL CREDIT MATCH",2020,2021,0.0
Highway Improvement,District 06,Boone,06-00018.00, ,LEXINGTON - COVINGTON,C,FD52,Z001,1100,,8433801D,,RECONST TO FREEWAY,11,13,84338,2020-07-16,RECONSTRUCTION OF THE I-75/RICHWOOD ROAD (KY-338) INTERCHANGE AT EXIT 175 NORTH  OF WALTON.,"THIS MODIFICATION PROVIDES ADDITIONAL $335,000 FD52 FUNDS TO COVER CONTRACT MODIFICATION #7.  TOLL CREDIT MATCH",2020,2021,0.0
Highway Improvement,District 06,Boone,06-00018.00, ,LEXINGTON - COVINGTON,C,FD52,ZS40,1100,,8433801D,,RECONST TO FREEWAY,11,13,84338,2020-07-16,RECONSTRUCTION OF THE I-75/RICHWOOD ROAD (KY-338) INTERCHANGE AT EXIT 175 NORTH  OF WALTON.,"THIS MODIFICATION PROVIDES ADDITIONAL $335,000 FD52 FUNDS TO COVER CONTRACT MODIFICATION #7.  TOLL CREDIT MATCH",2020,2021,0.0
Safety,District 06,Boone,06-09017.50,KY 1829,"AA HWY LICKING PIKE LOWELL ST,",C,FD52,ZS3E,1200,,9353703C,,ROADWAY SAFETY-M&P,4,4,93537,2024-07-10,"CONSTRUCT RIGHT TURN LANES ALONG KY 9, UPDATE THE SIGNING AND STRIPING, AND UPDATE THE TRAFFIC SIGNAL TO INCLUDE REFLECTIVE BACKPLATES, DOUBLE RED SIGNAL HEADS, AND SUPPLEMENTAL SIGNAL HEADS AT THE INTERSECTION OF KY 9 &amp; GLORIA TERRELL RD (2018BOP),UPDATE THE TRAFFIC SIGNAL TO INCLUDE FLASHING YELLOW ARROW, REFLECTIVE BACKPLATES, DOUBLE RED SIGNAL HEADS, AND SUPPLEMENTAL SIGNAL HEADS, AND INSTALL MEDIAN ACCESS CONTROL NEAR THE INTERSECTION OF US 27 &amp; KY 1998 (2018BOP),UPDATE THE TRAFFIC SIGNAL TO INCLUDE REFLECTIVE BACKPLATES AND DOUBLE RED SIGNAL HEADS, INSTALL MEDIAN ACCESS CONTROL, AND UPDATES TO THE SIGNING NEAR THE INTERSECTION OF KY 1829 &amp; SAFEWAY DR (2018BOP)","THIS MODIFICATION PROVIDES ADDITIONAL FD52 HSIP FUNDS WITH STATE MATCHING FUNDS FOR CURRENT CONSTRUCTION EXPENDITURES FOR ITEM NOS. 6-9017.50, 6-9017.10 AND 6-9017.30.",2025,2025,9000.0
Highway Improvement,District 06,Boone,06-00018.00, ,LEXINGTON - COVINGTON,C,FD52,L27R,1200,,8433801D,,RECONST TO FREEWAY,11,13,84338,2020-07-16,RECONSTRUCTION OF THE I-75/RICHWOOD ROAD (KY-338) INTERCHANGE AT EXIT 175 NORTH  OF WALTON.,"THIS MODIFICATION PROVIDES ADDITIONAL $335,000 FD52 FUNDS TO COVER CONTRACT MODIFICATION #7.  TOLL CREDIT MATCH",2020,2021,0.0
Highway Improvement,District 06,Boone,06-00018.00, ,LEXINGTON - COVINGTON,C,FD52,MS40,1200,,8433801D,,RECONST TO FREEWAY,11,13,84338,2020-07-16,RECONSTRUCTION OF THE I-75/RICHWOOD ROAD (KY-338) INTERCHANGE AT EXIT 175 NORTH  OF WALTON.,"THIS MODIFICATION PROVIDES ADDITIONAL $335,000 FD52 FUNDS TO COVER CONTRACT MODIFICATION #7.  TOLL CREDIT MATCH",2020,2021,0.0
Highway Improvement,District 06,Boone,06-03217.00,CR 1050,LITTON LANE,C,FD52,Z301,1200,,1081102C,,TRANS ENHANCEMENT,0,0,10811,2019-08-13,"CONSTRUCT SIDEWALKS, ADA, SIGNAGE, RETAINING WALL, CROSSWALKS, AND LANDSCAPING ALONG LITTON LANE.","OBLIGATE $116,760 OF FEDERAL TAP FUNDS FOR THE CONSTRUCTION PHASE (MATCH PROVIDED BY BOONE COUNTY); AND $11,676 OF TAP FUNDS FOR PROJECT OVERSIGHT BY STATE FORCES (TOLL CREDIT MATCH). LPA CONTRACT.  SAC",2020,2020,128436.0
Safety,District 06,Boone,06-09017.50,KY 1829,"AA HWY LICKING PIKE LOWELL ST,",C,FD52,ZS3E,1100,,9353703C,,ROADWAY SAFETY-M&P,4,4,93537,2024-07-10,"CONSTRUCT RIGHT TURN LANES ALONG KY 9, UPDATE THE SIGNING AND STRIPING, AND UPDATE THE TRAFFIC SIGNAL TO INCLUDE REFLECTIVE BACKPLATES, DOUBLE RED SIGNAL HEADS, AND SUPPLEMENTAL SIGNAL HEADS AT THE INTERSECTION OF KY 9 &amp; GLORIA TERRELL RD (2018BOP),UPDATE THE TRAFFIC SIGNAL TO INCLUDE FLASHING YELLOW ARROW, REFLECTIVE BACKPLATES, DOUBLE RED SIGNAL HEADS, AND SUPPLEMENTAL SIGNAL HEADS, AND INSTALL MEDIAN ACCESS CONTROL NEAR THE INTERSECTION OF US 27 &amp; KY 1998 (2018BOP),UPDATE THE TRAFFIC SIGNAL TO INCLUDE REFLECTIVE BACKPLATES AND DOUBLE RED SIGNAL HEADS, INSTALL MEDIAN ACCESS CONTROL, AND UPDATES TO THE SIGNING NEAR THE INTERSECTION OF KY 1829 &amp; SAFEWAY DR (2018BOP)","THIS MODIFICATION PROVIDES ADDITIONAL FD52 HSIP FUNDS WITH STATE MATCHING FUNDS FOR CURRENT CONSTRUCTION EXPENDITURES FOR ITEM NOS. 6-9017.50, 6-9017.10 AND 6-9017.30.",2025,2025,1000.0
Highway Improvement,District 06,Boone,06-00018.00, ,LEXINGTON - COVINGTON,C,FD52,Z001,1200,,8433801D,,RECONST TO FREEWAY,11,13,84338,2020-07-16,RECONSTRUCTION OF THE I-75/RICHWOOD ROAD (KY-338) INTERCHANGE AT EXIT 175 NORTH  OF WALTON.,"THIS MODIFICATION PROVIDES ADDITIONAL $335,000 FD52 FUNDS TO COVER CONTRACT MODIFICATION #7.  TOLL CREDIT MATCH",2020,2021,0.0
Safety,District 06,Boone,06-09017.10,KY 1829,"AA HWY LICKING PIKE LOWELL ST,",C,FD52,ZS3E,1200,,9353703C,,ROADWAY SAFETY-M&P,4,4,93537,2024-07-10,"CONSTRUCT RIGHT TURN LANES ALONG KY 9, UPDATE THE SIGNING AND STRIPING, AND UPDATE THE TRAFFIC SIGNAL TO INCLUDE REFLECTIVE BACKPLATES, DOUBLE RED SIGNAL HEADS, AND SUPPLEMENTAL SIGNAL HEADS AT THE INTERSECTION OF KY 9 &amp; GLORIA TERRELL RD (2018BOP),UPDATE THE TRAFFIC SIGNAL TO INCLUDE FLASHING YELLOW ARROW, REFLECTIVE BACKPLATES, DOUBLE RED SIGNAL HEADS, AND SUPPLEMENTAL SIGNAL HEADS, AND INSTALL MEDIAN ACCESS CONTROL NEAR THE INTERSECTION OF US 27 &amp; KY 1998 (2018BOP),UPDATE THE TRAFFIC SIGNAL TO INCLUDE REFLECTIVE BACKPLATES AND DOUBLE RED SIGNAL HEADS, INSTALL MEDIAN ACCESS CONTROL, AND UPDATES TO THE SIGNING NEAR THE INTERSECTION OF KY 1829 &amp; SAFEWAY DR (2018BOP)","THIS MODIFICATION PROVIDES ADDITIONAL FD52 HSIP FUNDS WITH STATE MATCHING FUNDS FOR CURRENT CONSTRUCTION EXPENDITURES FOR ITEM NOS. 6-9017.50, 6-9017.10 AND 6-9017.30.",2021,2025,0.0
Safety,District 06,Boone,06-09017.10,KY 1829,"AA HWY LICKING PIKE LOWELL ST,",C,FD52,ZS3E,1100,,9353703C,,ROADWAY SAFETY-M&P,4,4,93537,2024-07-10,"CONSTRUCT RIGHT TURN LANES ALONG KY 9, UPDATE THE SIGNING AND STRIPING, AND UPDATE THE TRAFFIC SIGNAL TO INCLUDE REFLECTIVE BACKPLATES, DOUBLE RED SIGNAL HEADS, AND SUPPLEMENTAL SIGNAL HEADS AT THE INTERSECTION OF KY 9 &amp; GLORIA TERRELL RD (2018BOP),UPDATE THE TRAFFIC SIGNAL TO INCLUDE FLASHING YELLOW ARROW, REFLECTIVE BACKPLATES, DOUBLE RED SIGNAL HEADS, AND SUPPLEMENTAL SIGNAL HEADS, AND INSTALL MEDIAN ACCESS CONTROL NEAR THE INTERSECTION OF US 27 &amp; KY 1998 (2018BOP),UPDATE THE TRAFFIC SIGNAL TO INCLUDE REFLECTIVE BACKPLATES AND DOUBLE RED SIGNAL HEADS, INSTALL MEDIAN ACCESS CONTROL, AND UPDATES TO THE SIGNING NEAR THE INTERSECTION OF KY 1829 &amp; SAFEWAY DR (2018BOP)","THIS MODIFICATION PROVIDES ADDITIONAL FD52 HSIP FUNDS WITH STATE MATCHING FUNDS FOR CURRENT CONSTRUCTION EXPENDITURES FOR ITEM NOS. 6-9017.50, 6-9017.10 AND 6-9017.30.",2025,2025,3000.0
Highway Improvement,District 06,Boone,06-80001.00,KY 237,NORTH BEND RD,D,FD04,,1100,,9446401D,,RECONST W/ADD LNS,1,1,94464,2024-06-17,EXPANSION OF ROUNDABOUTS ALONG KY-237 AT CARDINAL COVE AND GRAVES RD,"THIS MODIFICATION PROVIDES ADDITIONAL $50,000 FD04 FUNDS FOR DESIGN.",2024,2024,50000.0
Highway Improvement,District 06,Boone,,KY 14,VERONA MUDLICK RD WALTON-VERON,D,FD04,,1100,,1833801C,0.1300,ROADWAY SAFETY-M&P,1,2,18338,2025-01-31,Safety improvements and congestion relief on Hwy 14 for New Walton-Verona Middle School (Walt Ryan Way). (2024CCN),"THIS AUTHORIZATION REDUCES THE $400,000 OF PREVIOUSLY AUTHORIZED FD04 DESIGN PHASE FUNDING TO $100,000 TO BE USED FOR STATE FORCES, AND AS PER AGREEMENT BETWEEN BOONE COUNTY FISCAL COURT/BOONE TRANSPORTATION IMPROVEMENT DISTRICT AND KYTC THIS AUTHORIZATION PROVIDES UP TO $1,600,000 OF FD04  FUNDING FOR THE COMPLETION OF DESIGN, RIGHT-OF-WAY, UTILITY, AND CONSTRUCTION PHASES BY THE BOONE COUNTY FISCAL COURT/BOONE TRANSPORTATION IMPROVEMENT DISTRICT. RBR  ",2025,2025,-300000.0
Safety,District 06,Boone,06-09017.30,KY 1829,"AA HWY LICKING PIKE LOWELL ST,",C,FD52,ZS3E,1200,,9353703C,,ROADWAY SAFETY-M&P,4,4,93537,2024-07-10,"CONSTRUCT RIGHT TURN LANES ALONG KY 9, UPDATE THE SIGNING AND STRIPING, AND UPDATE THE TRAFFIC SIGNAL TO INCLUDE REFLECTIVE BACKPLATES, DOUBLE RED SIGNAL HEADS, AND SUPPLEMENTAL SIGNAL HEADS AT THE INTERSECTION OF KY 9 &amp; GLORIA TERRELL RD (2018BOP),UPDATE THE TRAFFIC SIGNAL TO INCLUDE FLASHING YELLOW ARROW, REFLECTIVE BACKPLATES, DOUBLE RED SIGNAL HEADS, AND SUPPLEMENTAL SIGNAL HEADS, AND INSTALL MEDIAN ACCESS CONTROL NEAR THE INTERSECTION OF US 27 &amp; KY 1998 (2018BOP),UPDATE THE TRAFFIC SIGNAL TO INCLUDE REFLECTIVE BACKPLATES AND DOUBLE RED SIGNAL HEADS, INSTALL MEDIAN ACCESS CONTROL, AND UPDATES TO THE SIGNING NEAR THE INTERSECTION OF KY 1829 &amp; SAFEWAY DR (2018BOP)","THIS MODIFICATION PROVIDES ADDITIONAL FD52 HSIP FUNDS WITH STATE MATCHING FUNDS FOR CURRENT CONSTRUCTION EXPENDITURES FOR ITEM NOS. 6-9017.50, 6-9017.10 AND 6-9017.30.",2025,2025,9000.0
Highway Improvement,District 06,Boone,,KY 14,VERONA MUDLICK RD WALTON-VERON,C,FD04,,1100,,1833801C,0.1300,ROADWAY SAFETY-M&P,1,2,18338,2025-01-31,Safety improvements and congestion relief on Hwy 14 for New Walton-Verona Middle School (Walt Ryan Way). (2024CCN),"THIS AUTHORIZATION REDUCES THE $400,000 OF PREVIOUSLY AUTHORIZED FD04 DESIGN PHASE FUNDING TO $100,000 TO BE USED FOR STATE FORCES, AND AS PER AGREEMENT BETWEEN BOONE COUNTY FISCAL COURT/BOONE TRANSPORTATION IMPROVEMENT DISTRICT AND KYTC THIS AUTHORIZATION PROVIDES UP TO $1,600,000 OF FD04  FUNDING FOR THE COMPLETION OF DESIGN, RIGHT-OF-WAY, UTILITY, AND CONSTRUCTION PHASES BY THE BOONE COUNTY FISCAL COURT/BOONE TRANSPORTATION IMPROVEMENT DISTRICT. RBR  ",2025,2025,1600000.0
Highway Improvement,District 06,Boone,06-00379.00, ,CVG AIRPORT TNC PARKING LOT,D,FD52,Y601,1100,,1738202D,,NOT APPLICABLE,0,0,17382,2023-10-23,INSTALLATION OF LEVEL 3 EV CHARGERS AT THE CVG TNC PARKING LOT,"OBLIGATE $100,000 OF FEDERAL CARBON REDUCTION SNK (Y601) FUNDS FOR THE DESIGN PHASE (MATCH PROVIDED BY KENTON COUNTY AIRPORT BOARD). OBLIGATE $10,000 OF FEDERAL CARBON REDUCTION FUNDS FOR PROJECT OVERSIGHT BY STATE FORCES (STATE MATCH). LPA CONTRACT.",2024,2024,2500.0
Highway Improvement,District 06,Boone,06-00379.00, ,CVG AIRPORT TNC PARKING LOT,D,FD52,Y601,1200,,1738202D,,NOT APPLICABLE,0,0,17382,2023-10-23,INSTALLATION OF LEVEL 3 EV CHARGERS AT THE CVG TNC PARKING LOT,"OBLIGATE $100,000 OF FEDERAL CARBON REDUCTION SNK (Y601) FUNDS FOR THE DESIGN PHASE (MATCH PROVIDED BY KENTON COUNTY AIRPORT BOARD). OBLIGATE $10,000 OF FEDERAL CARBON REDUCTION FUNDS FOR PROJECT OVERSIGHT BY STATE FORCES (STATE MATCH). LPA CONTRACT.",2024,2024,110000.0
Highway Improvement,District 06,Boone,06-00018.00, ,LEXINGTON - COVINGTON,C,FD52,ZS40,1200,,8433801D,,RECONST TO FREEWAY,11,13,84338,2020-07-16,RECONSTRUCTION OF THE I-75/RICHWOOD ROAD (KY-338) INTERCHANGE AT EXIT 175 NORTH  OF WALTON.,"THIS MODIFICATION PROVIDES ADDITIONAL $335,000 FD52 FUNDS TO COVER CONTRACT MODIFICATION #7.  TOLL CREDIT MATCH",2020,2021,0.0
Safety,District 06,Boone,06-09017.10,KY 1829,"AA HWY LICKING PIKE LOWELL ST,",C,FD52,ZS30,1100,,9353703C,,ROADWAY SAFETY-M&P,4,4,93537,2024-07-10,"CONSTRUCT RIGHT TURN LANES ALONG KY 9, UPDATE THE SIGNING AND STRIPING, AND UPDATE THE TRAFFIC SIGNAL TO INCLUDE REFLECTIVE BACKPLATES, DOUBLE RED SIGNAL HEADS, AND SUPPLEMENTAL SIGNAL HEADS AT THE INTERSECTION OF KY 9 &amp; GLORIA TERRELL RD (2018BOP),UPDATE THE TRAFFIC SIGNAL TO INCLUDE FLASHING YELLOW ARROW, REFLECTIVE BACKPLATES, DOUBLE RED SIGNAL HEADS, AND SUPPLEMENTAL SIGNAL HEADS, AND INSTALL MEDIAN ACCESS CONTROL NEAR THE INTERSECTION OF US 27 &amp; KY 1998 (2018BOP),UPDATE THE TRAFFIC SIGNAL TO INCLUDE REFLECTIVE BACKPLATES AND DOUBLE RED SIGNAL HEADS, INSTALL MEDIAN ACCESS CONTROL, AND UPDATES TO THE SIGNING NEAR THE INTERSECTION OF KY 1829 &amp; SAFEWAY DR (2018BOP)","THIS MODIFICATION PROVIDES ADDITIONAL FD52 HSIP FUNDS WITH STATE MATCHING FUNDS FOR CURRENT CONSTRUCTION EXPENDITURES FOR ITEM NOS. 6-9017.50, 6-9017.10 AND 6-9017.30.",2020,2025,0.0
Safety,District 06,Boone,06-09017.30,KY 1829,"AA HWY LICKING PIKE LOWELL ST,",C,FD52,ZS3E,1100,,9353703C,,ROADWAY SAFETY-M&P,4,4,93537,2024-07-10,"CONSTRUCT RIGHT TURN LANES ALONG KY 9, UPDATE THE SIGNING AND STRIPING, AND UPDATE THE TRAFFIC SIGNAL TO INCLUDE REFLECTIVE BACKPLATES, DOUBLE RED SIGNAL HEADS, AND SUPPLEMENTAL SIGNAL HEADS AT THE INTERSECTION OF KY 9 &amp; GLORIA TERRELL RD (2018BOP),UPDATE THE TRAFFIC SIGNAL TO INCLUDE FLASHING YELLOW ARROW, REFLECTIVE BACKPLATES, DOUBLE RED SIGNAL HEADS, AND SUPPLEMENTAL SIGNAL HEADS, AND INSTALL MEDIAN ACCESS CONTROL NEAR THE INTERSECTION OF US 27 &amp; KY 1998 (2018BOP),UPDATE THE TRAFFIC SIGNAL TO INCLUDE REFLECTIVE BACKPLATES AND DOUBLE RED SIGNAL HEADS, INSTALL MEDIAN ACCESS CONTROL, AND UPDATES TO THE SIGNING NEAR THE INTERSECTION OF KY 1829 &amp; SAFEWAY DR (2018BOP)","THIS MODIFICATION PROVIDES ADDITIONAL FD52 HSIP FUNDS WITH STATE MATCHING FUNDS FOR CURRENT CONSTRUCTION EXPENDITURES FOR ITEM NOS. 6-9017.50, 6-9017.10 AND 6-9017.30.",2025,2025,1000.0
Safety,District 06,Boone,06-09017.10,KY 1829,"AA HWY LICKING PIKE LOWELL ST,",C,FD52,ZS30,1200,,9353703C,,ROADWAY SAFETY-M&P,4,4,93537,2024-07-10,"CONSTRUCT RIGHT TURN LANES ALONG KY 9, UPDATE THE SIGNING AND STRIPING, AND UPDATE THE TRAFFIC SIGNAL TO INCLUDE REFLECTIVE BACKPLATES, DOUBLE RED SIGNAL HEADS, AND SUPPLEMENTAL SIGNAL HEADS AT THE INTERSECTION OF KY 9 &amp; GLORIA TERRELL RD (2018BOP),UPDATE THE TRAFFIC SIGNAL TO INCLUDE FLASHING YELLOW ARROW, REFLECTIVE BACKPLATES, DOUBLE RED SIGNAL HEADS, AND SUPPLEMENTAL SIGNAL HEADS, AND INSTALL MEDIAN ACCESS CONTROL NEAR THE INTERSECTION OF US 27 &amp; KY 1998 (2018BOP),UPDATE THE TRAFFIC SIGNAL TO INCLUDE REFLECTIVE BACKPLATES AND DOUBLE RED SIGNAL HEADS, INSTALL MEDIAN ACCESS CONTROL, AND UPDATES TO THE SIGNING NEAR THE INTERSECTION OF KY 1829 &amp; SAFEWAY DR (2018BOP)","THIS MODIFICATION PROVIDES ADDITIONAL FD52 HSIP FUNDS WITH STATE MATCHING FUNDS FOR CURRENT CONSTRUCTION EXPENDITURES FOR ITEM NOS. 6-9017.50, 6-9017.10 AND 6-9017.30.",2020,2025,0.0
Highway Improvement,District 06,Boone,06-00373.00,KY 237,KY 237,D,FD52,Y230,1100,,1742702D,,NOT APPLICABLE,0,0,17427,2023-11-06,"BUILD RIGHT TURN LANES AT MULTIPLE INTERSECTIONS ALONG KY 237 (CONRAD LN, COUGAR PATH, LIMABURG RD, BARBARA DR, CORAL DR).","OBLIGATE $58,000 OF FEDERAL SNK FUNDS FOR THE DESIGN PHASE (50% MATCH PROVIDED BY BOONE COUNTY); OBLIGATE $16,000 SNK  FUNDS FOR PROJECT OVERSIGHT BY STATE FORCES (STATE MATCH). LPA CONTRACT.",2024,2024,4000.0
Safety,District 06,Boone,06-09017.10,KY 1829,"AA HWY LICKING PIKE LOWELL ST,",C,FD52,ZS3E,1200,,9353703C,,ROADWAY SAFETY-M&P,4,4,93537,2024-07-10,"CONSTRUCT RIGHT TURN LANES ALONG KY 9, UPDATE THE SIGNING AND STRIPING, AND UPDATE THE TRAFFIC SIGNAL TO INCLUDE REFLECTIVE BACKPLATES, DOUBLE RED SIGNAL HEADS, AND SUPPLEMENTAL SIGNAL HEADS AT THE INTERSECTION OF KY 9 &amp; GLORIA TERRELL RD (2018BOP),UPDATE THE TRAFFIC SIGNAL TO INCLUDE FLASHING YELLOW ARROW, REFLECTIVE BACKPLATES, DOUBLE RED SIGNAL HEADS, AND SUPPLEMENTAL SIGNAL HEADS, AND INSTALL MEDIAN ACCESS CONTROL NEAR THE INTERSECTION OF US 27 &amp; KY 1998 (2018BOP),UPDATE THE TRAFFIC SIGNAL TO INCLUDE REFLECTIVE BACKPLATES AND DOUBLE RED SIGNAL HEADS, INSTALL MEDIAN ACCESS CONTROL, AND UPDATES TO THE SIGNING NEAR THE INTERSECTION OF KY 1829 &amp; SAFEWAY DR (2018BOP)","THIS MODIFICATION PROVIDES ADDITIONAL FD52 HSIP FUNDS WITH STATE MATCHING FUNDS FOR CURRENT CONSTRUCTION EXPENDITURES FOR ITEM NOS. 6-9017.50, 6-9017.10 AND 6-9017.30.",2025,2025,27000.0
Highway Improvement,District 06,Boone,06-00018.00, ,LEXINGTON - COVINGTON,R,FD52,ZS40,1100,,8433801D,,RECONST TO FREEWAY,11,13,84338,2020-07-16,RECONSTRUCTION OF THE I-75/RICHWOOD ROAD (KY-338) INTERCHANGE AT EXIT 175 NORTH  OF WALTON.,"THIS MODIFICATION PROVIDES ADDITIONAL $335,000 FD52 FUNDS TO COVER CONTRACT MODIFICATION #7.  TOLL CREDIT MATCH",2020,2021,0.0
Highway Improvement,District 06,Boone,06-00018.00, ,LEXINGTON - COVINGTON,C,FD52,MS40,1200,,8433801D,,RECONST TO FREEWAY,12,13,84338,2022-03-02,RECONSTRUCTION OF THE I-75/RICHWOOD ROAD (KY-338) INTERCHANGE AT EXIT 175 NORTH  OF WALTON.,"THIS MODIFICATION PROVIDES ADDITIONAL FD52 NHPP FUNDS FOR DESIGN, TOLL CREDIT MATCH.",2020,2022,0.0
Highway Improvement,District 06,Boone,06-00018.00, ,LEXINGTON - COVINGTON,C,FD52,H270,1100,,8433801D,,RECONST TO FREEWAY,12,13,84338,2022-03-02,RECONSTRUCTION OF THE I-75/RICHWOOD ROAD (KY-338) INTERCHANGE AT EXIT 175 NORTH  OF WALTON.,"THIS MODIFICATION PROVIDES ADDITIONAL FD52 NHPP FUNDS FOR DESIGN, TOLL CREDIT MATCH.",2020,2022,0.0
