TRAK_ORG_PROGRAM,DISTRICT,COUNTY,ITEM_NUMBER,RT_NUMBER,ROAD_NAME,PHASE_CODE,PROGRAM_CODE,APPROPRIATION_CODE,FUND_NBR,CONTRACT_ID,EMARS_PROGRAM_CODE,LENGTH,PROJECT_TYPE,MOD_LEVEL,CURRENT_MOD_LEVEL,AUTH_NBR,APPROVED_DATE,SCOPE_LINES,REMARK_LINE,STATE_FISCAL_YEAR,FISCAL_YEAR,AUTHORIZED
Bridge Asset Management,District 01,Ballard,01-01140.01,US 51,FORT JEFFERSON HILL RD+S 4TH S,D,FD52,Z001,1200,,8580703D,,BRIDGE REPLACEMENT,5,5,85807,2025-05-09,PE AND ENVIRONMENTAL FOR REPLACEMENT OF CAIRO BRIDGE AT OR BESIDE EXISTING LOCATION. (004B00021N)(SD)(18CCR) (2022CCR) (2024CCR),"THIS MODIFICATION PROVIDES ADDITIONAL FD52 FBP FUNDS WITH STATE MATCHING FUNDS FOR FINAL DESIGN.  KYTC WILL INVOICE ILLINOIS DEPT. OF TRANSPORTATION (IDOT) $14,550,000 OF FD52 “1300” WHICH REPRESENTS THE 50% OF THE $29,100,000 TOTAL.",2021,2025,0.0
Bridge Asset Management,District 01,Ballard,01-01140.01,US 51,FORT JEFFERSON HILL RD+S 4TH S,D,FD52,Z001,1100,,8580703D,,BRIDGE REPLACEMENT,5,5,85807,2025-05-09,PE AND ENVIRONMENTAL FOR REPLACEMENT OF CAIRO BRIDGE AT OR BESIDE EXISTING LOCATION. (004B00021N)(SD)(18CCR) (2022CCR) (2024CCR),"THIS MODIFICATION PROVIDES ADDITIONAL FD52 FBP FUNDS WITH STATE MATCHING FUNDS FOR FINAL DESIGN.  KYTC WILL INVOICE ILLINOIS DEPT. OF TRANSPORTATION (IDOT) $14,550,000 OF FD52 “1300” WHICH REPRESENTS THE 50% OF THE $29,100,000 TOTAL.",2021,2025,0.0
Highway Improvement,District 01,Ballard,,CR 1030,MARROW RD,C,CA03,,1100,,1100701C,0.0100,DRAINAGE STRUCTURE,0,0,11007,2019-09-14,DRAINAGE STRUCTURE LOCATED 0.373 MILES SOUTH OF KY 473,CRA EMER FUNDS WILL BE USED FOR THIS PROJECT.  CHECKS WILL BE ISSUED DIRECTLY TO THE COUNTY.  COUNTY IS RESPONSIBLE FOR ALL PHASES OF WORK.  ,2020,2020,6880.0
Bridge Asset Management,District 01,Ballard,01-01140.01,US 51,FORT JEFFERSON HILL RD+S 4TH S,D,FD52,,1300,,8580703D,,BRIDGE REPLACEMENT,5,5,85807,2025-05-09,PE AND ENVIRONMENTAL FOR REPLACEMENT OF CAIRO BRIDGE AT OR BESIDE EXISTING LOCATION. (004B00021N)(SD)(18CCR) (2022CCR) (2024CCR),"THIS MODIFICATION PROVIDES ADDITIONAL FD52 FBP FUNDS WITH STATE MATCHING FUNDS FOR FINAL DESIGN.  KYTC WILL INVOICE ILLINOIS DEPT. OF TRANSPORTATION (IDOT) $14,550,000 OF FD52 “1300” WHICH REPRESENTS THE 50% OF THE $29,100,000 TOTAL.",2025,2025,14550000.0
Highway Improvement,District 01,Ballard,,CR 1220,HUGHES RD,C,CB01,,1100,,1103601C,0.0010,DRAINAGE STRUCTURE,0,0,11036,2019-09-18,DRAINAGE STRUCTURE LOCATED 0.891 MILES SOUTH OF KY 286 AT MILE POINT 0.891,COUNTY IS RESPONSIBLE FOR ALL PHASES OF WORK (SEE AGREEMENT).  RS EMERGENCY FUNDS WILL BE USED FOR THIS PROJECT. ,2020,2020,7280.0
Bridge Asset Management,District 01,Ballard,01-01140.01,US 51,FORT JEFFERSON HILL RD+S 4TH S,D,FD52,Y115,1100,,8580703D,,BRIDGE REPLACEMENT,5,5,85807,2025-05-09,PE AND ENVIRONMENTAL FOR REPLACEMENT OF CAIRO BRIDGE AT OR BESIDE EXISTING LOCATION. (004B00021N)(SD)(18CCR) (2022CCR) (2024CCR),"THIS MODIFICATION PROVIDES ADDITIONAL FD52 FBP FUNDS WITH STATE MATCHING FUNDS FOR FINAL DESIGN.  KYTC WILL INVOICE ILLINOIS DEPT. OF TRANSPORTATION (IDOT) $14,550,000 OF FD52 “1300” WHICH REPRESENTS THE 50% OF THE $29,100,000 TOTAL.",2025,2025,2910000.0
Highway Improvement,District 01,Ballard,,CR 1202,S ADKINS DIXON RD,C,CA03,,1100,,1105701C,0.0010,DRAINAGE STRUCTURE,0,0,11057,2019-09-20,DRAINAGE STRUCTURE LOCATED 0.525 MILES NORTH OF KY 1280 AT MILE POINT 0.764,CO RD EMER FUNDS TO BE USED FOR THIS PROJECT.  CHECKS WILL BE ISSUED DIRECTLY TO THE COUNTY.  COUNTY IS RESPONSIBLE FOR ALL PHASES OF WORK.  ,2020,2020,12552.0
Bridge Asset Management,District 01,Ballard,01-01140.01,US 51,FORT JEFFERSON HILL RD+S 4TH S,D,FD52,Y001,1200,,8580703D,,BRIDGE REPLACEMENT,5,5,85807,2025-05-09,PE AND ENVIRONMENTAL FOR REPLACEMENT OF CAIRO BRIDGE AT OR BESIDE EXISTING LOCATION. (004B00021N)(SD)(18CCR) (2022CCR) (2024CCR),"THIS MODIFICATION PROVIDES ADDITIONAL FD52 FBP FUNDS WITH STATE MATCHING FUNDS FOR FINAL DESIGN.  KYTC WILL INVOICE ILLINOIS DEPT. OF TRANSPORTATION (IDOT) $14,550,000 OF FD52 “1300” WHICH REPRESENTS THE 50% OF THE $29,100,000 TOTAL.",2024,2025,0.0
Bridge Asset Management,District 01,Ballard,01-01140.01,US 51,FORT JEFFERSON HILL RD+S 4TH S,U,FD52,Z0E1,1100,,8580703D,,BRIDGE REPLACEMENT,5,5,85807,2025-05-09,PE AND ENVIRONMENTAL FOR REPLACEMENT OF CAIRO BRIDGE AT OR BESIDE EXISTING LOCATION. (004B00021N)(SD)(18CCR) (2022CCR) (2024CCR),"THIS MODIFICATION PROVIDES ADDITIONAL FD52 FBP FUNDS WITH STATE MATCHING FUNDS FOR FINAL DESIGN.  KYTC WILL INVOICE ILLINOIS DEPT. OF TRANSPORTATION (IDOT) $14,550,000 OF FD52 “1300” WHICH REPRESENTS THE 50% OF THE $29,100,000 TOTAL.",2022,2025,0.0
Bridge Asset Management,District 01,Ballard,01-01140.01,US 51,FORT JEFFERSON HILL RD+S 4TH S,U,FD52,Z0E1,1200,,8580703D,,BRIDGE REPLACEMENT,4,5,85807,2023-08-31,PE AND ENVIRONMENTAL FOR REPLACEMENT OF CAIRO BRIDGE AT OR BESIDE EXISTING LOCATION.,"THIS MODIFICATION PROVIDES ADDITIONAL FD52 NHPP FUNDS WITH STATE MATCHING FUNDS FOR DESIGN, ITEM NO. 1-1140.01, EMARS NO. 8580702D (KYTC) &amp; 8580703D (IDOT). HALF OF THE PROJECT COSTS ARE TO BE REIMBURSED BY THE STATE OF ILLINOIS. LC",2022,2024,0.0
Highway Improvement,District 01,Ballard,,CR 1105,"HUGHES RD ,CEREDO RD,S KIRKMAN",C,CB01,,1100,,1150801C,0.0080,DRAINAGE STRUCTURE,0,0,11508,2019-12-05,"DRAINAGE STRUCTURE LOCATED 2.000 MILES SOUTH OF KY 286 AT MILE POINT 2.000,DRAINAGE STRUCTURE LOCATED 0.300 MILES EAST OF KY 358 AT MILE POINT 2.520,DRAINAGE STRUCTURE LOCATED 0.100 MILES WEST OF KY 358 AT MILE POINT 0.100,DRAINAGE STRUCTURE LOCATED 0.057 MILES WEST OF KY 473 AT MILE POINT 0.057",COUNTY IS RESPONSIBLE FOR ALL PHASES OF WORK (SEE AGREEMENT).  RS EMERGENCY FUNDS WILL BE USED FOR THIS PROJECT.  ,2020,2020,32200.0
Highway Improvement,District 01,Ballard,01-00115.00,US 60,US-60 HINKLEVILLE RD PARK AVE ,U,FD52,M0E1,1100,,6934201D,5.3000,MAJOR WIDENING,11,17,69342,2022-09-09,PADUCAH-WICKLIFFE RD: IMPROVE US-60 FROM STAFFORD ROAD TO BETHEL CHURCH ROAD (INCLUDES KEVIL BYPASS)(TO BE LET WITH 1-115.10) ,"THIS MODIFICATION PROVIDES ADDITIONAL $450,000 FD04 FUNDS TO COMPLETE PHASE II DESIGN.",2022,2023,0.0
Highway Improvement,District 01,Ballard,01-00115.10,US 60,US-60 HINKLEVILLE RD PARK AVE ,D,FD04,,1100,,6934201D,5.3000,MAJOR WIDENING,11,17,69342,2022-09-09,PADUCAH-WICKLIFFE RD: IMPROVE US-60 FROM STAFFORD ROAD TO BETHEL CHURCH ROAD (INCLUDES KEVIL BYPASS)(TO BE LET WITH 1-115.10) ,"THIS MODIFICATION PROVIDES ADDITIONAL $450,000 FD04 FUNDS TO COMPLETE PHASE II DESIGN.",2022,2023,0.0
Highway Improvement,District 01,Ballard,01-00115.10,US 60,US-60 HINKLEVILLE RD PARK AVE ,R,FD52,Z0E1,1200,,6934201D,5.3000,MAJOR WIDENING,11,17,69342,2022-09-09,PADUCAH-WICKLIFFE RD: IMPROVE US-60 FROM STAFFORD ROAD TO BETHEL CHURCH ROAD (INCLUDES KEVIL BYPASS)(TO BE LET WITH 1-115.10) ,"THIS MODIFICATION PROVIDES ADDITIONAL $450,000 FD04 FUNDS TO COMPLETE PHASE II DESIGN.",2022,2023,0.0
Pavement Asset Management,District 01,Ballard,,US 60,BROADWAY ST.,C,FD05,,1100,242087,1800001C,,BIT SURF & RESTORE,0,0,18000,2024-05-13,"BROADWAY ST. (US 60) (MP 2.512) BEGIN AT THE EAST END OF BIG CANE CREEK BRIDGE EXTENDING EAST TO W. FK. HUMPHREY CREEK BRIDGE (MP 10.235), A DISTANCE OF 7.72 MILES. ASPHALT RESURFACING.",THIS AUTHORIZATION PROVIDES CONSTRUCTION FUNDS TO COVER THE LOW BID PLUS 10% FOR ENGINEERING.,2024,2024,2123935.0
Bridge Asset Management,District 01,Ballard,01-01140.01,US 51,FORT JEFFERSON HILL RD+S 4TH S,R,FD52,Z0E1,1100,,8580703D,,BRIDGE REPLACEMENT,4,5,85807,2023-08-31,PE AND ENVIRONMENTAL FOR REPLACEMENT OF CAIRO BRIDGE AT OR BESIDE EXISTING LOCATION.,"THIS MODIFICATION PROVIDES ADDITIONAL FD52 NHPP FUNDS WITH STATE MATCHING FUNDS FOR DESIGN, ITEM NO. 1-1140.01, EMARS NO. 8580702D (KYTC) &amp; 8580703D (IDOT). HALF OF THE PROJECT COSTS ARE TO BE REIMBURSED BY THE STATE OF ILLINOIS. LC",2022,2024,0.0
Highway Improvement,District 01,Ballard,01-00115.10,US 60,US-60 HINKLEVILLE RD PARK AVE ,R,FD52,Z0E1,1100,,6934201D,5.3000,MAJOR WIDENING,11,17,69342,2022-09-09,PADUCAH-WICKLIFFE RD: IMPROVE US-60 FROM STAFFORD ROAD TO BETHEL CHURCH ROAD (INCLUDES KEVIL BYPASS)(TO BE LET WITH 1-115.10) ,"THIS MODIFICATION PROVIDES ADDITIONAL $450,000 FD04 FUNDS TO COMPLETE PHASE II DESIGN.",2022,2023,0.0
Highway Improvement,District 01,Ballard,01-00115.00,US 60,US-60 HINKLEVILLE RD PARK AVE ,U,FD52,M0E1,1200,,6934201D,5.3000,MAJOR WIDENING,11,17,69342,2022-09-09,PADUCAH-WICKLIFFE RD: IMPROVE US-60 FROM STAFFORD ROAD TO BETHEL CHURCH ROAD (INCLUDES KEVIL BYPASS)(TO BE LET WITH 1-115.10) ,"THIS MODIFICATION PROVIDES ADDITIONAL $450,000 FD04 FUNDS TO COMPLETE PHASE II DESIGN.",2022,2023,0.0
Highway Improvement,District 01,Ballard,01-00115.10,US 60,US-60 HINKLEVILLE RD PARK AVE ,D,FD04,,1100,,6934201D,5.3000,MAJOR WIDENING,11,17,69342,2022-09-09,PADUCAH-WICKLIFFE RD: IMPROVE US-60 FROM STAFFORD ROAD TO BETHEL CHURCH ROAD (INCLUDES KEVIL BYPASS)(TO BE LET WITH 1-115.10) ,"THIS MODIFICATION PROVIDES ADDITIONAL $450,000 FD04 FUNDS TO COMPLETE PHASE II DESIGN.",2021,2023,0.0
Highway Improvement,District 01,Ballard,01-00115.00,US 60,US-60 HINKLEVILLE RD PARK AVE ,D,FD04,,1100,,6934201D,5.3000,MAJOR WIDENING,11,17,69342,2022-09-09,PADUCAH-WICKLIFFE RD: IMPROVE US-60 FROM STAFFORD ROAD TO BETHEL CHURCH ROAD (INCLUDES KEVIL BYPASS)(TO BE LET WITH 1-115.10) ,"THIS MODIFICATION PROVIDES ADDITIONAL $450,000 FD04 FUNDS TO COMPLETE PHASE II DESIGN.",2023,2023,450000.0
Highway Improvement,District 01,Ballard,01-00115.00,US 60,US-60 HINKLEVILLE RD PARK AVE ,R,FD52,Z0E1,1100,,6934201D,5.3000,MAJOR WIDENING,11,17,69342,2022-09-09,PADUCAH-WICKLIFFE RD: IMPROVE US-60 FROM STAFFORD ROAD TO BETHEL CHURCH ROAD (INCLUDES KEVIL BYPASS)(TO BE LET WITH 1-115.10) ,"THIS MODIFICATION PROVIDES ADDITIONAL $450,000 FD04 FUNDS TO COMPLETE PHASE II DESIGN.",2022,2023,0.0
Bridge Asset Management,District 01,Ballard,01-01140.01,US 51,FORT JEFFERSON HILL RD+S 4TH S,D,FD52,Z001,1300,,8580703D,,BRIDGE REPLACEMENT,4,5,85807,2023-08-31,PE AND ENVIRONMENTAL FOR REPLACEMENT OF CAIRO BRIDGE AT OR BESIDE EXISTING LOCATION.,"THIS MODIFICATION PROVIDES ADDITIONAL FD52 NHPP FUNDS WITH STATE MATCHING FUNDS FOR DESIGN, ITEM NO. 1-1140.01, EMARS NO. 8580702D (KYTC) &amp; 8580703D (IDOT). HALF OF THE PROJECT COSTS ARE TO BE REIMBURSED BY THE STATE OF ILLINOIS. LC",2021,2024,0.0
Bridge Asset Management,District 01,Ballard,01-01140.01,US 51,FORT JEFFERSON HILL RD+S 4TH S,D,FD52,Z001,1200,,8580703D,,BRIDGE REPLACEMENT,4,5,85807,2023-08-31,PE AND ENVIRONMENTAL FOR REPLACEMENT OF CAIRO BRIDGE AT OR BESIDE EXISTING LOCATION.,"THIS MODIFICATION PROVIDES ADDITIONAL FD52 NHPP FUNDS WITH STATE MATCHING FUNDS FOR DESIGN, ITEM NO. 1-1140.01, EMARS NO. 8580702D (KYTC) &amp; 8580703D (IDOT). HALF OF THE PROJECT COSTS ARE TO BE REIMBURSED BY THE STATE OF ILLINOIS. LC",2021,2024,0.0
Highway Improvement,District 01,Ballard,01-00115.00,US 60,US-60 HINKLEVILLE RD PARK AVE ,R,FD52,Z0E1,1200,,6934201D,5.3000,MAJOR WIDENING,11,17,69342,2022-09-09,PADUCAH-WICKLIFFE RD: IMPROVE US-60 FROM STAFFORD ROAD TO BETHEL CHURCH ROAD (INCLUDES KEVIL BYPASS)(TO BE LET WITH 1-115.10) ,"THIS MODIFICATION PROVIDES ADDITIONAL $450,000 FD04 FUNDS TO COMPLETE PHASE II DESIGN.",2022,2023,0.0
Highway Improvement,District 01,Ballard,01-00115.10,US 60,US-60 HINKLEVILLE RD PARK AVE ,U,FD52,M0E1,1100,,6934201D,5.3000,MAJOR WIDENING,11,17,69342,2022-09-09,PADUCAH-WICKLIFFE RD: IMPROVE US-60 FROM STAFFORD ROAD TO BETHEL CHURCH ROAD (INCLUDES KEVIL BYPASS)(TO BE LET WITH 1-115.10) ,"THIS MODIFICATION PROVIDES ADDITIONAL $450,000 FD04 FUNDS TO COMPLETE PHASE II DESIGN.",2022,2023,0.0
Pavement Asset Management,District 01,Ballard,,KY 121,COURT STREET,C,FD05,,1100,252142,1915001C,,BIT SURF & RESTORE,0,0,19150,2025-04-08,"COURT STREET (KY 121) (MP 5.368) BEGIN AT THE NORTH END OF THE SHELTON CREEK BRIDGE EXTENDING NORTH TO US 51 (MP 8.689), A DISTANCE OF 3.32 MILES. ASPHALT RESURFACING.",THIS AUTHORIZATION PROVIDES CONSTRUCTION FUNDS TO COVER THE LOW BID PLUS 10% FOR ENGINEERING.,2025,2025,528220.0
Bridge Asset Management,District 01,Ballard,01-01140.01,US 51,FORT JEFFERSON HILL RD+S 4TH S,D,FD52,Z001,1100,,8580703D,,BRIDGE REPLACEMENT,4,5,85807,2023-08-31,PE AND ENVIRONMENTAL FOR REPLACEMENT OF CAIRO BRIDGE AT OR BESIDE EXISTING LOCATION.,"THIS MODIFICATION PROVIDES ADDITIONAL FD52 NHPP FUNDS WITH STATE MATCHING FUNDS FOR DESIGN, ITEM NO. 1-1140.01, EMARS NO. 8580702D (KYTC) &amp; 8580703D (IDOT). HALF OF THE PROJECT COSTS ARE TO BE REIMBURSED BY THE STATE OF ILLINOIS. LC",2021,2024,0.0
Highway Improvement,District 01,Ballard,,KY 1563,KY 1563,C,FD05,,1100,,1941201C,,BIT SURF & RESTORE,0,0,19412,2025-06-02,ASPHALT RESURFACING FROM KY 473 EXTENDING NORTH TO THE MCCRACKEN COUNTY LINE.,THIS AUTHORIZATION PROVIDES STATE (FD05) FUNDS FOR THE CONSTRUCTION PHASE ADMINISTERED BY MASTER AGREEMENT.,2025,2025,90000.0
Bridge Asset Management,District 01,Ballard,01-01140.01,US 51,FORT JEFFERSON HILL RD+S 4TH S,R,FD52,Z0E1,1200,,8580703D,,BRIDGE REPLACEMENT,4,5,85807,2023-08-31,PE AND ENVIRONMENTAL FOR REPLACEMENT OF CAIRO BRIDGE AT OR BESIDE EXISTING LOCATION.,"THIS MODIFICATION PROVIDES ADDITIONAL FD52 NHPP FUNDS WITH STATE MATCHING FUNDS FOR DESIGN, ITEM NO. 1-1140.01, EMARS NO. 8580702D (KYTC) &amp; 8580703D (IDOT). HALF OF THE PROJECT COSTS ARE TO BE REIMBURSED BY THE STATE OF ILLINOIS. LC",2022,2024,0.0
Bridge Asset Management,District 01,Ballard,01-01140.01,US 51,FORT JEFFERSON HILL RD+S 4TH S,D,FD52,Y001,1200,,8580703D,,BRIDGE REPLACEMENT,4,5,85807,2023-08-31,PE AND ENVIRONMENTAL FOR REPLACEMENT OF CAIRO BRIDGE AT OR BESIDE EXISTING LOCATION.,"THIS MODIFICATION PROVIDES ADDITIONAL FD52 NHPP FUNDS WITH STATE MATCHING FUNDS FOR DESIGN, ITEM NO. 1-1140.01, EMARS NO. 8580702D (KYTC) &amp; 8580703D (IDOT). HALF OF THE PROJECT COSTS ARE TO BE REIMBURSED BY THE STATE OF ILLINOIS. LC",2024,2024,800000.0
Highway Improvement,District 01,Ballard,,CR 1106,BONDURANT ROAD,C,CA03,,1100,,1190501C,0.0020,DRAINAGE STRUCTURE,0,0,11905,2020-04-13,DRAINAGE STRUCTURE LOCATED 0.400 MILE EAST OF KY 473 AT MILE POINT 0.400,COUNTY ROAD AID EMERGENCY FUNDS WILL BE USED FOR THIS PROJECT.  CHECKS WILL BE ISSUED DIRECTLY TO THE COUNTY.  COUNTY IS RESPONSIBLE FOR ALL PHASES OF WORK.,2020,2020,5440.0
Highway Improvement,District 01,Ballard,01-00115.10,US 60,US-60 HINKLEVILLE RD PARK AVE ,U,FD52,M0E1,1200,,6934201D,5.3000,MAJOR WIDENING,11,17,69342,2022-09-09,PADUCAH-WICKLIFFE RD: IMPROVE US-60 FROM STAFFORD ROAD TO BETHEL CHURCH ROAD (INCLUDES KEVIL BYPASS)(TO BE LET WITH 1-115.10) ,"THIS MODIFICATION PROVIDES ADDITIONAL $450,000 FD04 FUNDS TO COMPLETE PHASE II DESIGN.",2022,2023,0.0
