"DISTRICT","COUNTY","SYP_NO","ROUTE_PREFIX","ROUTE_NO","ROUTE","TYPE_WORK","BMP","EMP","DESCRIPTION","BRIDGE_ID","ENACT_INITIAL_YEAR","ENACT_YEAR","ENACT_PHASE","FUND_CODE","RSY_FUND","RSY_YEAR","LATEST_LETTING_DATE","AWARDED","NUMBER_OF_LETTINGS","RT_UNIQUE","GEOMETRY_WKT"
"District 07","Anderson","07-10065.00","KY","44","KY-44","AM-BRIDGE (P)","2.971","2.983","ADDRESS DEFICIENCIES OF BRIDGE ON KY 44 OVER TIMBER CREEK (003B00028N)","003B00028N","2024","2026","D","BRX","237733","2028","","","","003-KY-0044-000","LINESTRING (-85.0755287614 38.0046464161, -85.0753148383 38.004605043)"
"District 07","Anderson","07-10069.00","CR","1235","CR-1235","AM-BRIDGE (P)","1.83","1.84","ADDRESS DEFICIENCIES OF BRIDGE ON E BURGIN ROAD OVER LITTLE WILLOW CREEK (003C00040N)","003C00040N","2026","2026","D","BRZ","129798","2029","","","","003-CR-1235-000","LINESTRING (-85.0762123732 37.9860094825, -85.0762097192 37.9859961018, -85.076148859 37.9858968837, -85.0761389382 37.9858697216)"
"District 07","Anderson","07-10069.00","CR","1235","CR-1235","AM-BRIDGE (P)","1.83","1.84","ADDRESS DEFICIENCIES OF BRIDGE ON E BURGIN ROAD OVER LITTLE WILLOW CREEK (003C00040N)","003C00040N","2026","2026","C","BRZ","865318","2029","","","","003-CR-1235-000","LINESTRING (-85.0762123732 37.9860094825, -85.0762097192 37.9859961018, -85.076148859 37.9858968837, -85.0761389382 37.9858697216)"
"District 07","Anderson","07-22183.00","BG","9002","BG-9002","AM-PAVEMENT (PKY)(P)","56.287","58.791","ADDRESS CONDITION OF Martha Layne Collins Bluegrass Parkway FROM MILEPOINT 56.287 TO MILEPOINT 58.345","","2022","2026","C","NHPM","2003520","2027","","","","003-BG-9002-000","LINESTRING (-84.9093799953 37.9493588087, -84.9088517542 37.9494819247, -84.9082563215 37.9496575652, -84.9076537355 37.9498518259, -84.9073559715 37.9499587308, -84.9062041462 37.9504127147, -84.9059218993 37.9505576273, -84.905639523 37.9506833134, -84.9050900197 37.950965828, -84.9045562496 37.9512674039, -84.9040376057 37.9515803458, -84.9037932891 37.9517439271, -84.9030761351 37.952247689, -84.9026185695 37.9525868806, -84.9023821726 37.9527549097, -84.9016878058 37.9532662435, -84.9010010213 37.9537809226, -84.8984757102 37.9556352219, -84.8978043129 37.9561351631, -84.8975755751 37.9562988441, -84.8942719251 37.9587329614, -84.8940049152 37.9589350824, -84.8919676279 37.960434376, -84.8910370646 37.9611092632, -84.8903501309 37.961624154, -84.8894274671 37.9623032047, -84.8887179646 37.9628179223, -84.8868256284 37.9642143718, -84.8865814401 37.9643897279, -84.8856432692 37.9650837411, -84.8849566003 37.965599153, -84.8842547559 37.9661062095, -84.8840254706 37.9662816698, -84.883323565 37.9667928397, -84.8828661562 37.9671327798, -84.8826293206 37.967300767, -84.8817141053 37.9679833825, -84.8798296258 37.969367694, -84.8780593698 37.9706803153, -84.8769150223 37.971515548, -84.8762286288 37.9720267911, -84.8757705579 37.9723584593, -84.8749249187 37.9729923085)"
"District 07","Anderson","07-22183.00","BG","9002","BG-9002","AM-PAVEMENT (PKY)(P)","56.287","58.791","ADDRESS CONDITION OF Martha Layne Collins Bluegrass Parkway FROM MILEPOINT 56.287 TO MILEPOINT 58.345","","2022","2026","D","NHPM","200000","2027","","","","003-BG-9002-000","LINESTRING (-84.9093799953 37.9493588087, -84.9088517542 37.9494819247, -84.9082563215 37.9496575652, -84.9076537355 37.9498518259, -84.9073559715 37.9499587308, -84.9062041462 37.9504127147, -84.9059218993 37.9505576273, -84.905639523 37.9506833134, -84.9050900197 37.950965828, -84.9045562496 37.9512674039, -84.9040376057 37.9515803458, -84.9037932891 37.9517439271, -84.9030761351 37.952247689, -84.9026185695 37.9525868806, -84.9023821726 37.9527549097, -84.9016878058 37.9532662435, -84.9010010213 37.9537809226, -84.8984757102 37.9556352219, -84.8978043129 37.9561351631, -84.8975755751 37.9562988441, -84.8942719251 37.9587329614, -84.8940049152 37.9589350824, -84.8919676279 37.960434376, -84.8910370646 37.9611092632, -84.8903501309 37.961624154, -84.8894274671 37.9623032047, -84.8887179646 37.9628179223, -84.8868256284 37.9642143718, -84.8865814401 37.9643897279, -84.8856432692 37.9650837411, -84.8849566003 37.965599153, -84.8842547559 37.9661062095, -84.8840254706 37.9662816698, -84.883323565 37.9667928397, -84.8828661562 37.9671327798, -84.8826293206 37.967300767, -84.8817141053 37.9679833825, -84.8798296258 37.969367694, -84.8780593698 37.9706803153, -84.8769150223 37.971515548, -84.8762286288 37.9720267911, -84.8757705579 37.9723584593, -84.8749249187 37.9729923085)"
"District 07","Anderson","07-80001.00","US","62","US-62","SPOT IMPROVEMENTS(O)","20.493","22.78","IMPROVE US-62 (VERSAILLES RD.) FROM HILLTOP DR. TO WEST END OF BRIDGE OVER KENTUCKY RIVER AT TYRONE(18CCN) (2020CCR) (2022CCR) (2024CCR)","","2018","2026","U","STP2","5850000","2026","","","","003-US-0062-000","LINESTRING (-84.8862373168 38.0405857843, -84.8857964364 38.0407514583, -84.8856887077 38.0407877455, -84.8839626306 38.0414240611, -84.8825430632 38.0419508271, -84.8818448142 38.0422071477, -84.8794148597 38.0430988485, -84.8787273312 38.0433571528, -84.8768728244 38.0440366329, -84.8764699159 38.0441888224, -84.8754755036 38.0445530429, -84.8739631098 38.0451073054, -84.8734973125 38.0452609402, -84.8732527012 38.0453297051, -84.8730078234 38.045391602, -84.8727560625 38.0454482284, -84.8725033774 38.045494961, -84.8722438023 38.0455369724, -84.8719916097 38.0455713488, -84.8717395062 38.0455983098, -84.8714791887 38.0456150473, -84.8712265665 38.0456271728, -84.8709743868 38.0456313369, -84.8707215871 38.0456291789, -84.8704695579 38.0456207093, -84.8702106785 38.0456042234, -84.869951183 38.0455811418, -84.8696917824 38.0455500949, -84.8694324805 38.0455108094, -84.869109176 38.0454509971, -84.8689207153 38.0454122392, -84.8686693189 38.045350765, -84.8684193849 38.0452832596, -84.8681744044 38.0452081003, -84.86770138 38.0450356618, -84.8675313589 38.0449651811, -84.8661576403 38.0443737641, -84.8643151733 38.0435750309, -84.8634905956 38.0432398204, -84.8632624211 38.0431543413, -84.8627906812 38.0429926031, -84.8623097827 38.04284178, -84.8618144773 38.042705128, -84.861562819 38.0426378688, -84.8610600533 38.0425154382, -84.8608158794 38.0424611421, -84.8603357196 38.0423649694, -84.8598699788 38.042282636, -84.8596491578 38.0422502101, -84.8592220335 38.0421909604, -84.8587493762 38.0421352101, -84.8581846182 38.0420856267, -84.8578067635 38.0420588773, -84.8571160534 38.0420292101, -84.8562829837 38.0420264731, -84.8541639507 38.0421111975, -84.853922773 38.0421252948, -84.8536855359 38.0421295356, -84.8534504649 38.0421269252, -84.8532194164 38.0421075929, -84.8529818917 38.0420783235, -84.8527448206 38.0420402683, -84.8525110058 38.0419915276, -84.8522898816 38.0419272272, -84.8520609053 38.0418518813, -84.8518410916 38.0417656199, -84.85162208 38.0416705752, -84.8512095332 38.04144168, -84.8510187627 38.0413089487, -84.8508367388 38.0411710656, -84.8503227549 38.0407461254, -84.8500048719 38.0405009198, -84.849848509 38.0403948144, -84.8496746362 38.0403006593, -84.8494724282 38.0402235903, -84.8492839153 38.0401625543, -84.8490581081 38.0401127687, -84.8488590506 38.0400620884, -84.8486612692 38.040020755, -84.8483150479 38.0399640055, -84.84816166 38.0399556923, -84.8480107213 38.0399743132, -84.8478902109 38.040003602, -84.8477917315 38.0400487531)"
"District 07","Anderson","07-80001.00","US","62","US-62","SPOT IMPROVEMENTS(O)","20.493","22.78","IMPROVE US-62 (VERSAILLES RD.) FROM HILLTOP DR. TO WEST END OF BRIDGE OVER KENTUCKY RIVER AT TYRONE(18CCN) (2020CCR) (2022CCR) (2024CCR)","","2018","2026","C","STP2","15610000","2029","","","","003-US-0062-000","LINESTRING (-84.8862373168 38.0405857843, -84.8857964364 38.0407514583, -84.8856887077 38.0407877455, -84.8839626306 38.0414240611, -84.8825430632 38.0419508271, -84.8818448142 38.0422071477, -84.8794148597 38.0430988485, -84.8787273312 38.0433571528, -84.8768728244 38.0440366329, -84.8764699159 38.0441888224, -84.8754755036 38.0445530429, -84.8739631098 38.0451073054, -84.8734973125 38.0452609402, -84.8732527012 38.0453297051, -84.8730078234 38.045391602, -84.8727560625 38.0454482284, -84.8725033774 38.045494961, -84.8722438023 38.0455369724, -84.8719916097 38.0455713488, -84.8717395062 38.0455983098, -84.8714791887 38.0456150473, -84.8712265665 38.0456271728, -84.8709743868 38.0456313369, -84.8707215871 38.0456291789, -84.8704695579 38.0456207093, -84.8702106785 38.0456042234, -84.869951183 38.0455811418, -84.8696917824 38.0455500949, -84.8694324805 38.0455108094, -84.869109176 38.0454509971, -84.8689207153 38.0454122392, -84.8686693189 38.045350765, -84.8684193849 38.0452832596, -84.8681744044 38.0452081003, -84.86770138 38.0450356618, -84.8675313589 38.0449651811, -84.8661576403 38.0443737641, -84.8643151733 38.0435750309, -84.8634905956 38.0432398204, -84.8632624211 38.0431543413, -84.8627906812 38.0429926031, -84.8623097827 38.04284178, -84.8618144773 38.042705128, -84.861562819 38.0426378688, -84.8610600533 38.0425154382, -84.8608158794 38.0424611421, -84.8603357196 38.0423649694, -84.8598699788 38.042282636, -84.8596491578 38.0422502101, -84.8592220335 38.0421909604, -84.8587493762 38.0421352101, -84.8581846182 38.0420856267, -84.8578067635 38.0420588773, -84.8571160534 38.0420292101, -84.8562829837 38.0420264731, -84.8541639507 38.0421111975, -84.853922773 38.0421252948, -84.8536855359 38.0421295356, -84.8534504649 38.0421269252, -84.8532194164 38.0421075929, -84.8529818917 38.0420783235, -84.8527448206 38.0420402683, -84.8525110058 38.0419915276, -84.8522898816 38.0419272272, -84.8520609053 38.0418518813, -84.8518410916 38.0417656199, -84.85162208 38.0416705752, -84.8512095332 38.04144168, -84.8510187627 38.0413089487, -84.8508367388 38.0411710656, -84.8503227549 38.0407461254, -84.8500048719 38.0405009198, -84.849848509 38.0403948144, -84.8496746362 38.0403006593, -84.8494724282 38.0402235903, -84.8492839153 38.0401625543, -84.8490581081 38.0401127687, -84.8488590506 38.0400620884, -84.8486612692 38.040020755, -84.8483150479 38.0399640055, -84.84816166 38.0399556923, -84.8480107213 38.0399743132, -84.8478902109 38.040003602, -84.8477917315 38.0400487531)"
"District 07","Anderson","07-80406.00","US","127","US-127","RECONSTRUCTION(O)","1.028","1.128","Improve the intersection of US 127 at Hawthorne Lane in Anderson County. (2026CCN)","","2026","2026","C","SPP","350000","2029","","","","003-US-0127-000","LINESTRING (-84.8724364529 37.9595946291, -84.872451903 37.9598125366, -84.8724975719 37.9602314336, -84.8725127668 37.9604416486, -84.8725355995 37.960651372, -84.8725923205 37.9610422525)"
"District 07","Anderson","07-80406.00","US","127","US-127","RECONSTRUCTION(O)","1.028","1.128","Improve the intersection of US 127 at Hawthorne Lane in Anderson County. (2026CCN)","","2026","2026","D","SPP","150000","2029","","","","003-US-0127-000","LINESTRING (-84.8724364529 37.9595946291, -84.872451903 37.9598125366, -84.8724975719 37.9602314336, -84.8725127668 37.9604416486, -84.8725355995 37.960651372, -84.8725923205 37.9610422525)"
"District 07","Anderson","07-80407.00","KY","44","KY-44","RECONSTRUCTION(O)","11.726","12.372","Improve intersection on KY 44 to Scenic Gardens Drive & Nautical Way in Lawrenceburg. (2026CCN)","","2026","2026","D","SPP","150000","2029","","","","003-KY-0044-000","LINESTRING (-84.933174581 38.0277909799, -84.9309043 38.0287235647, -84.9306821625 38.0288107309, -84.9302390461 38.0289743582, -84.9297957277 38.0291247992, -84.9293462766 38.0292644861, -84.9291324076 38.0293258901, -84.9289106083 38.0293822953, -84.9284681977 38.0294819299, -84.9278119035 38.0296127549, -84.9271940148 38.0297243446, -84.9269880964 38.029757513, -84.9265450921 38.02981649, -84.9256297119 38.0299216006, -84.9244311652 38.0300433977, -84.9238417001 38.0300963967, -84.9229587083 38.0301610663, -84.9222486861 38.030189593, -84.9220317967 38.0301934663)"
"District 07","Anderson","07-80407.00","KY","44","KY-44","RECONSTRUCTION(O)","11.726","12.372","Improve intersection on KY 44 to Scenic Gardens Drive & Nautical Way in Lawrenceburg. (2026CCN)","","2026","2026","R","SPP","100000","2030","","","","003-KY-0044-000","LINESTRING (-84.933174581 38.0277909799, -84.9309043 38.0287235647, -84.9306821625 38.0288107309, -84.9302390461 38.0289743582, -84.9297957277 38.0291247992, -84.9293462766 38.0292644861, -84.9291324076 38.0293258901, -84.9289106083 38.0293822953, -84.9284681977 38.0294819299, -84.9278119035 38.0296127549, -84.9271940148 38.0297243446, -84.9269880964 38.029757513, -84.9265450921 38.02981649, -84.9256297119 38.0299216006, -84.9244311652 38.0300433977, -84.9238417001 38.0300963967, -84.9229587083 38.0301610663, -84.9222486861 38.030189593, -84.9220317967 38.0301934663)"
"District 07","Anderson","07-80407.00","KY","44","KY-44","RECONSTRUCTION(O)","11.726","12.372","Improve intersection on KY 44 to Scenic Gardens Drive & Nautical Way in Lawrenceburg. (2026CCN)","","2026","2026","U","SPP","250000","2031","","","","003-KY-0044-000","LINESTRING (-84.933174581 38.0277909799, -84.9309043 38.0287235647, -84.9306821625 38.0288107309, -84.9302390461 38.0289743582, -84.9297957277 38.0291247992, -84.9293462766 38.0292644861, -84.9291324076 38.0293258901, -84.9289106083 38.0293822953, -84.9284681977 38.0294819299, -84.9278119035 38.0296127549, -84.9271940148 38.0297243446, -84.9269880964 38.029757513, -84.9265450921 38.02981649, -84.9256297119 38.0299216006, -84.9244311652 38.0300433977, -84.9238417001 38.0300963967, -84.9229587083 38.0301610663, -84.9222486861 38.030189593, -84.9220317967 38.0301934663)"
"District 07","Anderson","07-80407.00","KY","44","KY-44","RECONSTRUCTION(O)","11.726","12.372","Improve intersection on KY 44 to Scenic Gardens Drive & Nautical Way in Lawrenceburg. (2026CCN)","","2026","2026","C","SPP","500000","2032","","","","003-KY-0044-000","LINESTRING (-84.933174581 38.0277909799, -84.9309043 38.0287235647, -84.9306821625 38.0288107309, -84.9302390461 38.0289743582, -84.9297957277 38.0291247992, -84.9293462766 38.0292644861, -84.9291324076 38.0293258901, -84.9289106083 38.0293822953, -84.9284681977 38.0294819299, -84.9278119035 38.0296127549, -84.9271940148 38.0297243446, -84.9269880964 38.029757513, -84.9265450921 38.02981649, -84.9256297119 38.0299216006, -84.9244311652 38.0300433977, -84.9238417001 38.0300963967, -84.9229587083 38.0301610663, -84.9222486861 38.030189593, -84.9220317967 38.0301934663)"
"District 07","Bourbon","07-00474.00","CO","0","CO-0","NEW ROUTE","","","Extend Stewart Street to Bellafato Street in the City of Paris to provide improved access to US 460.","","2026","2026","C","SPP","3390000","2032","","","","",""
"District 07","Bourbon","07-00474.00","CO","0","CO-0","NEW ROUTE","","","Extend Stewart Street to Bellafato Street in the City of Paris to provide improved access to US 460.","","2026","2026","R","SPP","150000","2030","","","","",""
"District 07","Bourbon","07-00474.00","CO","0","CO-0","NEW ROUTE","","","Extend Stewart Street to Bellafato Street in the City of Paris to provide improved access to US 460.","","2026","2026","U","SPP","310000","2031","","","","",""
"District 07","Bourbon","07-00474.00","CO","0","CO-0","NEW ROUTE","","","Extend Stewart Street to Bellafato Street in the City of Paris to provide improved access to US 460.","","2026","2026","D","SPP","355000","2029","","","","",""
"District 07","Bourbon","07-10036.00","KY","1879","KY-1879","AM-BRIDGE (P)","1.414","1.424","BRIDGE PROJECT IN BOURBON COUNTY ON (009B00055N) KY-1879 AT LAYSONS BRANCH","009B00055N","2022","2026","D","BRX","149023","2032","","","","009-KY-1879-000","LINESTRING (-84.1528638743 38.3263008491, -84.1529346094 38.3264344986)"
"District 07","Bourbon","07-10036.00","KY","1879","KY-1879","AM-BRIDGE (P)","1.414","1.424","BRIDGE PROJECT IN BOURBON COUNTY ON (009B00055N) KY-1879 AT LAYSONS BRANCH","009B00055N","2022","2026","C","BRX","993485","2032","","","","009-KY-1879-000","LINESTRING (-84.1528638743 38.3263008491, -84.1529346094 38.3264344986)"
"District 07","Bourbon","07-80104.00","US","460","US-460","RECONSTRUCTION(O)","0.0","1.394","IMPROVE US 460 FROM RUSSELL CAVE RD TO I 75 (2ND PART OF 7-8705) (2020CCN)(SEE 7-8705.10) (2022CCR) (2024CCR) (2026CCR)","","2020","2026","C","STP2","18200000","2026","","","","009-US-0460-000","LINESTRING (-84.5332315171 38.2164056073, -84.532585783 38.216552761, -84.5320808678 38.2166675792, -84.5310533141 38.2168951064, -84.5303062568 38.217043124, -84.5296664543 38.2171466558, -84.5293014372 38.2172005631, -84.5289313666 38.2172442554, -84.5281826781 38.2173222112, -84.5278953375 38.2173521993, -84.5263868501 38.2174431636, -84.5254679543 38.2174987429, -84.52447401 38.2175664466, -84.5237619104 38.2176417325, -84.5233659235 38.2177153488, -84.5232573037 38.217736743, -84.5227970221 38.217866541, -84.5224630003 38.2179817191, -84.5219541446 38.2181851627, -84.5211007661 38.2185693069, -84.5203238255 38.2188993131, -84.5189796037 38.219427742, -84.5179517636 38.2198339418, -84.5176101914 38.2199624847, -84.5170218162 38.2201730433, -84.5167943775 38.2202420781, -84.516364929 38.2203584416, -84.5148770946 38.220728508, -84.5144440328 38.220831643, -84.5141722681 38.2208864787, -84.5139562279 38.2209191, -84.5136036907 38.2209535912, -84.512217588 38.2210689981, -84.5118335548 38.2210924427, -84.5115058135 38.2211013704, -84.5112182305 38.2211030281, -84.5110125314 38.2211003241, -84.5088019122 38.2210378757, -84.5082607599 38.2210267033, -84.5080356663 38.2210180228, -84.5078409277 38.2210052671, -84.5075458717 38.2209752542, -84.5073892224 38.220954109, -84.5071701664 38.2209177526, -84.5046476356 38.2204023642, -84.5038494195 38.2202560885, -84.5033287179 38.2201682094, -84.5012260172 38.2198409052, -84.4962181588 38.2190895209, -84.4958955044 38.2190454543, -84.4956224128 38.2190142701, -84.4953192243 38.2189923792, -84.4950524514 38.2189785635, -84.4947611493 38.2189740993, -84.4934300751 38.219006655, -84.4910883875 38.2190809001, -84.4897096116 38.2191137296, -84.4886961652 38.2191378067, -84.4874620948 38.2191770974, -84.4862376048 38.2192057655, -84.4843824064 38.2192493718, -84.4817619183 38.2192995768, -84.4812373628 38.2193159226, -84.4805101449 38.2193556321, -84.4794396395 38.2194377902, -84.4782033293 38.2195456202, -84.4701983383 38.2202788064, -84.469267152 38.2203755634, -84.4678548176 38.2205341095, -84.4644926869 38.2209466558, -84.4638141355 38.2210288124, -84.4615981859 38.2213122944, -84.4598718691 38.2215263742, -84.4585127815 38.2217032424, -84.4573918257 38.2218198046, -84.4524575195 38.2222639806, -84.4494477337 38.2225470384, -84.4491628975 38.2225699973, -84.4485663416 38.2226005119, -84.4470075512 38.2226492652, -84.4457905744 38.2227012186, -84.4448816727 38.2227351365, -84.4427932866 38.2227876024, -84.4408290687 38.2228073504, -84.4399937573 38.2228140323, -84.4375920182 38.2228088313, -84.4344666702 38.2228521124, -84.4330110184 38.2228559637, -84.4318898889 38.2228621515, -84.4315728125 38.2228770191, -84.4312956816 38.2228969996, -84.4307690233 38.2229507247, -84.4301788653 38.2230314778, -84.4296325243 38.2231149143, -84.4284717209 38.2233139748, -84.428079316 38.2233746799, -84.4278556326 38.2234037638, -84.4275509802 38.223424527, -84.4261205213 38.2234593349, -84.4253839946 38.2234703145, -84.4231139133 38.2234605271, -84.4207019673 38.2234793117, -84.4190161097 38.2234867203, -84.418693549 38.2234965477, -84.418267878 38.2235288337, -84.4176934653 38.2235849836, -84.4175209635 38.2236135259, -84.4171139838 38.2236517853, -84.4165687474 38.2236923292, -84.4158357626 38.2237573942, -84.4155809457 38.2237751181, -84.415145098 38.2237924466, -84.4146851003 38.2237976909, -84.4077283286 38.2237637223, -84.4044384786 38.2237365068, -84.4007100758 38.2237220509, -84.3961046972 38.2236881044, -84.3953196526 38.2236675821, -84.3945668981 38.2236328678, -84.3928219407 38.2235216785, -84.3924914371 38.2235088223, -84.3920246959 38.2235020918, -84.3916909447 38.2235048514)"
