"DISTRICT","COUNTY","SYP_NO","ROUTE_PREFIX","ROUTE_NO","ROUTE","TYPE_WORK","BMP","EMP","DESCRIPTION","BRIDGE_ID","ENACT_INITIAL_YEAR","ENACT_YEAR","ENACT_PHASE","FUND_CODE","RSY_FUND","RSY_YEAR","LATEST_LETTING_DATE","AWARDED","NUMBER_OF_LETTINGS","RT_UNIQUE","GEOMETRY_WKT"
"District 04","Breckinridge","04-08904.00","KY","992","KY-992","MINOR WIDENING(O)","12.0","13.822","MINOR WIDENING OF KY 992 BETWEEN ROCK QUARRY AND US 60. (16CCN) (18CCN) (2024CCN)","","2016","2026","C","SPP","3720000","2031","","","","014-KY-0992-000","LINESTRING (-86.5070723838 37.7698441076, -86.5058720477 37.7694562044, -86.5054252218 37.7693052732, -86.5052092112 37.7692261886, -86.5049965851 37.7691396666, -86.5047887187 37.7690448744, -86.5045856134 37.768941811, -86.5043876269 37.7688318487, -86.504018419 37.7685897801, -86.5033520805 37.7681161624, -86.5028144822 37.7677474566, -86.5025870801 37.7676019747, -86.5024468082 37.7675191046, -86.5022067793 37.7673907322, -86.5020038205 37.7673013959, -86.5017933714 37.7672239181, -86.5015733778 37.7671605076, -86.5013462705 37.7671119729, -86.5011117026 37.7670783165, -86.500871387 37.7670578798, -86.5006273866 37.7670492766, -86.5001326711 37.7670524345, -86.4976878893 37.7671103052, -86.4962946838 37.7671490947, -86.4960710526 37.7671705641, -86.4957801729 37.7672136069, -86.495567493 37.7672575266, -86.49529321 37.7673339707, -86.4950243026 37.7674290556, -86.4948268896 37.7675118777, -86.4946326673 37.7676023688, -86.4944423547 37.7677032723, -86.4942101908 37.7678398688, -86.4938911903 37.7680459521, -86.4925282018 37.7689611857, -86.4878942118 37.7721015853, -86.487482376 37.7723700295, -86.4871102998 37.7726008705, -86.4869200648 37.7727119234, -86.4866788349 37.7728444426, -86.4863359777 37.7730218158, -86.4861362632 37.7731191941, -86.484598836 37.7738041711, -86.483242804 37.7743957155, -86.4818744598 37.7750040743, -86.4803478141 37.7756675059, -86.4794841036 37.7760485869, -86.4787820384 37.7763657655, -86.4784553225 37.7764990724)"
"District 04","Breckinridge","04-08904.00","KY","992","KY-992","MINOR WIDENING(O)","12.0","13.822","MINOR WIDENING OF KY 992 BETWEEN ROCK QUARRY AND US 60. (16CCN) (18CCN) (2024CCN)","","2016","2026","D","STP2","560000","2029","","","","014-KY-0992-000","LINESTRING (-86.5070723838 37.7698441076, -86.5058720477 37.7694562044, -86.5054252218 37.7693052732, -86.5052092112 37.7692261886, -86.5049965851 37.7691396666, -86.5047887187 37.7690448744, -86.5045856134 37.768941811, -86.5043876269 37.7688318487, -86.504018419 37.7685897801, -86.5033520805 37.7681161624, -86.5028144822 37.7677474566, -86.5025870801 37.7676019747, -86.5024468082 37.7675191046, -86.5022067793 37.7673907322, -86.5020038205 37.7673013959, -86.5017933714 37.7672239181, -86.5015733778 37.7671605076, -86.5013462705 37.7671119729, -86.5011117026 37.7670783165, -86.500871387 37.7670578798, -86.5006273866 37.7670492766, -86.5001326711 37.7670524345, -86.4976878893 37.7671103052, -86.4962946838 37.7671490947, -86.4960710526 37.7671705641, -86.4957801729 37.7672136069, -86.495567493 37.7672575266, -86.49529321 37.7673339707, -86.4950243026 37.7674290556, -86.4948268896 37.7675118777, -86.4946326673 37.7676023688, -86.4944423547 37.7677032723, -86.4942101908 37.7678398688, -86.4938911903 37.7680459521, -86.4925282018 37.7689611857, -86.4878942118 37.7721015853, -86.487482376 37.7723700295, -86.4871102998 37.7726008705, -86.4869200648 37.7727119234, -86.4866788349 37.7728444426, -86.4863359777 37.7730218158, -86.4861362632 37.7731191941, -86.484598836 37.7738041711, -86.483242804 37.7743957155, -86.4818744598 37.7750040743, -86.4803478141 37.7756675059, -86.4794841036 37.7760485869, -86.4787820384 37.7763657655, -86.4784553225 37.7764990724)"
"District 04","Breckinridge","04-10080.00","CR","1349","CR-1349","AM-BRIDGE (P)","1.914","1.922","ADDRESS DEFICIENCIES OF BRIDGE ON CARL NEWBY RD OVER ROCK LICK CREEK (014C00034N)","014C00034N","2026","2026","D","BRZ","103141","2032","","","","014-CR-1349-000","LINESTRING (-86.5658291031 37.713190877, -86.5656926414 37.7131596511)"
"District 04","Breckinridge","04-10080.00","CR","1349","CR-1349","AM-BRIDGE (P)","1.914","1.922","ADDRESS DEFICIENCIES OF BRIDGE ON CARL NEWBY RD OVER ROCK LICK CREEK (014C00034N)","014C00034N","2026","2026","C","BRZ","687608","2032","","","","014-CR-1349-000","LINESTRING (-86.5658291031 37.713190877, -86.5656926414 37.7131596511)"
"District 04","Breckinridge","04-80300.00","KY","79","KY-79","SAFETY(P)","8.1","10.1","ADDRESS SAFETY, GEOMETRIC DEFICIENCIES AND MAINTENANCE ISSUES ALONG KY 79 FROM MCCOY-ROFF ROAD TO 600' N OF SAND ROCK PASS ROAD. (2024CCN)","","2024","2026","U","SPP","1500000","2030","","","","014-KY-0079-000","LINESTRING (-86.4230029967 37.658821084, -86.4229319316 37.6591491127, -86.4228598538 37.6596581797, -86.4228368359 37.6598629264, -86.4227800282 37.6605320267, -86.4227679407 37.660722979, -86.4227537836 37.6611048253, -86.4227498394 37.6617365447, -86.4227852594 37.6653375655, -86.4227983975 37.6667099201, -86.4228021769 37.6672028975, -86.4228237254 37.6682835245, -86.4228262862 37.6689467912, -86.4228252701 37.6707394428, -86.4228069034 37.6712668775, -86.4227772804 37.6716960519, -86.4227186492 37.6722415693, -86.4226229085 37.6728861734, -86.4225621973 37.6732023697, -86.4225147096 37.673414672, -86.4223787881 37.67393454, -86.4223473246 37.6740467779, -86.4221466348 37.6747026946, -86.4220378796 37.6750177913, -86.4219187139 37.6753282792, -86.4217898284 37.6756338791, -86.4216526369 37.6759381532, -86.4214579907 37.6763468479, -86.4213018417 37.6766567218, -86.4211353378 37.6769680291, -86.4208971951 37.6773821895, -86.4207711887 37.6775867012, -86.4205094638 37.6779919315, -86.4203016978 37.6782883673, -86.4201473884 37.6784968836, -86.4197928456 37.6789564746, -86.4194951264 37.6793185141, -86.419338843 37.6795001246, -86.4189680458 37.6799210796, -86.4182452007 37.6806975131, -86.4180801773 37.6808687351, -86.4179214962 37.6810536532, -86.4177561812 37.681230919, -86.417583219 37.6814035595, -86.4166472464 37.6823858085, -86.4156909042 37.6833731085, -86.4149367042 37.6841675501, -86.4141040455 37.6850398818, -86.4136750696 37.6854954856)"
"District 04","Breckinridge","04-80300.00","KY","79","KY-79","SAFETY(P)","8.1","10.1","ADDRESS SAFETY, GEOMETRIC DEFICIENCIES AND MAINTENANCE ISSUES ALONG KY 79 FROM MCCOY-ROFF ROAD TO 600' N OF SAND ROCK PASS ROAD. (2024CCN)","","2024","2026","D","SPP","1400000","2029","","","","014-KY-0079-000","LINESTRING (-86.4230029967 37.658821084, -86.4229319316 37.6591491127, -86.4228598538 37.6596581797, -86.4228368359 37.6598629264, -86.4227800282 37.6605320267, -86.4227679407 37.660722979, -86.4227537836 37.6611048253, -86.4227498394 37.6617365447, -86.4227852594 37.6653375655, -86.4227983975 37.6667099201, -86.4228021769 37.6672028975, -86.4228237254 37.6682835245, -86.4228262862 37.6689467912, -86.4228252701 37.6707394428, -86.4228069034 37.6712668775, -86.4227772804 37.6716960519, -86.4227186492 37.6722415693, -86.4226229085 37.6728861734, -86.4225621973 37.6732023697, -86.4225147096 37.673414672, -86.4223787881 37.67393454, -86.4223473246 37.6740467779, -86.4221466348 37.6747026946, -86.4220378796 37.6750177913, -86.4219187139 37.6753282792, -86.4217898284 37.6756338791, -86.4216526369 37.6759381532, -86.4214579907 37.6763468479, -86.4213018417 37.6766567218, -86.4211353378 37.6769680291, -86.4208971951 37.6773821895, -86.4207711887 37.6775867012, -86.4205094638 37.6779919315, -86.4203016978 37.6782883673, -86.4201473884 37.6784968836, -86.4197928456 37.6789564746, -86.4194951264 37.6793185141, -86.419338843 37.6795001246, -86.4189680458 37.6799210796, -86.4182452007 37.6806975131, -86.4180801773 37.6808687351, -86.4179214962 37.6810536532, -86.4177561812 37.681230919, -86.417583219 37.6814035595, -86.4166472464 37.6823858085, -86.4156909042 37.6833731085, -86.4149367042 37.6841675501, -86.4141040455 37.6850398818, -86.4136750696 37.6854954856)"
"District 04","Breckinridge","04-80300.00","KY","79","KY-79","SAFETY(P)","8.1","10.1","ADDRESS SAFETY, GEOMETRIC DEFICIENCIES AND MAINTENANCE ISSUES ALONG KY 79 FROM MCCOY-ROFF ROAD TO 600' N OF SAND ROCK PASS ROAD. (2024CCN)","","2024","2026","R","SPP","2190000","2030","","","","014-KY-0079-000","LINESTRING (-86.4230029967 37.658821084, -86.4229319316 37.6591491127, -86.4228598538 37.6596581797, -86.4228368359 37.6598629264, -86.4227800282 37.6605320267, -86.4227679407 37.660722979, -86.4227537836 37.6611048253, -86.4227498394 37.6617365447, -86.4227852594 37.6653375655, -86.4227983975 37.6667099201, -86.4228021769 37.6672028975, -86.4228237254 37.6682835245, -86.4228262862 37.6689467912, -86.4228252701 37.6707394428, -86.4228069034 37.6712668775, -86.4227772804 37.6716960519, -86.4227186492 37.6722415693, -86.4226229085 37.6728861734, -86.4225621973 37.6732023697, -86.4225147096 37.673414672, -86.4223787881 37.67393454, -86.4223473246 37.6740467779, -86.4221466348 37.6747026946, -86.4220378796 37.6750177913, -86.4219187139 37.6753282792, -86.4217898284 37.6756338791, -86.4216526369 37.6759381532, -86.4214579907 37.6763468479, -86.4213018417 37.6766567218, -86.4211353378 37.6769680291, -86.4208971951 37.6773821895, -86.4207711887 37.6775867012, -86.4205094638 37.6779919315, -86.4203016978 37.6782883673, -86.4201473884 37.6784968836, -86.4197928456 37.6789564746, -86.4194951264 37.6793185141, -86.419338843 37.6795001246, -86.4189680458 37.6799210796, -86.4182452007 37.6806975131, -86.4180801773 37.6808687351, -86.4179214962 37.6810536532, -86.4177561812 37.681230919, -86.417583219 37.6814035595, -86.4166472464 37.6823858085, -86.4156909042 37.6833731085, -86.4149367042 37.6841675501, -86.4141040455 37.6850398818, -86.4136750696 37.6854954856)"
"District 04","Breckinridge","04-80300.00","KY","79","KY-79","SAFETY(P)","8.1","10.1","ADDRESS SAFETY, GEOMETRIC DEFICIENCIES AND MAINTENANCE ISSUES ALONG KY 79 FROM MCCOY-ROFF ROAD TO 600' N OF SAND ROCK PASS ROAD. (2024CCN)","","2024","2026","C","SPP","10000000","2031","","","","014-KY-0079-000","LINESTRING (-86.4230029967 37.658821084, -86.4229319316 37.6591491127, -86.4228598538 37.6596581797, -86.4228368359 37.6598629264, -86.4227800282 37.6605320267, -86.4227679407 37.660722979, -86.4227537836 37.6611048253, -86.4227498394 37.6617365447, -86.4227852594 37.6653375655, -86.4227983975 37.6667099201, -86.4228021769 37.6672028975, -86.4228237254 37.6682835245, -86.4228262862 37.6689467912, -86.4228252701 37.6707394428, -86.4228069034 37.6712668775, -86.4227772804 37.6716960519, -86.4227186492 37.6722415693, -86.4226229085 37.6728861734, -86.4225621973 37.6732023697, -86.4225147096 37.673414672, -86.4223787881 37.67393454, -86.4223473246 37.6740467779, -86.4221466348 37.6747026946, -86.4220378796 37.6750177913, -86.4219187139 37.6753282792, -86.4217898284 37.6756338791, -86.4216526369 37.6759381532, -86.4214579907 37.6763468479, -86.4213018417 37.6766567218, -86.4211353378 37.6769680291, -86.4208971951 37.6773821895, -86.4207711887 37.6775867012, -86.4205094638 37.6779919315, -86.4203016978 37.6782883673, -86.4201473884 37.6784968836, -86.4197928456 37.6789564746, -86.4194951264 37.6793185141, -86.419338843 37.6795001246, -86.4189680458 37.6799210796, -86.4182452007 37.6806975131, -86.4180801773 37.6808687351, -86.4179214962 37.6810536532, -86.4177561812 37.681230919, -86.417583219 37.6814035595, -86.4166472464 37.6823858085, -86.4156909042 37.6833731085, -86.4149367042 37.6841675501, -86.4141040455 37.6850398818, -86.4136750696 37.6854954856)"
"District 04","Breckinridge","04-80306.00","KY","261","KY-261","DESIGN ENGINEERING(O)","12.3","12.6","ADDRESS GEOMETRIC DEFICIENCIES ALONG KY 261 AT THE S-CURVES JUST NORTH OF FIRST STREET. SEE 4-8903.00. (2024CCN)","","2024","2026","U","SPP","190000","2032","","","","014-KY-0261-000","LINESTRING (-86.4603090497 37.7837458285, -86.4603221329 37.7837879462, -86.4603597914 37.7839258659, -86.4604075479 37.7841425496, -86.4604452899 37.7843612157, -86.460497546 37.7847942934, -86.4605050137 37.7849233324, -86.4605027389 37.7850469384, -86.4604748221 37.7851671281, -86.4604160507 37.7852814617, -86.4603236209 37.7853863862, -86.4601984787 37.7855085364, -86.4600137173 37.7857288209, -86.4598974845 37.7858778322, -86.4597864866 37.7860314812, -86.4595181356 37.7864491918, -86.4593426606 37.78670018, -86.4586018915 37.7876656646)"
"District 04","Breckinridge","04-80306.00","KY","261","KY-261","DESIGN ENGINEERING(O)","12.3","12.6","ADDRESS GEOMETRIC DEFICIENCIES ALONG KY 261 AT THE S-CURVES JUST NORTH OF FIRST STREET. SEE 4-8903.00. (2024CCN)","","2024","2026","R","SPP","180000","2030","","","","014-KY-0261-000","LINESTRING (-86.4603090497 37.7837458285, -86.4603221329 37.7837879462, -86.4603597914 37.7839258659, -86.4604075479 37.7841425496, -86.4604452899 37.7843612157, -86.460497546 37.7847942934, -86.4605050137 37.7849233324, -86.4605027389 37.7850469384, -86.4604748221 37.7851671281, -86.4604160507 37.7852814617, -86.4603236209 37.7853863862, -86.4601984787 37.7855085364, -86.4600137173 37.7857288209, -86.4598974845 37.7858778322, -86.4597864866 37.7860314812, -86.4595181356 37.7864491918, -86.4593426606 37.78670018, -86.4586018915 37.7876656646)"
"District 04","Breckinridge","04-80306.00","KY","261","KY-261","DESIGN ENGINEERING(O)","12.3","12.6","ADDRESS GEOMETRIC DEFICIENCIES ALONG KY 261 AT THE S-CURVES JUST NORTH OF FIRST STREET. SEE 4-8903.00. (2024CCN)","","2024","2026","D","SPP","340000","2029","","","","014-KY-0261-000","LINESTRING (-86.4603090497 37.7837458285, -86.4603221329 37.7837879462, -86.4603597914 37.7839258659, -86.4604075479 37.7841425496, -86.4604452899 37.7843612157, -86.460497546 37.7847942934, -86.4605050137 37.7849233324, -86.4605027389 37.7850469384, -86.4604748221 37.7851671281, -86.4604160507 37.7852814617, -86.4603236209 37.7853863862, -86.4601984787 37.7855085364, -86.4600137173 37.7857288209, -86.4598974845 37.7858778322, -86.4597864866 37.7860314812, -86.4595181356 37.7864491918, -86.4593426606 37.78670018, -86.4586018915 37.7876656646)"
