"DISTRICT","COUNTY","SYP_NO","ROUTE_PREFIX","ROUTE_NO","ROUTE","TYPE_WORK","BMP","EMP","DESCRIPTION","BRIDGE_ID","ENACT_INITIAL_YEAR","ENACT_YEAR","ENACT_PHASE","FUND_CODE","RSY_FUND","RSY_YEAR","LATEST_LETTING_DATE","AWARDED","NUMBER_OF_LETTINGS","RT_UNIQUE","GEOMETRY_WKT"
"District 06","Boone","06-00079.00","I","75","I-75","CONGESTION MITIGATION","182.978","183.312","IMPROVE SAFETY, MOBILITY, OPERATIONS, AND GEOMETRICS AT THE JUNCTION OF I-75 AND I-275 AND THE SYSTEM-TO-SYSTEM RAMPS. (2024CCR)","","2018","2026","C","NH","260000000","2032","","","","008-I-0075-000","LINESTRING (-84.6218763496 39.0182943836, -84.6194615462 39.0197729463, -84.6182039659 39.020615995, -84.6170805982 39.021472107, -84.6164207974 39.022075352, -84.6161011801 39.0223943668, -84.6118604692 39.0266254985, -84.6108557379 39.027672117, -84.6098823045 39.0286962371, -84.6089612702 39.0296318962, -84.6084886891 39.0300716047, -84.6079109764 39.0305484687, -84.6076066649 39.0307621806, -84.6066474499 39.0314358144, -84.6061061548 39.0317441719, -84.6052310339 39.0321945685, -84.603787079 39.0328448713, -84.6026621175 39.0333326649, -84.5997220518 39.0346071565, -84.5983032066 39.0352439066, -84.5954840781 39.0365408735, -84.5926676594 39.0377938721, -84.5912813678 39.0383902216, -84.589869771 39.0390266681, -84.5889327522 39.0393950801)"
"District 06","Boone","06-00080.00","I","75","I-75","CONGESTION MITIGATION","171.0","171.8","REDUCE CONGESTION AND IMPROVE TRAFFIC MOBILITY AT THE INTERCHANGE OF I-75 AND KY-14 IN WALTON. (2020CCR) (2022CCR) (2024CCR)","","2018","2026","R","NH","17250000","2026","","","","008-I-0075-000","LINESTRING (-84.6222692778 38.8535101698, -84.6224958635 38.8554672148, -84.6233542923 38.8631627094, -84.6235752509 38.8651109027)"
"District 06","Boone","06-00080.00","I","75","I-75","CONGESTION MITIGATION","171.0","171.8","REDUCE CONGESTION AND IMPROVE TRAFFIC MOBILITY AT THE INTERCHANGE OF I-75 AND KY-14 IN WALTON. (2020CCR) (2022CCR) (2024CCR)","","2018","2026","C","NH","36000000","2030","","","","008-I-0075-000","LINESTRING (-84.6222692778 38.8535101698, -84.6224958635 38.8554672148, -84.6233542923 38.8631627094, -84.6235752509 38.8651109027)"
"District 06","Boone","06-00080.00","I","75","I-75","CONGESTION MITIGATION","171.0","171.8","REDUCE CONGESTION AND IMPROVE TRAFFIC MOBILITY AT THE INTERCHANGE OF I-75 AND KY-14 IN WALTON. (2020CCR) (2022CCR) (2024CCR)","","2018","2026","U","NH","1680000","2029","","","","008-I-0075-000","LINESTRING (-84.6222692778 38.8535101698, -84.6224958635 38.8554672148, -84.6233542923 38.8631627094, -84.6235752509 38.8651109027)"
"District 06","Boone","06-00113.00","KY","338","KY-338","PLANNING-OKI(O)","1.1","4.9","CONDUCT PLANNING STUDY TO EVALUATE OPTIONS FOR RECONSTRUCTING KY 338 (RICHWOOD ROAD) FROM TRIPLE CROWN BLVD TO US 42. (2026CCN)","","2020","2026","P","SPP","500000","2029","","","","008-KY-0338-000","LINESTRING (-84.6364581181 38.9129740855, -84.6371151682 38.9123431133, -84.6371261847 38.9122891271, -84.6374363995 38.9119957647, -84.6377481774 38.9117150464, -84.6379605421 38.9115237329, -84.6384162232 38.9110930687, -84.6386289233 38.9108795165, -84.6388224898 38.9106531568, -84.63909843 38.9103020882, -84.6392904409 38.910039196, -84.6394797278 38.9097474494, -84.6399037392 38.909064437, -84.640291018 38.9084623523, -84.641042596 38.9073123279, -84.6411556381 38.9071577007, -84.6412843652 38.9070114558, -84.641426402 38.9068680797, -84.6418633573 38.9064407974, -84.6419979811 38.9063226118, -84.6421750954 38.9061831303, -84.6423438438 38.9060622407, -84.6425202882 38.9059436184, -84.6445534892 38.9046198449, -84.6447388587 38.9044914174, -84.6449193934 38.9043574548, -84.6454960686 38.9039133303, -84.6485382355 38.9016408671, -84.6487263478 38.9015160285, -84.6489167656 38.9014013703, -84.6494237425 38.9011254396, -84.6495818525 38.9010327221, -84.6497249966 38.9009305306, -84.6498772204 38.900808654, -84.6499484533 38.9007450628, -84.6501078204 38.9005688885, -84.6501800008 38.9004657683, -84.6503609492 38.900163219, -84.651090124 38.8988048047, -84.6512466547 38.8985366244, -84.6514151212 38.8985722199, -84.6518066437 38.8986815276, -84.6520436029 38.8987652519, -84.6526395741 38.8989942245, -84.6529041045 38.8990672169, -84.6530817597 38.8990993256, -84.6532501875 38.8991143259, -84.6534304094 38.8991159809, -84.6536232503 38.8990963359, -84.6553055006 38.8987960211, -84.6564875856 38.8986242676, -84.6570817634 38.8985517306, -84.6593166308 38.8983008953, -84.6595769535 38.8982560484, -84.6598908599 38.8981757215, -84.6600842381 38.8981198284, -84.6626754184 38.8972755568, -84.6629238357 38.8972039613, -84.6631932335 38.8971391458, -84.6634637129 38.8970960294, -84.6661369576 38.896847682, -84.6663781977 38.8968095104, -84.6665369026 38.8967692166, -84.6667045666 38.8967171983, -84.666828942 38.8966700034, -84.6670348663 38.8965730285, -84.6674990096 38.8963353474, -84.667977142 38.8961019097, -84.6699398829 38.8951916562, -84.6717951902 38.8943204856, -84.6721916869 38.8941412064, -84.6725877865 38.8939649426, -84.6730010604 38.8937913034, -84.6743881965 38.8932384807, -84.6933932928 38.8854376029, -84.6934969886 38.8854088679, -84.6936000434 38.8854001701, -84.6936189319 38.8853993121)"
"District 06","Boone","06-00446.10","US","42","US-42","NEW ROUTE","12.508","12.97","Provide East-West Connectivity and Improve Mobility From KY 237 to KY 842. (2024BOP)","","2026","2026","R","SPP","15750000","2029","","","","008-US-0042-000","LINESTRING (-84.6624317681 38.9726723884, -84.6615713722 38.9735266527, -84.6613738111 38.9737079803, -84.6613454755 38.9738153463, -84.6605958171 38.9745069785, -84.6602773318 38.9748008675, -84.6599740408 38.9750899516, -84.659633995 38.9754374537, -84.659395327 38.975709005, -84.6591671747 38.9759828487, -84.6587466875 38.9764872076, -84.6580643582 38.9773062803, -84.6579595527 38.9774228318, -84.6578392674 38.9775395162, -84.6577085136 38.9776506131, -84.6575747671 38.9777501517, -84.6574035677 38.9778608787, -84.6573096739 38.9779110875)"
"District 06","Boone","06-00446.10","US","42","US-42","NEW ROUTE","12.508","12.97","Provide East-West Connectivity and Improve Mobility From KY 237 to KY 842. (2024BOP)","","2026","2026","U","SPP","1800000","2030","","","","008-US-0042-000","LINESTRING (-84.6624317681 38.9726723884, -84.6615713722 38.9735266527, -84.6613738111 38.9737079803, -84.6613454755 38.9738153463, -84.6605958171 38.9745069785, -84.6602773318 38.9748008675, -84.6599740408 38.9750899516, -84.659633995 38.9754374537, -84.659395327 38.975709005, -84.6591671747 38.9759828487, -84.6587466875 38.9764872076, -84.6580643582 38.9773062803, -84.6579595527 38.9774228318, -84.6578392674 38.9775395162, -84.6577085136 38.9776506131, -84.6575747671 38.9777501517, -84.6574035677 38.9778608787, -84.6573096739 38.9779110875)"
"District 06","Boone","06-00446.20","US","42","US-42","NEW ROUTE","12.97","13.489","Provide East-West Connectivity and Improve Mobility from KY 842 to Mall Road. (2024BOP)","","2026","2026","U","SPP","3600000","2030","","","","008-US-0042-000","LINESTRING (-84.6573096739 38.9779110875, -84.657168833 38.9779864005, -84.6569351641 38.9780877698, -84.6567498672 38.9781533413, -84.6557328272 38.9784916193, -84.6553590901 38.9786210813, -84.6550469548 38.9787472622, -84.6547794897 38.9788735769, -84.6545212954 38.9790148023, -84.6543952708 38.9790916207, -84.6541785182 38.9792370678, -84.6540291399 38.9793463432, -84.6538058364 38.979529618, -84.6537045288 38.9796234103, -84.6535130259 38.9798204291, -84.6529317714 38.9804619416, -84.6527537243 38.9806761051, -84.6526142396 38.9808288485, -84.6524649762 38.9809768351, -84.6523480852 38.9810773458, -84.6522278314 38.9811676669, -84.6520388239 38.9812919511, -84.651878097 38.9813835475, -84.6518079091 38.9814194187, -84.6515307493 38.9815343801, -84.6512832982 38.9816152958, -84.6511526316 38.9816495119, -84.6510150015 38.9816789969, -84.6507124187 38.9817303022, -84.6505463989 38.9817529358, -84.6499382203 38.9818220196)"
"District 06","Boone","06-00446.20","US","42","US-42","NEW ROUTE","12.97","13.489","Provide East-West Connectivity and Improve Mobility from KY 842 to Mall Road. (2024BOP)","","2026","2026","R","SPP","36750000","2029","","","","008-US-0042-000","LINESTRING (-84.6573096739 38.9779110875, -84.657168833 38.9779864005, -84.6569351641 38.9780877698, -84.6567498672 38.9781533413, -84.6557328272 38.9784916193, -84.6553590901 38.9786210813, -84.6550469548 38.9787472622, -84.6547794897 38.9788735769, -84.6545212954 38.9790148023, -84.6543952708 38.9790916207, -84.6541785182 38.9792370678, -84.6540291399 38.9793463432, -84.6538058364 38.979529618, -84.6537045288 38.9796234103, -84.6535130259 38.9798204291, -84.6529317714 38.9804619416, -84.6527537243 38.9806761051, -84.6526142396 38.9808288485, -84.6524649762 38.9809768351, -84.6523480852 38.9810773458, -84.6522278314 38.9811676669, -84.6520388239 38.9812919511, -84.651878097 38.9813835475, -84.6518079091 38.9814194187, -84.6515307493 38.9815343801, -84.6512832982 38.9816152958, -84.6511526316 38.9816495119, -84.6510150015 38.9816789969, -84.6507124187 38.9817303022, -84.6505463989 38.9817529358, -84.6499382203 38.9818220196)"
"District 06","Boone","06-00447.10","US","25","US-25","MAJOR WIDENING","5.085","6.68","Reconstruct US 25 from Winning Colors Drive to Melinda Lane. (2024BOP)","","2026","2026","U","SPP","4160000","2029","","","","008-US-0025-000","LINESTRING (-84.6258534405 38.9220734058, -84.6263054229 38.9229410125, -84.6264610431 38.9232200576, -84.6266929383 38.923590149, -84.6274409903 38.9246789492, -84.6276230184 38.9249554942, -84.6276728193 38.9250539804, -84.6277124907 38.9251482528, -84.6277467441 38.9252520841, -84.6277761031 38.9253770097, -84.6277882201 38.9254575702, -84.6277976835 38.9256191008, -84.6277958012 38.9256956849, -84.6277790684 38.9258465356, -84.627749894 38.9259835424, -84.6273327575 38.9283059699, -84.6269669194 38.9302631626, -84.6267534515 38.9314557651, -84.6263927021 38.9334456736, -84.6263196443 38.9337837926, -84.6261984307 38.9342584639, -84.6250052304 38.9386607681, -84.6249474467 38.9388285287, -84.6248692594 38.9389971951, -84.6247685713 38.9391659241, -84.624706023 38.939255116, -84.6234906685 38.9409173716, -84.623013771 38.9415654997, -84.6227587036 38.9419636741, -84.6226900252 38.9421079932, -84.6226272579 38.9422564864, -84.6225803682 38.9424012847, -84.6225470396 38.9425558216, -84.6225286347 38.9427228533, -84.6225239048 38.942892211, -84.6225300129 38.9430655154, -84.6226088457 38.9439011895, -84.6226235351 38.944070721)"
"District 06","Boone","06-00447.10","US","25","US-25","MAJOR WIDENING","5.085","6.68","Reconstruct US 25 from Winning Colors Drive to Melinda Lane. (2024BOP)","","2026","2026","R","SPP","10500000","2029","","","","008-US-0025-000","LINESTRING (-84.6258534405 38.9220734058, -84.6263054229 38.9229410125, -84.6264610431 38.9232200576, -84.6266929383 38.923590149, -84.6274409903 38.9246789492, -84.6276230184 38.9249554942, -84.6276728193 38.9250539804, -84.6277124907 38.9251482528, -84.6277467441 38.9252520841, -84.6277761031 38.9253770097, -84.6277882201 38.9254575702, -84.6277976835 38.9256191008, -84.6277958012 38.9256956849, -84.6277790684 38.9258465356, -84.627749894 38.9259835424, -84.6273327575 38.9283059699, -84.6269669194 38.9302631626, -84.6267534515 38.9314557651, -84.6263927021 38.9334456736, -84.6263196443 38.9337837926, -84.6261984307 38.9342584639, -84.6250052304 38.9386607681, -84.6249474467 38.9388285287, -84.6248692594 38.9389971951, -84.6247685713 38.9391659241, -84.624706023 38.939255116, -84.6234906685 38.9409173716, -84.623013771 38.9415654997, -84.6227587036 38.9419636741, -84.6226900252 38.9421079932, -84.6226272579 38.9422564864, -84.6225803682 38.9424012847, -84.6225470396 38.9425558216, -84.6225286347 38.9427228533, -84.6225239048 38.942892211, -84.6225300129 38.9430655154, -84.6226088457 38.9439011895, -84.6226235351 38.944070721)"
"District 06","Boone","06-00447.10","US","25","US-25","MAJOR WIDENING","5.085","6.68","Reconstruct US 25 from Winning Colors Drive to Melinda Lane. (2024BOP)","","2026","2026","C","SPP","20880000","2030","","","","008-US-0025-000","LINESTRING (-84.6258534405 38.9220734058, -84.6263054229 38.9229410125, -84.6264610431 38.9232200576, -84.6266929383 38.923590149, -84.6274409903 38.9246789492, -84.6276230184 38.9249554942, -84.6276728193 38.9250539804, -84.6277124907 38.9251482528, -84.6277467441 38.9252520841, -84.6277761031 38.9253770097, -84.6277882201 38.9254575702, -84.6277976835 38.9256191008, -84.6277958012 38.9256956849, -84.6277790684 38.9258465356, -84.627749894 38.9259835424, -84.6273327575 38.9283059699, -84.6269669194 38.9302631626, -84.6267534515 38.9314557651, -84.6263927021 38.9334456736, -84.6263196443 38.9337837926, -84.6261984307 38.9342584639, -84.6250052304 38.9386607681, -84.6249474467 38.9388285287, -84.6248692594 38.9389971951, -84.6247685713 38.9391659241, -84.624706023 38.939255116, -84.6234906685 38.9409173716, -84.623013771 38.9415654997, -84.6227587036 38.9419636741, -84.6226900252 38.9421079932, -84.6226272579 38.9422564864, -84.6225803682 38.9424012847, -84.6225470396 38.9425558216, -84.6225286347 38.9427228533, -84.6225239048 38.942892211, -84.6225300129 38.9430655154, -84.6226088457 38.9439011895, -84.6226235351 38.944070721)"
"District 06","Boone","06-00447.20","US","25","US-25","MAJOR WIDENING","6.68","9.2","Reconstruct US 25 from Melinda Lane to RR Spur Crossing. (2024BOP)","","2026","2026","C","SPP","25520000","2031","","","","008-US-0025-000","LINESTRING (-84.6226235351 38.944070721, -84.622644345 38.9443108905, -84.6226630301 38.9446484984, -84.6226568988 38.9448175682, -84.6226318446 38.9449826156, -84.6225864177 38.9451463729, -84.6224616856 38.9454820781, -84.6223498642 38.9457558555, -84.6219953752 38.9466247792, -84.6216555153 38.9474339864, -84.6211471027 38.9486600255, -84.6210149495 38.9489973062, -84.6209645697 38.9491626631, -84.6209309964 38.9493325712, -84.6209163046 38.9495092475, -84.6209222861 38.9496905115, -84.6209730676 38.9500665861, -84.6210218482 38.9503448987, -84.621303624 38.9519476786, -84.6213310648 38.9521283216, -84.6213470366 38.9522775563, -84.621353332 38.9524840833, -84.6213411039 38.9526832957, -84.6212638787 38.9532195994, -84.621193962 38.9535791572, -84.6211496224 38.9537629656, -84.6209894383 38.9543201757, -84.6209083938 38.9545807879, -84.6207174411 38.9551945394, -84.6204965261 38.9559035524, -84.620292485 38.9565218469, -84.6199732424 38.9574712642, -84.6199322739 38.9575960744, -84.6191633809 38.9598972695, -84.6186492078 38.9614181101, -84.6182199006 38.9627264216, -84.6180430084 38.963247225, -84.6175446481 38.9647432239, -84.6174797898 38.9649111866, -84.6174008916 38.9650773689, -84.617300596 38.9652400532, -84.6171856621 38.9653940874, -84.6170608497 38.9655502248, -84.6165298674 38.966179413, -84.6163398499 38.9664123559, -84.6162338881 38.9665546686, -84.6161437363 38.9666979546, -84.6160729021 38.9668427977, -84.6160196715 38.9669864338, -84.615964167 38.9671857833, -84.6156879339 38.9684381522, -84.6156141301 38.9687735069, -84.6155673944 38.968996826, -84.6155628334 38.96904126, -84.6155571322 38.9692493184, -84.6155644361 38.9693674471, -84.6155833672 38.9694843122, -84.6156301774 38.9697079693, -84.6157978098 38.9702583943, -84.6159378127 38.9707764345, -84.6162572253 38.9720605342, -84.616337574 38.9723215736, -84.6165645701 38.9729681048, -84.6167515192 38.9734308544, -84.6168721063 38.973682939, -84.6171979343 38.9742623164, -84.6180516976 38.9756799625, -84.6184167036 38.976297046, -84.6186768599 38.976735499, -84.6187603299 38.976887019, -84.6188381058 38.9770428774, -84.6189080596 38.9772041528, -84.6189702163 38.9773691989, -84.6190744934 38.9776985508, -84.6194390764 38.9789333709, -84.6194616159 38.9790157538)"
"District 06","Boone","06-00447.20","US","25","US-25","MAJOR WIDENING","6.68","9.2","Reconstruct US 25 from Melinda Lane to RR Spur Crossing. (2024BOP)","","2026","2026","U","SPP","6240000","2030","","","","008-US-0025-000","LINESTRING (-84.6226235351 38.944070721, -84.622644345 38.9443108905, -84.6226630301 38.9446484984, -84.6226568988 38.9448175682, -84.6226318446 38.9449826156, -84.6225864177 38.9451463729, -84.6224616856 38.9454820781, -84.6223498642 38.9457558555, -84.6219953752 38.9466247792, -84.6216555153 38.9474339864, -84.6211471027 38.9486600255, -84.6210149495 38.9489973062, -84.6209645697 38.9491626631, -84.6209309964 38.9493325712, -84.6209163046 38.9495092475, -84.6209222861 38.9496905115, -84.6209730676 38.9500665861, -84.6210218482 38.9503448987, -84.621303624 38.9519476786, -84.6213310648 38.9521283216, -84.6213470366 38.9522775563, -84.621353332 38.9524840833, -84.6213411039 38.9526832957, -84.6212638787 38.9532195994, -84.621193962 38.9535791572, -84.6211496224 38.9537629656, -84.6209894383 38.9543201757, -84.6209083938 38.9545807879, -84.6207174411 38.9551945394, -84.6204965261 38.9559035524, -84.620292485 38.9565218469, -84.6199732424 38.9574712642, -84.6199322739 38.9575960744, -84.6191633809 38.9598972695, -84.6186492078 38.9614181101, -84.6182199006 38.9627264216, -84.6180430084 38.963247225, -84.6175446481 38.9647432239, -84.6174797898 38.9649111866, -84.6174008916 38.9650773689, -84.617300596 38.9652400532, -84.6171856621 38.9653940874, -84.6170608497 38.9655502248, -84.6165298674 38.966179413, -84.6163398499 38.9664123559, -84.6162338881 38.9665546686, -84.6161437363 38.9666979546, -84.6160729021 38.9668427977, -84.6160196715 38.9669864338, -84.615964167 38.9671857833, -84.6156879339 38.9684381522, -84.6156141301 38.9687735069, -84.6155673944 38.968996826, -84.6155628334 38.96904126, -84.6155571322 38.9692493184, -84.6155644361 38.9693674471, -84.6155833672 38.9694843122, -84.6156301774 38.9697079693, -84.6157978098 38.9702583943, -84.6159378127 38.9707764345, -84.6162572253 38.9720605342, -84.616337574 38.9723215736, -84.6165645701 38.9729681048, -84.6167515192 38.9734308544, -84.6168721063 38.973682939, -84.6171979343 38.9742623164, -84.6180516976 38.9756799625, -84.6184167036 38.976297046, -84.6186768599 38.976735499, -84.6187603299 38.976887019, -84.6188381058 38.9770428774, -84.6189080596 38.9772041528, -84.6189702163 38.9773691989, -84.6190744934 38.9776985508, -84.6194390764 38.9789333709, -84.6194616159 38.9790157538)"
"District 06","Boone","06-00447.20","US","25","US-25","MAJOR WIDENING","6.68","9.2","Reconstruct US 25 from Melinda Lane to RR Spur Crossing. (2024BOP)","","2026","2026","R","SPP","15750000","2029","","","","008-US-0025-000","LINESTRING (-84.6226235351 38.944070721, -84.622644345 38.9443108905, -84.6226630301 38.9446484984, -84.6226568988 38.9448175682, -84.6226318446 38.9449826156, -84.6225864177 38.9451463729, -84.6224616856 38.9454820781, -84.6223498642 38.9457558555, -84.6219953752 38.9466247792, -84.6216555153 38.9474339864, -84.6211471027 38.9486600255, -84.6210149495 38.9489973062, -84.6209645697 38.9491626631, -84.6209309964 38.9493325712, -84.6209163046 38.9495092475, -84.6209222861 38.9496905115, -84.6209730676 38.9500665861, -84.6210218482 38.9503448987, -84.621303624 38.9519476786, -84.6213310648 38.9521283216, -84.6213470366 38.9522775563, -84.621353332 38.9524840833, -84.6213411039 38.9526832957, -84.6212638787 38.9532195994, -84.621193962 38.9535791572, -84.6211496224 38.9537629656, -84.6209894383 38.9543201757, -84.6209083938 38.9545807879, -84.6207174411 38.9551945394, -84.6204965261 38.9559035524, -84.620292485 38.9565218469, -84.6199732424 38.9574712642, -84.6199322739 38.9575960744, -84.6191633809 38.9598972695, -84.6186492078 38.9614181101, -84.6182199006 38.9627264216, -84.6180430084 38.963247225, -84.6175446481 38.9647432239, -84.6174797898 38.9649111866, -84.6174008916 38.9650773689, -84.617300596 38.9652400532, -84.6171856621 38.9653940874, -84.6170608497 38.9655502248, -84.6165298674 38.966179413, -84.6163398499 38.9664123559, -84.6162338881 38.9665546686, -84.6161437363 38.9666979546, -84.6160729021 38.9668427977, -84.6160196715 38.9669864338, -84.615964167 38.9671857833, -84.6156879339 38.9684381522, -84.6156141301 38.9687735069, -84.6155673944 38.968996826, -84.6155628334 38.96904126, -84.6155571322 38.9692493184, -84.6155644361 38.9693674471, -84.6155833672 38.9694843122, -84.6156301774 38.9697079693, -84.6157978098 38.9702583943, -84.6159378127 38.9707764345, -84.6162572253 38.9720605342, -84.616337574 38.9723215736, -84.6165645701 38.9729681048, -84.6167515192 38.9734308544, -84.6168721063 38.973682939, -84.6171979343 38.9742623164, -84.6180516976 38.9756799625, -84.6184167036 38.976297046, -84.6186768599 38.976735499, -84.6187603299 38.976887019, -84.6188381058 38.9770428774, -84.6189080596 38.9772041528, -84.6189702163 38.9773691989, -84.6190744934 38.9776985508, -84.6194390764 38.9789333709, -84.6194616159 38.9790157538)"
"District 06","Boone","06-00966.08","CO","0","CO-0","MATCHED FED FUNDS(O)","","","DEDICATED FEDERAL-AID STP FUNDS EARMARKED FOR NKY URBANIZED AREA AND SUBJECT TO MPO CONTROL FOR FY 2026 THROUGH FY 2032. (FUNDING SUBJECT TO FISCAL CONSTRAINT PENDING MPO TIP) (2020CCR) (2024CCR)","","2014","2026","C","SNK","60200000","2026","","","","",""
"District 06","Boone","06-01087.00","KY","842","KY-842","AM-BRIDGE (P)","0.094","0.141","ADDRESS DEFICIENCIES OF BRIDGE OVER NS (CNO&TP)RR ON RICHARDSON ROAD (KY 842) 0.14 MI E OF US 25 NEAR INDEPENDENCE (008B00092N) (2020CCN)","008B00092N","2016","2026","C","BRX","10000000","2027","","","","008-KY-0842-000","LINESTRING (-84.6121991584 38.9684435292, -84.6130445904 38.9686196491)"
"District 06","Boone","06-01087.00","KY","842","KY-842","AM-BRIDGE (P)","0.094","0.141","ADDRESS DEFICIENCIES OF BRIDGE OVER NS (CNO&TP)RR ON RICHARDSON ROAD (KY 842) 0.14 MI E OF US 25 NEAR INDEPENDENCE (008B00092N) (2020CCN)","008B00092N","2016","2026","U","BRX","3775000","2027","","","","008-KY-0842-000","LINESTRING (-84.6121991584 38.9684435292, -84.6130445904 38.9686196491)"
"District 06","Boone","06-01087.00","KY","842","KY-842","AM-BRIDGE (P)","0.094","0.141","ADDRESS DEFICIENCIES OF BRIDGE OVER NS (CNO&TP)RR ON RICHARDSON ROAD (KY 842) 0.14 MI E OF US 25 NEAR INDEPENDENCE (008B00092N) (2020CCN)","008B00092N","2016","2026","R","BRX","4000000","2027","","","","008-KY-0842-000","LINESTRING (-84.6121991584 38.9684435292, -84.6130445904 38.9686196491)"
