"DISTRICT","COUNTY","SYP_NO","ROUTE_PREFIX","ROUTE_NO","ROUTE","TYPE_WORK","BMP","EMP","DESCRIPTION","BRIDGE_ID","ENACT_INITIAL_YEAR","ENACT_YEAR","ENACT_PHASE","FUND_CODE","RSY_FUND","RSY_YEAR","LATEST_LETTING_DATE","AWARDED","NUMBER_OF_LETTINGS"
"Various","Statewide","99-00239.00","CO","0","CO-0","AM-ASSET MGT(P)","","","PROMOTING RESILIENT OPERATIONS FOR TRANSFORMATIVE, EFFICIENT, AND COST SAVING TRANSPORTATION (PROTECT) PROGRAM FORMULA FUNDS.","","2022","2026","C","PRO","35000000","2027","","",""
"Various","Statewide","99-00244.00","CO","0","CO-0","AIR QUALITY(P)","","","STATEWIDE CARBON REDUCTION PROGRAM.","","2022","2026","C","CAR","100120000","2026","","",""
"Various","Statewide","99-00327.16","CO","0","CO-0","BRIDGE INSPECTION(P)","","","STATEWIDE BRIDGE INSPECTION FOR FY 2026 THROUGH FY 2032. (2024CCR)","","2014","2026","C","BRX","35000000","2026","","",""
"Various","Statewide","99-00337.15","CO","0","CO-0","AM-PAVEMENT (INT)(P)","","","STATEWIDE I-STATE ROUTES FOR FY 2026 THROUGH FY 2032. (2024CCR)","","2014","2026","C","NHP","30000000","2027","","",""
"Various","Statewide","99-00346.16","CO","0","CO-0","BRIDGE INSPECTION(P)","","","STATEWIDE OFF-SYSTEM BRIDGE INSPECTION FOR FY 2026 THROUGH FY 2032. (2024CCR)","","2014","2026","C","BRZ","21000000","2026","","",""
"Various","Statewide","99-00352.16","CO","0","CO-0","SAFETY-RR PROTECTN(P)","","","RAILWAY-HIGHWAY CROSSINGS PROGRAM ON VARIOUS ROUTES FOR FY 2026 THROUGH FY 2032. (2024CCR)","","2014","2026","C","RRP","22740000","2026","","",""
"Various","Statewide","99-00369.10","CO","0","CO-0","AM-PAVEMENT (PRI)(P)","","","PAVEMENT REHABILITATION FOR VARIOUS NHS ROUTES IN KENTUCKY FOR FY 2026 THROUGH FY 2032. (2024CCR)","","2014","2026","C","NHP","30000000","2027","","",""
"Various","Statewide","99-00388.10","CO","0","CO-0","BRIDGE INSPECTION(P)","","","OHIO RIVER BRIDGES FRACTURE CRITICAL FOR FY 2026 THROUGH FY 2032. (2024CCR)","","2014","2026","C","BRX","28000000","2026","","",""
"Various","Statewide","99-00391.06","CO","0","CO-0","DESIGN ENGINEERING(O)","","","STATEWIDE HIGHWAY PROJECT DESIGN ACTIVITIES FOR FY 2026 THROUGH FY 2032. (2024CCR) (2026CCR)","","2014","2026","D","STP","5500000","2026","","",""
"Various","Statewide","99-00391.07","CO","0","CO-0","DESIGN ENGINEERING(O)","","","STATEWIDE HIGHWAY PROJECT DESIGN ACTIVITIES FOR FY 2022 THROUGH FY 2028. (2024CCR)","","2018","2026","D","SPP","20000000","2029","","",""
"Various","Statewide","99-00400.07","CO","0","CO-0","LIGHTING(P)","","","UPGRADE NAVIGATIONAL LIGHTING FOR BRIDGES OVER MAJOR STREAMS AND WATERWAYS FOR FY 2026 THROUGH FY 2032. (2024CCR)","","2016","2026","C","BRX","3500000","2026","","",""
"Various","Statewide","99-00510.05","CO","0","CO-0","AM-BRIDGE (P)","","","HONORING BORDER STATES COMMITMENTS FOR EXISTING BRIDGES(CANNOT BE MOVED) FOR FY 2026 THROUGH FY 2032. (2024CCR)","","2016","2026","C","BRX","14000000","2026","","",""
"Various","Statewide","99-00511.04","CO","0","CO-0","LANDSLIDE REPAIR(P)","","","STATEWIDE CORRECTIONS OF ROCK FALL OR EMBANKMENT STABILIZATION FOR FY 2022 THROUGH FY 2028. (2024CCR) (2026CCR)","","2016","2026","C","SPP","5500000","2026","2025-08-21","Awarded","4"
"Various","Statewide","99-00514.01","CO","0","CO-0","AM-BRIDGE (P)","","","PREVENTATIVE MAINTENANCE FOR BRIDGE STRUCTURES FOR FY 2026 THROUGH FY 2032. (2024CCR)","","2018","2026","C","BRX","17500000","2026","","",""
"Various","Statewide","99-00518.01","CO","0","CO-0","LANDSLIDE REPAIR(P)","","","STATEWIDE CORRECTIONS OF ROCKFALL OR EMBANKMENT STABILIZATION ON NH ROUTES FOR FY 2026 THROUGH FY 2032. (2020CCR) (2024CCR)","","2018","2026","C","NH","30000000","2027","","",""
"Various","Statewide","99-00518.03","CO","0","CO-0","LANDSLIDE REPAIR(P)","","","STATEWIDE CORRECTIONS OF ROCKFALL OR EMBANKMENT STABILIZATION ON NON NH ROUTES FOR FY 2026 THROUGH FY 2032. (2024CCR) (2026CCR)","","2018","2026","C","STP","32000000","2026","","",""
"Various","Statewide","99-00600.00","CO","0","CO-0","REST AREA REHAB(P)","","","Statewide NHS Rest Area Repairs. (2024CCR)","","2024","2026","C","NH","30000000","2027","","",""
"Various","Statewide","99-00600.10","CO","0","CO-0","REST AREA REHAB(P)","","","STATEWIDE NHS REST AREA / WELCOME CENTERS / WEIGH STATION REPAIRS. (2024CCR)","","2024","2026","C","SPP","20000000","2029","","",""
"Various","Statewide","99-00601.00","CO","0","CO-0","REST AREA REHAB(P)","","","Additional Parking at NHS Rest Area and Weigh Stations. (2024CCR)","","2024","2026","C","NH","30000000","2027","","",""
"Various","Statewide","99-00610.00","CO","0","CO-0","SAFETY","","","ADDRESS SAFETY IMPROVEMENT NEEDS FOR STATE-OWNED DAMS CONSTRUCTED TO FACILIATE KENTUCKY'S HIGHWAY SYSTEM. (2026CCR)","","2026","2026","C","SPP","28000000","2027","","",""
"Various","Statewide","99-00611.00","CO","0","CO-0","PLANNING","","","PLANNING FUNDS TO SCOPE PROJECTS FOR CONSIDERATION IN FUTURE HIGHWAY PLANS.","","2026","2026","P","SPP","10000000","2029","","",""
"Various","Statewide","99-00911.09","CO","0","CO-0","SAFETY-HAZARD ELIM(P)","","","STATEWIDE SAFETY PROGRAM FOR FY 2026 THROUGH FY 2032. (HSIP) (2024CCR)","","2014","2026","C","SAF","499100000","2026","","",""
"Various","Statewide","99-00911.50","CO","0","CO-0","SAFETY-HAZARD ELIM(P)","","","STATEWIDE SAFETY FUNDING TO BE USED ALONGSIDE FEDERAL HSIP FUNDING TO ENHANCE ROADWAY SAFETY IN KENTUCKY. (2022CCR)","","2020","2026","C","SPP","17500000","2026","2025-10-23","Awarded","1"
"Various","Statewide","99-01063.16","CO","0","CO-0","BRIDGE INSPECTION(P)","","","STATEWIDE UNDERWATER BRIDGE INSPECTION FOR FY 2026 THROUGH FY 2032. (2024CCR)","","2014","2026","C","BRX","7000000","2026","","",""
"Various","Statewide","99-01071.08","CO","0","CO-0","BRIDGE INSPECTION(P)","","","STATEWIDE PROGRAM TO FUND BRIDGE SCOUR COUNTER-MEASURES FOR STATE-MAINTAINED BRIDGES FOR FY 2026 THROUGH FY 2032. (2024CCR)","","2014","2026","C","BRX","21000000","2026","","",""
"Various","Statewide","99-01074.08","CO","0","CO-0","AM-BRIDGE (P)","","","STATEWIDE BRIDGE REPLACEMENT PROGRAM FOR FY 2026 THROUGH FY 2032. (2024CCR)","","2018","2026","C","BRX","9000000","2026","","",""
"Various","Statewide","99-02700.14","CO","0","CO-0","AM-PAVEMENT (PRI)(P)","","","PAVEMENT PREVENTATIVE MAINTENANCE PROGRAM FOR FY 2026 THROUGH FY 2032 STP5 FUNDING. (2024CCR)","","2016","2026","C","STP","12000000","2027","","",""
"Various","Statewide","99-03011.01","CO","0","CO-0","SAFETY(P)","","","AMERICANS WITH DISABILITIES ACT (ADA) TRANSITION PLAN IMPLEMENTATION PROJECTS FY 2026 THROUGH FY 2032. (2024CCR)","","2018","2026","C","STP","35000000","2026","","",""
"Various","Statewide","99-08500.16","CO","0","CO-0","SAFETY(P)","","","SCHOOL TURN LANE PROJECTS FOR NEW SCHOOLS FOR FY 2022 THROUGH FY 2028. (2022CCR) (2024CCR) (2026CCR)","","2016","2026","C","SPP","12000000","2027","","",""
"Various","Statewide","99-08600.00","CO","0","CO-0","UNKNOWN","","","Western KY DECEMBER 2021 Tornado Relief Funding POOL FOR THE LAST DOLLAR (UNCOVERED BY FEMA OR INSURANCE) RECONCTRUCTION OF EXISTING ROADS. (2022CCR) (2024CCR)(SEE GRAVES COUNTY 1-220.00 FOR MAYFIELD, KY KYD USDOT RAISE GRANT PROJECT) (2026CCR)","","2022","2026","C","SPP","1000000","2027","","",""
"Various","Statewide","99-08601.00","CO","0","CO-0","RECONSTRUCTION(O)","","","ADVANCE CONSTRUCTION COMMITMENTS FOR MOUNTAIN PARKWAY EXPANSION; I-65 CENTRAL CORRIDOR; AND OTHER ACTIVE DESIGN/BUILD PROJECTS.","","2022","2026","C","NH","499000000","2026","","",""
"Various","Statewide","99-08602.00","CO","0","CO-0","MATCHED FED FUNDS","","","ADVANCE CONSTRUCTION CONTRACTS FOR KY 536 IN NORTHERN KENTUCKY, KY 32 IN MOREHEAD, AND OTHER ACTIVE STPF PROJECTS PREVIOUSLY AUTHORIZED.","","2024","2026","C","STP","27000000","2027","","",""
"Various","Statewide","99-09068.61","CO","0","CO-0","AM-BRIDGE (P)","","","US 68/KY 80 LAKE BARKLEY AND KENTUCKY LAKE GARVEE BOND DEBT SERVICE FOR FY 2027. (2024CCR)","","2010","2026","C","GAR","6000000","2027","","",""
"Various","Statewide","99-09068.66","CO","0","CO-0","AM-BRIDGE (P)","","","US 68/KY 80 LAKE BARKLEY AND KENTUCKY LAKE GARVEE BOND DEBT SERVICE (STP) FOR FY 2026 THROUGH FY 2032. (2024CCR)","","2014","2026","C","GAR","6000000","2027","","",""
"Various","Statewide","99-09660.00","CO","0","CO-0","AM-BRIDGE (P)","","","GARVEE BOND DEBT SERVICE PAYMENTS FOR THE BRENT SPENCE BRIDGE PROJECT AND THE I-69 ORX BRIDGE PROJECT.","","2026","2026","C","GAR","222000000","2027","","",""
"Various","Statewide","99-10003.00","CO","0","CO-0","AM-BRIDGE (P)","","","ADDRESS CIF (CONSTRAINT INDUCED FATIGUE) DETAILS ON VARIOUS BRIDGES STATEWIDE","","2026","2026","C","FBP","4000000","2028","","",""
